date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,54.018686726088596,24.5469405958452,0.0,14.935663114551126,0.0,0.0,3.136473099692738,3.3622364638223394
2024-03-04,0.0,54.01969776598057,24.546815138140346,0.0,14.935942657652543,0.0,0.0,3.13524504515884,3.3622993930677016
2024-03-05,0.0,54.02393190662068,24.547569280430835,0.0,14.937113358052962,0.0,0.0,3.1354907901187605,3.355894664776762
2024-03-06,0.0,54.02810350015158,24.547475846742945,0.0,14.938266764760986,0.0,0.0,3.135849901139942,3.3503039872045433
2024-03-07,0.0,54.030875488005016,24.546693096477338,0.0,14.939000843595956,0.0,0.0,3.13296194799681,3.350468623924885
2024-03-08,0.0,54.05896529584962,24.530132769271635,0.0,14.928922307105363,0.0,0.0,3.1308483078914833,3.351131319881907
2024-03-11,0.0,54.058911580131294,24.530161450682723,0.0,14.92893976247594,0.0,0.0,3.13085196857886,3.351135238131184
2024-03-12,0.0,54.046525768564244,24.52454117553184,0.0,14.925519289710415,0.0,0.0,3.1301346374045234,3.373279128788973
2024-03-13,0.0,54.052275618029455,24.526565724546366,0.0,14.927107171408366,0.0,0.0,3.1204134840723006,3.3736380019435157
2024-03-14,0.0,53.14338595948919,24.114151229658525,1.6774781863755046,14.676107686467349,0.0,0.0,3.067943694158462,3.3209332438509716
2024-03-15,0.0,53.14320270630988,24.114068077356514,1.6774724019640426,14.676057079165144,0.0,0.0,3.0682779428551568,3.3209217923492615
2024-03-18,0.0,53.14405789862614,24.11296184840617,1.676349951661833,14.676293249561507,0.0,0.0,3.0693618183780806,3.3209752333662697
2024-03-19,0.0,53.14283620374268,24.1124075308911,1.6763114151209704,14.67595586560778,0.0,0.0,3.071590095054696,3.320898889582767
2024-03-20,0.0,53.119451579094445,24.085138036247518,1.6755737820543821,14.66949795436729,0.0,0.0,3.1280287842987247,3.322309863937641
2024-03-21,0.0,53.12329672185487,24.088375174522366,1.6756950713411896,14.670559831178547,0.0,0.0,3.119522846058235,3.322550355044787
2024-03-22,0.0,53.12329672185487,24.088375174522366,1.6756950713411896,14.670559831178547,0.0,0.0,3.1194079465058935,3.3226652545971285
2024-03-25,0.0,53.13477442603002,24.102773606757122,1.6760571183808772,14.673729520490333,0.0,0.0,3.0892821859021096,3.3233831424395373
2024-03-26,0.0,53.1275697556422,24.09950545438149,1.675829857811513,14.671739874619108,0.0,0.0,3.0932298369739524,3.3321252205717395
2024-03-27,0.0,53.12903495404745,24.100170091539212,1.6758760753073716,14.672144504643885,0.0,0.0,3.0905572576379425,3.332217116824133
2024-03-28,0.0,53.13330891104444,24.10210882599356,1.6679664063705146,14.673324803038554,0.0,0.0,3.090805877038376,3.3324851765145507
2024-04-02,0.0,53.1296454772355,24.101940907199698,1.667851403472135,14.67231310707467,0.0,0.0,3.102313927210777,3.3259351778072204
2024-04-03,0.0,53.13001179788347,24.102107086336243,1.6678629030483383,14.67241427039312,0.0,0.0,3.1023353171831327,3.325268625155696
2024-04-05,0.0,53.148456465339464,24.110474397675972,1.668441919983737,14.677507960246297,0.0,0.0,3.0686962280533185,3.3264230287012126
2024-04-08,0.0,53.16630256377888,24.101321286466487,1.6707270351129004,14.682436348939476,0.0,0.0,3.0531676997234922,3.326045065978769
2024-04-10,0.0,53.1758416933458,24.105530546637848,1.6647010718919804,14.685070680385087,0.0,0.0,3.0537155008846186,3.315140506854666
2024-04-11,0.0,53.177064906237185,24.106085050239095,1.664739365292641,14.68540848355275,0.0,0.0,3.0514854290851914,3.315216765593138
2024-04-12,0.0,46.6129406733393,21.13045378293287,1.4593464049704523,12.872656202717744,12.343800155580945,0.0,2.6748130894833206,2.905989690975358
2024-04-15,0.0,46.57040258095685,21.111170528495,1.4479419929558202,12.860908858936194,12.332535435874709,0.0,2.7737028633060468,2.903337739475378
2024-04-16,0.0,46.57049639852537,21.11302613646829,1.4479449098813693,12.860934767649262,12.332560280162584,0.0,2.7716939189708274,2.903343588342302
2024-04-18,0.0,46.57781533366111,21.116646448835805,1.4300388284505372,12.88310445542575,12.334498443071041,0.0,2.754096617976808,2.9037998725789564
2024-04-19,0.0,46.58814081944467,21.124955171015493,1.398111118123219,12.885960414017832,12.33723278531979,0.0,2.755412506312031,2.910187185766969
2024-04-22,0.0,46.58734277779254,21.124593306518875,1.3796475327026192,12.885739681167003,12.337021452017764,0.0,2.7651393216787374,2.9205159281224593
2024-04-23,0.0,46.57495316847666,21.115248113514916,1.4095014967340453,12.882312800154336,12.333740499149489,0.0,2.7645046865975136,2.91973923537304
2024-04-24,0.0,46.58330604486857,21.11792668106976,1.3974622548920976,12.886638234674095,12.335952465084628,0.0,2.7461594246098784,2.932554894800966
2024-04-25,0.0,46.578613048933384,21.12174307864213,1.3871463087960156,12.890377189048397,12.334709689942828,0.0,2.7471924391428972,2.940218245494351
2024-04-26,0.0,46.58358765469746,21.128029081979935,1.3828612399551001,12.891753884069315,12.336027039556855,0.0,2.73610053422373,2.9416405655176026
2024-04-29,0.0,46.57640766748031,21.12255632563318,1.3826480978051316,12.889766861756213,12.334125672124381,0.0,2.7331603308962493,2.961335044304528
2024-04-30,0.0,43.76803786381141,19.842230016955487,1.2969133556800025,12.117299091791457,11.590427567720415,6.037738474676536,2.573095030710814,2.7742585986538795
2024-05-02,0.0,43.76755930271824,19.84309484695497,1.2969636943887763,12.117769415570171,11.590877441380318,6.052646501752842,2.557101193367536,2.7739876038671483
2024-05-03,0.0,43.76248554828048,19.840876934193304,1.296818729485298,12.115468398903486,11.5895818997728,6.051969982186633,2.5615482947884414,2.781250212389564
2024-05-06,0.0,43.75477183811441,19.84429980517097,1.3077406849724738,12.119452005055322,11.591581289399558,6.053014044527146,2.5568777730436256,2.772262559716497
2024-05-07,0.0,43.59448524957093,19.82608197747541,1.3112640084710832,12.103713038308326,11.58005582197673,6.079625825934829,2.5552812836744994,2.9494927945881946
