date,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2024-03-01,61.169855493216595,0.0,19.618447973131605,3.26908256910792,4.999654145079456,3.267448208485071,2.172272874803214,2.4784264259425286,3.02481231023361
2024-03-04,60.1112659762466,0.0,19.724565911137386,4.088864246354,5.020741441962513,3.2953194092869142,2.181554848285359,2.5303678734068282,3.0473202933203964
2024-03-05,60.25517911075241,0.0,19.76945597473451,3.8815082389590874,5.045326736945048,3.295526087243092,2.1814270374314164,2.5142784886982144,3.057298325236223
2024-03-06,60.08933492052321,0.0,19.747191425382344,4.068277975749832,5.029039398864339,3.285329966580851,2.17782438690473,2.554647101295957,3.048354824698738
2024-03-07,60.09104744844921,0.0,19.775392393488172,4.020310326267024,5.0350026489393676,3.2888499873479264,2.1767458241905535,2.562139038182568,3.0505123331351847
2024-03-08,60.08581806072281,0.0,19.782048103766925,4.020303331105176,5.043674968611256,3.285422113153455,2.177702880234528,2.5512616189248676,3.0537689234809853
2024-03-11,60.08693234294995,0.0,19.80162723106224,3.996688870367931,5.046628381093034,3.282063391395414,2.1777785079031404,2.554684125375438,3.053597149852852
2024-03-12,60.10093779187674,0.0,19.795807414130586,3.981906764026018,5.047822554684058,3.2823882668487694,2.1784108550513435,2.5588269428356365,3.0538994105468484
2024-03-13,60.11122157018005,0.0,19.793569816527043,3.9854039570465862,5.044981269664979,3.277283252928187,2.178803745235518,2.5537303815978527,3.0550060068197866
2024-03-14,60.06817378488948,0.0,19.772395618344223,4.096347889409015,5.038720642709505,3.264199234456845,2.172583276331077,2.5410058118183048,3.0465737420415495
2024-03-15,60.09688895551969,0.0,19.785775197284146,4.0268990082900205,5.0405013095748314,3.2677150822795484,2.181549598698619,2.5532983740043713,3.0473724743487662
2024-03-18,60.067054577620794,0.0,19.78647212349727,4.023888916267295,5.006865861596381,3.2720812663862557,2.179457035537148,2.615458532430145,3.04872168666471
2024-03-19,59.949885657376534,0.0,19.80423964718491,4.017396726488588,5.087567253444404,3.280321425297492,2.1874999917347444,2.61628467314531,3.056804625328019
2024-03-20,59.94915825025604,0.0,19.748391950183414,4.084960567102961,5.087193302255944,3.269461840827783,2.188611376654702,2.6017521967023898,3.0704705160167647
2024-03-21,59.914118175466314,0.0,19.74788112275791,4.0738755099080315,5.116088518562836,3.2676039574611493,2.1894543008443677,2.6219744900956203,3.0690039249037673
2024-03-22,60.184552449379936,0.0,19.76813759070292,3.773616461541119,5.128910146410757,3.271778258923307,2.19160751405076,2.6090969617310047,3.0723006172601983
2024-03-25,60.190574962198454,0.0,19.774868544318032,3.7807208791674713,5.1389896872756715,3.274825436880863,2.196702891108046,2.5713192196694146,3.0719983793820473
2024-03-26,60.18079294258267,0.0,19.768409847697686,3.79813759801665,5.139730593909841,3.2722457405072487,2.1981355008568064,2.563753894179869,3.0787938822492236
2024-03-27,60.17487457488906,0.0,19.772356040427944,3.8036457981875196,5.14553688337096,3.279610448175521,2.198635688676341,2.568119228133219,3.057221338139433
2024-03-28,60.18487176249906,0.0,19.77535254386599,3.7533463150160435,5.1382163925267665,3.2875788248335147,2.1975457136919943,2.5953676018723884,3.067720845694251
2024-04-02,60.178381832040884,0.0,19.770406070955254,3.763861272238303,5.1422375217136445,3.2914889011286372,2.199548226337997,2.5847753878063067,3.069300787778972
2024-04-03,60.149101207856425,0.0,19.754056425222785,3.769362669658194,5.141740695853171,3.3060448051875064,2.1988594982478626,2.6083200104280655,3.07251468754599
2024-04-05,60.11880930476404,0.0,19.741025682654623,3.7069583332509684,5.142341989409339,3.397764616743231,2.2028143345761735,2.6126837816471618,3.077601956954455
2024-04-08,60.145044122058046,0.0,19.73547566388884,3.6420706008873385,5.143409978984917,3.41174237533682,2.214975903655328,2.6210451283000054,3.0862362268887042
2024-04-09,60.16132483368518,0.0,19.722845097043614,3.5699149318919225,5.184908553035095,3.408348936963739,2.2211373545953066,2.646743250282264,3.0847770425028767
2024-04-10,60.19090444017957,0.0,19.71358705058671,3.5613107482397197,5.193073086492847,3.4119086385072883,2.1938233299251193,2.646399813191056,3.088992892877686
2024-04-11,60.18632739765491,0.0,19.70878463792157,3.5625146806990595,5.187089645308742,3.411588879440951,2.2119471755205233,2.642918128238891,3.088829455215357
2024-04-12,60.172781807812385,0.0,19.72054466647336,3.561418010414968,5.192162422172755,3.4105268748036357,2.214223201723792,2.6395270041241985,3.08881601247491
2024-04-15,60.17409493048592,0.0,19.725520911855195,3.5406310481409573,5.1929957907757895,3.410617081429146,2.219293245125746,2.646557204842369,3.090289787344876
2024-04-16,60.1427428132515,0.0,19.760636482905422,3.50525636190218,5.203074808501539,3.4126880023606003,2.225915825273025,2.6579159716282335,3.0917697341774963
2024-04-17,60.029733286468165,0.0,19.78871120259717,3.400102087408225,5.2693637722788695,3.4149110736026804,2.2463367754713577,2.7631629960195627,3.0876788061539635
2024-04-18,60.01148297025301,0.0,19.782377708203512,3.3898107216535895,5.2873427704433045,3.414355604485877,2.252932312269584,2.780186272616279,3.0815116400748406
2024-04-19,60.01506896372709,0.0,19.811972776903165,3.3016430438932924,5.291701934160109,3.421186400456741,2.2581781359799225,2.8168325723980425,3.0834161724816407
2024-04-22,60.02756825369183,0.0,19.817470353365696,3.2978504272300833,5.292092272873779,3.4324338186258405,2.26252004691986,2.7860036749613184,3.0840611523315906
2024-04-23,40.750860035706346,32.13274494039696,13.446097189921776,2.2380683841183617,3.5926628021086096,2.3310397550255377,1.5270840667171506,1.8882269270174015,2.093215898987853
2024-04-24,42.99599126479142,30.883320107994233,12.91945549680923,2.2382260881412264,3.456146840969032,2.2353160234659413,1.4677061095067703,1.7932845049868382,2.0105535633353053
2024-04-25,43.001370957549376,30.885227303890577,12.922977816545355,2.2377285974806096,3.454998034800616,2.2349999851107154,1.468069195553626,1.784313648260975,2.010314460808146
2024-04-26,43.03321397742339,30.909883574211346,12.908300138252237,2.2395150192110083,3.4527573581570743,2.2365115630127934,1.4423381849652344,1.765288185778096,2.0121919989888255
2024-04-29,43.02163295482851,30.91246839529802,12.904652989711588,2.2394296090294676,3.4544095346193133,2.234607979494696,1.4455492673556851,1.7748890022850163,2.012360267377703
2024-04-30,30.489569451224913,21.91846309114395,9.148359062258713,1.5949554053943942,2.4514089464917226,1.5836093047207047,1.0257390478670543,1.2448526112516847,1.4305362144601614
2024-05-02,43.06557222522184,30.95587826483689,12.910668621974597,2.151253366899204,3.463538621329539,2.2329217437368225,1.4506740359399697,1.7503018832338364,2.019191236827301
2024-05-03,45.99413358049279,29.338927297123995,12.243538694418818,2.0270427265665707,3.285729655129197,2.1121462701134517,1.3770561826443333,1.7064971285915695,1.9149284649192762
2024-05-06,45.98865164076372,29.335485478144374,12.242016116832612,2.0201629792495295,3.290088448508062,2.113796189276597,1.3754282323492537,1.7196670947456725,1.914703820130173
2024-05-07,45.98570030583912,29.331787321366637,12.236764162521114,2.0156100857693855,3.284671289211237,2.113098473994918,1.3705974361830413,1.7473084807378205,1.9144624443767342
2024-05-08,45.99781888528233,29.298523899657525,12.190839229450853,2.1542964397704862,3.2706944416609485,2.1014840418595293,1.3598250299654602,1.7075069331243582,1.9190110992285094
2024-05-09,46.03895465126023,29.298961834054605,12.187144623440954,2.1114380182255585,3.2698818128026703,2.106856858645647,1.3602761141911353,1.7061540286191648,1.9203320587600374
2024-05-10,46.06257035256325,29.314649019349286,12.207720082826077,2.070146260390955,3.2724945439298407,2.11100183113745,1.364883332317765,1.677329284396255,1.919205293089123
2024-05-13,45.99351572704835,29.273276657023224,12.190146773687983,2.212316165129578,3.2711469001295757,2.111465578046403,1.3591696930654122,1.6746177306644825,1.9143447752049978
2024-05-14,45.983301732839735,29.27872104555854,12.195341091515838,2.201274779831624,3.2720135607237313,2.1207257734397746,1.3599390312395594,1.6731212485466833,1.9155617363045152
2024-05-16,45.990908573860885,29.26466171106476,12.224507708630014,2.2016831965956083,3.2682050523193196,2.126075185346733,1.3648793073936547,1.640306920801014,1.918772343988009
2024-05-17,45.996671913177,29.27145078442767,12.220498231213801,2.195996864604187,3.2667253983700504,2.1251052073010013,1.3650238024824493,1.6410317368247318,1.9174960615991006
2024-05-20,45.990251417322526,29.265612481575925,12.239057893195254,2.193139466660098,3.2677949102047132,2.1298354003661877,1.3673331523332792,1.6328735459180492,1.9141017324239629
2024-05-21,46.020865350716086,29.26007302311443,12.240871050501067,2.1839485350537458,3.2503130548465173,2.1302926339853867,1.368795087500804,1.6353176671925547,1.9095235970894051
2024-05-22,46.02273419527508,29.264050897403713,12.234188426002428,2.1845035875528684,3.2445594001158367,2.131098539156481,1.3719068411606699,1.641477370838339,1.9054807424945868
2024-05-23,46.021329317616896,29.26206336093024,12.24101535725272,2.183489111033023,3.2386601870917313,2.131384016612636,1.3721578376972199,1.6469586940456071,1.9029421177199264
2024-05-24,46.02672756084133,29.265714628737566,12.237723748785344,2.1836755089538498,3.236396629286257,2.1316499668892424,1.3666494933129187,1.6491434391280855,1.9023190240654093
2024-05-27,46.05677801438647,29.284548201982137,12.227257894003852,2.121588167896762,3.2409765407347266,2.13603558875943,1.375709367890756,1.6533046594595913,1.9038015648862803
2024-05-28,46.05616034067992,29.283060490857782,12.225517361663755,2.1214803871552967,3.2410702077417564,2.1382519074530393,1.3808057756466239,1.6560621314513735,1.897591397350461
2024-05-29,46.0562168590087,29.28200153435866,12.225333558605561,2.1187345119280847,3.2413835108075952,2.1390356006135294,1.3807558418888255,1.6590158075945025,1.8975227751945383
2024-05-30,46.05146658978095,29.280514081967663,12.234097164622668,2.117335423724387,3.2408744668262406,2.13660231173073,1.3819771647410688,1.6597064108196133,1.8974263857866758
2024-05-31,34.43173997144972,21.91846309114395,9.164179398291832,1.5843255677881336,2.4211819812130853,1.5943011108282774,1.0341819742028782,1.2313181491866232,1.4203531430016865
2024-06-03,46.0089715132806,29.28908791591496,12.233287261095754,2.171265344472836,3.235364250371722,2.1305965002267704,1.3837597938456307,1.649513190868408,1.8981542299233254
2024-06-04,45.994457883575635,29.298643743458264,12.23245403807958,2.1708537793536786,3.237625927634898,2.1312916264382453,1.3862788761728555,1.6496206055268443,1.8987735197599984
2024-06-05,45.98853964725127,29.302228404670956,12.240843571399116,2.1654758159401886,3.240391483906819,2.131121581430669,1.3864484860756516,1.6447389181958565,1.9002120911294769
2024-06-06,45.98399992539348,29.306748347289147,12.235406911977416,2.158312656450674,3.2412360208361517,2.1326567566108725,1.3879549681462122,1.6531792096600435,1.9005052036359964
2024-06-07,45.991121043723545,29.31359404315997,12.223611849705307,2.158816811734812,3.2441480017547764,2.13358589260426,1.3805216523387953,1.653651566707726,1.900949138270806
2024-06-11,45.985914700477956,29.31038551447186,12.229772030458994,2.1606489646687628,3.2427586890565805,2.1355069924843213,1.381663326224021,1.6533843804656636,1.8999654016918426
2024-06-12,45.984601820612916,29.309274062053735,12.230514824695357,2.15918812035256,3.242290995280544,2.1358569239684786,1.3833345738229619,1.6548729603386492,1.900065718874791
2024-06-13,45.96856141045498,29.304652334603194,12.22513947930791,2.158416799657657,3.249362545990127,2.132935071582299,1.4044000404202317,1.65633537495325,1.9001969430303607
2024-06-14,45.99608793094189,29.31099179677581,12.231576369304475,2.103551629643705,3.245325190234106,2.1338274238138424,1.4193556556518978,1.6586759918594898,1.900608011774781
2024-06-17,45.97573552159567,29.319558214345093,12.239289352895685,2.103993988198433,3.246359879806281,2.1299680177776987,1.4236500275945183,1.6601953028907344,1.9012496948958908
2024-06-18,45.97831795488687,29.320215432471606,12.239649919203206,2.103017831321845,3.2406562983300864,2.127331871572281,1.4236819396921399,1.665836439802386,1.9012923127195764
2024-06-19,45.97253617908595,29.316803274382906,12.24167368877843,2.099583537450055,3.246830681038398,2.1270843020184467,1.4248093202150454,1.6674528643999382,1.9032261526308305
2024-06-20,45.96970285614988,29.31076443797258,12.233980897364873,2.0926870735261427,3.2427144249101274,2.157242326236184,1.4245158301533847,1.6655580380485713,1.9028341156382558
2024-06-21,45.953974061445265,29.307329223137994,12.25503909220285,2.0874435856216733,3.2395767378929676,2.1614706655884093,1.4283991633766846,1.6640701905144903,1.9026972802196653
