date,GUOYUAN SECURITIES BROKERAGE (HONG KONG),LIVERMORE HOLDINGS LTD,ZERO2IPO SECURITIES LTD,CITRUS SECURITIES LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,FOSUN INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-05-24,0.03688978153051605,0.10657047997704636,0.0,57.49067508300201,0.024593187687010697,3.7627577161126364,37.60298397343936,0.0,0.5328523998852318,0.44267737836619253
2024-05-28,0.039101533649042015,0.056479993048616235,0.0,60.93756788460703,0.5126645522874398,4.8225224833818485,31.45066689837946,0.004344614849893557,1.7117782508580612,0.46487378893861053
2024-05-29,0.03920031360250882,0.013066771200836273,0.0,61.09151095430986,0.5357376192342872,6.3460952132061506,29.818371880308376,0.0043555904002787575,1.4286336512914326,0.7230280064462737
2024-05-30,0.038991421887184824,0.012997140629061606,0.0,60.76596482107269,0.792825578372758,7.126765444935447,28.342431331773675,0.004332380209687202,1.6506368598908239,1.265055021228663
2024-05-31,0.04091467018229759,0.013638223394099196,0.0,63.76324044187843,1.150156839569032,8.046551802518525,21.962085738964404,0.9137609674046461,2.4185116152202575,1.6911397008683005
2024-06-03,0.019117209737032157,0.006372403245677387,0.0,29.793109307957007,53.80007646883895,3.670504269510175,9.216619227664728,1.3828115043119928,1.1810187348655423,0.9303708738688984
2024-06-04,0.01880759826970096,0.004179466282155769,0.0,29.398365828683676,53.106388314212275,5.70915094142478,6.908657764403486,2.1649635341566884,1.5652101226673356,1.1242764298999017
2024-06-05,0.018492264069530914,0.004109392015451314,0.0,28.8458772524605,52.21598964433212,7.281842651379729,6.7558404734019595,2.1286650640037803,1.5656783578869504,1.1835049004499785
2024-06-06,0.01850861678937194,0.008226051906387529,0.0,28.889894295233002,52.26216427425657,7.263603833340189,6.626084810595155,2.13054744375437,1.6164191996051496,1.1845514745198042
2024-06-07,0.01850557223341695,0.008224698770407534,0.0,28.911872352675083,52.25356746309166,7.305588682814491,6.575646666940823,2.2124439692396263,1.5297939712958013,1.1843566229386848
2024-06-11,0.018491504181134558,0.00821844630272647,0.0,28.928930985597173,52.213843972796944,7.2938710936697415,6.570647819029812,2.21076205543342,1.557395574366666,1.197838548622383
2024-06-12,0.018482010842779693,0.010267783801544274,0.0,28.8730080499425,52.18703794972893,7.337358304583538,6.565220962707409,2.209627074092328,1.5812387054378183,1.217759158863151
2024-06-13,0.018477836861231445,0.01026546492290636,0.0,28.866487363212677,52.17525201716386,7.325435768985978,6.596587759459625,2.2091280514094485,1.5808815981275794,1.217484139856694
2024-06-14,0.018469684065793118,0.010260935592107287,0.0,28.853750885005695,52.1522312404445,7.348882071067239,6.614199082672358,2.2081533394214885,1.5801840811845225,1.2138686805462922
2024-06-17,0.018243181610872936,0.014189141252901175,0.0,28.499903716541496,51.51266380856821,8.205377684534849,6.82700396282445,2.181073712588809,1.5405353360292702,1.2010094560491351
2024-06-18,0.018240963122852887,0.0162141894425359,0.0,28.49643794525684,51.5063995378956,8.157764063275874,6.789691829061908,2.1808084800210783,1.5423747707212274,1.2920682212020795
2024-06-19,0.018157058556513842,0.018157058556513842,0.0,28.296767034851467,51.26948101074292,8.668986735259999,6.73828617541736,2.1707772229787663,1.5372976244515055,1.2820900791849499
2024-06-20,0.018150833425768134,0.018150833425768134,0.0,28.28706551442487,51.25190331656062,8.696265970212465,6.6472385523701965,2.170032974014057,1.6295414897800724,1.2816505157861833
2024-06-21,0.018157791205576458,0.018157791205576458,0.0,28.297908827712824,51.26146210569852,8.719774843389052,6.6195236606107075,2.1708648152444745,1.591833029022203,1.3023171359110672
2024-06-24,0.01813656835974891,0.01813656835974891,0.0,28.264834201537575,51.201547653833366,8.949388898404989,6.607756405735186,2.168327506121092,1.4791379084506333,1.2927342891976585
2024-06-25,0.018131087764537607,0.018131087764537607,0.0,28.256292998378274,51.186075324596835,9.033310837354069,6.565468336069785,2.1676722705158293,1.468618108927546,1.2862999486285847
2024-06-26,0.018141686572128325,0.018141686572128325,0.0,28.272810651185758,51.21599693607071,9.097047944446125,6.444330219010472,2.168939416845564,1.477539584152229,1.2870518751448816
