date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,YUANTA SECURITIES (HONG KONG) CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,64.45732653216403,6.001082615197445,6.790011684493334,0.0,3.9560947052263393,0.4311730116084554,1.9488771734171442,1.64870422517362,1.4521542429158005,0.0,86.68542419019619
2024-03-04,64.45657882597456,5.997597543975262,6.790011684493334,4.148878187256045,3.9573746768388505,0.4507020834389416,1.9499163582906678,1.6493378744867442,1.4542706316216352,0.0,90.85466786637603
2024-03-05,64.45657882597456,5.997597543975262,6.790391874081209,4.151412784508541,3.9586419754650986,0.4472043392304963,1.9494981497440056,1.6506051731129925,1.4564250392862574,0.30056435342424087,91.15892005880266
2024-03-06,64.45522281644446,6.014535889897096,6.790391874081209,4.150905865058043,3.9588193972727734,0.4457976377553607,1.9579637045673441,1.6506051731129925,1.4787222588330715,0.30056435342424087,91.2035289704466
2024-03-07,64.4518011101536,5.992966923505855,6.791025523394333,4.150956557003092,3.9510001647488213,0.4672656764840067,1.9609925482840778,1.650668538044305,1.4768339838799616,0.30103410300603234,91.19454512850407
2024-03-08,64.45090132812896,5.994001165914736,6.791025523394333,4.148709142292289,3.9511902595427584,0.4639073351244487,1.965592842297359,1.650415078319055,1.477779021138541,0.2989109976174786,91.19243269376996
2024-03-11,64.45077459826634,5.988931971409743,6.791025523394333,4.149976440918538,3.953724856795255,0.46540274750342164,1.9659983778577583,1.65023765651138,1.4644651492877783,0.3014455948699752,91.18198291681452
2024-03-12,64.44902572616212,5.981598456430273,6.789783570740609,4.209856022203072,3.95385158665788,0.4303492675013941,1.966936178841182,1.6497941019921933,1.4610941349419577,0.30144145080346735,91.19373049627414
2024-03-13,64.44845544178031,5.9814463805951235,6.789783570740609,4.2074481548132,3.95385158665788,0.43157854716885485,1.9628554772646627,1.6497941019921933,1.4610941349419577,0.30144145080346735,91.18774884675825
2024-03-14,64.4470740862777,5.981737859279161,6.789783570740609,4.207536105337862,3.9538769326304046,0.4328585187813656,1.959687230699042,1.6499326810969737,1.460891367161758,0.30149214274851727,91.18487049475338
