date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,THE BANK OF EAST ASIA LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD
2024-03-01,13.502753962336609,31.727203271344646,4.050072246510412,14.23793526583971,4.533734928531233,4.452905312286318,7.854236604119535,8.980415834360514,4.363308926383603,6.297433648287424
2024-03-04,13.935386030215783,32.04894153492642,4.111159129115928,14.47777996267956,2.864676469227474,4.520068090505765,7.972879342285019,9.09806865845762,4.445138526742927,6.525902255843508
2024-03-05,14.165363603407465,32.66918437176326,4.184912247241985,14.725731306802395,1.023989091363769,4.601156928312094,8.11500484533267,9.261285627544023,4.528325432429534,6.725046545802798
2024-03-06,13.819823500480744,31.718235413483903,4.061969665251337,14.297521262100524,3.8650171553988977,4.465986086131676,7.8770452913662234,8.989211495439218,4.395294203131068,6.5098959272164105
2024-03-07,13.542123763547515,31.098345587958438,3.4595887578460944,14.111004844431207,5.634160357042504,4.37315497170092,8.177342798814534,8.824713977393527,4.386666973168203,6.392897968097063
2024-03-08,13.321021055692736,31.277104732620643,3.4788493308173942,14.077059359937245,5.096421668802068,4.397501643037571,8.226676415199032,9.380119469110525,4.411954298349937,6.333292026432851
2024-03-11,13.468141052065763,31.418459762313226,3.488779773367484,13.943662828728295,6.394331523524125,4.4100543963411605,6.6879417024708925,9.380858235831914,4.455792665423321,6.351978059933813
2024-03-12,13.50120253310321,31.351750586547666,3.463094467724337,13.884239933103522,5.96140915511335,4.399475453484593,7.433695308294023,9.323722534772507,4.431250933999989,6.250159093856804
2024-03-13,13.269623777466762,31.402139734642226,3.470097885945366,13.839442341267183,6.336975845869978,4.4066373798895695,7.416888735117308,9.338240065740822,4.414185220183515,6.105769013877269
2024-03-14,12.031255520799187,31.003330799512803,3.427732052545201,13.352455207135735,8.858130996833209,4.352837495497985,7.670276754612872,9.166813702300178,4.255142247238034,5.8820252235248
2024-03-15,12.378534301358545,31.569504477885562,3.4904730062160843,13.594675903804351,6.108458660160844,4.432511510693874,8.72323117304633,9.334602381516973,4.22211273030518,6.145895855012254
2024-03-18,12.339999245206057,31.482485930177333,3.4918168105845826,13.610822219146748,6.197760954313761,4.4080280568240235,8.674209676571841,9.33645013354641,4.240325169351325,6.218101804277914
2024-03-19,12.941575744940199,31.750023618740393,3.5358936209987917,13.941753264515686,4.467913383141655,4.463670098632231,8.792543424646547,9.467563356370508,4.346891372862458,6.292172115151533
2024-03-20,12.807054544600252,31.70000828905282,3.4984228627278187,13.933515568878255,5.007980345297433,4.416367458565822,8.703739867218943,9.371606442139546,4.292079771983087,6.269224849536023
2024-03-21,12.765120460970936,31.853331197288227,3.5032611167383596,13.952785362790332,4.959727167796967,4.422475212947397,8.719455586320688,9.379312045806309,4.254222685189649,6.190309164151134
2024-03-22,12.862725807956036,32.03186874158894,3.521928442405706,14.040341463457157,4.617919325015431,4.446040623090937,8.558504485527818,9.420484980940527,4.2768915521908575,6.223294577826593
2024-03-25,12.546880817069272,32.029191099650376,3.5205694848130924,13.952186392211175,5.746560841153987,4.444325091171246,7.955564600350802,9.399246301683476,4.272600728331345,6.132874643565224
2024-03-26,12.177413459660125,30.896574600546995,3.0089829828154824,13.729179443638378,8.769375628166232,4.316511669734138,7.726772171764799,9.18450209457205,4.2232449945181685,5.9674429545836345
2024-03-27,11.933495329568343,31.04127736454197,3.0230754238079394,13.819245770079938,8.63368972178662,4.336727864490434,7.76296017333032,9.210339769955452,4.243024378855612,5.996164203583371
2024-03-28,12.89803453861543,32.84778033514477,3.221991310912449,14.577501399837963,3.105095950265958,4.622081006361222,8.273756595170797,9.637871445878716,4.470950042831577,6.3449373749811215
2024-04-02,12.905054853932313,32.40069622863036,3.1781374769017767,14.407261604407193,4.158088781999083,4.586258789257116,8.162047196560488,9.515721753458934,4.428155524240494,6.258577790612244
2024-04-03,12.265453892339913,32.263260450025626,3.3450175142214276,14.23246591196676,5.149445748007308,4.540565873046469,8.128739668746867,9.46789771008741,4.374115326812158,6.2330379047460625
2024-04-05,12.155932299940693,31.619745876331113,3.296490968755286,14.060998872211577,7.4143131461353375,4.474695373013621,8.010815127712084,8.763377128536588,4.236484508880759,5.967146698482941
2024-04-08,12.211847053064053,31.56136123864573,3.292618885489313,14.150701939556818,7.197237528338514,4.46943936192838,8.00388401211356,8.770786803228118,4.24921150593888,6.092911671696634
2024-04-09,12.36496288201277,32.17771706902111,3.3367808977250277,14.504743825459537,5.1957010155688845,4.52938539353809,8.110607603868653,9.247237281675897,4.37617226989396,6.156691761236076
2024-04-10,12.26083438961702,31.9329180934512,3.311395611885384,14.358787515734091,6.066856345653013,4.494927109815815,8.050417747449618,9.17795516398116,4.298369189738313,6.047538832674382
2024-04-11,12.21363353650353,31.863858443879472,3.3152322318930705,14.335317995680002,6.169158962622677,4.500134982659735,8.059745051529276,9.188588845527816,4.299784370871585,6.054545578832837
2024-04-12,11.829044167144339,31.46695565630906,3.2679043500789846,13.998891189634815,8.708730529150216,4.3963583362278245,7.679636718815648,8.696167748300136,4.174445158414515,5.781866145924465
2024-04-15,12.00846186211113,31.754465115854252,3.2794511695028215,14.052762999764537,7.424829791741186,4.412774057398912,8.318012535864755,8.75334341272183,4.189195150848582,5.806703904191996
2024-04-16,12.306581921968597,31.994561147233707,3.297107051370165,14.194897654599114,6.468704570379985,4.34789483818648,8.385929154690817,8.887333531903122,4.247203574936938,5.869786554731073
2024-04-17,12.77198136879521,32.41750649327808,3.3243453216743344,14.381247625244207,4.876951678829242,4.383813943332736,8.454939418770957,9.157365774396583,4.291227735653436,5.940620640025218
2024-04-18,12.8687240321233,32.42956579460076,3.305624548873514,14.46866124320773,5.7969731221212415,4.3591268615488055,8.407326134172775,8.088285111157068,4.2899893837536665,5.985723768441133
2024-04-19,13.422626390264622,32.8972153228382,3.3513095711988683,14.560240938238387,4.042419193239476,4.4193716972960395,8.508833373803473,8.35322784861674,4.376306855771413,6.068448808732787
