date,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-14,0,0.0,0.0,0.0
2024-03-18,5.6657223796034,94.3342776203966,0.0,0.0
2024-03-25,82.02914193200216,17.970858067997842,0.0,0.0
2024-03-27,75.3880266075388,24.6119733924612,0.0,0.0
2024-04-05,55.77689243027888,44.223107569721115,0.0,0.0
2024-04-10,33.79721669980119,66.2027833001988,0.0,0.0
2024-04-15,86.69596484218938,13.30403515781063,0.0,0.0
2024-04-16,84.4064621868415,15.593537813158513,0.0,0.0
2024-04-26,0.7451564828614009,99.2548435171386,0.0,0.0
2024-04-29,33.79721669980119,66.2027833001988,0.0,0.0
2024-09-30,33.59840954274354,66.40159045725646,0.0,0.0
2024-10-02,41.5506958250497,58.4493041749503,0.0,0.0
2024-10-03,57.45526838966203,42.54473161033797,0.0,0.0
2024-10-04,95.78454332552693,4.215456674473068,0.0,0.0
2024-10-07,84.15637860082305,15.843621399176955,0.0,0.0
2024-10-08,98.16204625516924,1.8379537448307552,0.0,0.0
2024-10-09,98.1275221953188,0.6618240516545602,1.2106537530266344,0.0
2024-10-10,91.83631921824104,6.636807817589577,1.526872964169381,0.0
2024-10-14,91.75236528177705,6.7050596462361165,1.5425750719868367,0.0
2024-10-15,89.65161290322581,8.412903225806453,1.935483870967742,0.0
2024-10-17,88.22454308093994,9.817232375979113,1.95822454308094,0.0
2024-10-21,88.19680711855536,9.8403559277676,1.9628369536770478,0.0
2024-10-22,88.16583573865128,9.866176856468119,1.9679874048806087,0.0
2024-11-13,74.97243660418964,20.89305402425579,4.134509371554575,0.0
2024-11-25,73.51351351351352,21.297297297297295,4.054054054054054,1.135135135135135
2024-11-26,73.31536388140162,21.50943396226415,4.0431266846361185,1.1320754716981132
2024-12-04,74.87870619946092,19.946091644204852,4.0431266846361185,1.1320754716981132
2024-12-17,80.62370062370063,15.384615384615385,3.118503118503119,0.8731808731808732
2024-12-18,57.006237006237,39.00207900207901,3.118503118503119,0.8731808731808732
2025-01-08,78.91891891891892,17.08939708939709,3.118503118503119,0.8731808731808732
2025-01-16,87.94178794178794,8.066528066528067,3.118503118503119,0.8731808731808732
2025-02-06,89.6049896049896,6.403326403326403,3.118503118503119,0.8731808731808732
2025-02-20,89.52182952182952,6.403326403326403,3.2016632016632016,0.8731808731808732
2025-04-09,83.66589327146173,11.786542923433876,3.5730858468677495,0.974477958236659
2025-04-10,81.7687074829932,13.786848072562357,3.492063492063492,0.9523809523809524
2025-04-17,79.9501246882793,15.162094763092268,3.8403990024937653,1.0473815461346634
