date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,KINGSTON SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE BANK OF EAST ASIA LTD,CHINA DEMETER SECURITIES LTD,GET NICE SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2073605138173384,0.0,2.2073605138173384
2024-03-04,22.077045593293327,0.0,2.12412376307275,0.0,0.0,4.205994768879523,0.0,3.333324744990452,2.206415658308945,1.4647430595096815,35.41164758805468
2024-03-05,22.077045593293327,0.0,2.12412376307275,6.237454780640033,0.0,4.229616156589364,0.0,3.31058915931973,2.2091025911609394,1.462233287065511,41.65016533114165
2024-03-06,22.07707512002796,0.0,2.12412376307275,6.237454780640033,0.0,4.25973342591941,0.0,3.28106242468243,2.2091321178955767,1.462233287065511,41.65081491930368
2024-03-07,22.07707512002796,0.0,2.12412376307275,6.237454780640033,0.0,4.25973342591941,0.0,3.28106242468243,2.2091321178955767,1.4637686772666505,41.65235030950482
2024-03-08,22.076927486354776,0.0,2.12412376307275,6.237454780640033,0.0,4.25973342591941,0.0,3.28106242468243,2.2091321178955767,1.463621043593464,41.652055042158445
2024-03-11,22.076927486354776,0.0,2.12412376307275,6.237454780640033,0.0,4.208061640304134,0.0,3.3327342102977062,2.2091321178955767,1.4638867842051997,41.652320782770175
2024-03-12,22.076927486354776,0.0,2.12412376307275,6.250712284492181,0.0,4.208061640304134,0.0,3.3327342102977062,2.2185511462448755,1.4638867842051997,41.67499731497163
2024-03-13,22.076927486354776,0.0,2.12412376307275,6.258093968151505,0.0,4.208061640304134,0.0,3.3327342102977062,2.2185511462448755,1.4638867842051997,41.682378998630945
2024-03-14,22.076927486354776,0.0,2.12412376307275,6.258093968151505,0.0,4.208061640304134,0.0,3.3327342102977062,2.218639726448788,1.4641082347149796,41.68268902934464
2024-03-15,22.07545114962291,0.0,2.12412376307275,6.258093968151505,0.0,4.208061640304134,0.0,3.3327342102977062,2.218639726448788,1.4651121436926478,41.68221660159045
2024-03-18,22.03806292188843,0.0,2.12412376307275,6.270052295679612,0.0,4.208061640304134,0.0,3.3327342102977062,2.221060918689046,1.4651121436926478,41.65920789362433
2024-03-19,22.03806292188843,0.0,2.12412376307275,6.296921624199555,0.0,4.208061640304134,0.0,3.3327342102977062,2.21861019971415,1.4651121436926478,41.68362650316937
2024-03-20,22.03806292188843,0.0,2.12412376307275,6.375108417519128,0.0,4.206142402552709,0.0,3.3327342102977062,2.21861019971415,1.465407411039021,41.76018932608389
2024-03-21,22.03806292188843,0.0,2.12412376307275,6.375108417519128,0.0,4.147088933278109,0.0,3.273680741023105,2.217133862982285,1.465407411039021,41.64060605080282
2024-03-22,22.038033395153793,0.0,2.12412376307275,6.375108417519128,5.948895908376625,4.088035464003508,0.0,3.1260470678366037,2.214181189518555,1.465407411039021,47.37983261651998
2024-03-25,22.038033395153793,0.0,2.12412376307275,6.375108417519128,5.948895908376625,4.088035464003508,0.0,3.000558445628077,2.214181189518555,1.465407411039021,47.254343994311455
2024-03-26,22.038033395153793,0.0,2.12412376307275,6.388838349125472,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.2136201815604464,1.465407411039021,47.2645897712306
2024-03-27,22.038033395153793,0.0,2.12412376307275,6.392972091974694,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.2118485774822085,1.4646692426730883,47.266213741635646
2024-03-28,22.037442860461045,0.0,2.12412376307275,6.392972091974694,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.2116418903397475,1.4646692426730883,47.26541651980044
2024-04-02,22.035139775159337,0.0,2.12412376307275,6.400206141960833,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.207153826674878,1.4646692426730883,47.26585942082
2024-04-03,22.032001083267392,0.0,2.12412376307275,6.400206141960833,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.2069766662670536,1.4646692426730883,47.26254356852023
2024-04-05,22.031189098064864,0.0,2.12412376307275,6.404487518483242,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.2069766662670536,1.4639532193581337,47.26529693652516
2024-04-08,22.031189098064864,0.0,2.12412376307275,6.405129724961603,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.206415658308945,1.4639532193581337,47.26537813504542
2024-04-09,22.031189098064864,0.0,2.12412376307275,6.416851838612611,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.206415658308945,1.4624768826262686,47.27562391196456
2024-04-10,22.031189098064864,0.0,2.12412376307275,6.436782384492788,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.206415658308945,1.4624768826262686,47.29555445784474
2024-04-12,22.031189098064864,0.0,2.12412376307275,6.438790202448125,5.949634076742557,4.088035464003508,0.0,2.9968971305330516,2.2064451850435827,1.46246211925895,47.297577039167386
2024-04-15,22.030893830718494,0.0,2.12412376307275,6.438790202448125,5.949634076742557,4.088035464003508,0.0,3.011660497851702,2.2064451850435827,1.4624473558916316,47.312030375772345
2024-04-16,22.029889921740825,0.0,2.12412376307275,6.450955217118692,5.949634076742557,4.088035464003508,0.0,3.011660497851702,2.2064451850435827,1.4572801773301038,47.31802430290372
2024-04-17,22.029801341536913,0.0,2.12412376307275,6.450955217118692,5.949634076742557,4.088035464003508,0.0,3.011660497851702,2.2063861315743076,1.4572432689118073,47.317839760812234
