date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD
2025-02-11,48399439.0,21753841.0,14653586.0,12065639.0,357194.0,3208854.0,2028246.0,2772594.0,11225117.0
2025-02-12,48023839.0,21712008.0,14985092.0,12063639.0,358121.0,3163254.0,1990246.0,2746394.0,11228117.0
2025-02-13,47903439.0,21796886.0,15091492.0,12085239.0,371721.0,3155870.0,1976846.0,2744178.0,11223117.0
2025-02-14,47759839.0,21963920.0,15039136.0,12141239.0,405921.0,3164070.0,1990046.0,2744778.0,11215717.0
2025-02-17,48238439.0,21758686.0,15000936.0,12120839.0,0.0,3156270.0,1942246.0,2746778.0,0.0
2025-02-18,47670839.0,22054765.0,15346336.0,12223239.0,407594.0,3147070.0,1783946.0,2730778.0,11223917.0
2025-02-19,47608039.0,22084538.0,15357736.0,12229839.0,412921.0,3119220.0,1826946.0,2719178.0,0.0
2025-02-20,47463739.0,22347749.0,15478536.0,12239839.0,422794.0,3088220.0,1861546.0,2699178.0,0.0
2025-02-21,47099339.0,22445081.0,15662536.0,12302239.0,435321.0,3044620.0,1848526.0,2683178.0,11219517.0
2025-02-24,47044339.0,22355558.0,15839059.0,12288239.0,461521.0,3040020.0,1848926.0,2685178.0,0.0
2025-02-25,46587739.0,22515246.0,16009658.0,12390039.0,484321.0,3041420.0,1869326.0,2675778.0,0.0
2025-02-26,46481739.0,22605015.0,16068781.0,12413839.0,497921.0,3047620.0,1862926.0,2672978.0,11210917.0
2025-02-27,45777139.0,22836148.0,16535181.0,12412239.0,503321.0,2969029.0,1897326.0,2674369.0,11210517.0
2025-02-28,44842939.0,22985457.0,17022310.0,12373239.0,511192.0,2960413.0,1916926.0,2654185.0,11210317.0
2025-03-03,44847139.0,23142860.0,17112550.0,12308239.0,523992.0,2983413.0,1935326.0,2649785.0,11287717.0
2025-03-04,45102139.0,23229080.0,16901917.0,12323439.0,528792.0,3010404.0,1906126.0,2663785.0,0.0
2025-03-05,45448939.0,22787060.0,16807337.0,12342039.0,562392.0,3032004.0,1922526.0,2656585.0,11295917.0
2025-03-06,45767539.0,22750247.0,16578137.0,12391239.0,514592.0,3044204.0,1921726.0,2665585.0,0.0
2025-03-07,46518139.0,22501567.0,16054639.0,12399039.0,578592.0,3056204.0,1932326.0,2672585.0,11293917.0
2025-03-10,46682739.0,22438007.0,15782770.0,12409039.0,550792.0,3021204.0,1947726.0,2664785.0,11298917.0
2025-03-11,46841739.0,22311043.0,15733771.0,12411839.0,496550.0,3016604.0,1947326.0,0.0,0.0
2025-03-12,46915539.0,22247332.0,15672371.0,12380639.0,494951.0,3045404.0,1977126.0,2661585.0,11302917.0
2025-03-13,47011939.0,22294491.0,15561971.0,12383639.0,457592.0,3048839.0,1983726.0,2660950.0,0.0
2025-03-14,47070139.0,22148221.0,15520371.0,12378239.0,450792.0,3061439.0,2019126.0,2651750.0,0.0
2025-03-17,47174739.0,22281967.0,15258021.0,12360439.0,454151.0,3144585.0,2007926.0,2663404.0,0.0
2025-03-18,46965139.0,22571693.0,15120721.0,12362039.0,444792.0,3118560.0,1975726.0,2652604.0,11307917.0
2025-03-19,47198739.0,22417666.0,14734144.0,12455639.0,448996.0,3137360.0,1994126.0,2659604.0,11301717.0
2025-03-20,47252539.0,22501468.0,14630544.0,12386639.0,445596.0,3144750.0,1971726.0,2660404.0,0.0
2025-03-21,47512739.0,22702626.0,14233916.0,12410639.0,0.0,3144350.0,1976926.0,0.0,11296717.0
2025-03-24,47478939.0,22681713.0,14248816.0,12393639.0,0.0,3145750.0,2033326.0,2648804.0,0.0
2025-03-25,47882939.0,22325483.0,14150016.0,12369239.0,458596.0,3183350.0,2055526.0,2659804.0,0.0
2025-03-26,47829539.0,22245212.0,14080016.0,12349039.0,0.0,3187350.0,2011926.0,2662204.0,0.0
2025-03-27,48174939.0,22114080.0,13812716.0,12350839.0,0.0,3193150.0,2023926.0,2663204.0,11297317.0
2025-03-28,48013539.0,22211780.0,13782116.0,12329839.0,445796.0,3205550.0,2034726.0,2663404.0,0.0
2025-03-31,48027539.0,22182972.0,13813516.0,12333039.0,435196.0,3188550.0,2033326.0,2665604.0,0.0
2025-04-01,48298539.0,21944171.0,13798707.0,12357639.0,441396.0,3198750.0,2055526.0,2654204.0,11298117.0
2025-04-02,48341939.0,16106433.0,13944702.0,12349039.0,6042134.0,3195750.0,2076326.0,2653204.0,0.0
2025-04-03,48804139.0,16831128.0,15709407.0,12383039.0,3834534.0,3206150.0,2128726.0,2665204.0,11297117.0
2025-04-07,48954939.0,17138699.0,15159407.0,12393439.0,3915134.0,3190950.0,2105726.0,2667404.0,0.0
2025-04-08,49399939.0,16758170.0,15226330.0,12374239.0,3890334.0,3207150.0,2144126.0,2674204.0,0.0
2025-04-09,50107339.0,16315761.0,14369560.0,12394439.0,3914134.0,3223750.0,2152526.0,2716204.0,0.0
2025-04-10,49714739.0,16959348.0,13913431.0,12378839.0,3942334.0,3232350.0,2017926.0,2712804.0,0.0
2025-04-11,49855339.0,17012133.0,14011431.0,12248639.0,3899534.0,3224150.0,2003126.0,2710804.0,11293117.0
2025-04-14,50333339.0,16615381.0,13824511.0,12259839.0,3940134.0,3371150.0,2006876.0,2710204.0,0.0
2025-04-15,49845139.0,17089521.0,14136688.0,12259039.0,3941334.0,3360599.0,2014876.0,2704555.0,0.0
2025-04-16,49496339.0,16742721.0,14458088.0,12262039.0,3940134.0,3358399.0,2093876.0,2704755.0,0.0
2025-04-17,49549339.0,16835730.0,14474288.0,12280039.0,3936134.0,3357599.0,2066876.0,2704955.0,0.0
2025-04-22,49643139.0,16726905.0,14458291.0,12250239.0,3932534.0,3372908.0,2065076.0,2706846.0,0.0
2025-04-23,49738739.0,16620988.0,14505691.0,12227839.0,4019351.0,3369708.0,2037476.0,2707846.0,11293917.0
2025-04-24,49596739.0,16557305.0,14528091.0,12225239.0,4129334.0,3366308.0,2051477.0,0.0,0.0
2025-04-25,49286739.0,16577405.0,14556691.0,12220239.0,4248534.0,3367508.0,2083477.0,0.0,0.0
2025-04-28,48896339.0,16715825.0,14601091.0,12225839.0,4332959.0,3492508.0,2083277.0,2708046.0,0.0
2025-04-29,48802939.0,16647701.0,14638291.0,12220439.0,4439759.0,3627908.0,2094277.0,2706246.0,0.0
2025-04-30,48827139.0,16638418.0,14571691.0,12194839.0,4416942.0,3602708.0,2102077.0,2705246.0,0.0
2025-05-02,48742139.0,16563801.0,14627091.0,12207439.0,4722359.0,3602508.0,2108277.0,0.0,0.0
