date,BNP PARIBAS,BOCI SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIC SECURITIES BROKERAGE (HK) LTD,ZHONGRONG PT SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CENTRAL CHINA INTERNATIONAL SECURITIES,TOTAL_CCASS_PCT
2024-03-01,0.0,4.874977896203282,0.0,4.952641881272059,0.0,0.0,0.0,0.0,9.82761977747534
2024-03-04,12.254677334372014,4.879711580786913,0.0,4.951494321372996,0.0,0.0,2.9234088428607583,0.0,25.00929207939268
2024-03-05,12.253386329485567,4.887027275143434,0.0,4.949342646562255,0.0,0.0,2.9234088428607583,0.0,25.013165094052013
2024-03-06,12.25302771701711,4.8896092849163235,0.0,4.947908196688427,0.0,0.0,2.9234088428607583,0.0,25.013954041482624
2024-03-07,12.252669104548653,4.8896092849163235,0.0,4.947908196688427,0.0,0.0,2.9234088428607583,0.0,25.013595429014163
2024-03-08,12.252095324599123,4.895777419373783,0.0,4.945756521877686,0.0,0.0,2.918388268302362,0.0,25.012017534152953
2024-03-11,12.252382214573888,4.898072539171907,0.0,4.945756521877686,0.0,0.0,2.918388268302362,0.0,25.01459954392584
2024-03-12,12.253171162004493,4.897355314234994,0.0,4.945756521877686,0.0,0.0,2.917886210846522,0.0,25.014169208963693
2024-03-13,12.251234654674827,4.911484645492195,0.0,4.942170397193117,0.0,0.0,2.917527598378065,0.0,25.022417295738205
2024-03-14,12.249513314826233,4.921669239596372,0.0,4.934782980342904,0.0,0.0,2.921615780518474,0.0,25.02758131528398
2024-03-15,12.249082979864085,4.922243019545903,0.0,4.932703028025854,0.0,0.0,2.921615780518474,0.0,25.02564480795432
2024-03-18,12.24879608988932,4.9249684743061755,0.0,4.93040790822773,0.0,0.0,2.921615780518474,0.0,25.025788252941698
2024-03-19,12.24879608988932,4.928339431509671,0.0,4.93040790822773,0.0,0.0,2.921042000568943,0.0,25.028585430195662
2024-03-20,12.24779197497764,4.914855602695691,0.0,4.93040790822773,0.0,0.0,2.9190337707455845,0.0,25.012089256646647
2024-03-21,12.246644415078578,4.919374119798247,0.0,4.9297624057845075,0.0,0.0,2.9183165458086706,0.0,25.014097486470003
2024-03-22,12.246429247597504,4.92001962224147,0.0,4.931555468126792,0.0,0.0,2.9183165458086706,0.0,25.016320883774434
2024-03-25,12.247648529990258,4.918585172367643,0.0,4.931555468126792,0.0,0.0,2.920468220619412,0.0,25.018257391104104
2024-03-26,12.247289917521801,4.9190155073297905,0.0,4.895550776293718,0.0,0.0,2.920468220619412,0.0,24.98232442176472
2024-03-27,12.247935419965023,4.918298282392876,0.0,4.895550776293718,0.0,0.0,2.923767455329216,0.0,24.985551933980833
2024-03-28,12.247935419965023,4.919158952317174,0.0,4.895550776293718,0.0,0.0,2.923767455329216,0.0,24.98641260390513
2024-04-02,12.258048291575507,4.923103689470199,0.0,4.902579580675473,0.0,0.0,2.9215440580247827,0.0,25.005275619745966
