date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),VALUABLE CAPITAL LTD,CCB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SKY SECURITIES LTD,WINBULL SECURITIES INTERNATIONAL (HONG
2025-04-10,380357382.0,234592084.0,208309147.0,181335387.0,202198830.0,57967016.0,0.0,0.0,0.0,0.0
2025-04-11,380141382.0,243822832.0,210973147.0,182079387.0,199198830.0,57631016.0,0.0,174072000.0,140545333.0,150000000.0
2025-04-14,380429382.0,235024084.0,212029147.0,181935387.0,197638830.0,58687016.0,0.0,173184000.0,0.0,0.0
2025-04-15,408485382.0,234832084.0,231253147.0,181311387.0,194326830.0,68791016.0,0.0,172920000.0,126625333.0,0.0
2025-04-16,406973382.0,234664084.0,231205147.0,181263387.0,191110830.0,80815016.0,0.0,0.0,0.0,0.0
2025-04-17,384741382.0,234544084.0,219685147.0,180999387.0,189454830.0,96679016.0,0.0,0.0,0.0,0.0
2025-04-22,386613382.0,235288084.0,215005147.0,179919387.0,185686830.0,102703016.0,0.0,0.0,121729333.0,0.0
2025-04-23,374117382.0,232840084.0,213565147.0,182535387.0,183166830.0,102103016.0,0.0,171960000.0,120817333.0,150024000.0
2025-04-24,372053382.0,232432084.0,214357147.0,183015387.0,182038830.0,122007016.0,0.0,172416000.0,117697333.0,150000000.0
2025-04-25,371117382.0,233440084.0,215365147.0,182679387.0,181462830.0,122223016.0,0.0,172584000.0,111433333.0,0.0
2025-04-28,379277382.0,241246416.0,211477147.0,182919387.0,0.0,122199016.0,0.0,170400000.0,109201333.0,0.0
2025-04-29,381437382.0,0.0,212389147.0,183831387.0,181318830.0,101239016.0,0.0,170352000.0,0.0,0.0
2025-04-30,394493382.0,232936084.0,211165147.0,184263387.0,181126830.0,101359016.0,0.0,169608000.0,0.0,0.0
2025-05-02,400589382.0,242523724.0,209509147.0,182360987.0,180982830.0,101287016.0,0.0,0.0,0.0,0.0
