date,DONGXING SECURITIES (HONG KONG) CO LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,UBS SECURITIES HONG KONG LTD,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,QUAM SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-22,0.0,0.0,0.0,44.612313622527104,5.557701672787808,5.864670072240144,34.33897661855308,0.0,5.583130448196527,4.043207565695337
2024-03-25,0.0,0.0,0.0,44.611650595975746,5.557619074431562,5.85616113273629,34.34609541492708,0.0,5.583939189694665,4.044534592234663
2024-03-26,0.0,0.0,0.0,44.59642349847995,5.554735178658227,5.853122320951516,34.365012448073955,0.0,5.588270704977127,4.042435848859228
2024-03-27,0.0,0.0,0.0,44.596732642306755,5.552297958608751,5.850687169331204,34.369310857500594,0.0,5.58850750109952,4.042463871153168
2024-03-28,0.0,0.0,0.0,44.593508924525175,5.554372152092252,5.851155443581375,34.369103941710435,0.0,5.58968788033286,4.042171657757909
2024-04-02,0.0,0.0,0.0,44.590947946737515,5.554053167916103,5.850819415323349,34.3795071678176,0.0,5.582732783879459,4.0419395183259805
2024-04-03,0.0,0.0,0.0,44.59858759527716,5.555004729076543,5.8394426775276695,34.381435991560885,0.0,5.58289699348204,4.042632013075709
2024-04-05,0.0,0.0,0.0,44.61122304588109,5.5485545880495275,5.830992836794541,34.38632277052753,0.0,5.579129407223339,4.043777351523972
2024-04-08,0.0,0.0,0.0,44.61179755466219,5.548626043013448,5.831067929032739,34.38676560179357,0.0,5.577913443715267,4.043829427782784
2024-04-09,0.0,0.0,0.0,44.61109046903295,5.546061575998528,5.8315698735404276,34.38622058031662,0.0,5.581292166995215,4.0437653341162605
2024-04-10,0.0,0.0,0.0,44.60277284762332,5.549187309709283,5.828625546831347,34.38228542018103,0.0,5.594117491033483,4.043011384621529
2024-04-11,0.0,0.0,0.0,44.5971190781175,5.550068382573594,5.825807092880917,34.38634472194273,0.0,5.598161824918328,4.0424988995669295
2024-04-12,0.0,0.0,0.0,44.58577169594033,5.548656211824713,5.824423767297465,34.37710036663953,0.0,5.622577640417751,4.041470317880211
2024-04-15,0.0,0.0,0.0,44.58321160673862,5.5458626361479535,5.8240893322562926,34.375126453436124,0.0,5.630471712426992,4.041238258994017
2024-04-16,0.0,0.0,0.0,44.578798350193395,5.5433338715879446,5.8235128103001745,34.379246866457144,0.0,5.634269881418184,4.040838220043153
2024-04-17,0.0,0.0,0.0,44.5774304180697,5.542173908800953,5.823334111668969,34.37838988715195,0.0,5.637957450259169,4.040714224049264
2024-04-18,0.0,0.0,0.0,44.56247689527246,5.537840959618511,5.7966424312339635,34.37200319183755,0.0,5.691677757728746,4.039358764308767
2024-04-19,0.0,0.0,0.0,44.559974594047084,5.537529995166249,5.795995355332708,34.36908363869704,0.0,5.69828447315225,4.039131943604671
2024-04-22,0.0,71.14846550617503,0.0,12.853819921447975,1.5977045822242144,1.671833650835222,9.914144161473864,0.0,1.6488996768705335,1.1651325009731612
2024-04-23,0.0,71.1492004232734,0.0,12.85396300619174,1.5977223673769674,1.6718522611698163,9.914254522657206,0.0,1.6478619484634434,1.1651454708674318
2024-04-24,0.0,71.14877395843754,0.0,12.853885960164646,1.597570077583043,1.6718422401689352,9.91419509709933,0.0,1.6485941795041779,1.1651384870423287
2024-04-25,0.0,71.15428985525435,0.0,12.854887630564862,1.5976945721260893,1.6636088817780244,9.915053319469472,0.0,1.6492364575077607,1.165229283299448
2024-04-26,0.0,71.15853508340815,0.0,12.855654582648771,1.5979326270097534,1.6491779414777112,9.923266803707197,0.0,1.6501341581969944,1.165298803551413
2024-04-29,0.0,71.15843351701166,0.0,12.85563623344429,1.5979303462396586,1.649175587563869,9.924109035315617,0.0,1.6494181401342807,1.165297140290636
2024-04-30,0.0,57.91314531985067,0.0,10.462713870571767,1.3009594526257007,1.3403194824209552,8.076785570892229,0.0,1.3408189147143965,0.9483910661176138
2024-05-02,0.0,71.16123578753742,0.0,12.856194072669336,1.6014254145684101,1.6469347817921216,9.921342320004236,0.0,1.6475199178883349,1.1653477055401409
2024-05-03,0.0,71.16050445751087,0.0,12.856061948477723,1.6014089565842562,1.64894472552869,9.919070750824067,0.0,1.648673431910989,1.16533572916341
2024-05-06,0.0,71.16184524070913,0.0,12.85630417823688,1.6013249378353678,1.6475483946834957,9.918972162799829,0.0,1.6486473996931756,1.1653576860421293
2024-05-07,0.0,71.16024036980654,0.0,12.856014237631483,1.6011175399990794,1.649166984844138,9.92046130714598,0.0,1.6476681561515734,1.1653314044211978
2024-05-08,0.0,71.15857463100046,0.0,12.855713300455104,1.6010800605919608,1.6493853008246084,9.92165642033812,0.0,1.648286160771937,1.1653041260178054
2024-05-09,0.0,71.18704510817994,0.0,12.869424290163462,1.6029486496539342,1.6512161005586932,9.872365201570748,0.0,1.6512302867968514,1.1657703630763607
2024-05-10,0.0,71.17056156320054,0.0,12.871726367469732,1.6042620207215603,1.642753685151866,9.889265831942359,0.0,1.6559301055895748,1.1655004259243662
2024-05-13,0.0,71.17023644057882,0.0,12.871667566621026,1.6075095472413776,1.642746180695343,9.889220655622772,0.0,1.6531245075760177,1.1654951016646473
2024-05-14,0.0,71.17037868136032,0.0,12.871693291926231,1.6061137405305483,1.6431206323196303,9.888383877674123,0.0,1.6548123451668653,1.1654974310222885
2024-05-16,0.0,71.17062252402282,0.0,12.874449786684453,1.6054911100219675,1.6449821104732107,9.888274999497154,0.0,1.650678045071921,1.165501424228479
2024-05-17,0.0,71.16875310630994,0.0,12.87411161731595,1.6075045941982977,1.6455099175299783,9.888015267099455,0.0,1.6506346871994408,1.1654708103469422
2024-05-20,0.0,71.17033804107902,0.0,12.874398324982344,1.6103955336374345,1.6448327781488308,9.88252519379783,0.0,1.6520133628639622,1.165496765490584
2024-05-21,0.0,72.31496284988246,0.0,13.081455873489233,1.639921673754949,1.6734622391903202,8.42748956862745,0.0,1.6784664718028672,1.1842413232527054
2024-05-22,0.0,72.34107014516799,0.0,13.086178567352228,1.6428354067537831,1.674066395938881,8.39442987426198,0.0,1.6767507500561145,1.1846688604690299
2024-05-23,0.0,72.33477244894917,0.0,13.085039342053001,1.6436500004549743,1.6735434180718962,8.401011763528293,0.0,1.6762275385010361,1.1857554884416266
2024-05-24,0.0,72.33321918580448,0.0,13.084758363642916,1.6435566701072168,1.6720565859142766,8.406083608987986,0.0,1.6745955591336064,1.185730026409516
2024-05-27,0.0,72.33389085897815,0.0,13.0848798663394,1.6433688045884138,1.6720721123289202,8.40621970272613,0.0,1.6744079818363056,1.1851606732026891
2024-05-28,0.0,72.33439462204456,0.0,13.084970994842607,1.643844543865353,1.671329279289227,8.406278247109185,0.0,1.675174121144387,1.1840081917046925
2024-05-29,0.0,72.33512928909443,0.0,13.08510389285176,1.643861239635433,1.6713462542090753,8.40636362579622,0.0,1.6741754812838363,1.1840202171292473
2024-05-30,0.0,72.33605289170171,0.0,13.085270968464824,1.643882229084707,1.6713675945975317,8.406470961463397,0.0,1.6729200195354221,1.1840353351524038
2024-05-31,0.0,57.91291299064116,0.0,10.476188964723018,1.3161073170853828,1.3378800257211598,6.719262766837495,0.0,1.339122911485015,0.9478334760148035
2024-06-03,0.0,72.34545818833352,0.0,13.08697234488842,1.6449086094437824,1.6715558867546771,8.394242513309734,0.0,1.674269426523187,1.182593030746681
2024-06-04,0.0,72.33943263866104,0.0,13.085882349691744,1.648805443967797,1.6725774815472307,8.393166103570284,0.0,1.6776414482962458,1.182494534265664
2024-06-05,0.0,73.43183689280276,0.0,13.331709905949554,1.9126893584768594,1.9403582145467062,5.0213510550258444,0.8182916822972128,2.3315053889434614,1.2122575019576056
2024-06-06,0.0,73.22258303025286,0.0,13.337139608625515,2.0225168731488288,2.0137373269157766,5.008716569320612,0.8659900234711547,2.2980396385588335,1.2312769297064148
2024-06-07,0.0,74.66492884649453,0.0,13.63469516883865,2.100760661229905,2.0572684974076374,3.0104938423313534,0.8852951088024006,2.352802819344978,1.2937550555505344
2024-06-11,0.0,74.57054304567838,0.0,13.631505460996983,2.0618387302527257,2.1629389702798427,2.9691463206538353,0.8161511706969059,2.413883197554717,1.3739931038866056
2024-06-12,0.0,74.56545845446512,0.0,13.670869953253497,2.053766641391607,2.11931966349764,2.895535285155136,0.8048571357011218,2.47122051984054,1.4189723466953361
2024-06-13,0.0,73.48854840363424,0.04034148084973235,13.732046549752495,2.1074900898787234,2.2162559849029293,2.8342262729065695,1.4908737631716018,2.6973095754934158,1.3929078794102994
2024-06-14,0.0,73.3958710780993,0.04058554888419637,13.784003313233645,2.123585185870322,2.2162261392364604,2.7960577734350887,1.5567369226824155,2.704275872572027,1.3826581659865413
2024-06-17,0.0,73.39695358315134,0.04824211686785433,13.787870799185137,2.081358618940752,2.347115178087922,2.758816727180726,1.5023119409052716,2.6895010520247298,1.3878299836562575
2024-06-18,0.0,73.71533915349431,0.029554562158200084,13.855335804637281,2.12597296115855,2.442547042810821,2.5264649715943714,1.508610405399775,2.402073703023894,1.394101395722795
2024-06-19,0.0,73.67298479287712,0.0295381736401744,13.84765278029164,2.1413172709913133,2.5051276329663104,2.515693959939061,1.5091631039981246,2.377449617292737,1.4010726680035188
2024-06-20,0.0,73.65500169075949,0.029530963561820264,13.844272657241957,2.1354162562347865,2.5220400564903276,2.5150798952109183,1.5086765218630307,2.389221732188137,1.4007602264495265
2024-06-21,0.0,73.69970816801647,0.0295488643004946,13.852664618664235,2.096289591220014,2.515052910006065,2.522518295939352,1.5120748462075255,2.376447221152601,1.3956954844932348
2024-06-24,0.0,73.6859518556895,0.029541867331760552,13.84687161627324,2.0929847960217662,2.5106734022071957,2.514530433044939,1.5053313639086208,2.4387632756996456,1.3753513898233314
2024-06-25,0.0,73.70207400454505,0.029549362338451506,13.85038467772759,2.0446962422414523,2.5669014000394808,2.5151683894140686,1.5057132784476677,2.4132128323596715,1.3722998128865553
2024-06-26,0.0,73.69259815414152,0.02954549206414233,13.844431387163874,2.031360343122725,2.556098896310757,2.509103192468261,1.5041264718051301,2.463483873568847,1.369252189354741
2024-06-27,0.0,73.70345008624896,0.029549842917307938,13.846470110634653,2.063565696178384,2.5507386926026685,2.5090586992322184,1.4966597238282244,2.4492094095269876,1.3512977388305842
2024-06-28,0.0,73.69963159143178,0.03989725608199334,13.845724965371284,2.0732714146911824,2.56322720919378,2.5097220263856084,1.499536039467922,2.4056413601372673,1.363348137239186
2024-07-02,0.0,73.82477689887543,0.040675854384386825,13.868584019145814,2.146336841965952,2.6081278082677066,2.332331609519713,1.5198535934093382,2.2898886240837926,1.3694247503478814
2024-07-03,0.0,73.90712857284939,0.04072122837452382,13.893216865421723,2.1860923900697253,2.605848109421866,2.34578589937611,1.529110209452574,2.138876173027069,1.3532205520070222
2024-07-04,0.0,73.92135402592027,0.04072906629130419,13.895890995892476,2.1706463811834125,2.6056082379051304,2.346237410182581,1.5279216517828467,2.1402072420314626,1.351404988810528
2024-07-05,0.0,73.93209798118659,0.04073498597813947,13.903665065531854,2.1684406125155915,2.608715834933238,2.3312729061680217,1.5272242073070095,2.1362470002423,1.3516014061372639
2024-07-08,0.0,73.95141654781702,0.04074559739568119,13.899869560875953,2.1695988803182082,2.5973198856612396,2.3272517465033173,1.5350394410773893,2.138672673344794,1.340085667006404
2024-07-09,0.0,73.98077763615824,0.040761791060732466,13.900644815998564,2.174853993757655,2.608681262970259,2.31369216764222,1.5386176537710505,2.152730861400869,1.2892398172404136
2024-07-10,0.0,73.97209460142696,0.04075699054657198,13.899007737731331,2.206971298603249,2.601132638299409,2.3090273593919375,1.53843645084443,2.143484939626578,1.2890879835295321
2024-07-11,0.0,73.9772558859778,0.04075857515887967,13.89934037133684,2.221688863608006,2.62144518469069,2.301044438642406,1.5384665854937831,2.146031636319228,1.253968458772366
2024-07-12,0.0,73.99384865917763,0.04075187466249703,13.896817999381266,2.2287124917683254,2.6187886719285056,2.2869567038558114,1.5382136696410889,2.151821388029191,1.2440885415556822
2024-07-15,0.0,74.01144646177501,0.04075978486952824,13.899515463200062,2.2296199780124497,2.6223837061874296,2.2658530059941886,1.5385122470362607,2.151289313752432,1.240620039172643
2024-07-16,0.0,74.02914447803214,0.04076876316619349,13.902577156821147,2.219097433670715,2.6241488052972763,2.2663521131546602,1.538851140370002,2.1320810739107783,1.2469790355770864
2024-07-17,0.0,74.03806806117582,0.04077367749352151,13.904074854014,2.220849428044035,2.6117281049216756,2.266625302608046,1.5390366357744627,2.1317145876843675,1.2471293482840728
2024-07-18,0.0,51.77056043317453,22.308395690250364,13.904140904292529,2.218751976492669,2.6103450741087446,2.2666360700437886,1.539043946854094,2.1336842649568215,1.248441639826458
2024-07-19,0.0,51.78084551684066,22.31282762442708,13.906903193348505,2.223825354004648,2.5604694473155702,2.282676806989283,1.5393497035549446,2.144412689978018,1.2486896635412963
2024-07-22,0.0,51.696799396521584,22.2766114024542,13.88433072958536,2.215561121866978,2.720966915801189,2.2789717664930365,1.5368511663235271,2.1417622077555176,1.2481452931986048
2024-07-23,0.0,51.69097579446627,22.274101960448824,13.88276667111525,2.225064588140996,2.7207493346726737,2.278715042192532,1.536678041300017,2.1371631954085224,1.253785372254917
2024-07-24,0.0,51.81277781749153,22.326587537247402,13.684450069288259,2.23333848488462,2.7371741159578344,2.2840844920388803,1.5423195697955088,2.1277281994984696,1.2515397137974917
2024-07-25,0.0,51.81363999901954,22.32695905894859,13.684677783002282,2.2345642430994905,2.724561129513184,2.2841224999500636,1.5423452344963677,2.1375695121438083,1.2515605398266734
2024-07-26,0.0,51.81276242165359,22.326580903043677,13.68444600304081,2.236012114117559,2.7203252576356016,2.284083813337676,1.5423191115050414,2.141931033755638,1.2515393419104122
2024-07-29,0.0,51.804603914817605,22.323065329767747,13.682350651251726,2.231916608200307,2.7198969115839104,2.2837241584469865,1.542076255875919,2.1592710257177563,1.253095144338047
2024-07-30,0.0,51.82560572948702,22.332115198804097,13.687897536487876,2.2378741312342965,2.672345096729371,2.283996112208603,1.5427014203841791,2.1638616200340675,1.2536031546304878
2024-07-31,0.0,40.5111067049528,17.447907661141816,10.699921993475686,1.7545782265040353,2.1014214927409838,1.7847297544912903,1.2059008471850299,1.7036474411973042,0.98630719310872
2024-08-01,0.0,51.82814742617807,22.322093966133064,13.689282192133549,2.2883052416424334,2.6648967442342792,2.2933520383814314,1.5427770794920712,2.106928944547724,1.264216367257377
2024-08-02,0.0,51.821524132226735,22.319241350377165,13.68753279254194,2.2906875564765183,2.6652991728280386,2.295050162301615,1.5713482921814583,2.081517089165245,1.2677994519012818
2024-08-05,0.0,51.806312370522235,22.312689729471906,13.683514935278007,2.295006536775836,2.6645167972308865,2.2943764701099356,1.5863365827481686,2.0839662763630846,1.2732803014999403
2024-08-06,0.0,51.796309501991225,22.308381549797947,13.680872894285764,2.294147543218065,2.683310530992845,2.2973495340980405,1.5865649783720237,2.081514259773081,1.2715492074710133
2024-08-07,0.0,51.79201714777878,22.306532856784127,13.67973916192216,2.296571244636606,2.682702033276994,2.30099077134555,1.5870275492696226,2.0814902772644546,1.2729289577217031
2024-08-08,0.0,51.78489228712806,22.30602269796594,13.679426301128922,2.295924685417421,2.6826406788698507,2.3013539718570604,1.5869912533511055,2.0892542431564336,1.2734938811252074
2024-08-09,0.0,51.77656613610938,22.30627446173901,13.679580698173421,2.3057522998898654,2.684987722964297,2.301290840424141,1.5870091654150886,2.083337399430306,1.275201275854485
2024-08-12,0.0,51.11456960770966,22.61127652446325,13.86662673929078,2.33706895871933,2.7217005678321406,2.3423617861836483,1.6087089373713663,2.1050794051729707,1.2926074732568495
2024-08-13,0.0,51.111221588951516,22.615137240221863,13.868994367863774,2.3401782020829027,2.720960743270829,2.347971344857042,1.6089836130597914,2.0937247228393128,1.292828176852965
2024-08-14,0.0,51.091447926666746,22.610371115325076,13.872875679145919,2.3350184189223144,2.7216517985791846,2.3497646470052875,1.608644520850212,2.12293891242969,1.287286981075571
2024-08-15,0.0,51.08311217465226,22.606682152607803,13.896530207602042,2.334637452336334,2.7272281782348182,2.3547093522879794,1.6083820647572762,2.097878695124101,1.2908397223973862
2024-08-16,0.0,51.081728272512706,22.60606971075633,13.896153734104871,2.3341828870925916,2.731368479016016,2.353381305027961,1.608338491778147,2.0979723676941804,1.2908047520172037
2024-08-19,0.0,51.08575782771334,22.607866300955276,13.897258114208144,2.3355123344897466,2.7333917739034037,2.353568337176454,1.608466312545219,2.087271661836165,1.2909073371722484
2024-08-20,0.0,51.08529647061222,22.607662128596818,13.897132607628818,2.3342871048364633,2.7318318131572807,2.3535470820260653,1.6084517864348749,2.0903233624159396,1.2914676442915278
2024-08-21,0.0,51.070537441961235,22.60113055970831,13.893117593671905,2.333612707061759,2.7370314145904833,2.381547408996486,1.6079870893960044,2.083941257623755,1.291094526990058
2024-08-22,0.0,51.06512793464598,22.598736596628626,13.891646003102881,2.3333655255038175,2.736771593561119,2.3811146007602058,1.6078167677514985,2.0944632067203885,1.2909577713254758
2024-08-23,0.0,51.06443646092767,22.59843058677306,13.891457896101024,2.3325816506928043,2.736734534892973,2.3810823580491167,1.6077949962787983,2.0965412258390104,1.2909402904455403
2024-08-26,0.0,51.06288455476305,22.597743794826084,13.891035718933534,2.33371437018307,2.7366513624252047,2.3885325523377223,1.6077461335645673,2.0907904556614234,1.2909010573053405
2024-08-27,0.0,51.05715407508925,22.595207786282515,13.8894768117443,2.3334524714893434,2.736344244542159,2.3994868988266926,1.6075657059091504,2.090555818854027,1.290756187262563
2024-08-28,0.0,51.09769449430039,22.61314884101642,13.926099472249625,2.337563586110886,2.587662124784991,2.4111781323928607,1.608842145789273,2.092577091652129,1.3252341117034176
2024-08-29,0.0,51.08419185854336,22.607226573223894,13.922452298166977,2.3331885327857185,2.5884895722965315,2.420450497877973,1.608420798276361,2.096725102473186,1.3388547663560024
2024-08-30,0.0,51.06136602581981,22.597125037830462,13.916231360618633,2.3317548371753474,2.5873329634155002,2.4564391246874857,1.6077021112862213,2.085437471089669,1.3566110680768757
2024-09-02,0.0,51.05950704188279,22.596302347492593,13.9157247143501,2.330315971223295,2.597528969782371,2.462728415803002,1.607643579902653,2.075763375028023,1.3544855845351709
2024-09-03,0.0,51.04943093925297,22.591843184553138,13.912978579917679,2.32531366710561,2.5959634892867003,2.466333623080079,1.6073263269043034,2.067772984509501,1.3830372053900257
2024-09-04,0.0,51.04430225616565,22.589573494138964,13.911580811977387,2.324328070549226,2.59528157476932,2.47405687134557,1.6071648468016477,2.054210012841483,1.3995020614107467
2024-09-05,0.0,51.03768562792141,22.58664531599958,13.913627178554078,2.3248688917554805,2.5949451608580634,2.4838715992270273,1.606956517725757,2.052079057292213,1.399320650666391
2024-09-09,0.0,51.0280477640085,22.58238009489626,13.910999754453002,2.3260837053401158,2.586937692459699,2.48340254942283,1.632062022559499,2.0510300113653983,1.3990564054946963
2024-09-10,0.0,51.018091438698974,22.57797393921639,13.908285513069979,2.326531769303466,2.584298405292197,2.4832787678208077,1.6454827889426622,2.057273948716066,1.398783428939452
2024-09-11,0.0,51.367226682475,22.73248317727185,13.326393501947697,2.339426102709686,2.5974735163326175,2.5002727421839746,1.6567434225423536,2.0716250449049345,1.4083558096318858
2024-09-12,0.0,51.362640232141466,22.730453451086802,13.330591137696068,2.3392172212433895,2.597241594462492,2.500836439646539,1.6565954960936498,2.0741943665418665,1.4082300610877265
2024-09-13,0.0,51.35833437854044,22.728547902532387,13.32947360219566,2.3397777291839534,2.5991423698578004,2.499779385155389,1.6564566197109314,2.0803760070469757,1.4081120057764691
2024-09-16,0.0,51.35491508136977,22.727034698093867,13.328586162368685,2.33962195319421,2.5989693260809927,2.4995826943030113,1.6563463373682183,2.0862899794764576,1.4086537677447917
2024-09-17,0.0,51.34846628284859,22.72418079272727,13.326912449801991,2.342354018560023,2.59979279175818,2.498875452148418,1.6561383447390017,2.0857254115624912,1.417554455854029
2024-09-19,0.0,51.34868380628128,22.72427705737097,13.326968905543577,2.341789025630214,2.5998038050540635,2.498886037936185,1.6561453605064398,2.0858855407498043,1.4175604609274726
2024-09-20,0.0,51.34560757471925,22.72291567606328,13.326170504507084,2.339197922761007,2.602522460334331,2.498736332987003,1.6560461430338265,2.0913278488343625,1.4174755367598457
2024-09-23,0.0,51.30233085009983,22.703763631502657,13.315573380606741,2.3774340935207334,2.6090355646169185,2.5208456238271846,1.6546503419853174,2.0985741283246657,1.4177923855159476
2024-09-24,0.0,51.043227513081256,22.589097868323364,13.248322839743171,2.6038608318446377,2.670002628195065,2.5616240905119216,1.6586859334650867,2.1459369352553286,1.4792413595801723
2024-09-25,0.0,50.98429454669757,22.56235240285048,13.232636840986183,2.6086491575927595,2.7590436423631295,2.555166216430369,1.6567220512586152,2.1598297277431047,1.4813054140777868
2024-09-26,0.0,50.9985429412938,22.569322783273105,13.236574650676339,2.548178250594597,2.8328031107735985,2.552920314579205,1.6572338765659074,2.128671503434792,1.4757525688086552
2024-09-27,0.0,51.01500868057946,22.576609669591228,13.240848301935046,2.5269654601988054,2.8485082777808484,2.5507383588385726,1.6580695633693738,2.1205505882517537,1.4627010994549092
2024-09-30,0.0,39.42598883613576,17.447907661141816,10.232940282371988,1.9512449023494483,2.1838751291940697,1.9695476406519827,1.281407840273936,1.6408488558682846,1.1262158430722258
2024-10-02,0.0,51.017189568885094,22.577641340876063,13.24145336191437,2.538114225145591,2.846984953983658,2.549351745331923,1.6542370808750102,2.102368903366789,1.472658819621508
2024-10-03,0.0,51.040697499285116,22.588044768146815,13.247554818436333,2.5183499358668464,2.845890615133675,2.5505264471118703,1.6549993276881132,2.076538752482514,1.4773978358487136
2024-10-04,0.0,51.0241844436727,22.580736920532914,13.246937119261275,2.518497343854913,2.8811712663738662,2.550452972015582,1.6541632144689178,2.072168622485643,1.4716880973341824
2024-10-07,0.0,51.026332377812686,22.58168748811702,13.251584131465123,2.5298190454590137,2.879217802476536,2.5505603368871768,1.6542328487743003,2.0551767451418237,1.4713892238663244
2024-10-08,0.0,51.026869389604315,22.58192514251801,13.25250539229785,2.5322211341437044,2.8840591709845964,2.547429916787019,1.6542502582667036,2.0584157753198227,1.4623238200779791
2024-10-09,0.0,50.994285579193075,22.56750518737739,13.253208088571208,2.547672536148613,2.9139202369909225,2.545803225311774,1.6531939172167258,2.056860949860373,1.4675502793299156
2024-10-10,0.0,50.958055306932835,22.551471491682147,13.243791987690162,2.583938760802112,2.9262036427998344,2.5451956351338034,1.65201936079262,2.0712246789514386,1.4680991352150408
2024-10-14,0.0,50.94531192872351,22.545831913627914,13.240480035355873,2.5851538888927568,2.9374803134188094,2.5445591432111843,1.6516062306722317,2.0814542725874494,1.468122273510265
2024-10-15,0.0,50.93135463514028,22.538991027651107,13.236462591486553,2.5865903860657733,2.94184111919903,2.543787069728749,1.6511050981371405,2.1021912586725535,1.467676813918817
2024-10-16,0.0,50.92531757123886,22.536319405620194,13.23489362928113,2.590034844117272,2.9530756715871362,2.5434855461348533,1.6512094715458627,2.0978909392209233,1.467772921253766
2024-10-17,0.0,50.90677210753426,22.528112358251512,13.23007388045791,2.5846220020161987,2.9698187738433632,2.5545882885594504,1.6506081508907602,2.108166035792488,1.467238402654061
2024-10-18,0.0,50.886012334967226,22.5189253980582,13.22467865869403,2.604887528399619,2.97295554801969,2.565060875806715,1.6499350331818354,2.110904559776992,1.466640063095694
2024-10-21,0.0,50.88831644467238,22.51994505104688,13.225277469822016,2.6050054772495996,2.966942901990619,2.565177021312858,1.650759407918086,2.1118697536872975,1.4667064723002725
2024-10-22,0.0,50.874067879656494,22.51363953882655,13.221574434645234,2.6245113978058705,2.973426858695966,2.5644587799930623,1.6516462215048784,2.109869459545745,1.466805429326201
2024-10-23,0.0,50.846782959918954,22.501564961867818,13.214483403550444,2.6227742288387477,2.968476379813693,2.5666488999994694,1.7031941939942588,2.1100562238047362,1.4660187482118772
2024-10-24,0.0,50.84259373598289,22.499711076743726,13.213394673311196,2.6226779794467667,2.9676625753032004,2.5664374359425235,1.703053869248623,2.118570689868152,1.4658979641529215
2024-10-25,0.0,50.8461888097878,22.501302028659556,13.214328990889692,2.620466483543897,2.9686514255486403,2.566618908430843,1.7031742919867994,2.1132674435277417,1.4660016176250275
2024-10-28,0.0,50.846782959918954,22.501564961867818,13.214483403550444,2.6182499419949536,2.968686114965392,2.5666488999994694,1.7041230210946403,2.1134419483964497,1.4660187482118772
2024-10-29,0.0,50.84379711509871,22.50024361610555,13.213707417450127,2.611055496896965,2.9798667801345404,2.566588061446858,1.70402295091125,2.1147859018745994,1.465932660081401
2024-10-30,0.0,50.86303802956949,22.509395096481878,13.21908180299868,2.6220084413961042,3.007334765115854,2.5444032069409426,1.7047160248557878,2.0642730239780045,1.4657496086632613
2024-10-31,0.0,39.42591913737291,17.447907661141816,10.246624472811794,2.024637699631865,2.3554967162549163,1.9722658924031835,1.3238079210084759,1.597496225374777,1.1374141109703342
