date,KINGSWAY FINANCIAL SERVICES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-03-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-05,0.0,45.86925850446779,33.59460730522025,0.0,0.0,20.536134190311962,0.0
2024-04-15,0.0,45.89084065244668,33.61041405269762,0.0,0.0,20.49874529485571,0.0
2024-04-17,0.0,45.96292805529375,33.66321080741439,0.0,0.0,20.37386113729186,0.0
2024-04-19,0.0,45.95570912517669,33.65792366891785,0.0,0.0,20.38636720590545,0.0
2024-04-22,0.0,45.898039215686275,33.615686274509805,0.0,0.0,20.486274509803923,0.0
2024-05-08,0.0,45.826155050900546,33.14017227877839,0.0,0.0,21.033672670321067,0.0
2024-05-09,0.0,46.18055555555556,33.33333333333333,0.0,0.0,20.48611111111111,0.0
2024-05-10,0.0,45.88364434687157,33.119021483456166,0.0,0.0,20.99733416967226,0.0
2024-05-13,43.11532611613134,26.17875995347589,18.89594703408786,0.0,0.0,11.809966896304912,0.0
2024-05-14,43.19648619576909,26.22803872355683,18.931516672642523,0.0,0.0,11.643958408031553,0.0
2024-05-17,43.017210469702405,26.22803872355683,18.931516672642523,0.0,0.0,11.823234134098243,0.0
2024-05-20,43.05580477301274,26.25157006998026,18.94850170464741,0.0,0.0,11.744123452359592,0.0
2024-05-21,42.89417232749375,26.153021094029317,18.877368609224167,0.0,0.0,12.075437969252771,0.0
2024-05-22,43.051942226608055,26.24921503543554,18.89297568852606,0.0,0.0,11.80586704943034,0.0
2024-05-23,43.035473731477325,26.27750336775932,18.91333632689717,0.0,0.0,11.773686573866188,0.0
2024-05-24,43.11291048133153,26.324786324786327,18.947368421052634,0.0,0.0,11.614934772829509,0.0
2024-06-03,43.1090320259086,26.322418136020154,18.945663907880533,0.0,0.0,11.622885930190716,0.0
2024-06-04,43.093525179856115,26.31294964028777,18.93884892086331,0.0,0.0,11.654676258992806,0.0
2024-06-05,43.04320488637384,26.28222401868319,18.916734033953112,0.0,0.0,11.75783706098985,0.0
2024-06-11,42.973724329656534,26.239799121155055,18.886198547215496,0.0,0.0,11.900278001972918,0.0
2024-06-17,42.950613964327324,26.225687908936095,18.87604194675988,0.0,0.0,11.947656179976695,0.0
2024-06-18,42.9429160319025,26.220987543686707,18.872658840397886,0.0,0.0,11.963437584012905,0.0
2024-06-21,42.8967863217259,26.192820696446155,18.852385641392893,0.0,0.0,12.058007340435054,0.0
2024-06-27,42.820123313376826,26.146010186757216,18.81869359306586,0.0,0.0,12.215172906800108,0.0
2024-06-28,42.83543398587646,26.15535889872173,18.825422365245373,0.0,0.0,12.183784750156432,0.0
2024-07-15,42.83543398587646,25.797801019039955,19.182980244927148,0.0,0.0,12.183784750156432,0.0
2024-07-18,42.82777728125838,25.79318973992314,19.17955134507105,0.0,0.0,12.19948163374743,0.0
2024-07-26,42.86608820109134,25.816262635298326,19.19670811342696,0.0,0.0,12.12094105018338,0.0
2024-07-30,42.939068100358426,22.5,21.559139784946236,0.0,0.0,13.00179211469534,0.0
2024-08-01,42.94676465316365,22.504032980820934,21.563004122602617,0.0,0.0,12.986198243412797,0.0
2024-08-13,42.939068100358426,22.5,21.559139784946236,0.0,0.0,13.00179211469534,0.0
2024-08-14,42.93137430567999,22.4959684644329,21.55527683210894,0.0,0.0,13.017380397778174,0.0
2024-08-15,42.86225402504472,22.45974955277281,21.52057245080501,0.0,0.0,13.15742397137746,0.0
2024-08-16,42.869923063159774,22.463768115942027,21.524422973698336,0.0,0.0,13.141885847199857,0.0
2024-08-19,42.8852693753356,22.471809557902272,21.53212815464471,0.0,0.0,13.110792912117416,0.0
2024-08-20,43.05867553239285,22.56267409470752,21.619193099110433,0.0,0.0,12.759457273789199,0.0
2024-08-21,42.82777728125838,22.44168379658593,21.503262132451514,0.0,0.0,13.227276789704174,0.0
2024-08-22,42.75898991701615,22.405639332560007,21.468724904077806,0.0,0.0,13.366645846346033,0.0
2024-08-23,36.28378889982585,20.087832210191564,18.217611872491858,14.144014537745136,0.0,11.26675247974559,0.0
2024-08-28,36.16057953516451,20.49501961968005,18.155750075460308,14.095985511620887,0.0,11.092665258074252,0.0
2024-09-04,36.23166490246484,20.535309239376982,18.191441100861937,14.12369575079389,0.0,10.917889006502342,0.0
2024-09-05,36.13058885621655,20.478021563748776,18.14069215109704,14.084294654301441,0.0,11.166402774636206,0.0
2024-09-09,36.18788702612898,20.51049690379097,18.169460806524697,14.106630418365807,0.0,11.025524845189548,0.0
2024-09-11,36.316786661614245,20.227358848048503,18.23417961348996,14.156877605153467,0.0,11.064797271693823,0.0
2024-09-17,36.207026822818285,20.16622591613147,18.179070646014356,14.114091424253871,0.0,11.333585190782017,0.0
2024-09-23,36.19738532456737,20.169273785233884,18.181818181818183,14.116224590040053,0.0,11.335298118340512,0.0
2024-09-27,36.232980332829044,20.18910741301059,18.19969742813918,14.130105900151285,0.0,11.248108925869895,0.0
2024-10-03,35.942072484430106,20.02701283109477,18.05357544833796,14.016657912508443,0.0,11.960681323628723,0.0
2024-10-04,36.07199337299495,20.09940507568341,18.118834249566987,14.067324346712857,0.0,11.642442955041796,0.0
2024-10-07,36.04484912333509,20.084280231770638,18.10519978929942,14.056738656031303,0.0,11.708932199563549,0.0
2024-10-08,36.07471004669378,20.10091881307426,18.044886278053923,14.06838379273987,0.0,11.711101069438168,0.0
2024-10-09,36.227499621842384,20.186053547118437,18.12131296324308,14.127968537286343,0.0,11.337165330509755,0.0
2024-10-10,36.22475988807381,20.184526960598955,18.11994252438932,14.126900098313545,0.0,11.343870528624366,0.0
2024-10-14,36.21654317253894,20.17994858611825,18.11583245123242,14.12369575079389,0.0,11.363980039316496,0.0
2024-10-17,31.91631130063966,17.783848614072497,15.964818763326228,12.446695095948828,11.873667377398721,10.014658848614072,0.0
2024-10-22,31.914184822439868,17.782663735092278,15.963755080285164,12.445865813845026,11.872876274235459,10.020654274102206,0.0
2024-10-23,31.931204586360913,17.792147190187322,15.972268515432306,12.45250316645557,11.86587560829278,9.986000933271114,0.0
2024-10-24,31.969565507575254,17.81352199159047,15.991456984582527,12.46746312487486,11.88013081492358,9.877861576453313,0.0
2024-10-25,32.05299785867238,17.860010706638114,16.033190578158457,12.5,11.917826552462527,9.635974304068522,0.0
2024-10-29,29.80894890783496,16.609621009396975,14.811127014748896,11.624867757794512,11.083452610616716,9.017362623685358,7.044620075922584
2024-10-31,29.989982469321312,16.985975457049836,15.126471324818432,11.695467067367895,11.150763836714251,7.963936889556725,7.08740295517155
2024-11-01,30.078492935635794,16.948194662480375,15.171114599686028,11.729984301412873,11.08320251177394,7.8806907378335955,7.108320251177394
2024-11-04,30.10306686777275,17.012317747611867,15.18350930115636,11.739567621920562,11.098541980894922,7.8557063851181494,7.00729009552539
2024-11-05,30.10117513982279,17.011248664613838,15.182555143593287,11.738829887513354,11.104128699805191,7.855212719160434,7.006849745491108
2024-11-08,30.114422230604802,17.018735068527597,15.189236766000253,11.743995976361122,11.109015465861939,7.814661134163209,7.009933358481077
2024-11-11,30.11252907524989,17.017665178852077,15.188281888476771,11.74325768529578,11.108317093103665,7.820456402841517,7.009492676180298
2024-11-12,30.15613195668597,17.042306723747167,15.210274490052884,11.760261898766053,11.124401913875598,7.686980609418283,7.019642407454042
2024-11-15,30.15423355366698,17.041233868429337,15.209316965690903,11.759521561221279,11.123701605288007,7.692791942083726,7.019200503619767
