date,KINGSWAY FINANCIAL SERVICES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,GUOSEN SECURITIES (HK) BROKERAGE CO LTD
2024-11-18,29.411764705882355,19.065454992017685,14.834827459167382,11.469974210978755,10.849809652462238,7.521797863195383,6.846371116296206
2024-11-20,29.325333659850617,19.27880494673687,14.791233010897514,11.43626790743235,10.81792579894698,7.5241826864209616,6.826251989714706
2024-11-21,29.314565483476134,19.369645042839657,14.785801713586292,11.432068543451653,10.813953488372093,7.460220318237454,6.823745410036721
2024-11-27,29.264418377321604,19.33651026392962,14.760508308895407,11.412512218963832,10.795454545454545,7.618523949169111,6.812072336265884
2024-11-29,29.182405263799193,19.27622761057634,14.71914219568661,11.380528816863652,10.765200438649932,7.883514073352016,6.792981601072255
2024-12-06,29.184183269359654,19.271309327971732,14.720038993480777,11.381222201913117,10.765856333394261,7.8839943946871385,6.793395479193322
2024-12-12,29.20375563955615,19.284233630045115,14.71162053408121,11.388855017680772,10.773076454090964,7.8405072552127795,6.797951469333007
2024-12-16,29.201975248430166,19.27086508565506,14.71072364811315,11.388160702310552,10.772419679326953,7.858318600256051,6.797537035908066
2024-12-20,29.237624366721604,19.29439052676555,14.728682170542637,11.402063114203747,10.785570408350118,7.7458340963193555,6.8058353170969905
2025-01-14,29.314565483476134,18.97796817625459,14.767441860465116,11.432068543451653,10.813953488372093,7.870257037943697,6.823745410036721
2025-01-15,29.289470465941054,18.961721902898372,14.754800048917696,11.422282010517304,10.804696098813746,7.94912559618442,6.8179038767274065
2025-01-16,28.81376323387873,18.695861405197306,14.515158806544754,11.236766121270453,10.629210779595766,9.402069297401347,6.707170356111646
2025-01-17,29.039102758411637,18.84207335556229,14.628675356168536,11.32464383146408,10.712337071839952,8.693543498029706,6.759624128523795
2025-01-21,29.03734238603298,18.84093113482056,14.627788554801164,11.323957322987392,10.71168768186227,8.699078564500486,6.759214354995151
2025-01-22,29.13448087099325,18.861383127546986,14.676722827078645,11.361839304178577,10.747521440301684,8.436226506903473,6.781825922997385
2025-01-23,29.116771016959454,18.849917938119262,14.546228192815027,11.354932830830952,10.74098838976354,8.613458148440824,6.777703483070938
2025-01-27,29.11500121565767,18.842693897398494,14.545344031120836,11.354242645271091,10.740335521517142,8.62509117432531,6.777291514709457
2025-02-03,29.116771016959454,18.83776062245456,14.546228192815027,11.354932830830952,10.74098838976354,8.625615464105525,6.777703483070938
2025-02-04,29.118541033434653,18.832826747720365,14.547112462006078,11.355623100303951,10.741641337386017,8.626139817629179,6.778115501519758
2025-02-05,29.125623251854556,18.776602213304148,14.550650614131097,11.358385017633466,10.744253921926305,8.664720904779276,6.779764076371155
2025-02-06,29.123852374293186,18.775460570316774,14.54976591475649,11.357694412354837,10.743600656654708,8.670274214142397,6.779351857481608
2025-02-07,29.336109750122493,18.912297893189614,14.655805977462027,11.440470357667811,10.821901028907398,8.004654581087701,6.828760411562959
2025-02-13,29.48599569098184,19.008925823330255,14.730686365035394,11.498922745460142,10.87719298245614,7.5346260387811625,6.863650353955062
2025-02-19,29.37749156700399,18.93897577430236,14.676479607482367,11.456608402330573,10.837166513339467,7.8748850045998156,6.838393130941429
2025-02-20,29.368485591661557,18.933169834457388,14.671980380134887,11.453096259963212,10.833844267320663,7.903126916002452,6.83629675045984
2025-02-21,29.372087319107187,18.9354917831739,14.673779740004905,11.454500858474368,10.835172921265636,7.891832229580574,6.837135148393426
2025-02-28,29.284098551079047,18.87876750015284,14.62982209451611,11.42018707586966,10.802714434187198,8.167756923641255,6.816653420553891
2025-03-04,29.291261542224667,18.88338531156363,14.608940255610591,11.422980492875926,10.805356815263254,8.16975478505473,6.818320797407204
2025-03-10,29.393716249386355,18.949435444280805,14.660039273441337,11.462935689739814,10.843151693667158,7.848551791850761,6.842169857633776
2025-03-12,29.339703540365065,18.90848952590959,14.633100575768712,11.441871860835477,10.823226754869534,8.02401078035036,6.829596961901261
2025-03-13,29.314565483476134,18.892288861689106,14.620563035495715,11.432068543451653,10.813953488372093,8.102815177478579,6.823745410036721
2025-03-21,29.280518369093468,18.870346598202826,14.603582126046824,11.41879087963812,10.801393728222997,8.209548260896144,6.815820037899627
2025-03-26,29.332516840171465,18.89773423147581,14.629516227801592,11.439069197795467,10.82057562767912,8.0526638089406,6.827924066135946
2025-03-27,29.34329821122274,18.90468022543494,14.634893408478314,11.44327370742465,10.836804704729234,8.00661602548395,6.830433717226169
2025-03-28,29.310977848488555,18.883857544976134,14.618773711907968,11.430669440704932,10.824868437155795,8.107942724268757,6.822910292497858
2025-04-02,29.28767960868236,18.862733109140937,14.60715377560379,11.421583613573832,10.81626413940691,8.187098746560686,6.817487007031489
2025-04-03,29.275149737195942,18.854663244102188,14.600904534897936,11.416697225278083,10.811636719227478,8.226378193374893,6.814570345923482
2025-04-09,29.273360630691194,18.853510969871053,14.60001222269755,11.415999511092098,10.810975982399315,8.231986799486647,6.814153883762146
2025-04-11,29.273360630691194,18.847399621096375,14.60001222269755,11.415999511092098,10.81708733117399,8.231986799486647,6.814153883762146
2025-04-23,29.266206390908533,18.842793425795808,14.596444064275676,11.413209506934685,10.814443697684364,8.254414370379422,6.812488544021507
