date,CHINA SECURITIES (INTERNATIONAL),THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-04,47.44125281108171,0.0,52.55874718891829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,39.36470438497942,0.0,43.424702553024225,11.833866106161294,0.0,0.0,0.0,5.376726955835056,0.0,0.0
2024-03-07,39.55681247843001,0.0,43.312472987784105,11.79812704049437,0.0,0.0,0.0,5.33258749329151,0.0,0.0
2024-03-08,36.96241080883682,0.0,40.47174985583329,11.032541889842255,0.0,0.0,6.550456886517265,4.982840558970366,0.0,0.0
2024-03-11,37.18116690674316,0.0,40.34433141853163,10.999754004052576,0.0,0.0,6.531159639574653,4.943588031097977,0.0,0.0
2024-03-12,31.228556503946496,16.353966333481434,33.669126070943996,9.17605440041602,0.0,0.0,5.4483287652122705,4.1239679259997875,0.0,0.0
2024-03-13,30.008009903437372,15.578434885775398,32.072481834778586,8.740911108062852,0.0,4.481799317297272,5.189960231934019,3.9284027187145014,0.0,0.0
2024-03-14,30.10292140849009,15.605714117271521,32.02844734524961,8.67867055169588,0.0,4.476554458442124,5.183886642522002,3.9238054763287677,0.0,0.0
2024-03-15,30.10292140849009,15.605454060069599,32.02870740245153,8.67867055169588,0.0,4.476554458442124,5.183886642522002,3.9238054763287677,0.0,0.0
2024-03-18,30.107815004818928,15.585232212326694,32.04041654567164,8.680081375242695,0.0,4.477282176864081,5.184729346401095,3.9244433386748665,0.0,0.0
2024-03-19,29.534189156766942,15.325292156738149,31.26412644403987,8.514705075460165,0.0,4.391979248529341,5.085947858346471,3.8496733117592954,0.0,2.0340867483597656
2024-03-22,29.534189156766942,15.376320948853856,31.26412644403987,8.514705075460165,0.0,4.391979248529341,5.034919066230767,3.8496733117592954,0.0,2.0340867483597656
2024-03-26,29.53381238807376,15.376124792584958,31.263727606475673,8.515872156595568,0.0,4.391923219895097,5.034854835590583,3.8496242013410225,0.0,2.034060799443344
2024-04-02,29.53381238807376,15.40163886315476,31.263727606475673,8.490358086025767,0.0,4.391923219895097,5.034854835590583,3.8496242013410225,0.0,2.034060799443344
2024-04-03,29.53381238807376,15.400433323320337,31.263727606475673,8.490358086025767,0.0,4.391923219895097,5.034854835590583,3.8508297411754455,0.0,2.034060799443344
2024-04-05,29.53383122628011,15.400443146520168,31.263747548112203,8.490299716401994,0.0,4.391926021292858,5.034858047083671,3.850832197435556,0.0,2.0340620968734413
2024-04-09,29.53832563947713,15.399460888564013,31.2617535103773,8.489758195332293,0.0,4.391645899205707,5.034536918053304,3.850586586934108,0.0,2.0339323620561403
2024-04-23,29.536441771289034,15.398478755898951,31.266137435094226,8.48921674333586,0.0,4.391365812849293,5.034215829984282,3.8503410077613007,0.0,2.0338026437870553
2024-04-24,29.52901225454009,15.515400752028297,31.162631277283825,8.48708138869604,0.0,4.390261220559201,5.032949536938007,3.849372503388708,0.0,2.0332910665658357
2024-05-03,29.52948296216676,15.514054024110013,31.16312802563704,8.487216677133844,0.0,4.390331203578674,5.033029764739441,3.8494338643641326,0.0,2.0333234782700957
2024-05-13,29.529483338738867,15.51405294671049,31.163128423042064,8.487216785366321,0.0,4.390331259565982,5.033029828922706,3.8494339134536952,0.0,2.0333235041998727
2024-05-14,29.52873021371999,15.513657273637435,31.1648840504471,8.487000325930564,0.0,4.3902192878028865,5.032901465664823,3.8493357368294894,0.0,2.0332716459677145
2024-05-21,29.5270358228767,15.512767083011559,31.168833884704018,8.486513332567316,0.0,4.389967372217372,5.032612672272867,3.8491148577338423,0.0,2.0331549746163255
2024-06-03,29.526960521130196,15.512982547788798,31.168754395938457,8.486491689714999,0.0,4.3899561766401325,5.032599837780236,3.849105041473483,0.0,2.033149789533697
2024-06-04,29.52432520195048,15.507772939068925,31.17872272817005,8.48573425942337,0.0,4.389564367408629,5.032150671775938,3.848761503900989,0.0,2.032968328301622
2024-06-12,29.524362846055247,15.507792711789396,31.178762481664734,8.48561757690535,0.0,4.389569964190936,5.032157087868628,3.8487664111488358,0.0,2.032970920376876
2024-06-14,29.524645179900855,15.506984734664464,31.179060636106158,8.485698722671486,0.0,4.38961194051317,5.0322052090853235,3.848803215906567,0.0,2.0329903611519726
2024-06-19,29.522763056252632,15.505996202456746,31.183447802037556,8.485157780210017,0.0,4.389332113528309,5.031884418357136,3.848557864150233,0.0,2.032860763007371
2024-06-20,29.5302929909819,15.509951087678509,31.178648542238925,8.487321963966487,0.0,4.390451635581749,5.033167826727932,3.8367866980746763,0.0,2.033379254749826
2024-06-21,27.668913513244757,14.532314168731311,29.225317380875175,7.95234159890545,6.291339296695554,4.11370881508332,4.7159127523018425,3.5949429743286228,0.0,1.905209499833964
2024-06-27,27.668913513244757,14.520365251166426,29.237266298440062,7.95234159890545,6.291339296695554,4.11370881508332,4.7159127523018425,3.5949429743286228,0.0,1.905209499833964
2024-07-08,27.668913513244757,14.520365251166426,29.237266298440062,7.95234159890545,6.291339296695554,4.11370881508332,4.697989375954517,3.6128663506759486,0.0,1.905209499833964
2024-07-10,27.669409442483506,14.518833140042187,29.237790338359858,7.952484134271486,6.291452060758611,4.113782547956137,4.698073581295422,3.612931106599889,0.0,1.9052436482329043
2024-07-18,27.669359848759633,14.518986353626104,29.237737933522535,7.952469880504953,6.291440784170402,4.1137751745499145,4.6980651606254975,3.612924630903035,0.0,1.9052402333379248
2024-07-25,27.669356211893547,14.51898444524769,29.23773409050852,7.952481979250373,6.291439957222191,4.113774633834499,4.698064543110891,3.6129241560195124,0.0,1.9052399829127744
2024-07-31,27.155483189406105,14.249339052590507,28.69473328222389,7.804789133791335,6.1745958484595045,4.037373947503676,4.610812472331892,3.5458252238342536,1.857191828216637,1.8698560216422027
2024-08-05,27.158134607237034,14.250730335204754,28.691670822016075,7.805551180886265,6.175198726096303,4.037768150221406,4.611262664667596,3.5461714325228724,1.8573731614484719,1.8661389196992273
