date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,EAST ASIA SECURITIES CO LTD,HANG SENG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-01,0.0,10.97458558301206,0.0,0.0,2.6724625324808278,0.0,0.0,0.0,0.0,0.0,13.647048115492888
2024-03-04,9.916948132960668,10.97458558301206,0.0,4.509609727992457,2.6724625324808278,0.0,0.0,0.0,0.0,0.0,28.073605976446014
2024-03-05,9.864471725475504,10.972163594974283,5.600201473882252,4.509609727992457,2.6764991792104555,0.0,0.0,0.0,0.0,0.761353796532652,34.384299498067605
2024-03-06,9.864471725475504,10.97458558301206,5.600201473882252,4.50718773995468,2.6764991792104555,0.0,0.0,0.0,0.0,0.7629684552245033,34.385914156759455
2024-03-07,9.858013090708099,10.97458558301206,5.608274767341508,4.50718773995468,2.6764991792104555,1.7674202589603334,2.7817262439595973,0.0,0.0,0.7629684552245033,38.936675318371236
2024-03-08,9.855752568539506,10.973778253666135,5.608597699079879,4.508640932777347,2.6764991792104555,1.7661285320068525,2.784148231997374,0.0,0.0,0.7629684552245033,38.93651385250205
2024-03-11,9.855752568539506,10.972002129105098,5.608597699079879,4.511062920815123,2.6768221109488257,1.7661285320068525,2.784148231997374,0.0,0.0,0.7629684552245033,38.93748264771716
2024-03-12,9.858497488315654,10.972002129105098,5.608597699079879,4.510739989076754,2.6768221109488257,1.7677431906987038,2.784148231997374,0.0,0.0,0.7629684552245033,38.94151929444679
2024-03-13,9.858497488315654,10.980721286041094,5.608597699079879,4.510739989076754,2.683280745716231,1.7759779500271449,2.784148231997374,1.5587924699084033,0.0,0.7565098204570984,40.51726568061963
2024-03-14,9.855914034408691,10.966996687160359,5.639276214225052,4.510739989076754,2.685702733754008,1.7759779500271449,2.7849555613433,1.5587924699084033,0.0,0.7726564073756107,40.55101204727932
2024-03-15,9.852523251155803,10.966996687160359,5.639114748355867,4.516875692105788,2.686510063099933,1.7759779500271449,2.7904454008955937,1.5587924699084033,0.0,0.7726564073756107,40.5598926700845
2024-03-18,9.853492046370915,10.969418675198135,5.686908645634663,4.460362637890994,2.6982970715504475,1.794062127375879,2.7757520067997477,1.5418385536439652,0.0,0.7629684552245033,40.54310021968925
2024-03-19,9.853492046370915,10.969418675198135,5.686908645634663,4.460362637890994,2.6982970715504475,1.794062127375879,2.772199757677675,1.5418385536439652,0.0,0.7629684552245033,40.53954797056718
2024-03-20,9.853492046370915,10.96925720932895,5.692398485186958,4.460362637890994,2.6974897422045214,1.794062127375879,2.7744602798462665,1.5418385536439652,0.0,0.7629684552245033,40.54632953707295
2024-03-21,9.853492046370915,10.969418675198135,5.695143404963105,4.460362637890994,2.6974897422045214,1.792447468684028,2.7768822678840435,1.5418385536439652,0.0,0.7548951617652471,40.54196995860496
2024-03-22,9.853492046370915,10.969418675198135,5.70192497146888,4.4619772965828455,2.6974897422045214,1.792447468684028,2.7768822678840435,1.5418385536439652,0.0,0.7548951617652471,40.55036618380258
2024-03-25,9.853492046370915,10.967804016506284,5.723561397939687,4.4619772965828455,2.6974897422045214,1.792447468684028,2.7768822678840435,1.54829718841137,0.0,0.7548951617652471,40.57684658634894
2024-03-26,9.869638633289426,10.94713638525059,5.74132264355005,4.46116996723692,2.7008805254574093,1.792447468684028,2.7762364044073027,1.54829718841137,0.0,0.7645831139163546,40.60171233020345
2024-03-27,9.869638633289426,10.949235441549995,5.743744631587827,4.46116996723692,2.7008805254574093,1.792447468684028,2.7762364044073027,1.5513650399258874,0.0,0.7565098204570984,40.6012279325959
2024-03-28,9.869638633289426,10.89013893342824,5.764573728712708,4.457940649853217,2.70814648957074,1.8085940556025402,2.7641264642184185,1.5812362257251356,0.0,0.7565098204570984,40.60090500085752
2024-04-02,9.89902542148112,10.82522965401582,5.792022926474179,4.458909445068328,2.7097611482625914,1.8166673490617964,2.7689704402939723,1.5812362257251356,0.0,0.7645831139163546,40.6164057242993
2024-04-03,9.900801546042157,10.809244532966494,5.822701441619353,4.458909445068328,2.712183136300368,1.8166673490617964,2.769131906163157,1.5812362257251356,0.0,0.7645831139163546,40.63545869686314
2024-04-05,9.92550582402748,10.80536935210605,5.842077345921568,4.458909445068328,2.712183136300368,1.8166673490617964,2.7667099181253807,1.5893095191843916,0.0,0.7655519091314652,40.682283798926825
2024-04-08,9.92550582402748,10.806984010797901,5.842077345921568,4.458909445068328,2.708307955439925,1.8166673490617964,2.7626732713957525,1.5893095191843916,0.9815801633657574,0.7655519091314652,41.657566793394366
2024-04-09,9.92550582402748,10.807952806013011,5.842077345921568,4.458909445068328,2.708307955439925,1.8166673490617964,2.7626732713957525,1.5893095191843916,0.9815801633657574,0.7655519091314652,41.658535588609475
2024-04-10,9.92550582402748,10.797941922123535,5.850150639380824,4.458909445068328,2.708307955439925,1.8166673490617964,2.7626732713957525,1.5957681539517967,0.9815801633657574,0.7645831139163546,41.66208783773155
2024-04-11,10.020124823369962,10.728027200766375,5.852572627418601,4.458909445068328,2.712344602169553,1.8166673490617964,2.758313692927754,1.5957681539517967,0.9815801633657574,0.7645831139163546,41.68889117201628
2024-04-12,10.07260123085513,10.7092971599409,5.858062466970895,4.458909445068328,2.712021670431183,1.8166673490617964,2.758313692927754,1.5957681539517967,0.9815801633657574,0.7645831139163546,41.7278044464899
2024-04-15,10.104894404692152,10.70897422820253,5.8758237125812585,4.458909445068328,2.712021670431183,1.8166673490617964,2.758313692927754,1.5927003024372794,0.9815801633657574,0.7645831139163546,41.77446808268439
2024-04-16,10.104894404692152,10.70897422820253,5.879053029964961,4.458747979199143,2.712021670431183,1.8166673490617964,2.758313692927754,1.5927003024372794,0.9815801633657574,0.7645831139163546,41.77753593419891
