date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-03-01,4.015547169317839,6.463157998516854,2.470547892010013,0.7675895043494046,0.7823722862905438,0.5059338744248769,0.49325773795236855,0.3450094025689861,0.32412801151390314,0.0,16.167543876944787
2024-03-04,4.010912898327853,6.459889824334917,2.4590526122329215,0.7675895043494046,0.792294463106902,0.500665577643596,0.49101577046356043,0.344911357343528,0.3243535155324567,0.19782956732082002,16.34851509065596
2024-03-05,3.9995854066132623,6.523292403464478,2.502851130236493,0.7675895043494046,0.7910787676747053,0.5277570585021427,0.4861495081292703,0.28608422206867795,0.25816285700828634,0.19782956732082002,16.34038042536754
2024-03-06,4.000343623023472,6.438633619455604,2.521471905600886,0.7675895043494046,0.7935953271582797,0.5328405727151769,0.48862416961983235,0.28632606695814117,0.25838195540544334,0.19782956732082002,16.28563631160706
2024-03-07,4.003128107426482,6.419920054089838,2.5665755362822713,0.7675895043494046,0.7936476179451908,0.5329712996824544,0.490382447329714,0.28612344015886115,0.2585224868952666,0.19815638473901365,16.317016878898496
2024-03-08,3.989813565809274,6.421547604832442,2.5733918920055294,0.7675895043494046,0.7935496544240871,0.521225481672576,0.4886307059681962,0.30031058428264584,0.25799304267779294,0.19815638473901365,16.312208420760964
2024-03-11,3.985310021786566,6.430142902930934,2.5629549254647292,0.7675895043494046,0.791328668613527,0.5209771004347489,0.48564359476590657,0.3066214286279645,0.2577381250916019,0.19815638473901365,16.306462656804396
2024-03-12,3.9793684811238057,6.430384747820398,2.5520053915579313,0.7675895043494046,0.7889952543429342,0.5196410839018701,0.4889083700466934,0.3071900909356214,0.25816298773525365,0.19815638473901365,16.290402296552926
2024-03-13,3.9742766657483495,6.420469107352404,2.5436400814129705,0.7675895043494046,0.7895706229440124,0.5209753127434714,0.4868405635600407,0.32523041241990874,0.2582218148705284,0.19815638473901365,16.284970470140102
2024-03-14,3.971649053706073,6.374781640230634,2.53670224765537,0.7675895043494046,0.7942747184753949,0.5217859506675587,0.48697946096277295,0.3530206289185534,0.2572090076915464,0.19815638473901365,16.262148597396322
2024-03-15,3.9634067184192303,6.359473705184722,2.5409006193774912,0.7675895043494046,0.7899934756605421,0.5253459858766385,0.48995349946833483,0.35309906509891986,0.2573916986283167,0.19815638473901365,16.245310656802616
2024-03-18,3.9548767838043766,6.352484816010051,2.5394032890351665,0.7675895043494046,0.7899150394801756,0.5251368227289946,0.490404507505442,0.35298794717673404,0.2588362316167324,0.19815638473901365,16.22979132644609
2024-03-19,3.9585371388881447,6.3518246448253,2.5438363744906862,0.7675895043494046,0.7886012955543469,0.5242978824164917,0.4877703591148015,0.35284414751272886,0.25880354987491305,0.19800425123084453,16.232109148257663
2024-03-20,3.961938327759286,6.364472478909393,2.556021307651824,0.7660926805740778,0.7883006888930923,0.5239962691575891,0.4840158806145933,0.35266112975854047,0.25882315892000474,0.19800425123084453,16.254326173469245
2024-03-21,3.9839854307906273,6.347620658379935,2.5576464955044944,0.7661541222486983,0.7943803491331293,0.5259359305345682,0.482545202232722,0.35241928486907714,0.25865059932319845,0.19800425123084453,16.267342324247295
2024-03-22,3.978102717263142,6.367504230102834,2.5579243001144816,0.7659580317977821,0.797733554670931,0.5203422412590369,0.48615980287794336,0.3544128711200582,0.25932828792156476,0.19800425123084453,16.285470288358617
2024-03-25,3.9757104137619645,6.3632806150033305,2.5637696714837634,0.7659580317977821,0.7861470797614669,0.5187826195168043,0.4857683246335602,0.3551841602269951,0.2590570294644641,0.19800425123084453,16.271662196880975
2024-03-26,3.9612062567425324,6.372247275734116,2.5689300400808603,0.7659580317977821,0.7908214316396196,0.5196079380793169,0.48829135510201477,0.3547135431447963,0.2592204381735609,0.19800425123084453,16.279000561725447
2024-03-27,3.958977361950452,6.375188632497859,2.568539101085217,0.7659580317977821,0.7906188636674749,0.5281846402667137,0.48684822742849726,0.3549684607309873,0.2599541432774055,0.19800425123084453,16.287241713933234
2024-03-28,3.960042786733763,6.38671875101173,2.557118858587343,0.7659580317977821,0.7889586311830513,0.5251172430974707,0.4857190732486384,0.354831197415346,0.25905212720319115,0.19800425123084453,16.281520951509158
