date,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA SECURITIES DEPOSITORY AND CLEARING,MERRILL LYNCH FAR EAST LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD,TIGER BROKERS (HK) GLOBAL LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD
2024-08-08,0.0,5.690539295523049,0.0,0.0,0.30302058498581613,0.12892474358589429,0.00042166719079605655,0.009118553000964723,0.017218076957505643,0.0033030596612357763
2024-08-12,0.0,94.492308138439,0.0,0.004639765691832563,2.412388174397193,1.9162232307268483,0.057707085792167497,0.16036190172396295,0.7557018370572286,0.20066986617175833
2024-08-13,0.0,94.51435421315868,0.0,0.004655263211491517,2.4204459160248706,1.7335036383791538,0.05673602039005286,0.17224473882518615,0.8978838919164264,0.20017631809413522
2024-08-14,0.0,94.55396876181612,0.0,0.004653733166574562,2.419650388295861,1.7117012303307058,0.05671737296762747,0.19865623454815162,0.8594863442017393,0.19516593467322066
2024-08-15,0.0,94.51993911366225,0.0,0.0049383002951360645,2.416571773837466,1.8262996444423787,0.05693569752039227,0.19026980548906602,0.7953568357695615,0.18968882898375589
2024-08-16,0.0,92.91438347166307,0.0,0.011093627294994147,2.4286285649225343,3.4620875287193575,0.057219761837338234,0.186840038652533,0.7517392180160507,0.18800778889411132
2024-08-19,0.0,92.92494964532796,0.0,0.010216889978690488,2.4284087923636046,3.477829348746242,0.057214583880666726,0.18886650903464985,0.7291940333362524,0.18332019733193217
2024-08-20,0.0,92.87166606865208,0.0,0.0863474727319932,2.4267723839778768,3.484528924944793,0.057176029241454956,0.18844752494887704,0.758165816319089,0.12689577918384135
2024-08-21,0.0,92.87558801755746,0.0,0.11396028003334287,2.424643400504806,3.511200750797139,0.05712586927502609,0.18565907514383478,0.7196110777553031,0.11221152893308695
2024-08-22,0.0,92.87535959847388,0.0,0.11454686948943575,2.424721138123705,3.534630753939917,0.05800210439795856,0.1850820919231341,0.6954423170529102,0.11221512659906556
2024-08-23,0.0,92.91820786587267,0.0,0.10434975238794789,2.4248200841210577,3.5359409112240106,0.05975334983108748,0.19237663848057435,0.6523316923023111,0.11221970578033504
2024-08-26,0.0,92.99151131290333,0.0,0.09448074954727974,2.425880726801914,3.504827558051714,0.05977948659627268,0.21403972273982508,0.5972116514593484,0.11226879190031698
2024-08-27,0.0,92.97740686308815,0.0,0.0889378776214804,2.4258170620757227,3.4936547927310055,0.05977791774558518,0.26360603727809273,0.5805748011290736,0.1102246483308839
2024-08-28,0.0,92.87941954738933,0.0,0.08256337395373534,2.427013102194785,3.494793839546981,0.059807391026557404,0.27773968905991536,0.6613822217424664,0.11728083508622475
2024-08-29,0.0,92.88341768643981,0.0,0.08284593281894954,2.426744067326906,3.484196554892723,0.05980076136579105,0.3060048715742186,0.6467233558437012,0.11026676973789763
2024-08-30,0.0,92.89050382785322,0.0,0.0826617673261109,2.4299054501269133,3.4741309561016362,0.0598786653775715,0.3026063284447028,0.651363042887729,0.1089499618821179
2024-09-02,0.0,92.77147073933403,0.0,0.07572405560224381,2.470385955117907,3.5738784673451143,0.05790663075465703,0.29873882327787166,0.6565721056335728,0.09532322293458927
2024-09-03,0.0,92.91589726372335,0.0,0.06564905633228615,2.4937648384853355,3.474903474903475,0.03177534233434855,0.3066620302645147,0.6337082424038946,0.07763975155279502
2024-09-04,0.0,92.69014054752269,0.0,0.07726039469196944,2.5106610290722418,3.557901535248546,0.03440501951126764,0.30119481993197467,0.7068118920648142,0.12162476195649878
2024-09-05,0.0,92.69152172925843,0.0,0.07084146950638028,2.5185050633486217,3.574769538168112,0.03753992401192801,0.3024385813541619,0.6981214900927902,0.10626220425957042
2024-09-09,0.0,92.75291754789039,0.0,0.06238303181534623,2.5315338618139767,3.6054349314547416,0.03925566392282762,0.19566970466959815,0.7175570196126165,0.09524823882050423
2024-09-10,0.0,92.66093923393046,0.0,0.06310744728851383,2.5361877004499838,3.617245710522786,0.042376498420789485,0.27956294281916516,0.7051571283977416,0.09542333817055473
2024-09-11,0.0,92.65775404329511,0.0,0.0637051396940934,2.535708407249584,3.60315050872669,0.04419734572078251,0.3069429457988137,0.6931363046142028,0.09540530490072362
2024-09-12,0.0,92.64148812449062,0.0,0.05891205010881941,2.5393230303381795,3.615917852793133,0.04426034852735137,0.31653780291629907,0.6880194867631034,0.09554130406248951
2024-09-13,0.0,92.62953557650047,0.0,0.059517995800166035,2.539129266982468,3.622051570054207,0.045783073692435415,0.33055379205938373,0.6778947111393271,0.09553401377154856
2024-09-16,0.0,92.62077195166985,0.0,0.0595123648382637,2.5388890414846963,3.621708889926541,0.04577874218327977,0.34791844059292626,0.6698955939486607,0.09552497535577713
2024-09-17,0.0,92.48455383368783,0.0,0.061078730176268914,2.553336464001915,3.724267899290689,0.04603924385145898,0.3652446678882413,0.6694106056002136,0.09606855550337774
2024-09-19,0.0,92.4559222943424,0.0,0.07396154613389802,2.553054366339824,3.717411652779696,0.04848931240313646,0.38269729472602004,0.6739400635271372,0.09452346974788627
2024-09-20,0.0,92.4237810036206,0.0,0.07198161700242707,2.5590387685606446,3.7578095440241417,0.048602972164031956,0.38574763983351945,0.6582934204495466,0.09474503434507495
2024-09-23,0.0,92.42892212658353,0.0,0.07013960241920102,2.5591725987953216,3.7540068786031147,0.049528403462681427,0.38576781330560567,0.6583278472679395,0.0941347295626119
2024-09-24,0.0,92.41021855150034,0.0,0.06828773127854935,2.558944308586721,3.747827558098402,0.04952398529660561,0.3857334010058598,0.6524246758639782,0.1270397883695535
2024-09-25,0.0,92.32322353788999,0.0,0.06057179777095784,2.584086080290248,3.8113638905110396,0.050010561236534426,0.41033510182274513,0.6280829491942398,0.13232608128424636
2024-09-26,0.0,91.83726036924226,0.0,0.09337308665666394,2.6791636347244854,4.001519727479377,0.06342930369435447,0.4443271020213664,0.7920613557772183,0.08886542040427327
2024-09-27,0.0,92.41809037434709,0.0,0.11144166755496983,2.703994780007688,3.3736138433162455,0.07041821312169107,0.44738176685111075,0.78170676951602,0.0933525852851776
2024-09-30,0.0,5.007139765506623,0.0,0.005850632272295285,0.1470740022564079,0.21171206871218673,0.004199102441677397,0.009628067523176626,0.03849470062642334,0.0041288245765447205
2024-10-02,0.0,92.38793858937323,0.0,0.23597000876367297,2.7170631958194034,3.5982991982862154,0.10321659255412378,0.15255282547307605,0.7345256256288747,0.07043396410139895
2024-10-03,0.0,92.65205260022074,0.0,0.18655562320322192,2.725405099187034,3.4048843062116836,0.10744041126887124,0.16669542596867298,0.6827349770631,0.07423155687667468
