date,ABCI SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,PHILLIP SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,0.0,0.0,84.86682808716706,0.0,0.0,0.0,0.0,15.13317191283293
2024-03-05,0.0,0.0,60.69176490959727,0.0,0.0,13.88580251367224,14.607292824057371,10.81513975267312
2024-03-06,0.0,0.0,60.78519203537266,0.0,0.0,13.904863740138138,14.617229719966476,10.69271450452273
2024-03-07,0.0,0.0,60.79749103942652,0.0,0.0,13.907677188114235,14.620187304890738,10.674644467568504
2024-03-08,0.0,0.0,60.86522462562396,0.0,0.0,13.894234247269043,14.60319756926861,10.637343557838385
2024-03-11,0.0,0.0,60.86258282936428,0.0,0.0,13.893631181457797,14.602563731589454,10.641222257588472
2024-03-12,0.0,38.98831102229924,37.19517586517887,0.0,0.0,8.490866328317034,8.924118905727777,6.401527878477073
2024-03-13,0.0,38.98865575567875,37.195504743715574,0.0,0.0,8.490941404281282,8.924197812497237,6.400700283827157
2024-03-14,0.0,38.97039328325232,37.17808219178082,0.0,0.0,8.486964206805126,8.92001767565179,6.444542642509942
2024-03-15,0.0,38.97177098615948,37.178512718081066,0.0,0.0,8.487264242659927,8.920333021052446,6.4421190320470885
2024-03-18,0.0,38.95111566524743,37.15880783704044,0.0,0.0,8.482765931134391,8.91560517993746,6.491705386640284
2024-03-19,0.0,38.92738909732951,37.13617303023615,0.0,0.0,8.477598764069743,8.910174354447143,6.548664753917458
2024-03-20,0.0,38.8923679405876,37.10276334706334,0.0,0.0,8.469971863781895,8.902158286072131,6.632738562495039
2024-03-21,0.0,38.88379393661487,37.09458386977302,0.0,0.0,8.467222800303345,8.900195763743143,6.654203629565616
2024-03-22,0.0,38.88962384795167,37.100145521894426,0.0,0.0,8.468492304978612,8.901530184768708,6.64020814040658
2024-03-25,0.0,38.88893788529549,37.09596338204556,0.0,0.0,8.468342931729387,8.901373173291471,6.645382627638089
2024-03-26,0.0,38.8848226174834,37.09203784865828,0.0,0.0,8.46744680288186,8.90043122073387,6.655261510242595
2024-03-27,0.0,38.86665726474632,37.07559143955153,0.0,0.0,8.463491168071078,8.896273313824349,6.697986813806719
2024-03-28,0.0,33.55562982317555,31.949170565716717,0.0,13.747189645743452,7.296287294160539,7.666190678738531,5.785531992465212
2024-04-02,0.0,33.6503214152898,31.85388696199938,0.0,13.736234545882317,7.378511092053035,7.660081511221074,5.72096447355439
2024-04-03,0.0,33.61817313306088,31.823454927324146,0.0,13.722353226625824,7.375253057541683,7.652763350443941,5.808002305003526
2024-04-05,0.0,33.64606383946164,31.806814392676348,0.0,13.715177786534905,7.371396526114765,7.648761708448271,5.811785746764072
2024-04-08,0.0,33.65141925948384,31.80050782582332,0.0,13.717360821616706,7.372569826050706,7.6499791564027735,5.808163110622655
2024-04-09,0.0,33.64759378552482,31.78173550587344,0.0,13.715801439939371,7.363395225464191,7.6491095111784775,5.842364532019705
2024-04-10,0.0,33.6728193772466,31.790605614790774,0.0,13.704821561281907,7.365052401680494,7.653982072710175,5.812718972290052
2024-04-11,0.0,33.67843815418222,31.796668790388644,0.0,13.691938958162678,7.36628136282273,7.65525924577531,5.8114134886684266
2024-04-12,0.0,33.678949045069096,31.797151135450008,0.0,13.692146660396535,7.381562779690842,7.655375373553193,5.794815005840324
2024-04-15,0.0,33.69956977335327,31.809455880902338,0.0,13.693651311546311,7.384419269904622,7.658337822764833,5.754565941528632
2024-04-18,0.0,33.69624594094261,31.8078358775151,0.0,13.692300688901701,7.383690935024734,7.657582470941701,5.762344086674152
2024-04-19,0.0,33.65845155814235,31.8214199102704,0.0,13.676943130835456,7.3754092397235365,7.648993573420637,5.818782587607615
2024-04-22,0.0,33.63984093921606,31.808369626964588,0.0,13.669380799091083,7.371331187275137,7.644764249195228,5.866313198257906
2024-04-23,0.0,33.63703838347117,31.81329334423945,0.0,13.66824199460753,7.370717077160774,7.644127359205065,5.866581841316005
2024-04-24,0.0,33.622152205525936,31.81425714978187,0.0,13.668656083373728,7.37094037809016,7.644358943286476,5.879635239941832
2024-04-25,0.0,33.62062436571291,31.812811463366607,0.0,13.668034959632832,7.375149578151745,7.64401157242612,5.879368060709796
2024-04-26,0.0,33.607897765126275,31.800769184180243,0.0,13.66286112288777,7.372357822058022,7.64111804251711,5.914996063230574
2024-04-29,0.0,33.62036973924371,31.81257052840449,0.0,13.667931444497459,7.375093722309317,7.643953680352017,5.880080885193011
2024-04-30,0.0,5.452718620950566,5.15952076214247,0.0,2.2167330364095976,1.196989163839504,1.2391202344600223,0.9492388156133079
2024-05-02,0.0,33.629283961092085,31.82100542407806,0.0,13.663979879397594,7.3823520499378805,7.620981182388413,5.882397503105966
2024-05-03,0.0,33.631831749928025,31.8234162158886,0.0,13.665015076442868,7.382911344455051,7.621558555691925,5.875267057593527
2024-05-06,0.0,33.63488960615841,31.826309648285374,0.0,13.666257519964844,7.371459744510616,7.62225151914655,5.878831961934203
2024-05-07,0.0,33.575361529618206,31.76998245295577,0.0,13.667786047074484,7.449174078780178,7.605736068251952,5.931959823319417
2024-05-08,0.0,33.549732838561944,31.745731840957703,0.0,13.657353174573183,7.441976465609105,7.599930470007633,6.0052752102904385
2024-05-09,0.0,33.55125424189976,31.747171436993142,0.0,13.657972504175767,7.44382553226867,7.598007724225499,6.001768560437152
2024-05-10,0.0,33.594264061897306,31.773799529568368,0.0,13.66747593008569,7.440685529311218,7.579092263592978,5.9446826855444375
2024-05-13,0.0,33.602905019480275,31.78197223588153,0.0,13.67099141354919,7.442599387222454,7.581041721829254,5.920490222037296
2024-05-14,0.0,33.59826371033607,31.760640067757645,0.0,13.665718866269398,7.439728969418313,7.5781179104026135,5.9575304758159655
2024-05-16,0.0,33.60528066779579,31.75130050810549,0.0,13.663652310670216,7.4355794822163075,7.57697193322042,5.967215097991774
2024-05-17,0.0,33.61827883845026,31.739301316644745,0.0,13.65848865508745,7.432769488912068,7.57410850603903,5.977053194866446
2024-05-20,0.0,33.619295248749076,31.740260918202296,0.0,13.658901603906216,7.437529289050808,7.574337500566884,5.969675439524724
2024-05-21,0.0,33.619549360926975,31.740500827658142,0.0,13.65900484501251,7.4375855057784905,7.566836229506959,5.976523231116923
2024-05-22,0.0,33.59057615343956,31.70958242090161,0.0,13.645699614890885,7.430340557275541,7.557200030204636,6.066601223287775
2024-05-23,0.0,29.044895400767846,27.41844916294497,13.468620230353364,11.799080675912142,6.42482175037217,6.53451382903706,5.309618950612448
2024-05-24,0.0,29.040723863740226,27.41451122223818,13.466685816501064,11.797386047604748,6.423898993328024,6.533575317604355,5.323218738983405
2024-05-28,0.0,29.05608862355239,27.429015591422434,13.473810721307405,11.803627765403633,6.441014520206144,6.412274571023599,5.3841682070843975
2024-05-29,0.0,29.05551926845199,27.428478118876555,13.473546701502286,11.803396472893533,6.436316133246245,6.412148922273024,5.390594382756368
2024-05-30,0.0,29.06045442073768,27.43313691417223,13.475835216953891,11.805401309170728,6.429570011889673,6.41323804173145,5.382364085344343
2024-05-31,0.0,5.4640190830412,5.1580467888263,2.533760130495771,2.219680983041937,1.2089037814785426,1.2058330037365224,1.006478112724566
2024-06-03,0.0,29.060147427854453,27.442100585529065,13.480238393977414,11.809258678377248,6.440166248431618,6.415333542450857,5.35275512337934
2024-06-04,0.0,29.054451370104665,27.43606831575784,13.477596142537928,11.806943954421316,6.441517372953337,6.414076077724203,5.369346766500712
2024-06-05,0.0,29.050677154448707,27.433738166946505,13.476451488563832,11.805941189152461,6.440970294054238,6.413531329417836,5.378690377416426
2024-06-06,0.0,29.05390395295655,27.436785364260047,13.477948382881412,11.807252531852336,6.441685723619732,6.414243711205489,5.368180333224436
2024-06-07,0.0,29.057131468376102,27.43983323858253,13.47944560977044,11.80856416589886,6.442401312135291,6.414956251266067,5.357667953970712
2024-06-11,0.0,29.024623069580112,27.455441789912783,13.487113098740732,11.815281210361828,6.446065931766768,6.4186052593725895,5.352869640265192
2024-06-12,0.0,29.02044872130119,27.451493122744626,13.485173369593639,11.813581925631505,6.445138852570473,6.430756759583704,5.353407248574865
2024-06-13,0.0,29.030317298386045,27.460828167098278,13.489759083418349,11.817599204792174,6.448638468178608,6.432943576865731,5.319914201260823
2024-06-14,0.0,29.03050714449204,27.461007749403265,13.48984730078802,11.817676486937186,6.448680639571005,6.432985645620115,5.319295033188372
2024-06-18,0.0,29.026141312165716,27.45687795054205,13.487818593155396,11.815899253292184,6.447710837071232,6.432018203454995,5.33353385031843
2024-06-19,0.0,29.02633110365706,27.457057481185064,13.487906785146825,11.815976513204783,6.447752996331822,6.432060260107103,5.332914860367341
