date,BRADBURY SECURITIES LTD,MINERVA HOLDING FINANCIAL SECURITIES LTD,KINGKEY SECURITIES GROUP LTD,CHINA DEMETER SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,VC BROKERAGE LTD,UOB KAY HIAN (HONG KONG) LTD,KOALA SECURITIES LTD,ABCI SECURITIES CO LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,75.08021687494502,0.0,24.919783125054984,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,25.640675326272216,55.97639158813704,0.0,18.38293308559074,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,25.95326915294814,55.73083685010559,0.0,18.315893996946276,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,25.954151746090044,55.73273208935683,0.0,18.31311616455313,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,26.290102609624288,55.39831376030092,0.0,18.31158363007479,0.0,0.0,0.0,0.0
2024-03-11,0.0,44.66408189268632,14.674135478908351,30.44664803260278,0.0,10.215134595802553,0.0,0.0,0.0,0.0
2024-03-12,0.0,44.64035402609053,14.734643602250383,30.4304732010112,0.0,10.194529170647892,0.0,0.0,0.0,0.0
2024-03-13,0.0,44.639507068548376,14.734364043142886,30.429895846298155,0.0,10.196233042010583,0.0,0.0,0.0,0.0
2024-03-14,0.0,44.638660143144115,14.734084494643291,30.4293185134929,0.0,10.197936848719694,0.0,0.0,0.0,0.0
2024-03-15,0.0,42.04786962169102,14.01296605934878,28.663226302700085,0.0,9.620354239775592,5.655583776484524,0.0,0.0,0.0
2024-03-18,0.0,42.0508756540507,14.013967856343692,28.665275457308248,0.0,9.613892934071975,5.655988098225386,0.0,0.0,0.0
2024-03-19,0.0,40.28589371671368,13.351991951682852,27.43893094154276,0.0,9.159762773536185,5.388816953232438,0.0,4.374603663292086,0.0
2024-03-20,0.0,40.287265774482776,13.352446694090183,27.439865457198266,0.0,9.15666893493079,5.3890004856673634,0.0,4.374752653630619,0.0
2024-03-21,0.0,40.241352658056634,13.498820894324098,27.40859379571331,0.0,9.14453263734574,5.3828589468470325,0.0,4.323841067713189,0.0
2024-03-22,0.0,40.24272168349087,13.499280129114084,27.409526246029824,0.0,9.141441701344757,5.383042073663613,0.0,4.3239881663568545,0.0
2024-03-25,0.0,40.19144689766055,13.482080181681901,27.37460272373356,0.0,9.151879302764437,5.37618333454518,0.0,4.423807559614374,0.0
2024-03-26,0.0,39.48748154398531,13.643868889572,27.70310556187089,0.0,9.247950496962796,5.440699028218189,0.0,4.476894479390812,0.0
2024-04-02,0.0,39.62167611550585,13.186512909120015,27.797252016273717,0.0,9.270753404618247,5.4591887430927795,0.0,4.664616811389393,0.0
2024-04-03,0.0,39.64625440570988,13.165439661244502,27.763725759119147,0.0,9.256125952646459,5.380238435571533,0.0,4.788215785708476,0.0
2024-04-05,0.0,39.64693752227015,13.165666505620866,27.764204136235097,0.0,9.254562409153284,5.380331138653542,0.0,4.7882982880670575,0.0
2024-04-08,0.0,39.63532774132916,13.161811214049187,27.756073966588534,0.0,9.251852403059756,5.408038540456593,0.0,4.786896134516776,0.0
2024-04-09,0.0,39.584189183702826,13.14482949396277,27.72026233921195,0.0,9.239915416178961,5.401060944803758,0.0,4.909742622139739,0.0
2024-04-10,0.0,39.63448666467792,13.130147409575368,27.689300261606288,0.0,9.246778723421805,5.3950282433062196,0.0,4.904258697412393,0.0
2024-04-11,0.0,39.5984227257151,13.118200116331533,27.758530349550846,0.0,9.234931323878936,5.390119236387185,0.0,4.899796248136394,0.0
2024-04-15,0.0,39.60046232834378,13.118875797674349,27.759960112848773,0.0,9.23025627219959,5.390396866166521,0.0,4.900048622766993,0.0
2024-04-16,0.0,39.6052222183301,13.120452658192375,27.763296800058797,0.0,9.219345945177421,5.391044780219969,0.0,4.900637598021337,0.0
