date,BRIGHT SMART SECURITIES INTERNATIONAL,NANYANG COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD
2024-05-30,33.118315270235016,0.0,24.467000260867504,7.84025422723931,11.945360115730312,13.565110157231958,9.0639599686959
2024-05-31,33.03996025267939,0.0,24.409113492795797,8.058296070220267,11.917098445595855,13.533016301133271,9.042515437575412
2024-06-03,33.00092161542643,0.0,24.380272703641563,8.166930548006711,11.90301769974242,13.51702625422407,9.03183117895881
2024-06-04,33.047779066190216,0.0,24.320230967650332,8.178526634640415,11.919918593369145,13.488889414771519,9.044655323378375
2024-06-14,32.98533197911992,0.0,24.274275456456525,8.16307248978435,11.897394713843683,13.652360819141649,9.027564541653872
2024-06-19,32.98455288393406,0.0,24.22882516887902,8.162879682554678,11.897113704001134,13.699277245028107,9.027351315603005
2024-06-20,33.03136382988788,0.0,24.263210180235582,8.174464260371824,11.913997823927339,13.576801173187,9.040162732390367
2024-06-25,32.804021516995135,0.0,23.77440041342698,11.28937539639661,11.761527800615443,11.39273214159874,8.97794273096709
2024-06-26,32.82715497990174,0.0,23.79116616910745,11.743964645871042,11.769822054018476,10.883618156601866,8.984273994499423
2024-06-28,32.81944020117036,0.0,23.785574957110292,11.76470588235294,11.767056003384175,10.881060374609293,8.98216258137294
2024-07-05,32.84182305630027,0.0,23.695969145383565,11.937350077606885,11.775081134471568,10.76148817082922,8.988288415408494
2024-07-08,32.83410138248848,0.0,23.69039781811342,11.9580551114455,11.772312611680617,10.758957961064612,8.986175115207374
2024-07-09,32.83410138248848,0.0,23.69039781811342,12.005078529107495,11.772312611680617,10.711934543402615,8.986175115207374
2024-07-16,32.810958131666744,0.0,23.673699544194353,12.067102109863258,11.764014848926273,10.704384192472158,8.979841172877215
2024-07-17,32.91225754754778,0.0,23.746788904338807,12.104357663029388,11.800334660979,10.548891140911126,8.88737008319389
2024-07-31,32.88126015398743,0.0,23.724423724423723,12.187139459866733,11.789220880129971,10.538955993501448,8.878999788090697
2024-08-08,32.86578334235485,0.0,23.713256924995882,12.322609493775152,11.783671836388883,10.439857852251064,8.874820550234167
2024-08-09,32.734816342795526,0.0,23.618761866810438,12.671995499402264,11.736715032465248,10.398256018377442,8.839455240149082
2024-08-12,32.734816342795526,0.0,23.59532125360399,12.695436112608704,11.736715032465248,10.398256018377442,8.839455240149082
2024-08-13,32.64299572240013,0.0,22.594142259414227,14.529814637339006,11.049297585376685,10.369089081601645,8.814660713868307
2024-08-16,32.60488898227919,0.0,22.567766337465855,14.62959071700404,11.036398869977353,10.356984427167239,8.804370666106324
2024-08-21,32.60488898227919,0.0,22.567766337465855,14.65293829235834,11.036398869977353,10.33363685181294,8.804370666106324
2024-08-22,32.566871108416315,0.0,22.54145192509503,14.635852708658847,11.023530234835942,10.438189407896271,8.794104615097597
2024-08-28,31.805785412927438,0.0,22.530943334654204,15.421551945176104,11.018391179692781,10.433323232558681,8.790004894990792
2024-09-04,31.805785412927438,0.0,22.530943334654204,15.538099345003614,11.018391179692781,10.316775832731171,8.790004894990792
2024-09-05,31.805785412927438,0.0,22.530943334654204,15.65464674483112,11.018391179692781,10.200228432903662,8.790004894990792
2024-09-23,31.805785412927438,0.0,22.437705414792198,15.747884664693132,11.018391179692781,10.200228432903662,8.790004894990792
2024-10-03,31.820619854947413,0.0,22.448170518411416,15.7552295888622,11.023530234835942,10.158345187845432,8.794104615097597
2024-10-07,25.402587731546124,19.64814297682212,17.380619938564646,13.080145210834962,8.800148934189705,8.667969840826585,7.020385367215861
2024-10-08,25.397859469520707,19.644485807352257,17.37738483015356,13.077710563052584,8.798510935318753,8.684969753373663,7.019078641228478
2024-10-09,25.495142002989535,19.719730941704036,17.443946188340806,13.12780269058296,8.869581464872944,8.307174887892376,7.03662182361734
2024-10-10,25.46944413334827,19.699854406988464,17.38716541606003,13.207899354164335,8.860641355881585,8.373464740359129,7.0015305931981935
2024-10-17,25.45993954547151,19.69250289211479,17.38067694144867,13.240288091950593,8.857334776280927,8.370339963428743,6.998917789304773
2024-10-23,25.46041460638516,19.692870337544083,17.381001250163266,13.389808370496148,8.706360905342116,8.370496146884854,6.9990483831843715
2024-10-29,25.460889685027617,19.693237796686073,17.37945962083893,13.390058217644423,8.706523361695776,8.370652336169577,6.999178981937602
2024-10-30,25.47039498245352,19.700589860374823,17.38594788322258,13.395057119390726,8.709773762413201,8.336444411259613,7.001791980885537
2024-10-31,25.39927776329995,19.645582815233983,17.337403670749413,13.357656081307473,8.666840400580767,8.610997356762592,6.98224191206582
2024-11-07,25.348318781348688,19.60616756455508,17.302619357235745,13.330856399777074,8.85379899684191,8.590005573100502,6.968233327140999
2024-11-08,25.307416955691153,19.574531223918246,17.259862381067194,13.30934584639353,8.83951258415713,8.752341562030528,6.956989446742215
2024-11-12,25.30272405288631,19.570901403749513,17.25666178352217,13.30687781630723,8.837873421477182,8.769262150685185,6.95569937137241
2024-11-14,25.31211159960673,19.57816239078413,17.244513699519544,13.311814792142021,8.841152354981729,8.75396516222383,6.958280000742019
2024-11-18,25.216684223170887,19.50435216499418,17.1647169706714,13.26162887398126,9.19960821274787,8.720962466042025,6.932047088392379
2024-11-21,25.303961181528017,19.471965461891845,17.13621519898157,13.239608125311342,9.184332392391283,8.74338111842955,6.920536521466393
2024-11-28,25.308630584414388,19.475558672104224,17.13937738738905,13.242051263124873,9.167573951394143,8.744994556291635,6.921813585281688
2024-12-03,25.37803954875279,19.48634626391684,17.148870958808,13.249386089621684,9.061871088052289,8.749838444637286,6.925647606211112
2024-12-04,25.387414344027633,19.493544633457084,17.1182652703127,13.254280489832105,9.065218595888513,8.753070685801887,6.928205980680076
2024-12-05,25.396796068069694,19.500748323201712,17.12459119380647,13.259178507418563,9.068568577816375,8.7563053158663,6.893812013820883
2024-12-11,25.470704532436578,19.500748323201712,17.05068272943959,13.259178507418563,9.068568577816375,8.7563053158663,6.893812013820883
2024-12-12,25.480120515332434,19.507957339051035,17.056986007652352,13.264080146392857,9.071921036579731,8.722574444095303,6.896360510896287
2024-12-16,25.467881094463024,19.498586657305967,17.048792654313004,13.257708722079553,9.134073567720362,8.69990947216731,6.893047831950783
2025-01-03,25.46882217090069,19.49930715935335,17.049422632794457,13.258198614318706,9.134411085450346,8.696535796766744,6.893302540415705
2025-01-08,25.482946667899064,19.510121083279415,17.058877899990758,13.265551344856272,9.084018855716794,8.701358720769017,6.897125427488677
2025-02-04,25.487658315614308,19.51372839049644,17.0435425718776,13.268004067671257,9.08569843764445,8.702967551077007,6.898400665618933
2025-02-05,25.487658315614308,19.51372839049644,17.0435425718776,13.268004067671257,9.08569843764445,8.758435795507072,6.842932421188869
2025-02-11,25.476234510819307,19.519141853153318,17.048270760125764,13.271684852968374,9.088218975402256,8.760865544664325,6.835583502866655
2025-02-12,25.47152366863905,19.515532544378697,17.045118343195266,13.26923076923077,9.086538461538462,8.777736686390533,6.834319526627219
2025-02-18,25.425138632162664,19.508317929759706,17.038817005545287,13.264325323475045,9.083179297597042,8.848428835489834,6.8317929759704255
2025-02-25,25.88994967436353,19.52708703374778,16.6111604499704,13.277087033747781,9.091918294849023,8.76443161634103,6.838365896980461
2025-03-05,25.88994967436353,19.52708703374778,16.6111604499704,13.258584961515691,9.091918294849023,8.78293368857312,6.838365896980461
2025-03-06,25.918722679113877,19.548788619693266,16.59257612802845,13.273319997036378,8.9908868637475,8.82973994220938,6.845965770171149
2025-03-10,25.91392273787918,19.56368754398311,16.58950331493759,13.270861883773474,8.989221823030483,8.828104744620171,6.844697951775992
2025-03-13,25.90432818690066,19.556444148246882,16.583361101854937,13.265948387574511,8.985893591025214,8.861860861194417,6.842163723203376
2025-03-19,25.93169140675673,19.577101981060395,16.600878412186578,13.279961453642445,8.88975371101351,8.871221808343062,6.849391226997276
2025-03-27,26.01364540536521,19.638973062408212,16.653343496123888,13.321931178078117,8.917848710750869,8.583220241304307,6.8710379059694
2025-04-01,26.02332112105038,19.646277733350693,16.622342898588457,13.326886239794685,8.921165684104814,8.586412750367298,6.873593572743672
2025-04-02,26.02332112105038,19.646277733350693,16.622342898588457,13.326886239794685,8.893269606293355,8.614308828178759,6.873593572743672
2025-04-08,26.028161678540208,19.649932106917653,16.625434794739682,13.310764308699616,8.894923829541861,8.615911162366771,6.874872119194212
2025-04-09,25.973566641846613,19.664929262844378,16.63812360387193,13.320923306031274,8.899851079672375,8.622486969471332,6.8801191362621
