date,HUAJIN SECURITIES (INTERNATIONAL) LTD,YUE XIU SECURITIES CO LTD,ORIENT SECURITIES (HONG KONG) LTD,SILVERBRICKS SECURITIES CO LTD,PHILLIP SECURITIES (HONG KONG) LTD,TIGER FAITH SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HAFOO SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-09-09,64.2004296348104,23.04541140030974,3.7168406854173957,0.09991507218863967,5.565269520907229,1.2739171704051555,1.8234500674426737,0.0849278113603437,0.09991507218863967,0.08992356496977569
2024-09-11,66.92315480409032,22.360028348688875,3.751139009820796,0.10124531740407007,2.9917991292902704,0.6479700313860484,1.9641591576389592,0.987141844689683,0.06580945631264554,0.20755290067834362
2024-09-12,67.61768901569187,22.10108008966782,3.851640513552068,0.10189525168127166,2.5575708171999185,0.6521296107601385,1.930915019360098,0.9221520277155084,0.06623191359282658,0.19869574077847973
2024-09-13,67.91826309067689,22.043422733077904,4.030651340996169,0.10217113665389528,2.395913154533844,0.6538952745849298,1.9054916985951469,0.735632183908046,0.07662835249042146,0.13793103448275862
2024-09-16,67.88555691554467,22.006323949408404,4.0289677682578535,0.10199918400652795,2.3000815993472052,0.6527947776417788,1.8665850673194615,0.9383924928600571,0.07649938800489596,0.14279885760913913
2024-09-17,67.84749477547277,21.993985422294713,4.067485600693206,0.10194199500484225,2.319180386360161,0.6524287680309904,1.911412406340792,0.907283755543096,0.07645649625363168,0.1223303940058107
2024-09-19,67.84749477547277,21.993985422294713,4.07767980019369,0.10194199500484225,2.2987919873591927,0.6524287680309904,1.8298588103369182,0.9735460522962435,0.07645649625363168,0.14781589275702126
2024-09-20,67.75425022905426,21.963758525908585,4.072075740608775,0.10180189351521939,2.300722793443958,0.6515321184974041,1.8426142726254708,1.0740099765855646,0.09162170416369744,0.1476127455970681
2024-09-23,67.66470109800731,21.934729564863765,4.076860512403416,0.10166734444896298,2.3027653517690116,0.6506710044733631,1.8452623017486784,1.0776738511590076,0.21350142334282227,0.1321675477836519
2024-09-24,67.61856454476288,21.8209485163581,4.067968551864063,0.10144559979710879,2.4904894750190207,0.6492518387014964,1.795587116408826,1.095612477808775,0.20289119959421759,0.15724067968551864
2024-09-25,67.77822825866613,21.391648084330022,4.028988445165214,0.10135819987837015,2.4782079870261504,0.648692479221569,1.864990877762011,1.3277924184066492,0.22298803973241438,0.15710520981147374
2024-09-26,68.22895485969906,21.45689304595364,4.041276941846279,0.10166734444896298,2.104514030093534,0.6506710044733631,1.6063440422936153,1.3725091500610005,0.29483529890199267,0.1423342822285482
2024-09-27,68.32210003547358,21.3905640297978,4.018648963664926,0.10135306339634116,2.0726701464551764,0.6486596057365834,1.6064460548320072,1.403739928039325,0.29392388384938933,0.1418942887548776
2024-09-30,68.33890746934225,21.38948008513226,4.0184453227931485,0.10134792743488395,1.9914867740954696,0.6486267355832573,1.5759602716124457,1.408736191344887,0.2888415931894193,0.2381676294719773
2024-10-02,68.74842481979938,21.276274005746256,3.997177277080498,0.10081153283935682,1.9305408538736832,0.6451938101718836,1.5172135692323203,1.3155905035536066,0.2822722919501991,0.18650133575281014
2024-10-03,69.06905396569934,21.229190765980988,3.9883317406829955,0.10058844238796961,1.9011215611326258,0.6437660312830056,1.4484735703867626,1.222149575013831,0.2112357290147362,0.1860886184177438
2024-10-04,69.14288590266244,21.24414917711007,3.9911419799687957,0.10065931853641351,1.8974281544113947,0.6442196386330465,1.5300216417534853,1.0619558105591624,0.20635160299964772,0.1811867733655443
2024-10-07,69.22418997786275,21.236667337492456,3.989736365465889,0.1006238679814852,1.891728718051922,0.6439927550815053,1.529482793318575,1.0012074864157778,0.20627892936204467,0.17609176896759912
2024-10-08,69.36247356229227,21.25591701077651,3.993352804914896,0.10071507704703395,1.8833719407795348,0.6445764931010173,1.4301540940678819,0.9467217242421191,0.20646590794641956,0.1762513848323094
2024-10-09,69.76428607327738,21.214253405035937,3.9855254560989097,0.10051766597979596,1.7691109212444087,0.6433130622706941,1.367040257325225,0.7739860280444288,0.2060612152585817,0.1759059154646429
2024-10-10,70.15464952801767,21.194014862422172,3.981723237597911,0.10042177144004821,1.692106848764812,0.6426993372163085,1.0845551315525206,0.7732476400883712,0.20084354288009643,0.17573810002008436
2024-10-14,70.16266693443117,21.191886735616023,3.9813234260467922,0.10041168792047393,1.6919369414599859,0.6426348026910332,1.0844462295411186,0.7731699969876493,0.19580279144492418,0.1757204538608294
2024-10-15,70.25386313465783,21.17700180614088,3.9785269917720254,0.10034115994380895,1.6506120810756573,0.6421834236403773,1.0585992374071844,0.7676098735701384,0.1956652618904275,0.17559702990166567
2024-10-16,70.30716723549489,21.185504918691027,3.98012447299739,0.10038144950813091,1.6010841196546877,0.6424412768520378,1.0640433647861876,0.7679180887372014,0.1806866091146356,0.17064846416382254
2024-10-18,70.32818145323164,21.181252509032518,3.979325572059414,0.10036130068245684,1.5857085507828181,0.6423123243677238,1.0638297872340425,0.7677639502207949,0.1806503412284223,0.17061421116017664
2024-10-21,70.33060753524306,21.17593939697988,3.9783273967792105,0.10033612602217427,1.5702603722470276,0.6421512065419155,1.0836301610394823,0.7675713640696332,0.18060502683991372,0.17057141423769628
2024-10-22,70.34064114784529,21.17593939697988,3.9783273967792105,0.10033612602217427,1.5702603722470276,0.6421512065419155,1.0735965484372647,0.7675713640696332,0.18060502683991372,0.17057141423769628
2024-10-24,70.37817233423613,21.17062894974421,3.97732972213863,0.10031096398836392,1.5698665864178956,0.6419901695255291,1.0482495736784032,0.7623633263115659,0.18055973517905505,0.17052863878021868
2024-10-25,70.4062186559679,21.168505516549647,3.9769307923771313,0.10030090270812438,1.5646940822467401,0.641925777331996,1.0280842527582748,0.7622868605817452,0.18054162487462386,0.17051153460381144
2024-10-28,70.43072757358472,21.165321165321167,3.976332547761119,0.10028581457152885,1.5544301258586972,0.6418292132577847,1.017901017901018,0.7621721907436193,0.18051446622875195,0.17048588477159907
2024-10-29,70.4557990272276,21.165321165321167,3.986361129218272,0.10028581457152885,1.5343729629443916,0.6418292132577847,1.017901017901018,0.7571579000150428,0.17048588477159907,0.17048588477159907
2024-10-30,70.45374780646779,21.1631987966909,4.006016545500126,0.1002757583354224,1.5041363750313361,0.6417648533467034,1.032840310854851,0.7570819754324393,0.1704687891702181,0.1704687891702181
2024-10-31,70.46434660515494,21.166382509276904,4.006619195667436,0.10029084344599339,1.4893190251730017,0.6418613980543576,1.0329956874937318,0.75719586801725,0.17049443385818874,0.17049443385818874
