date,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,LONG BRIDGE HK LTD
2024-12-13,46.91720228105717,26.3149006656549,5.830493905748478,4.599761168564152,4.332065051862389,4.299598739796329,3.8771258354108875,3.8288523519056934
2024-12-16,46.874887399300825,26.2911671125878,5.825235351354613,4.595612618768083,4.328157938660449,4.295720908139097,3.963819582194619,3.8253990889945153
2024-12-17,46.87437183524298,26.29087794323607,5.825171281185228,4.595562072882611,4.328110334435808,4.296773533312586,3.9637759852278487,3.825357014476867
2024-12-18,46.92805130972934,26.32098566428966,5.8318421360879045,4.600824807024603,4.333066788872959,4.115602762883349,4.074023901597966,3.79560262951422
2024-12-19,46.92805130972934,26.32098566428966,5.8318421360879045,4.600824807024603,4.333066788872959,4.115602762883349,4.107057867041954,3.7625686640702325
2024-12-20,46.92753457554416,26.32069583863739,5.831777920504471,4.60077414641988,4.333019076605478,4.116658565212554,4.10701264340404,3.7625272336720257
2024-12-27,46.92774126785266,26.320811768132373,5.831363156605517,4.600794410527889,4.333038161386381,4.1166766970336655,4.107030732739693,3.76254380572182
2025-01-02,46.92777227185597,26.320829157644702,5.831367009243588,4.600797450159487,4.332974956579974,4.116679416820609,4.107033446153785,3.7625462915418804
2025-01-03,46.927255543815825,26.320539335439065,5.831302799273667,4.600746790157222,4.332927245607367,4.117735201016816,4.106988223053674,3.762504861636367
2025-01-08,46.93138968679177,26.322858091811145,5.83181651862991,4.601152101416238,4.333308962810518,4.109288276368389,4.10735003574265,3.7628363264293836
2025-01-13,46.93139227085889,26.32285954116163,5.83181683973281,4.6011523547581055,4.333303695351927,4.109288502627974,4.107350261895515,3.7628365336131413
2025-01-17,46.92984188171448,26.32198995955094,5.834927706933993,4.601000354650768,4.333160543685555,4.1091527513540935,4.107214574651855,3.7627122274583127
2025-02-03,46.92829159500159,26.32112043539201,5.834734955146813,4.600848364585816,4.333017401476965,4.110118146868648,4.107078896372816,3.764790205155344
2025-02-11,46.92834326957517,26.32114941860509,5.834741380001215,4.600853430759531,4.332912058828344,4.110122672680165,4.107083418837696,3.7647943507127866
2025-02-13,46.952642921832236,26.334778597334115,5.837762628497661,4.603235767971201,4.335155655106293,4.060470575212314,4.109210080294616,3.76674377375157
2025-02-19,46.957298917795896,26.33739005039028,5.854868799237608,4.603692241682195,4.335585545011866,4.034429583418286,4.109617564609813,3.7671172978540564
2025-02-20,46.95626417222698,26.339013271082194,5.85473978203078,4.603590795256239,4.335490006553846,4.034340681197955,4.109527005555887,3.767034286096111
2025-02-24,46.95885112165973,26.34046435959279,5.85506233570972,4.60384441970457,4.330219586212197,4.034562944095583,4.109753410674422,3.7672418223509925
2025-02-26,46.95894943135983,26.340519504109526,5.854865240585657,4.603854057984754,4.330228651650953,4.034571390568689,4.109762014560923,3.7672497091796715
2025-02-27,46.95895460556597,26.34052240645891,5.854854867135215,4.603854565263776,4.330229128780359,4.034571835120885,4.109762467398053,3.767250124276832
2025-03-04,46.95905808992831,26.34058045358087,5.854867769592853,4.603864710867698,4.330018299444032,4.034580726185373,4.1097715241616015,3.767258426239263
2025-03-10,46.954401745118105,26.337968586348392,5.8542872152916745,4.603408202955799,4.3395046997447135,4.034180667074525,4.109364009315987,3.7668848741508
2025-03-12,46.95442761114957,26.33798309529109,5.854290440275311,4.6034107388607834,4.339452002717614,4.034182889405981,4.10936627306411,3.766886949235543
2025-03-17,46.9596013903136,26.340885205168558,5.854935508428436,4.603917976021919,4.33001330266405,4.0335255324359665,4.109819072825125,3.7673020121423395
2025-03-18,46.959083961090165,26.34059496540133,5.854870995216148,4.603867247275665,4.32996559196476,4.034582948957618,4.1097737883587255,3.767260501735588
2025-03-19,46.957014358218316,26.339434070290352,5.853511144805201,4.6036643434693545,4.329774759681244,4.0344051349171055,4.1095926604721145,3.772603528146312
2025-03-20,46.956496986003955,26.33914386250103,5.853446650840579,4.603613620312268,4.329727054238601,4.035462483494243,4.109547380995045,3.7725619616142834
2025-03-21,46.95597962519027,26.333344723612495,5.853382158297128,4.603562898272905,4.329679349847185,4.042028746266067,4.1095021025157425,3.7725203959982045
2025-03-26,46.863040024209646,26.281223341615284,5.84179660505084,4.5944511024532915,4.321109649579809,4.231957603685708,4.10136819734146,3.7650534760639593
2025-03-27,46.83883300488157,26.267647822804147,5.835481919266386,4.5920778469713275,4.318877588135395,4.28472353055152,4.099249642950339,3.76310864443931
2025-03-28,46.838318233619205,26.267359134351388,5.835417785764302,4.592027378811501,4.31883012251925,4.28577546695846,4.099204591103867,3.7630672868720296
2025-04-01,46.890264153263125,26.186466329910996,5.840789295725286,4.597120155286366,4.322739713833662,4.291628841050404,4.103750803699105,3.7672407072310516
2025-04-02,46.90523026159222,26.194824344072927,5.842653518222338,4.598587432118525,4.324119415825194,4.261081308921256,4.1050606103336555,3.768443108913881
2025-04-14,46.915557283119355,26.20059160101617,5.843939882415025,4.599599893013419,4.325071447699765,4.262019461834282,4.105964412512147,3.747256018389842
2025-04-15,46.92847245650702,26.207804244390402,5.845548634420101,4.600866096242631,4.326262077224295,4.263192734060359,4.107094725043472,3.7207590321117188
2025-04-28,46.92847245650702,26.210144171275058,5.84320870753545,4.600866096242631,4.326262077224295,4.263192734060359,4.107094725043472,3.7207590321117188
2025-04-30,46.92862748176411,26.210230754837777,5.843228010207894,4.600881294914398,4.325946025048681,4.263206817249413,4.107108292572572,3.720771323405155
