date,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,SDICS INTERNATIONAL SECURITIES (HONG,LONG BRIDGE HK LTD
2024-03-01,88.22341546713335,0.0,0.0,0.0,0.0,4.521101909158715,7.25548262370794,0.0
2024-03-04,78.01498492712847,0.0,11.524254033462258,0.0,0.0,3.9673927813932406,6.4933682580160275,0.0
2024-03-05,77.99304241607868,0.0,11.50775850615395,0.0,0.0,3.9776928034270638,6.521506274340301,0.0
2024-03-06,77.95688001771805,0.0,11.503768928859314,0.0,0.0,4.009157718261825,6.5301933351608055,0.0
2024-03-07,74.53583939695214,0.0,11.000227711272826,0.0,4.380674322994463,3.8389038594994034,6.244354709281167,0.0
2024-03-08,74.53882036612144,0.0,11.001955364027477,0.0,4.402303146590321,3.8115857000436937,6.245335423217066,0.0
2024-03-11,74.54922784189527,0.0,11.003491511009054,0.0,4.40291781775257,3.7981554017557353,6.246207427587369,0.0
2024-03-12,74.56783154222975,0.0,11.007525938536919,0.0,4.404532146516226,3.77161277467198,6.248497598045119,0.0
2024-03-13,53.439495526356886,28.1295246780622,7.898294618856538,0.0,3.219474321248704,2.7295452459609595,4.583665609514713,0.0
2024-03-14,53.35845346535282,28.096402838716212,7.930977636985917,0.0,3.2774504368960025,2.759465305283608,4.577250316765441,0.0
2024-03-15,53.04661176229283,28.15290552273451,7.978736476773116,0.0,3.4351104159495978,2.834360830324224,4.552274991925718,0.0
2024-03-18,50.96423412803458,28.286908445644777,7.8003540537194995,0.0,4.315517781387693,4.1606884404977835,4.380241366440674,0.09205578427499267
2024-03-19,50.87361097045521,28.236609466265183,7.84615387552994,0.0,4.486854621242631,4.092426427908254,4.372452545311932,0.09189209328684818
2024-03-20,50.85843730725566,28.228187559627038,7.843813666253498,0.0,4.485516363164437,4.121032009307109,4.371148409021761,0.09186468537049158
2024-03-21,50.900958548549056,28.268504950404495,7.880222781157496,0.0,4.323270388915133,4.1602988428005165,4.374802997445435,0.09194149072786784
2024-03-22,50.88880584031447,28.348900285373162,7.878341361808749,0.0,4.309106836457257,4.03992953758479,4.4429965989531635,0.09191953950841478
2024-03-25,50.88637599499046,28.379776666238442,7.877965185740107,0.0,4.308901084663236,4.0397366385034665,4.442784454173339,0.06445997569094947
2024-03-26,50.87726614127188,28.374696021194655,7.894457188658498,0.0,4.308129690399023,4.039013430982421,4.441989091648707,0.06444843584481648
2024-03-27,50.87433459285028,28.376389367407295,7.894928314381618,0.0,4.308386791130229,4.039254471383032,4.442254180846468,0.06445228200107721
2024-03-28,50.85986818082585,28.371648507246938,7.893609304037138,0.0,4.3076669864,4.061253496757649,4.441512010812236,0.06444151392019043
2024-04-02,50.85694197854723,28.37334487589636,7.894081270667868,0.0,4.307912611700529,4.061496323081523,4.441777573165064,0.06444536694141716
2024-04-03,50.84929809612083,28.3757390985581,7.89466384811361,0.0,4.308276125485908,4.065419643846284,4.442152382852487,0.06445080502278014
2024-04-05,50.83059014722053,28.36862872816229,7.892685609452917,0.0,4.378790622142129,4.023830966230824,4.441039271800577,0.06443465499072534
2024-04-08,50.82462397546214,28.36862872816229,7.898651781211317,0.0,4.378790622142129,4.023830966230824,4.441039271800577,0.06443465499072534
2024-04-09,50.82168991301447,28.370321350262458,7.899123056460273,0.0,4.379051883898912,4.0240710492213,4.441304247640304,0.0644384995022842
2024-04-10,50.81875550042261,28.37201417435621,7.899594387950122,0.0,4.379313176834065,4.024311160862722,4.441569255101632,0.06444234447263811
2024-04-11,50.81878582340133,28.372031103617335,7.899599101549071,0.0,4.379256121047808,4.024313562123841,4.4415719053359535,0.06444238292465884
2024-04-12,50.80382064205986,28.370338277503464,7.899127769496762,0.0,4.378994831361005,4.041973044070804,4.4413068975583805,0.06443853794971656
2024-04-15,50.800885161477815,28.372031103617335,7.899599101549071,0.0,4.379256121047808,4.042214224047358,4.4415719053359535,0.06444238292465884
2024-04-16,50.797949330561224,28.373724131761318,7.90007048985244,0.0,4.379517441918194,4.042455432807503,4.441836944740844,0.06444622835847913
2024-04-17,50.79501314924737,28.37541736197157,7.900541934416941,0.0,4.379778793977747,4.042696670356394,4.442102015778715,0.06445007425125962
2024-04-18,50.792076617473526,28.37711079428428,7.901013435252648,0.0,4.380040177232049,4.042937936699184,4.44236711845523,0.06445392060308244
2024-04-19,50.78913973517694,28.378804428735638,7.901484992369633,0.0,4.3803015916866865,4.043179231841029,4.442632252776053,0.06445776741402981
2024-04-22,50.78319567057501,28.384786293273624,7.9014887650535215,0.0,4.3802559366109595,4.043181162318296,4.442634373978224,0.0644577981903688
2024-04-23,50.78025808150875,28.38648048774641,7.9019603789122375,0.0,4.380517379671357,4.043422486494808,4.442899540202245,0.0644616454641969
2024-04-24,51.73556056782569,28.923900218555804,6.091439580713046,0.0,4.536430451151506,4.119973541324542,4.527013591464759,0.06568204896465386
2024-04-25,51.73262510478749,28.925659382051975,6.091810064571327,0.0,4.536706358715572,4.12022411980823,4.527288926291549,0.06568604377386077
2024-04-26,51.72968928465542,28.92741875954726,6.092180593498312,0.0,4.536982299843303,4.120474728774344,4.527564294612332,0.06569003906902908
2024-04-29,51.726753107364345,28.929178351080697,6.092551167502222,0.0,4.537258274540822,4.120725368228447,4.527839696433218,0.06569403485024754
2024-04-30,51.72381027997407,28.930934636866468,6.092933211608685,0.0,4.5375337307641965,4.120975536805773,4.528114580856224,0.06569802312458484
2024-05-02,51.719614838824576,28.931990622749225,6.093155605096377,0.0,4.537699351806945,4.121125953376986,4.530713207028086,0.06570042111779922
2024-05-03,51.716677584550816,28.9337507705364,6.093526296988788,0.0,4.537975413747413,4.121376672064893,4.5309888439495,0.06570441816219047
2024-05-06,51.7156278350718,28.93656745250392,6.0941194978418505,0.0,4.587091860092331,4.0694526072554424,4.531429932789762,0.06571081444490169
2024-05-07,51.712689873520155,28.938328157237148,6.094490307028611,0.0,4.5873709710948045,4.069700221437015,4.531705656928226,0.06571481275403795
2024-05-09,51.70451009970597,28.9337507705364,6.093526296988788,0.0,4.586645353126814,4.084874217530342,4.5309888439495,0.06570441816219047
2024-05-10,51.70136472184741,28.938073995074948,6.093155605096377,0.0,4.586366330412722,4.084625719422653,4.530713207028086,0.06570042111779922
2024-05-13,51.66239380632892,28.91626135544741,6.088562769808474,0.0,4.5829092670303355,4.156923809968661,4.5272980932766504,0.06565089813954351
2024-05-21,51.62348159674026,28.894481574460062,6.083976853184465,0.0,4.618332344573704,4.153792807345283,4.523888124065073,0.1020466996311522
2024-05-22,51.68124336212722,28.926811750846053,6.090784244564196,0.0,4.62349981916308,4.046550018562875,4.528949924555406,0.10216088018117113
2024-05-24,51.68124493349671,28.926812630366484,6.090784429754642,0.0,4.623496919238228,4.046550141598329,4.52895006225824,0.10216088328737521
2024-05-30,51.6655360144647,28.918020099187153,6.088933088139874,0.0,4.65248735409287,4.045320161000626,4.52757345242774,0.10212983068703899
2024-06-03,51.665617990227396,28.918065982321956,6.088784690898896,0.0,4.652494128102939,4.04532657955797,4.527580636158241,0.10212999273259994
2024-06-06,51.62486950275594,28.89525840747397,6.083946042037251,0.0,4.648763978966589,4.1211028760315145,4.524009749560826,0.10204944317389512
2024-06-12,51.65310791829844,28.91714159086394,6.0872739147878825,0.0,4.6513068179173,4.062580145794404,4.526484348885857,0.10210526345218308
2024-06-25,51.67509249718736,28.92944929520483,6.089864778319459,0.0,4.580323133130879,4.09471066502332,4.528410909673157,0.1021487214610001
2024-06-26,51.67509249718736,28.92944929520483,6.089864778319459,0.0,4.5608662338049735,4.10808728330988,4.534491190712502,0.1021487214610001
2024-06-27,51.63741609694554,28.908356783169552,6.085424647267561,0.0,4.557540898263803,4.123319613380189,4.585867716323668,0.10207424464967821
2024-06-28,51.6342788766989,28.906600462093625,6.085054928585724,0.0,4.557264005834598,4.129144580731879,4.585589102904649,0.10206804315062615
2024-07-03,51.61358277979262,28.89501409316566,6.105693477141871,0.0,4.53600361982548,4.163927794864151,4.583751103062088,0.10202713214812868
2024-07-05,51.61311260676936,28.89475087454371,6.105637857434681,0.0,4.536873247419092,4.163889863637244,4.583709347462149,0.10202620273376536
2024-07-22,51.61283050706709,28.894592945672397,6.106151052052622,0.0,4.536848450414461,4.163867105232809,4.58368429446734,0.10202564509327519
2024-07-31,51.675595220614255,28.929730736634063,6.113576547184212,0.0,4.420758762977163,4.168930650935319,4.589258366435618,0.10214971521936267
2024-08-01,51.628507387339106,28.903369388848787,6.108005734270694,0.0,4.416730479399741,4.256253833122653,4.5850765426580145,0.10205663436100355
2024-08-02,51.628507387339106,28.903369388848787,6.108005734270694,0.0,4.410655679735395,4.262328632786998,4.5850765426580145,0.10205663436100355
2024-08-20,51.6286642042351,28.90345718020478,6.108024286782638,0.0,4.410365335795109,4.262341579222596,4.585090469411037,0.10205694434874918
2024-08-26,51.62985447553133,28.90412353398274,6.108165104022389,0.0,4.40816156778924,4.262439845232665,4.585196176224501,0.10205929721712789
2024-09-02,51.63487335066092,28.906933268548542,6.099037993364856,0.0,4.408590079794251,4.262854191806908,4.585641897547694,0.10206921827682772
2024-09-09,51.63424593790863,28.906582021854494,6.098963884260575,0.0,4.408536511237651,4.262802394079761,4.58558617764335,0.1032830730155371
2024-09-10,51.63299115814491,28.905879554073653,6.098815671454857,0.0,4.408429378029807,4.265128933298235,4.58547474189686,0.10328056310166889
2024-09-13,51.628599909192516,28.90342118568432,6.09829698335782,0.0,4.408054452803634,4.27327093016594,4.585084759432066,0.10327177936370698
2024-09-19,51.62860618187255,28.903424697340903,6.098297724277887,0.0,4.408042838743035,4.2732714493522295,4.585085316502558,0.10327179191083838
2024-09-26,51.646175665046144,28.91326068307506,6.100373006707105,0.0,4.409542918644688,4.24069514580823,4.586645644880086,0.10330693583868128
2024-10-04,51.64994211016778,28.91536926533208,6.1008178938619695,0.0,4.409864497177865,4.233711624531491,4.586980139136271,0.10331446979254158
2024-10-07,48.82610726937665,27.14039339711782,5.864988384884534,5.049268283819922,4.3811646118176855,4.145264215477161,4.438148567400505,0.1546652701057264
2024-10-08,47.61773296487307,26.48770295509798,5.72542512829422,5.32765705852182,5.224689660687943,5.08066071116216,4.328310921347167,0.20782060001563635
2024-10-09,48.167214271201686,26.770751678967553,5.834441160613135,4.76752063742424,5.268026457030853,4.716590742159924,4.265236322149667,0.21021873045294273
2024-10-10,48.58176598421863,27.02965286201085,5.912013798224683,4.837050746009678,5.256369021586249,4.302349921269052,3.841411237081026,0.23938642959983836
2024-10-14,48.4944393355814,27.09485517909683,5.872905546267198,4.828356055267589,5.303814914441946,4.332166614108266,3.834506227298535,0.23895612793824422
2024-10-15,48.40630993071418,27.0444796231896,5.845195382799486,4.791185977184731,5.436153545246712,4.410615927428081,3.8275377427382136,0.23852187069899988
2024-10-16,48.529781015005504,27.113462597267763,5.860104856643741,4.803406965078482,5.450019666700019,4.223729673911061,3.8373007309919824,0.1821944944014473
2024-10-17,48.62668194644545,27.167600895963673,5.871805911275926,4.812998077984129,5.318278229028841,4.293776749189109,3.8449627893666816,0.06389540074618578
2024-10-18,48.57791183686675,27.254337656853732,5.860217561361036,4.8081708836482315,5.312932865735045,4.281491393049633,3.8411064856038624,0.0638313168817058
2024-10-21,48.57791183686675,27.26459626135258,5.860217561361036,4.8081708836482315,5.312932865735045,4.271232788550788,3.8411064856038624,0.0638313168817058
2024-10-22,48.57735813030602,27.2825228020048,5.860150764728815,4.808116078580193,5.329969786508643,4.235849313162741,3.8422025353968285,0.0638305893119606
2024-10-23,48.52481350405412,27.24390334843177,5.8538120208455755,4.80291528808749,5.40390645516754,4.241514917214588,3.8653729204617333,0.06376154573717752
2024-10-24,48.10678669061236,27.009205236680984,5.809027125756339,4.761539603605112,5.357353410808032,5.060801789327743,3.832073884195067,0.06321225901436699
2024-10-25,48.10515767149451,27.008290635754268,5.808830417206569,4.76137836566805,5.357171997088104,5.0617591697217295,3.8319441203499256,0.06546762271684925
2024-10-28,48.09972840447387,27.005242413303076,5.808174818245061,4.760840984734595,5.356567373412483,4.911080799035018,3.83151163766315,0.22685356913274318
2024-10-29,48.09864269812895,27.00463285137815,5.808043716210564,4.76073352310361,5.356446465054427,4.88726936201139,3.8314251528401866,0.2528062312727224
2024-10-30,48.097557040796005,27.00402331697066,5.807912620094399,4.760626066323759,5.260396791483273,4.987602114892627,3.8313386719214026,0.2505433775178731
2024-10-31,48.0427950040079,26.97327757000774,5.801299953170505,4.75520579976932,5.141678622945549,4.940213735696623,3.826976456411756,0.5185528579906057
2024-11-01,48.069889328458515,26.999768726962376,5.824874309810125,4.757887556498037,5.046448898172164,4.9531511510545245,3.829134726798944,0.518845302245317
2024-11-04,48.07097373710625,27.000377814753158,5.8250057131514215,4.757994889684848,5.046562741014367,4.922808238789193,3.8292211082503904,0.5470557572503761
2024-11-05,48.05796406159863,26.99307057450723,5.823429264241264,4.756707210972114,5.045196965816044,4.921475955858477,3.828184787989069,0.5739711790171689
2024-11-06,47.81318412236234,26.844364211756965,5.793768027247937,4.732479249492633,5.019499601584285,4.8369479940097975,3.7974671799844697,1.162289613561579
2024-11-07,47.685323376194425,26.716632675815216,5.761490971583809,4.675067738742865,4.782296386541962,4.694220638724666,3.7873120941834837,1.897656118213566
2024-11-08,47.20102564069736,26.446402959054428,5.616588682508699,4.627587202618434,4.733726823697509,4.681986777845088,3.748847708477977,2.943834205100511
2024-11-11,47.20102564069736,26.446402959054428,5.616588682508699,4.627587202618434,4.733726823697509,4.632147598300497,3.748847708477977,2.9936733846451022
2024-11-12,47.19318540856116,26.442010132086118,5.6433395842064655,4.626818546484239,4.749550837822499,4.602586997364518,3.7482250136132214,2.994283479861781
2024-11-13,47.17437947385433,26.431473299029474,5.641090779112461,4.624974813183928,4.747658197133603,4.600752920054296,3.7467313896024175,3.0329391280294917
2024-11-14,47.19266281902473,26.44171732884138,5.643277093188076,4.626767311821048,4.749498244094207,4.56377909267569,3.748183507977284,3.034114602377582
2024-11-15,46.837906424756,26.242949814199857,5.600847242754393,4.59198700508234,4.713795345147354,4.478917498677668,3.7200076859973565,3.8135889833850323
2024-11-18,46.73159367605415,26.183383528220062,5.831562414857088,4.581564106242963,4.703095965559037,4.452303408454281,3.711564007095404,3.80493289351701
2024-11-19,46.729031704442995,26.1819480735307,5.830146248097668,4.5813129306195455,4.7028381271803195,4.458638093302703,3.7113605275889037,3.804724295237158
2024-11-21,46.715713979052275,26.17448624558522,5.828484662486157,4.580007261203478,4.701497823209739,4.4858672819873116,3.7103027937020765,3.8036399527737434
2024-11-25,46.749535346278506,26.19343611996083,5.832704384360275,4.5833231070781535,4.704901626145587,4.4167167053869045,3.7129889886163316,3.8063937221734108
2024-11-26,46.821324267537854,26.23365894804242,5.841661126981915,4.590361290863361,4.712126506775319,4.295206773000635,3.718690681096614,3.786970405701886
2024-11-28,46.83418760394859,26.240866185035657,5.843266020765878,4.5916224119968385,4.713421080763023,4.268913562147296,3.7197123260412357,3.788010809301487
2024-11-29,46.861996546423256,26.256447340075557,5.846735602645034,4.5943487999209855,4.656842347847208,4.2714483338120255,3.7219209960617756,3.790260033214157
2024-12-02,46.83779060481793,26.27036027811409,5.843715549061974,4.591975650098928,4.6544369178133955,4.293420288105187,3.7199984872288234,3.7883022247596654
2024-12-03,46.837281003895185,26.27007445336306,5.843640978694802,4.5919256888390505,4.654386276967242,4.294472577487423,3.719958013187729,3.7882610075655054
2024-12-04,46.991696514961355,26.35668296020881,5.862906589098986,4.607064581123617,4.338943421662197,4.309733436916625,3.7322221584463593,3.8007503375820497
2024-12-05,47.0643486108183,26.39743203715024,5.871971008626295,4.614187390521664,4.345651699012604,4.161790312183839,3.737992406854576,3.8066265348324815
2024-12-10,47.06382887069701,26.39714052552979,5.871906163387504,4.614136435215051,4.3456037091942425,4.117571628700372,3.7832281697094503,3.806584497566582
2024-12-11,47.04668388416186,26.38752425269912,5.869767073676304,4.612455541225943,4.344020639587094,4.152500851052852,3.781849969134073,3.80519778846276
2024-12-12,46.92805130972934,26.32098566428966,5.854965911898696,4.600824807024603,4.333066788872959,4.291783911917952,3.840583879127117,3.8297377271396744
