date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,KINGSTON SECURITIES LTD,HANG SENG SECURITIES LTD,SOOCHOW SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-04,0.0,46.362207467413455,53.637792532586545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,31.249186624558,36.15309711381247,0.0,0.0,0.0,0.0,0.0,20.267335618121553,12.330380643507976
2024-03-07,0.0,31.249181942881588,36.15309957570483,0.0,0.0,0.0,0.0,0.0,20.26733699825224,12.330381483161347
2024-03-08,0.0,31.248973867730413,36.15320899348155,0.0,0.0,0.0,0.0,0.0,20.267398337583593,12.330418801204441
2024-03-13,0.0,23.0543476867187,26.624164035855603,0.0,13.16746501992341,0.0,13.147445816412656,0.0,14.925439620509026,9.081137820580606
2024-03-15,0.0,23.0519393332593,26.631829182177768,0.0,13.166089491525765,0.0,13.14607237930463,0.0,14.92388044674139,9.080189166991154
2024-03-18,0.0,23.053384284950354,26.633498530081923,0.0,13.166914774075764,0.0,13.146896407133294,0.0,14.924815911908848,9.074490091849817
2024-03-19,0.0,23.059005263953463,26.639992428512038,0.0,13.145742743852479,0.0,13.15010194206678,0.0,14.928454947107719,9.07670267450752
2024-03-20,0.0,23.059379669664402,26.641068866132798,0.0,13.142790574298143,0.0,13.150633295988342,0.0,14.929058158635202,9.077069435281103
2024-03-21,0.0,23.166005004321054,26.731950735409338,0.0,13.187625163364528,0.0,13.195494639281854,0.0,14.63885185142929,9.080072606193935
2024-03-22,0.0,23.17421587246827,26.742232463944028,0.0,13.154934424544514,0.0,13.200569932705255,0.0,14.6444822935278,9.083565012810132
2024-03-25,0.0,4.316639754609467,4.979166732837767,0.0,2.450357467055964,0.0,2.458857950948603,2.0601914574464857,2.7278141707922026,1.691987252714738
2024-03-26,59.86127273124432,7.20980601097847,8.242230854155466,2.552750323783866,4.199662953250239,3.6109880763723754,4.073945274954189,3.262200957418094,4.266695425250623,2.720447392592357
2024-03-27,59.86006758694874,7.209660861097923,8.24206491920214,2.5526989310828694,4.1995784044322715,3.6109153789257107,4.073863257120545,3.2621352818536518,4.266609526915721,2.722405852420427
2024-03-28,59.76971410258295,7.198778514883567,8.229624250258066,2.5488458575355475,4.19323951179476,3.605465021126464,4.067714120393026,3.2572113768019246,4.2601694567199235,2.8692377879037756
2024-04-02,59.87777429190556,7.211420352831928,8.234395649201344,2.553460314169957,4.197511953397222,3.6119923919118264,4.0750783516799975,3.2504432942131998,4.267655807069342,2.720267593619623
2024-04-03,59.88294808310825,7.208715603657828,8.23241208081423,2.553683787875249,4.196312642656638,3.6123044892581704,4.075430462371745,3.2486219149789184,4.268024557583734,2.72154637769523
2024-04-05,59.88940389677742,7.205958191399829,8.226053436812183,2.5539590934043224,4.1967650354226205,3.6126939217334475,4.0758698231669115,3.2489721398498705,4.26848468141132,2.721839780022082
2024-04-08,59.90080767803221,7.207226181961804,8.209286898026615,2.554445402983978,4.197564158261182,3.613381829252029,4.076645925863918,3.2495907896472476,4.269297460674914,2.7217536752961036
2024-04-09,59.90121512051495,7.206796471619134,8.209342737210841,2.5544627782017315,4.197391248145429,3.6134064073056598,4.076673655018192,3.249612893211299,4.269326500235887,2.721772188536874
2024-04-10,59.90786146459502,7.207507550030455,8.210055949580688,2.5471606547046055,4.19463322437065,3.6138073331005,4.077125982667288,3.249973454267896,4.269800203696721,2.7220741829861717
2024-04-11,59.93555552700304,7.164611951626669,8.213851274539422,2.5483381500184104,4.196572309349723,3.615477915280646,4.079010746680707,3.251475551908798,4.271774036686583,2.723332536906006
2024-04-12,59.935857062194955,7.164124689479589,8.213957103387521,2.548350970682645,4.196549125441409,3.6154961047145715,4.079031268143759,3.2514919100504045,4.271795527939858,2.7233462379652846
2024-04-15,59.93697465844511,7.163662278210584,8.216327667448844,2.5483984886064475,4.196165048197218,3.6155635212009143,4.079107327956248,3.251552539118615,4.271875182138488,2.7203732886775356
2024-04-16,59.7389209487884,7.183941271984915,8.490551788058747,2.5399776469268622,4.182078626125965,3.6036163755207404,4.065628463816152,3.240808219002594,4.243092480484141,2.7113841792914863
2024-04-17,59.73856139805863,7.183696245300446,8.491304344793585,2.5399623595597314,4.1820534554433,3.6035946864296586,4.065603994012247,3.240788713545488,4.243066942577303,2.7113678602796116
2024-04-18,59.73536136340611,7.183311263174401,8.490781984648377,2.5398263005824733,4.187253840570075,3.6034016515188685,4.065386210500897,3.240615113178453,4.242839652851347,2.711222619568996
2024-04-19,59.73497441541996,7.183117570623994,8.49072698387639,2.539809848339619,4.18722671677934,3.6033783097497634,4.065359876132591,3.240585442438922,4.242812168992176,2.712008667647236
2024-04-22,59.7353908500491,7.185161619438402,8.490786175878686,2.539827554294675,4.184765701855999,3.6034034302344504,4.0653882172618685,3.240608033760173,4.242841747207106,2.7118266700195406
2024-04-23,59.735588418508726,7.184854644220058,8.490814258251996,2.539835954504508,4.184779542524016,3.603415348108511,4.065401663101537,3.240618751726999,4.242855779955473,2.711835639098178
2024-04-24,59.736428511593644,7.184754781085874,8.49093366905103,2.5398716735570646,4.18383385761385,3.6034660248390193,4.065458836989247,3.2406643262576305,4.242915449474021,2.7116728695386216
2024-04-25,59.736470810905296,7.184693287800272,8.490939681473572,2.5398734720379266,4.183832591076272,3.603468576450091,4.065461715737017,3.2406666209691437,4.242918453878658,2.7116747896717577
2024-04-26,59.7366382385174,7.184707638688637,8.490086264026152,2.5398805907201103,4.183844317398411,3.6034786761451496,4.06547311029277,3.240675703813621,4.242930345804904,2.712285114592844
2024-04-29,41.97632580372312,5.048620704799432,5.9642028234191615,1.78474815996385,2.939379981832324,2.5321276756934528,2.8567664477960144,2.27718973110507,2.9814638354250746,1.9058950587100092
2024-04-30,41.97632580372312,5.048620704799432,5.963920471081395,1.78474815996385,2.933018018957774,2.5321276756934528,2.8567664477960144,2.27718973110507,2.9814638354250746,1.9058950587100092
2024-05-02,59.752888192288445,7.186461107288294,8.489582312719211,2.5296838185816606,4.171681906232243,3.6044589181478632,4.066579027064249,3.2415572537623087,4.244084535662355,2.7130229282533658
2024-05-03,59.7552528334576,7.183062711205336,8.48984467108895,2.5297839274581233,4.171846995001649,3.604601559821065,4.066739956526839,3.2416855340842528,4.244252489669634,2.7129293216865564
2024-05-06,59.7586998317053,7.182905152534157,8.486142710344637,2.5299298587420105,4.1720876491466745,3.604809492256645,4.0669745475433485,3.2418725316087507,4.244497320545599,2.712080905572882
2024-05-07,59.786582650445055,7.140527118362483,8.490102260663816,2.5311102990105283,4.174034304010571,3.606491460739009,4.068872157672882,3.243385157292221,4.2455482560838025,2.7133463357196326
2024-05-08,59.800859916650765,7.133465580031364,8.477045412366435,2.5317147378985356,4.1750017354532325,3.60735270479028,4.069843820015446,3.244159690159721,4.246562109359138,2.7139942932750896
2024-05-09,59.80371497933351,7.13380615191285,8.472824052367542,2.5318356091415515,4.175200186946658,3.6075249300409764,4.070038125903879,3.2441672450119223,4.246764852279981,2.714123867061131
2024-05-10,59.80624402286742,7.131890350273175,8.473182360223351,2.531942678116755,4.1733653288804575,3.607677488917977,4.070210244034143,3.2443044378300736,4.24694444401928,2.714238644837371
2024-05-13,59.84717354987337,7.13676983482047,8.477773139781238,2.5336754606700596,4.1691766500192635,3.6101464708048008,4.042803769538429,3.2465247385406975,4.219860200890374,2.716096185061298
2024-05-14,59.832249706532316,7.134974260685281,8.495782052728025,2.533043648448876,4.147007870240384,3.6092462234385043,4.041795632202336,3.2457151660291323,4.234906295993301,2.725279143701843
2024-05-16,59.91559635877505,7.144913318992181,8.507761176286133,2.536572192154293,4.059082470268522,3.6142739232378402,4.0272748639394615,3.2502364650701816,4.214206208180933,2.730083023095409
2024-05-17,59.9430641643384,7.19755192223555,8.511661488458113,2.537735062525378,3.9738510435329966,3.615930856981463,4.029121134520672,3.25172650887652,4.216138175878243,2.723219642652669
2024-05-20,59.96451585841156,7.149709033169368,8.514213818553856,2.538643236255883,3.9873736356864273,3.617224882297237,4.030563027342908,3.252890197173915,4.217646996082547,2.7272193150263013
2024-05-21,59.986291743811016,7.15230542275606,8.521542428389445,2.539565134871947,3.9678398554262087,3.6185384637274103,4.011851922676417,3.2540714718517245,4.218775122749661,2.7292184337401135
2024-05-22,60.0283473730727,7.171855844926907,8.47559352442968,2.541345591817914,3.962546084663109,3.621075375206279,3.9944756486818047,3.256352860139497,4.220304182734225,2.7281035143278882
2024-05-23,60.06627011053003,7.1788674115734725,8.480947956495326,2.542951079656316,3.9529283997497453,3.6233629792596402,3.971747038721944,3.2584100517829047,4.194687986278781,2.729826985951841
2024-05-24,60.13824405604395,7.181431529675393,8.474382756352066,2.5459981512010446,3.9582717425594702,3.6277046460414546,3.9067268218809486,3.2610921253419836,4.181214625475654,2.7249335454280246
2024-05-27,60.15515422179123,7.181431104457875,8.476765652947487,2.54671405588707,3.955540761616832,3.628724713850378,3.8861775561361585,3.2626157297435068,4.181176438930572,2.7256997646388905
2024-05-28,60.15496774235696,7.181111894101202,8.476739375191508,2.546706161138855,3.9555284995419853,3.628713464896892,3.8861655090854685,3.26341487643604,4.180961162211525,2.725691315039572
2024-05-29,60.155605239663736,7.181187996535698,8.476580236448475,2.546733150070606,3.9555689012064876,3.628751920491629,3.8853974237560256,3.2634494607484035,4.181005470297468,2.7257202007814763
2024-05-30,60.17799319128581,7.182655584877784,8.465581626901479,2.5476809609741946,3.9554218938101218,3.630102423443446,3.866604179847935,3.264664010055276,4.182561503984234,2.726734624819723
2024-05-31,41.97632580372312,5.01016193757722,5.90504799689672,1.777099573956567,2.7590497672128436,2.5321276756934528,2.6970962007891877,2.2772211710378807,2.917048728379581,1.901995977630902
2024-06-03,60.17973830190362,7.181063338826292,8.46576210105376,2.547754841555118,3.955536597680735,3.6302076933261205,3.866716308080388,3.2647586825347887,4.182053234211691,2.7264089008274888
