date,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,KINGSTON SECURITIES LTD,HANG SENG SECURITIES LTD,SOOCHOW SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-04,60.179871049066016,7.180819734062617,8.465819635806536,2.54776046150687,3.9555453229805444,3.6302157010008598,3.8667248374564234,3.2647658840857297,4.182062459172043,2.726414914862367
2024-06-05,60.179978114460994,7.18083250938579,8.465656788279537,2.54776499420153,3.9555523602508975,3.6302221594805997,3.8667317167071564,3.2647716923974266,4.182069899436723,2.7264197653993434
2024-06-06,60.18124614363344,7.1809007880054825,8.465835164877664,2.547818677177802,3.9556357061732967,3.630298650495467,3.8668131911239376,3.2648404831460613,4.180133982625264,2.7264772127415853
2024-06-07,60.21132650933889,7.184490014477834,8.47001983056498,2.50454111230931,3.957612849822919,3.6307781686549445,3.8687459386550556,3.2664723469241665,4.178173242608103,2.727839986643793
2024-06-11,60.218538554647026,7.184684649356149,8.467013430647727,2.5048411034409663,3.9580868882611946,3.6312130592008636,3.8692093327141603,3.2668636013264445,4.178673699523402,2.720875680882061
2024-06-12,60.21746532583082,7.188364079252015,8.464837275829462,2.50479646157956,3.9580163463150186,3.631148342876182,3.8691403747644744,3.2668053785226414,4.1785992262277105,2.7208271888021116
2024-06-13,60.21824173597559,7.188456761977287,8.464136304744194,2.504828757016985,3.9579932028783107,3.6311951608615507,3.8691902612853073,3.2668474988746548,4.178653102737002,2.7204572136491216
2024-06-14,60.218306977901705,7.1884674665345125,8.464034216129047,2.504831470810148,3.9579974910656213,3.6311990949878146,3.8691944532613243,3.2668510382576885,4.178657629992682,2.7204601610594645
2024-06-17,60.21867325366329,7.187977120015911,8.464085698323318,2.504846706360609,3.9580215654479516,3.631221181630245,3.869217987502259,3.2668709087657137,4.1786830465326466,2.7204025317580585
2024-06-18,60.22457260547023,7.178553829874968,8.464840702949955,2.5050920948945112,3.958409314968364,3.631576915991064,3.869597037336683,3.267596047927216,4.179092413263085,2.720669037323927
2024-06-19,60.20323289322703,7.182489492640384,8.462853695766688,2.50420445149357,3.979279235183691,3.6302901188744787,3.8682259012089957,3.2680580422538035,4.178623999426221,2.7227421699251297
2024-06-20,60.181908298468215,7.189053642530485,8.482120703829496,2.503317436917192,3.9778697341810956,3.6290042333510346,3.866855736421912,3.274389477110331,4.177346294276161,2.718134442914084
2024-06-21,60.18410767627267,7.184660866848438,8.482419574670233,2.5034089218993727,3.9780151074111862,3.629136857117691,3.8669970525901793,3.2745091413041516,4.177498957476463,2.7192458444096177
2024-06-24,60.186511657570726,7.184947849426127,8.482758394647918,2.503508917537125,3.9781740044072684,3.629281818594557,3.862347451128962,3.275044780144227,4.178070665151223,2.719354461391861
2024-06-25,60.17530535683557,7.20081266745879,8.481178965320382,2.5030427819687,3.9788499817365723,3.628606072112634,3.8616283094826196,3.2744349900813594,4.177292738086222,2.7188481369171478
2024-06-26,60.17591428768232,7.199468835115762,8.481264788756725,2.503068110962905,3.9788902448390875,3.628642790998478,3.86166738638605,3.2748728962653817,4.177335009286826,2.718875649706462
2024-06-27,60.17506178794751,7.199366841729447,8.48114463643218,2.5030326505145495,3.9788338767237255,3.6285913847663718,3.8616126789426852,3.2762431811406763,4.17727582984552,2.7188371319573292
2024-07-02,60.17317176039201,7.19893834172385,8.481185865838734,2.502954033217928,3.9787089062551897,3.628477415000474,3.8614913902534007,3.279175924271538,4.177144626549822,2.7187517364970564
2024-07-04,60.18966868991122,7.172773952782404,8.4834235964262,2.5036402369706616,3.979799699352575,3.629472189489273,3.862550047283443,3.280884662665487,4.178289822298688,2.7194971028200396
2024-07-05,60.189669756038214,7.172772308553206,8.483423746691305,2.503640281317116,3.9797997698459326,3.6294722537773527,3.862550115699982,3.280884720779109,4.17828989630786,2.7194971509899215
2024-07-08,60.192782075718334,7.165061450128643,8.481151627961943,2.5037697408896817,3.98562724203064,3.6296599284725235,3.862749842510069,3.281054370523427,4.178505949559627,2.719637772205113
2024-07-09,60.19336808542346,7.165131205926645,8.48103175229004,2.503794116459592,3.9848949338470314,3.629695265200135,3.8627874484956726,3.2810863133849772,4.178546629603893,2.719664249368553
2024-07-10,60.192198057539656,7.164991931392445,8.48281068156667,2.5037454481590014,3.984817476174619,3.629624711835121,3.862712364326641,3.281022536218191,4.1784654077645795,2.719611385023069
2024-07-11,60.141920758636516,7.2437487225878465,8.47451153734258,2.5016541213369745,3.981489040500404,3.626592961335352,3.859485920528518,3.2782819659103297,4.174975221975687,2.7173397498457907
2024-07-12,60.14277231960574,7.241423998252612,8.474631529573747,2.50168954273658,3.9815454151659204,3.6266443109593434,3.8595405677285033,3.2783283837322594,4.1750343362490865,2.7183895959962063
2024-07-15,60.1430145626942,7.239568720999453,8.474665663698863,2.5016996190429723,3.9815614520365368,3.626658918359115,3.859556113187934,3.2783415881849645,4.176532816668776,2.7184005451271824
2024-07-16,60.138431587345586,7.247648483430086,8.474019883235298,2.501508986302544,3.981258051914073,3.6263825622678625,3.8582507122075533,3.2780917743239164,4.1762145594766364,2.7181933994964456
2024-07-17,60.12591025786082,7.264339032496983,8.472247967888233,2.50098815099973,3.9804291203554,3.625627518783997,3.8574473918161294,3.2800380748041986,4.175345036326165,2.7176274486683307
2024-07-18,60.11152125633261,7.289968893872373,8.470220436189594,2.500389628296748,3.979476545991867,3.6247598535846715,3.8565242487621982,3.2758162401678685,4.1743458157596764,2.716977081042389
2024-07-19,60.128810268850955,7.262742657975268,8.473667739929319,2.501108779412555,3.9805758067160126,3.6258023911411135,3.857633445379096,3.2767584160902268,4.17514196841253,2.7177585260929287
2024-07-22,60.12759432531231,7.2646180196921,8.473496382779713,2.50105820121142,3.9804953102716185,3.6257290690352844,3.8575554351134445,3.27669215246043,4.1750575373905825,2.7177035667331038
2024-07-23,60.12764782579369,7.264624483622105,8.473503922348533,2.5010604266092464,3.9804988520466997,3.625732295145571,3.8575588674987755,3.276695068003775,4.1749722740334265,2.717705984898186
2024-07-24,60.125094499887645,7.268562499581062,8.47314409425177,2.5009542188560623,3.9803298198093606,3.625578328101584,3.857395055918801,3.276555922856645,4.174794983464948,2.7175905772721243
2024-07-25,60.13248608552788,7.2694555474422495,8.474185755320843,2.5012616781198647,3.96791927765862,3.62602404503443,3.8578692716541982,3.27756545080313,4.17530821932607,2.7179246691127124
2024-07-26,60.130540361603614,7.262546637799555,8.483820971882826,2.5011807440856213,3.9677908865680354,3.625906716744954,3.857744441482901,3.2774593976873163,4.175173117692621,2.717836724452558
2024-07-29,60.130611621520934,7.262555244548636,8.483831025948154,2.5011837082022246,3.967795588745146,3.6259110137596045,3.857749013245409,3.2774632817616043,4.175178065635703,2.717721436632581
2024-07-30,60.13049001766827,7.262742790130909,8.48381386885445,2.501178649987,3.9677875645588423,3.6259036809762377,3.857741211609437,3.2774566536540344,4.175169622053895,2.7177159405069258
2024-07-31,41.97632580372312,5.070027642580454,5.929500732874504,1.746040816802277,2.76986173704795,2.53119697180009,2.693039785928668,2.2879505598729986,2.914632498249146,1.8972027290509397
2024-08-01,60.121460336062725,7.261503781640739,8.492649994930005,2.500803052734403,3.9722467915823305,3.6253591858995806,3.8571619019306502,3.2769644842063927,4.1745426447529415,2.717307826260229
2024-08-02,60.12524735897509,7.261324252999225,8.493184943015725,2.500960577159243,3.9724970015660728,3.6255875455938695,3.8574048627705504,3.2771708986799477,4.177232179932446,2.7093903793078358
2024-08-05,60.130170913257075,7.261908192658603,8.493791554622563,2.501165376568803,3.972822302591539,3.625884438793797,3.8577207390964485,3.277439260633034,4.16948497509861,2.7096122466795243
2024-08-06,60.13491377765586,7.262480987402258,8.49041656149241,2.5013626600296655,3.973135665370581,3.6261704362881946,3.8580250230536706,3.27769777395093,4.16597114303232,2.709825971724108
2024-08-08,60.141171757706616,7.262943634430634,8.491300122374543,2.501622966009051,3.97354913239283,3.6265477961416535,3.8584265110098825,3.278038869763549,4.156291238593688,2.7101079715775507
2024-08-09,60.145141489089504,7.257354574770523,8.491860606641678,2.5017880903474383,3.973279189475841,3.6267871732634673,3.8586811937232657,3.278255242896883,4.156565582429766,2.710286857361637
2024-08-12,60.144899192368605,7.256718494324539,8.492837803478798,2.501778011810159,3.973261473710162,3.6267725626296285,3.858665648896584,3.2782420363356226,4.156548837565827,2.710275938880078
2024-08-13,60.149117201867,7.257334630366323,8.493433412932042,2.5019534634869984,3.9710726222959485,3.627026911066871,3.858936260179946,3.278471942050537,4.152794429580357,2.709859126173984
2024-08-14,60.14972560281577,7.25740803741667,8.492507835225812,2.5019787704396492,3.9711127892088394,3.627063597999558,3.8589752928472767,3.27850510339243,4.152836434587058,2.709886536066932
2024-08-16,60.15009064929282,7.257452082359685,8.4919524796144,2.5019939548569785,3.971136889746608,3.6270856105154126,3.858998712826696,3.2785250005195743,4.15286163799896,2.7099029822688605
2024-08-19,60.15301439337026,7.257799507839071,8.49337679503842,2.5021155704676676,3.9713299166869964,3.6272619139915605,3.8591862890133597,3.2786843613442964,4.153063498120657,2.7041677541277074
2024-08-21,60.15254624956763,7.257509743413823,8.494322230091159,2.5020960976297792,3.9712990096159633,3.6272336846467366,3.8591562547056424,3.278658844821475,4.153031176699059,2.70414670880873
2024-08-22,60.15154449084956,7.268110973783719,8.492360035729588,2.5020544286276247,3.971232873040656,3.6271732780107304,3.8589366164995176,3.278604243224599,4.145881385305128,2.7041016749288795
2024-08-23,60.15604731274824,7.258539109230836,8.49562590100874,2.5022417273174304,3.9715301514313746,3.6274448008021203,3.85922548862158,3.2788496728491987,4.146191737527156,2.704304098463324
2024-08-26,60.155803899734764,7.258509738569748,8.49437761669985,2.502231602347016,3.973132625123965,3.627430122855187,3.8592098728065816,3.2788364054435886,4.146174960543455,2.7042931558758476
2024-08-27,60.15604731274824,7.258539109230836,8.494411988147311,2.5022417273174304,3.972744064292802,3.6274448008021203,3.85922548862158,3.2788496728491987,4.146191737527156,2.704304098463324
2024-08-28,60.154638435095876,7.2581468188802925,8.494349607765875,2.5021831238584613,3.9750787899685234,3.6273598446565067,3.859135104083545,3.278772880934904,4.146094632129737,2.7042407626262848
2024-08-29,60.15463854462703,7.2581466500134555,8.494349623232612,2.5021831284145026,3.9750787972064523,3.6273598512613,3.8591351111103607,3.2787728869049815,4.146094639679056,2.7042407675502385
2024-08-30,60.15167098051769,7.257788589255047,8.493924751433157,2.50205969007248,3.9799402998865605,3.627180905411624,3.858944731263919,3.2784925874394544,4.145890103471304,2.704107361248763
2024-09-02,60.152140315439375,7.257728487960927,8.493991025494095,2.5020792124559743,3.9793078313338057,3.627209206581624,3.858974840776984,3.2785181679601068,4.145922451882832,2.7041284601142794
2024-09-04,60.13970871664816,7.256066727441171,8.512461964561819,2.5015621095773404,3.978485430698243,3.6264595739110055,3.858177309272462,3.278447390590294,4.145065617125647,2.703565160173866
2024-09-05,60.125812327314506,7.2542419552999355,8.533749972299287,2.5009840774957293,3.9775661282326515,3.625621613514836,3.857285806218125,3.277689844830236,4.144107823234419,2.702940451560267
2024-09-09,60.075518371591365,7.248780081014303,8.607430862066987,2.4988920578191696,3.9774717468217737,3.6225888585990873,3.8540592691612385,3.2749481273955885,4.140641365696363,2.69966925983413
2024-09-10,60.04397578629206,7.257292572092472,8.612806692385819,2.497580017273802,3.984874648341527,3.620686822275907,3.852035699551832,3.273834445121299,4.138467326470211,2.7184459901950704
2024-09-11,60.03791370148277,7.256559870393729,8.622033211933525,2.4973278597228665,3.98447233240964,3.620321275019965,3.851646795139802,3.273503916341383,4.1380495037063945,2.718171533849929
2024-09-12,60.04288452068289,7.2591800570411005,8.617698614885816,2.4975346251567196,3.9654161566087613,3.6206210183220717,3.8721595127006583,3.27377494501503,4.138392112145894,2.7123384374410557
2024-09-13,60.0425498738434,7.259091133362243,8.617650584455095,2.497520705238056,3.9653940555056133,3.620600838922124,3.8721379313600335,3.274362510024773,4.138369046967531,2.7123233203211345
2024-09-16,60.04330753902575,7.259132522120636,8.616547660769214,2.497552220962897,3.9654440940368962,3.6206465265753067,3.8721867931105423,3.2744038285642665,4.138421268236368,2.712357546598123
2024-09-17,60.05494975124614,7.252865123976681,8.614582764475836,2.4980364886386752,3.966212981421404,3.621348558774482,3.8628386584133376,3.2750387253717523,4.139223695361671,2.714903252320019
2024-09-19,60.029028539897276,7.272707934630556,8.62095907692396,2.496958273902881,3.9745956459866028,3.6197854945849572,3.86117136108504,3.273625137127524,4.137437103370967,2.7137314324902366
2024-09-20,60.01642705388414,7.272190470651868,8.624195568440683,2.496434104421393,3.973761286133395,3.619025617615596,3.8603608116211467,3.2785897058228333,4.136568559317256,2.722446822091688
2024-09-23,59.98567257613474,7.2868228184063275,8.629863524553459,2.4951548458769226,3.9717249944203594,3.617171104638149,3.8785572102328145,3.277514881295524,4.134448839567825,2.7230692048738745
2024-09-24,59.928524013570176,7.322206891749995,8.651810365331608,2.4927777030244043,3.9820498697055418,3.6137250129248693,3.8748620950516366,3.274997042057367,4.130509935525729,2.728537071058674
2024-09-25,59.92381364811268,7.321631368307973,8.65697493029763,2.492581771384524,3.981736881684143,3.613440975135619,3.874557531959761,3.274739628193197,4.130185278584107,2.730337986340367
2024-09-26,59.92405518730288,7.322668572963001,8.65559905461753,2.492591818411673,3.9817529311550213,3.6134555400899147,3.8745731494151885,3.2747528279198126,4.130201926416527,2.730348991708451
2024-09-27,59.920198220309,7.328243022719871,8.659475506542787,2.4924313846035338,3.977453742886339,3.613222962726643,3.874323765412287,3.274542050903288,4.129936089058583,2.730173254837675
2024-09-30,41.97632580372312,5.129894836992271,6.056119739926317,1.746040816802277,2.7863541700375567,2.53119697180009,2.702672518283902,2.293938405900008,2.8928913682411435,1.9238819261529452
2024-10-02,59.91669724371042,7.33164361570246,8.642444546757691,2.492285758517336,3.9973724407445212,3.6130118517922063,3.8577747796247106,3.2743507281868798,4.129291760320622,2.7451272746431528
2024-10-03,59.921454745905045,7.331214969483857,8.642929243828434,2.4924836508497106,3.997488310063485,3.613298731954245,3.8580037069876885,3.2744091881768496,4.129619634110662,2.739097818640021
2024-10-04,59.89373411321613,7.435957996723501,8.65463959533505,2.491330587659551,3.9646177725832468,3.6116271616065525,3.8159316142067197,3.269268534988741,4.127521869346604,2.735370754333914
2024-10-07,59.65503233104572,7.842659218563193,8.62033042644282,2.481401584900667,3.916585041714079,3.5972333046735234,3.800723517893511,3.255837853964092,4.10572757218106,2.7244691486213353
2024-10-08,59.60713130578903,7.945764152234093,8.623084900133819,2.479409101193162,3.872797825840371,3.594344844863039,3.7976716621470583,3.2450602760132665,4.11245444211663,2.722281489669531
2024-10-09,59.21610317934582,8.611934810261673,8.554019463493182,2.463143955156321,3.86690936560465,3.5707656203694578,3.7727585954994174,3.2221791291402706,4.025131631826884,2.6970542493023197
2024-10-10,58.7523841358921,9.334235807759246,8.48678990196761,2.4438551688727226,3.835759302929102,3.542803091108452,3.7432142669611452,3.1971439653487366,3.987880638726222,2.6759337204346667
2024-10-14,58.52168700045649,9.690244034299495,8.453072025136938,2.4342591261730013,3.820697808890674,3.5288919190504684,3.728516160298575,3.1845900585545,3.9690726717805167,2.6689691953593453
2024-10-15,58.468176101906636,9.73329701167483,8.479755097013134,2.4320332950355,3.8211370918970062,3.525665180602682,3.725106889988345,3.1816772864979512,3.9666232947069746,2.6665287506769415
2024-10-16,58.15223902582899,10.197632655503446,8.431000425627422,2.4188916248247216,3.8014247543997217,3.506613990320178,3.7245359553930157,3.1644848600202247,3.9451893549266916,2.6579873531555913
2024-10-17,58.152405646439384,10.197661874254198,8.430738057696994,2.4188985555501032,3.8014356464259547,3.506624037640338,3.7245466271137397,3.1644939270554375,3.9452006588742177,2.6579949689496285
2024-10-18,58.18017012162223,10.201552311995467,8.434763256912296,2.4200534424059237,3.803250616322576,3.50829825171603,3.696973865668555,3.166004793409586,3.9296693291664813,2.6592640107808507
2024-10-21,58.181453606342316,10.199640385938094,8.434937591495805,2.420106830039693,3.8033345180032083,3.508375646594563,3.697055422828962,3.1660173035240935,3.929756019709468,2.659322675523793
2024-10-22,58.15283669213319,10.26405507741874,8.430788814343408,2.4189164852607408,3.800776159262948,3.5066500299475245,3.675678848251506,3.1644600779832444,3.92782314447332,2.658014670925373
2024-10-23,58.18696621932832,10.211532973959297,8.435736790271717,2.4203361318448535,3.8028634628715667,3.508708060378516,3.677836080612777,3.166317279324276,3.930128358706233,2.6595746427024447
2024-10-24,58.1817785991819,10.219623800229996,8.434898912380326,2.420120348392055,3.8025244211171003,3.508395243852676,3.6775081855911482,3.16603498842005,3.929777970734899,2.6593375300998496
2024-10-25,58.18182543688549,10.219629209489913,8.434834035223751,2.4201222966459977,3.8025274822389163,3.5083980681935683,3.677511146071946,3.1660315200223286,3.929781134298823,2.659339670929264
2024-10-28,58.22211273213199,10.157775190253151,8.44067463315241,2.4217980808065236,3.8048471927459664,3.510827415635905,3.680057593801999,3.1682237999250145,3.9325022633047073,2.6611810982423285
2024-10-29,58.223252828063956,10.157974098153066,8.44083991706879,2.4218455040622313,3.8029635149259255,3.5108961640867347,3.680129656090624,3.168285839567623,3.9325792689237486,2.661233209057308
2024-10-30,58.29666364300886,10.142741921656368,8.45147000575969,2.42489908907317,3.8077584832122375,3.515322879120223,3.68476974924987,3.1722805742168174,3.8395050285372387,2.6645886261655254
2024-11-01,58.29952127084644,10.14323910588362,8.451884286002292,2.425017954522876,3.807945134659515,3.5154951957484775,3.684950371946823,3.1724360753503476,3.8347913641500453,2.6647192408895592
