date,CHINA SECURITIES DEPOSITORY AND CLEARING,CNI SECURITIES GROUP LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,QUAM SECURITIES LTD,FORTUNE ORIGIN SECURITIES LTD,CITIBANK N.A.,CNCB (HONG KONG) CAPITAL LTD
2024-03-01,0.0,0.0,9.01558182209176,52.103589649916785,16.81787535645316,0.0,16.50144398483943,0.0,5.561509186698867,0.0
2024-03-04,0.0,0.0,8.861265979892769,51.83732665643118,16.73135097015482,0.0,16.36258127346826,0.0,6.207475120052975,0.0
2024-03-05,0.0,0.0,7.911851180200268,46.26440516480631,14.944786317433529,10.42969659030868,14.675648406652956,0.0,5.773612340598252,0.0
2024-03-06,0.0,0.0,7.088889986661771,41.43620695158711,13.391645326686533,9.345787529891654,13.20663012138826,10.329895645233043,5.200944438551634,0.0
2024-03-07,0.0,0.0,7.0704639986434366,44.19416966106478,13.356836732280412,9.321495240214185,13.256312211125735,7.431634242506302,5.3690879141651555,0.0
2024-03-08,0.0,0.0,7.284462121233936,44.155201608108946,13.325357889585376,9.2995267241478,13.164897715019894,7.414119673003368,5.356434268900679,0.0
2024-03-11,0.0,0.0,7.267205431176707,44.147592544451754,13.323926220259127,9.298527587969248,13.205742808457021,7.440541101819793,5.316464305866348,0.0
2024-03-12,0.0,0.0,7.27062886287551,44.15349759110153,13.33414552964707,9.305659459513937,13.208703347747907,7.446247917534338,5.281117291579714,0.0
2024-03-13,0.0,0.0,7.270524630821424,44.1564486155833,13.333954370752258,9.305526053172015,13.194894745554647,7.446857969989527,5.29179361412683,0.0
2024-03-14,0.0,0.0,7.26870105352523,44.150389747277515,13.33060997709517,9.303192061211133,13.20233456660705,7.444990165145776,5.299782429138119,0.0
2024-03-15,0.0,0.0,6.90139060670533,41.979883144626974,12.671964077182166,8.843534977420648,12.56228843927085,11.946469950625934,5.094468804168099,0.0
2024-03-18,0.0,0.0,6.92119132418747,41.902832746585496,12.683282534975401,8.851433924795757,12.627373000093778,11.9571404051104,5.056746064251701,0.0
2024-03-19,0.0,0.0,6.953469654596361,41.897329604588904,12.677491180515684,8.847392243062822,12.63387439546284,11.950999104479251,5.039443817294139,0.0
2024-03-20,0.0,0.006803685175253064,6.942480352828227,41.91614362769908,12.656215163005752,8.832544094513528,12.483401559554324,11.930942323323775,5.231469193900061,0.0
2024-03-21,0.0,0.006838721139998401,6.944037445554377,41.754495792374236,12.721389064625024,8.89854394736592,12.376033647055106,11.992381391101196,5.306279990784139,0.0
2024-03-22,0.0,0.006872891439861822,6.8935101141814075,41.63735092097089,12.765708560399347,8.932697004388409,12.437871638717938,12.052302428941692,5.273686440960454,0.0
2024-03-25,0.0,0.006855928221722363,6.888151084364459,41.34124717698586,12.736257857493635,8.910649909772557,12.494929184089008,12.022555729612337,5.599353129460424,0.0
2024-03-26,0.0,0.006855975225796402,6.885455919267327,41.07483317526883,12.78433700354255,8.910711000967583,12.761712285297422,12.022638155956571,5.553456484473925,0.0
2024-03-27,0.0,0.006863692624076858,6.913111210970213,41.22608337725524,12.81931871398835,8.917309457200655,12.535848208613976,12.019012154020988,5.562453185326496,0.0
2024-03-28,0.0,0.006860019988726243,6.915586150634925,41.09563574446343,12.812459332944004,8.912537969353135,12.664968903186391,12.012581002258523,5.579370877170862,0.0
2024-04-02,0.0,0.006867793667028897,6.931664148132266,41.064598673265884,12.826978231909871,8.922637532203943,12.601714599631322,12.0261934903343,5.619345530855383,0.0
2024-04-03,0.0,0.006864116642757804,6.927952927535452,40.86071355100866,12.820110653678752,8.911682637292458,12.82354271200013,12.019754653133191,5.629378748708602,0.0
2024-04-05,0.0,0.006847102891483621,6.910780948374419,39.6508881342925,12.788334070423959,8.8416639637728,12.610309395245386,13.359382451573692,5.831793933425756,0.0
2024-04-08,0.0,0.006918827006977014,7.000469165659343,39.83030331376528,12.922293200930971,8.899687179074533,13.03645384654609,12.392311052196531,5.91156341482028,0.0
2024-04-09,0.0,0.006891363240517466,6.970613917783417,39.93407170615062,12.870999124314473,8.864360536277617,12.85445985253723,12.358970835544024,6.1396326641521,0.0
2024-04-10,0.0,0.006884436540193372,6.879617434615236,40.10390817758845,12.886976759587974,8.903641777432087,12.675624557804035,12.346548491182793,6.196798365249237,0.0
2024-04-11,0.0,0.00619535311344373,6.878907073627022,40.00959040661961,12.885646103394798,8.90272242401864,12.753478570308,12.345273637388873,6.218186431529611,0.0
