date,BNP PARIBAS,MIRAE ASSET SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,ICBC (ASIA) SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CMB WING LUNG BANK LTD
2024-03-11,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-25,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-27,47.08216619981326,0.0,52.91783380018674,0.0,0.0,0.0,0.0
2024-04-09,47.02727908603404,0.0,52.71625087432968,0.0,0.0,0.0,0.25647003963627885
2024-04-12,30.71593533487298,0.0,69.05311778290994,0.0,0.0,0.0,0.23094688221709006
2024-04-22,46.32678910702977,0.0,53.32488917036099,0.0,0.0,0.0,0.3483217226092464
2024-04-30,46.32678910702977,0.0,53.356554781507285,0.0,0.0,0.0,0.31665611146295125
2024-05-03,80.07239819004525,0.0,19.76470588235294,0.0,0.0,0.0,0.16289592760180996
2024-05-06,83.65556216537775,0.0,16.240333135038668,0.0,0.0,0.0,0.10410469958358119
2024-05-07,92.28138013087448,0.0,7.629387269482452,0.0,0.0,0.0,0.0892325996430696
2024-05-10,93.41385886840432,0.0,6.509853782581056,0.0,0.0,0.0,0.07628734901462174
2024-05-13,75.82859055908939,0.0,24.12119183126883,0.0,0.0,0.0,0.05021760964178105
2024-05-14,75.83696016069635,0.0,24.12119183126883,0.0,0.0,0.0,0.041848008034817544
2024-05-16,75.83696016069635,0.0,24.12119183126883,0.0,0.0,0.0,0.041848008034817544
2024-05-17,94.979035639413,0.0,4.968553459119497,0.0,0.0,0.0,0.052410901467505246
2024-05-21,94.21383647798743,0.0,5.733752620545073,0.0,0.0,0.0,0.052410901467505246
2024-05-24,77.88561525129982,0.0,22.07105719237435,0.0,0.0,0.0,0.04332755632582322
2024-05-28,77.88561525129982,0.0,22.07105719237435,0.0,0.0,0.0,0.04332755632582322
2024-06-05,78.56643356643357,0.0,21.38986013986014,0.0,0.0,0.0,0.043706293706293704
2024-06-19,99.89996665555185,0.0,0.0444592641991775,0.0,0.0,0.0,0.055574080248971876
2024-06-28,99.89996665555185,0.0,0.0444592641991775,0.0,0.0,0.0,0.055574080248971876
2024-07-04,70.25717189087783,0.0,29.70374423512859,0.0,0.0,0.0,0.03908387399359024
2024-07-05,9.705742762221167,0.0,90.17560512577124,0.0,0.0,0.0,0.11865211200759374
2024-07-08,8.847069002812027,0.0,91.04477611940298,0.0,0.0,0.0,0.1081548777849881
2024-07-11,22.735606894022737,0.0,77.17271727172718,0.0,0.0,0.0,0.09167583425009168
2024-07-23,18.524051389303857,0.0,81.40125485509412,0.0,0.0,0.0,0.07469375560203168
2024-07-30,8.67496851825941,0.0,75.8989785924164,15.391073177557017,0.0,0.0,0.034979711767175035
2024-07-31,14.019219898247599,0.0,61.051441492368575,24.8728094968909,0.0,0.0,0.05652911249293386
2024-08-02,3.497698882314267,0.0,71.00591715976331,25.43063773833005,0.0,0.0,0.06574621959237344
2024-08-07,7.135337466370335,0.0,63.16528248918002,29.640893671774478,0.0,0.0,0.05848637267516669
2024-08-08,6.660115733158642,0.0,65.61851730538268,27.6667758488918,0.0,0.0,0.05459111256687411
2024-08-09,5.228681717159902,0.0,65.07193823839046,29.640893671774478,0.0,0.0,0.05848637267516669
2024-08-12,10.50039401103231,0.0,53.191489361702125,36.258865248226954,0.0,0.0,0.049251379038613076
2024-08-14,12.763409961685824,0.0,64.65517241379311,22.521551724137932,0.0,0.0,0.05986590038314176
2024-08-22,12.763409961685824,0.0,73.03639846743295,14.140325670498086,0.0,0.0,0.05986590038314176
2024-08-23,6.142226022516746,0.0,86.93173720963374,6.854781245546531,0.0,0.0,0.07125552230297848
2024-08-27,5.120589283592729,0.0,72.47237733159083,22.34762979683973,0.0,0.0,0.059403587976713794
2024-08-29,11.595372612321766,0.0,18.832391713747647,69.43771859026097,0.0,0.0,0.13451708366962603
