date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,6.544883947880999,8.180215447934975,3.1302733126752447,1.112301988160759,2.1552341406976834,0.9956485044785813,1.8880081282027439,3.3115790774050127,1.126866032955278,28.445010580391276
2024-03-04,10.085847014629918,6.593903452257975,8.180215447934975,3.166748409443533,1.1728195291561951,2.157060526518916,0.9922425417308773,1.8729527856223134,3.318316960231993,1.126866032955278,38.66697270048197
2024-03-05,10.073407846333955,6.592718769563122,8.180215447934975,3.151890513978911,1.2215889667610003,2.1659456467303175,0.951913968326904,1.8652029863268127,3.3007565073697362,1.126866032955278,38.63050668628102
2024-03-06,10.048381424405173,6.550366363222107,8.180116724377068,3.192460960099751,1.2355583502044818,2.167525223656789,0.9756076222239753,1.9200932845216945,3.2097383231597156,1.126866032955278,38.606714308826035
2024-03-07,9.934553162141327,5.565038172677964,8.176414590955652,4.218171281578031,1.2349166470781028,2.2154061492404535,0.9756076222239753,1.924832015301109,3.191119060138934,1.126866032955278,38.562924734290824
2024-03-08,10.60587335589168,5.5818552865109785,8.168960962333864,4.246653028033468,1.239673000012603,2.2154555110194063,1.0002885117000913,1.9537421232742942,3.194919917118256,1.126866032955278,39.33428772884992
2024-03-11,10.590028224848012,5.619210602521544,8.167924364975867,4.236879395800926,1.2389819351072717,2.2154555110194063,1.0166272605332798,1.9387361424728158,3.194919917118256,1.126866032955278,39.34562938735266
2024-03-12,10.588942265711063,5.61170307083714,8.16288946352274,4.240729614559201,1.2470279050764856,2.2154555110194063,1.0224025886706911,1.928567616008656,3.194919917118256,1.126866032955278,39.33950398547892
2024-03-13,6.428879620953822,9.834194840841523,8.157459667837994,4.240334720327583,1.2470279050764856,2.1833609759624544,1.0244757833866847,1.9029488527324476,3.1990169447712913,1.126816671176326,39.344515983066614
2024-03-14,6.4190072651633745,9.897871535689902,8.111651936970324,4.260276879024285,1.2509403690380183,2.160444770083881,1.0392843170723542,1.921607605176391,3.1902922503414843,1.126816671176326,39.37819359973634
