date,KINGSTON SECURITIES LTD,GET NICE SECURITIES LTD,EMPEROR SECURITIES LTD,VMS SECURITIES LTD,IMAGI BROKERAGE LTD,CEPA ALLIANCE SECURITIES LTD,PLANETREE SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.43521902890595,59.56478097109405
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.11392354053094,59.88607645946906
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21341608347919,59.78658391652081
2024-04-02,92.56707796136482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989031866556988,4.4438901720781905
2024-04-03,91.07885058824968,0.0,0.0,0.0,0.0,0.0,0.0,1.5698192582868369,2.9768523368974114,4.374477816566064
2024-04-10,91.06948151911469,0.0,0.0,0.0,0.0,0.0,0.0,1.5696577746376104,2.97654611503395,4.384314591213748
2024-04-11,85.45644061250827,0.0,0.0,0.0,0.0,6.163470806000239,0.0,1.4729123759437082,2.793087564206698,4.11408864134108
2024-04-19,85.45611065808664,0.0,0.0,0.0,0.0,6.163447008327058,0.0,1.4729066889065743,2.793462888176905,4.114072756502812
2024-04-22,85.43466908469034,0.0,0.0,0.0,0.0,6.186991297000317,0.0,1.4725371256695756,2.7927619875732446,4.113040505066524
2024-04-24,85.51201927803962,0.0,0.0,0.0,0.0,6.326660067596393,0.0,1.4738703201748604,2.7952904772605303,3.892159856928594
2024-04-25,85.51367123507485,0.0,0.0,0.0,0.0,6.326782288667728,0.0,1.473898793019555,2.7953444778537615,3.8903032053841073
2024-04-26,85.51268005319463,0.0,0.0,0.0,0.0,6.326708955458265,0.0,1.4738817091807277,2.7964711689644868,3.8902581132018867
2024-04-30,85.51367123507485,0.0,0.0,0.0,0.0,6.326782288667728,0.0,1.473898793019555,2.7953444778537615,3.8903032053841073
2024-05-02,85.51499284665874,0.0,0.0,0.0,0.0,6.326880068924858,0.0,1.4739215720873955,2.7938421824091697,3.8903633299198317
2024-05-08,85.51565366776993,0.0,0.0,0.0,0.0,6.326928960186824,0.0,1.4739329618853552,2.7930910172732863,3.890393392884617
2024-05-14,85.51631449909422,0.0,0.0,0.0,0.0,6.326977852204417,0.0,1.4739443518593467,2.7923398405279856,3.8904234563140316
2024-05-17,80.88072820468423,0.0,0.0,5.417049658096627,0.0,5.984011109676883,0.0,1.3940461911841155,2.644629720580959,3.679535115777191
2024-06-06,80.88575315807275,0.0,0.0,5.417386208256839,0.0,5.984382883986661,0.0,1.3941328004084346,2.6385812315448716,3.6797637177304456
2024-06-11,80.8913700213852,0.0,0.0,5.417762402044428,0.0,5.984798451121247,0.0,1.394229611689452,2.631820266111806,3.6800192476478615
2024-07-05,80.89127462673892,0.0,0.0,5.417756012913822,0.0,5.984791393288857,0.0,1.3942279674838882,2.631817162423943,3.6801328371505737
2024-07-08,80.88920517016952,0.0,0.0,5.417617409451037,0.0,5.9871966019095915,0.0,1.3941922986896969,2.6317498321544996,3.6800386876256557
2024-07-09,80.8023835072148,0.0,0.0,5.411802461068847,0.0,6.088104354840103,0.0,1.392695855578453,2.6289250683751084,3.6760887529226856
2024-07-10,80.75609585334182,0.0,0.0,5.40870230946101,0.0,6.084616783621435,0.0,1.3918980496114097,2.6274190883737623,3.7312679155905735
2024-07-12,80.75933720966516,0.0,0.0,5.408919401820993,0.0,6.09945649850731,0.0,1.3919539170663293,2.6275245466848185,3.7128084262553873
2024-07-19,80.75963189132437,0.0,0.0,5.408939138354241,0.0,6.099478754732082,0.0,1.3919589961482535,2.6271692455689273,3.7128219738721118
2024-07-22,80.72600699616358,0.0,0.0,5.405514769847147,0.0,6.143022703506027,0.0,1.3910777548497932,2.62331805383357,3.711059721799886
2024-07-23,80.71332010281873,0.0,0.0,5.402224932260664,0.0,6.16370120569486,0.0,1.3902311343005065,2.621721482424137,3.7088011425010996
2024-07-24,80.65875021863253,0.0,0.0,5.393458495013371,0.0,6.239566347046203,0.0,1.3879751427135405,2.617467095177449,3.7027827014168966
2024-07-25,80.67975425964995,0.0,0.0,5.392673657528407,0.0,6.2386583868637695,0.0,1.387773169356147,2.5988966413573165,3.70224388524441
2024-07-26,80.68180885391453,0.0,0.0,5.392810987599242,0.0,6.238817260819918,0.0,1.3878085104503342,2.5964162204616383,3.702338166754344
2024-07-30,80.68180875607422,0.0,0.0,5.392810981059549,0.0,6.2388172532542985,0.0,1.3878085087673822,2.596416217313046,3.7023382835315153
2024-07-31,80.66120016684283,0.0,0.0,5.388517822756618,0.0,6.269838190191238,0.0,1.3867036894730997,2.594349238536973,3.699390892199235
2024-08-01,80.66120026458029,0.0,0.0,5.388517829285903,0.0,6.269838197788421,0.0,1.3867036911533732,2.594349241680555,3.6993907755114566
2024-08-13,80.66061384412836,0.0,0.0,5.38847865385769,0.0,6.2697926150133405,0.0,1.3866936095850035,2.595057397095426,3.6993638803201714
2024-08-15,80.66794471269324,0.0,0.0,5.388968387655804,0.0,6.27036244734413,0.0,1.386819639726694,2.59529324980953,3.690611562770598
2024-08-23,80.64146213035076,0.0,0.0,5.387199236358155,0.0,6.268303942067711,0.0,1.3863643589403294,2.594441237682089,3.7222290946009524
2024-08-27,80.60748046653006,0.0,0.0,5.384929113910609,0.0,6.265662529180864,0.0,1.3857801561452168,2.629674854144951,3.726472880088298
2024-08-30,80.60835894190255,0.0,0.0,5.384987799873522,0.0,6.26573081354098,0.0,1.3857952586361002,2.629703512832503,3.7254236732143355
2024-09-02,80.59254931420236,0.0,0.0,5.383931648211291,0.0,6.264501922731987,0.0,1.3855234641547916,2.629187752010108,3.7443058986894666
2024-09-03,80.56007121353423,0.0,0.0,5.381761970300009,0.0,6.2619773826124145,0.0,1.3849651101762936,2.6684273475960367,3.742796975781024
2024-09-04,80.55831638623184,0.0,0.0,5.381644740229353,0.0,6.26184097894851,0.0,1.3849349417001293,2.6705475058642887,3.7427154470258803
2024-09-05,80.54661949099426,0.0,0.0,5.380863336923572,0.0,6.260931773031471,0.0,1.3847338521087549,2.6930284112103373,3.733823135731608
2024-09-09,80.54632711213374,0.0,0.0,5.380843804748281,0.0,6.260909046266411,0.0,1.3847288256171608,2.693381629031931,3.7338095822024755
2024-09-13,80.50892013429522,0.0,0.0,5.378344856476232,0.0,6.258001381890646,0.0,1.3840857358283478,2.692130780352418,3.7785171111571265
2024-09-17,80.5097964627116,0.0,0.0,5.37840339901317,0.0,6.258069499366716,0.0,1.3841008014093912,2.692160083822139,3.7774697536769835
2024-10-02,80.50833592594935,0.0,0.0,5.378305828826291,0.0,6.25795597106375,0.0,1.3840756922898565,2.6921112450603353,3.779215336810407
2024-10-04,80.48439068162772,0.0,0.0,5.376706182707333,0.0,6.256094694427515,0.0,1.3949081731849846,2.691310542117434,3.796589725935017
2024-10-07,80.45987617167162,0.0,0.0,5.37506850717633,0.0,6.254189168469326,0.0,1.394483302101166,2.7173234797139014,3.7990593708676585
2024-10-08,80.47972009953195,0.0,0.0,5.376394167577213,0.0,6.25573164758549,0.0,1.4165888150833157,2.6940559082199154,3.777509362002116
2024-10-09,80.5361341067808,0.0,0.0,5.3805508391340995,0.0,6.260568164588625,0.0,1.4176840276462208,2.6246329800291757,3.780429881821068
2024-10-10,80.53321096405844,0.0,0.0,5.380355546447132,0.0,6.260340930757858,0.0,1.417632571330444,2.628167320218199,3.780292667187922
2024-10-14,80.5299957521416,0.0,0.0,5.3801407408649045,0.0,6.260090992595413,0.0,1.4175759736972133,2.63205479810526,3.780141742595606
2024-10-15,80.52035165657797,0.0,0.0,5.379496427016802,0.0,6.259341297836266,0.0,1.4174062079095542,2.6317395889988324,3.7916648216605773
2024-10-17,80.51830623628796,0.0,0.0,5.379359774221385,0.0,6.25918229475904,0.0,1.4173702022121475,2.6342129887213814,3.7915685037980795
2024-10-21,74.25349646294165,7.780603028287358,0.0,4.960813144725844,0.0,5.772180167586992,0.0,1.3070902533367865,2.4292553331493867,3.4965616099719767
2024-10-22,74.25697555905876,7.777620846837715,0.0,4.961045580187763,0.0,5.772450619088468,0.0,1.307151496144758,2.428030459739536,3.4967254389430007
2024-10-29,74.30671255220282,7.782830262812766,0.0,4.9643684665314565,0.0,5.776316980931305,0.0,1.308027020423959,2.362677186952161,3.499067530145531
2024-10-31,74.33160604235833,7.785437588609791,0.0,4.966031579503427,0.0,5.778252104757419,0.0,1.2749642247031856,2.3634687073851604,3.5002397526826803
2024-11-04,74.31666794717103,7.783872983538467,0.0,4.9650335780288515,0.0,5.777090874904429,0.0,1.2747080007634237,2.3830902906639597,3.499536324929833
2024-11-08,74.30596600510191,7.7827520700200825,0.0,4.964318590352586,0.0,5.776258947241643,0.0,1.2745244369471755,2.397147574736755,3.499032375599854
2024-11-11,74.30845455377695,7.783012718772711,0.0,4.964484848179712,0.0,5.776452397408873,0.0,1.2745671214888,2.3938788002070366,3.4991495601659173
2024-11-12,74.3052194730017,7.782673878798563,0.0,4.9642687151758995,0.0,5.776200914718078,0.0,1.2745116321421803,2.39812816440302,3.498997221760553
2024-11-14,74.30696140457003,7.782856327426151,0.0,4.964385092147127,0.0,5.776336325753665,0.0,1.3147293791064152,2.4350232631664124,3.4197082078302006
2024-11-15,74.26070352384335,7.778011311119442,0.0,4.9612946423543605,0.0,5.772740416679424,0.0,1.3139109282687413,2.493082297591518,3.42025688014317
2024-11-18,74.21797864357136,7.77353633867436,0.0,4.958440229326606,0.0,5.769419149421774,0.0,1.363329667106667,2.4789370179715053,3.43835895392773
2024-11-19,74.17331917334718,7.768858738704669,0.0,4.955456567984339,0.0,5.7659474946095095,0.0,1.3625093054936634,2.537618742913017,3.4362899769476316
2024-11-20,74.05918602439726,7.756904516870222,0.0,4.9478314290679215,0.0,5.75707522420859,0.0,1.4338448454542008,2.61482309018189,3.4303348698199114
2024-11-21,74.01101408549161,7.751859023521692,0.0,4.9446131026710045,0.0,5.753330523640527,0.0,1.4329121983377084,2.677833899299693,3.428437167037768
2024-11-22,74.00385540589684,7.751109228701301,0.0,4.944134837356585,0.0,5.752774035524125,0.0,1.4327736005973306,2.6775748871090084,3.4377780048148017
2024-11-25,74.00484272764487,7.751212640052923,0.0,4.944200799485494,0.0,5.752850786105369,0.0,1.4327927159329856,2.67761060994944,3.4364897208289182
2024-11-26,73.99003566706331,7.749661759449553,0.0,4.943211552321835,0.0,5.751699742376784,0.0,1.432506039443128,2.710421920645429,3.4224633186999607
2024-11-27,73.98855528688804,7.7495067055219495,0.0,4.943112649377429,0.0,5.751584663336804,0.0,1.4324773781034945,2.7157031127456372,3.4190602040266396
2024-11-29,73.981400951057,7.748757365664168,0.0,4.942634674266181,0.0,5.751028512887824,0.0,1.432338864461843,2.7154405173751686,3.4283991142878154
2024-12-02,73.98954220042275,7.74961007411761,0.0,4.943178584233953,0.0,5.751661382185121,0.0,1.4324964855358149,2.7157393367825553,3.4177719367221875
2024-12-04,73.97400136981122,7.747982338982543,0.0,4.9421403145167,0.0,5.750453298007046,0.0,1.4321956026735718,2.7418407817349184,3.4113862942739908
2024-12-05,73.97844094092349,7.748447336386137,0.0,4.942436918498731,0.0,5.750798413126837,0.0,1.4322815563073754,2.736003805147181,3.411591029610249
2024-12-06,73.99817881705128,7.750514666972768,0.0,4.943755589268566,0.0,5.752332759421116,0.0,1.4326636973146603,2.7100532081330875,3.4125012618385133
2024-12-11,73.96956233151931,7.747517397386158,0.0,4.941843746131944,0.0,5.75010822430665,0.0,1.4321096593555944,2.7090051796591275,3.449853461641217
2024-12-16,73.97005553168705,7.747569054807935,0.0,4.941876696417004,0.0,5.750146563783746,0.0,1.432452588586376,2.7080231008004283,3.4498764639174553
2024-12-17,73.89491840483193,7.7396992475635615,0.0,4.93685684867494,0.0,5.744305693600628,0.0,1.4309975353071949,2.81251182471999,3.4407104453017547
2024-12-18,73.8885125842273,7.739028388024054,1.1100432495050871e-05,4.936428933144093,0.0,5.743807790239123,0.0,1.3729292420691295,2.8788705265534555,3.440411435310343
2024-12-27,73.86809538584873,7.736889905703468,1.1097365174781282e-05,4.935064877416285,0.0,5.742220636038827,0.0,1.372549868229886,2.9057074636883113,3.4394607657093195
2024-12-30,73.86784946429867,7.736864148061441,1.1097328229450134e-05,4.935048447605851,0.0,5.742201519046677,0.0,1.3725452987389661,2.906030709858356,3.4394493150618044
2025-01-02,73.86194783829112,7.736246016100049,1.109644161529569e-05,4.934654164971685,0.0,5.741742749418602,0.0,1.3724356400838091,2.9137879723006184,3.4391745223925083
2025-01-06,73.80985773527438,7.730790137075254,1.1088616005441405e-05,4.931174069315826,0.0,5.737693465855601,0.0,1.3714677490930067,2.982256661985053,3.4367490927848814
2025-01-07,73.75429415808352,7.724970448923729,1.1080268567981658e-05,4.922630916697211,0.0,5.733374167816429,0.0,1.5100467011159604,2.9667153164325257,3.387957210662055
2025-01-08,73.7241511608151,7.721813293590624,1.107574011971989e-05,4.920619062987956,0.0,5.73103096754786,0.0,1.5426567732248855,2.9621801132427974,3.397537552850663
2025-01-10,73.72243644666624,7.721633695693586,1.1075482514471226e-05,4.9205046167041315,0.0,5.73089767228799,0.0,1.575847340865252,3.0352094019328044,3.293459750367485
2025-01-13,73.60016284916152,7.708826849147364,1.1057113085076083e-05,4.912343630306751,0.0,5.721392594741768,0.0,1.5732336925273376,3.1960320001698372,3.2879973268323406
2025-01-14,73.61969936134858,7.71087308904489,1.1060048097937169e-05,4.913647568470545,0.0,5.722911287796608,0.0,1.6001954089297943,3.143792127723205,3.2888700966382767
2025-01-15,73.60504600506538,7.7093383073002135,1.1057846692244204e-05,4.912669549963332,0.0,5.72177219243484,0.0,1.6197810280966614,3.1431663834383534,3.288215475854529
2025-01-17,73.61066243546425,7.709926568083601,1.105869046083996e-05,4.913044411037369,0.0,5.722208792057029,0.0,1.6199046254299896,3.135775726218673,3.288466383018629
2025-01-20,73.70113165363865,7.719402247363191,1.1072281848920484e-05,4.919082657019904,0.0,5.7292415199054165,0.0,1.6218955259344952,2.9901538626430293,3.319081461213465
2025-01-22,73.73321597513058,7.72276273556565,1.1077101946556971e-05,4.921224081796866,0.0,5.731735631226439,0.0,1.6226015858865315,2.947922555992535,3.320526357299456
2025-01-27,73.73297095083976,7.722737071901895,1.1077065136023036e-05,4.9212077279809545,0.0,5.73171658398376,0.0,1.6225961937874944,2.947912759693484,3.3208476347475124
