date,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,FIRST SHANGHAI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,VALUABLE CAPITAL LTD,CMB WING LUNG BANK LTD,CITIBANK N.A.,CHINA CONSTRUCTION BANK (ASIA)
2025-03-13,392424835.0,93469519.0,43999000.0,54427000.0,41550339.0,39952889.0,14148487.0,13321000.0,10218777.0,0.0
2025-03-14,392326835.0,93321467.0,44098000.0,54417000.0,41432339.0,39951889.0,14183487.0,13300000.0,10380382.0,0.0
2025-03-17,0.0,92847467.0,44231000.0,0.0,41378339.0,0.0,14196487.0,13308000.0,10259782.0,0.0
2025-03-18,392050835.0,92440026.0,44641000.0,0.0,41310339.0,0.0,14231000.0,13286000.0,10449390.0,0.0
2025-03-19,392019835.0,91751509.0,44803000.0,0.0,41304339.0,39945889.0,14262000.0,13288000.0,10317961.0,0.0
2025-03-20,391913835.0,91658509.0,44936000.0,0.0,41337339.0,0.0,14304000.0,0.0,10841708.0,0.0
2025-03-21,451913835.0,91591509.0,44962000.0,0.0,41340339.0,0.0,14314000.0,13376000.0,10838714.0,0.0
2025-03-24,0.0,91801509.0,44799000.0,0.0,41370339.0,0.0,14299000.0,13477000.0,10747819.0,6152000.0
2025-03-25,0.0,91634509.0,44940000.0,0.0,40999339.0,39937889.0,14331000.0,13479000.0,11154627.0,0.0
2025-03-26,0.0,91437509.0,44742000.0,0.0,41007339.0,39941889.0,14329000.0,0.0,11125930.0,0.0
2025-03-27,0.0,91236509.0,44792000.0,0.0,41071339.0,39945889.0,14330000.0,0.0,10795227.0,0.0
2025-03-28,451894835.0,91025903.0,44828000.0,0.0,41162339.0,39954889.0,14339000.0,13480000.0,10918160.0,0.0
2025-03-31,451716835.0,90776903.0,45230000.0,0.0,41076339.0,39953889.0,14345000.0,13490000.0,10756460.0,0.0
2025-04-01,451676835.0,90432959.0,45430000.0,0.0,41055339.0,39943889.0,14331000.0,13478000.0,11147319.0,0.0
2025-04-02,451669835.0,90462959.0,45785000.0,0.0,40802339.0,39941889.0,14308000.0,13487000.0,10932851.0,0.0
2025-04-03,0.0,90427959.0,46051969.0,0.0,40819339.0,39953889.0,14206000.0,13506000.0,10935066.0,0.0
2025-04-07,0.0,90475959.0,45840969.0,0.0,40776339.0,39924889.0,0.0,13476000.0,10902070.0,0.0
2025-04-08,451675835.0,90473959.0,45871969.0,0.0,40663339.0,39943889.0,0.0,13503000.0,10792128.0,0.0
2025-04-09,0.0,90182259.0,46168969.0,0.0,41789339.0,40153889.0,14222000.0,13585000.0,9935296.0,0.0
2025-04-10,0.0,90178259.0,50336969.0,54189000.0,40955339.0,40228889.0,14235000.0,13616000.0,9235391.0,0.0
2025-04-11,0.0,90457259.0,50113969.0,53989000.0,40973339.0,40273889.0,14248000.0,13613000.0,9124705.0,6155000.0
2025-04-14,0.0,90307259.0,50855969.0,0.0,40480339.0,40336049.0,14229000.0,13586000.0,9483693.0,0.0
2025-04-15,451669835.0,89744888.0,51237969.0,0.0,40484339.0,40309049.0,14209000.0,13568000.0,9514715.0,0.0
2025-04-16,451151835.0,88996599.0,53006969.0,53979000.0,40007339.0,39685049.0,13839000.0,13484000.0,10977620.0,0.0
2025-04-17,451101835.0,88547162.0,53511165.0,53949000.0,39638339.0,39250049.0,13716000.0,13481000.0,11203569.0,6157000.0
2025-04-22,451051835.0,88172162.0,53980165.0,0.0,39349339.0,38996049.0,13616000.0,13477000.0,11324278.0,6158000.0
2025-04-23,451008835.0,87990162.0,54429351.0,0.0,39273339.0,38924049.0,13606000.0,0.0,10031179.0,0.0
2025-04-24,451018835.0,87888442.0,54671351.0,53939000.0,39266339.0,38908049.0,13598000.0,13488000.0,9813333.0,0.0
2025-04-25,0.0,87355442.0,55146351.0,0.0,39235339.0,38818049.0,13600000.0,13431000.0,9145045.0,6155000.0
2025-04-28,450840835.0,86899882.0,55588351.0,0.0,39204339.0,38386049.0,13523000.0,13421000.0,9923425.0,0.0
2025-04-29,0.0,86669882.0,56168351.0,0.0,39178339.0,38299049.0,13504000.0,13417000.0,9658193.0,0.0
2025-04-30,450569835.0,86427818.0,56798351.0,0.0,39077339.0,37908049.0,13484000.0,13427000.0,9903189.0,6161000.0
2025-05-02,450369835.0,86091418.0,57201351.0,53934000.0,38340339.0,37593049.0,13482000.0,13436000.0,10654903.0,0.0
