date,CITIBANK N.A.,THE CORE SECURITIES COMPANY LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-25,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-05-06,0.0,0.0,0.0,94.60756092880446,5.392439071195548,0.0,0.0,0.0
2024-06-06,0.0,0.0,0.0,94.60652591170825,5.393474088291747,0.0,0.0,0.0
2024-06-07,0.0,0.0,0.0,94.60549049721637,5.394509502783644,0.0,0.0,0.0
2024-06-11,0.0,0.0,0.0,94.60652591170825,5.393474088291747,0.0,0.0,0.0
2024-06-12,0.0,0.0,0.0,94.60549049721637,5.394509502783644,0.0,0.0,0.0
2024-06-13,0.0,0.0,0.0,94.60445468509985,5.395545314900153,0.0,0.0,0.0
2024-06-14,0.0,0.0,0.0,94.60341847512963,5.396581524870367,0.0,0.0,0.0
2024-06-17,0.0,0.0,0.0,94.60134486071085,5.398655139289145,0.0,0.0,0.0
2024-06-18,0.0,0.0,81.56597977729425,15.755791629335722,0.8991424548828875,1.2127223857673108,0.0,0.5663637527198259
2024-06-19,0.0,0.0,81.56597977729425,15.75899142454883,0.8959426596697813,1.2127223857673108,0.0,0.5663637527198259
2024-06-20,0.0,0.0,81.58947604263355,15.766731747911534,0.864193579361777,1.2130717280670869,0.0,0.5665269020260538
2024-06-21,0.0,0.0,81.59149835152523,15.767741109439518,0.8610479818187639,1.2131493870234626,0.0,0.5665631701930155
2024-06-24,0.0,0.0,81.6071714422923,15.770769969585402,0.842004161997759,1.2133824235633104,0.0,0.5666720025612294
2024-06-25,0.0,0.0,81.62023695164905,15.773294908741594,0.8261287223823247,1.213576689081012,0.0,0.5667627281460135
2024-06-26,0.0,0.0,81.62285055557335,15.770597841749655,0.8261551762784591,1.2136155496493644,0.0,0.5667808767491754
2024-06-27,0.0,0.0,81.62546432688613,15.767900602023824,0.8261816318688356,1.2136544127065454,0.0,0.5667990265146664
2024-06-28,0.0,0.0,81.62807826560349,15.765203189547508,0.8262080891536171,1.213693278252794,0.0,0.5668171774425977
2024-07-03,0.0,0.0,81.6306923717415,15.762505604304106,0.826234548132966,1.2137321462883495,0.0,0.5668353295330814
2024-07-09,0.0,0.0,81.62807826560349,15.765203189547508,0.8262080891536171,1.213693278252794,0.0,0.5668171774425977
2024-07-11,0.0,0.0,81.6306923717415,15.762505604304106,0.826234548132966,1.2137321462883495,0.0,0.5668353295330814
2024-07-12,0.0,0.0,81.62285055557335,15.770597841749655,0.8261551762784591,1.2136155496493644,0.0,0.5667808767491754
2024-07-15,0.0,0.0,81.62023695164905,15.773294908741594,0.8261287223823247,1.213576689081012,0.0,0.5667627281460135
2024-07-16,0.0,0.0,81.61501024590164,15.778688524590164,0.8260758196721311,1.213498975409836,0.0,0.5667264344262295
2024-07-17,0.0,0.0,81.60978420951527,15.784081449702247,0.8260229237369533,1.213421271691106,0.0,0.5666901453544214
2024-07-18,0.0,0.0,81.60194640970644,15.792169542529694,0.8259435925344943,1.2133047347696642,0.0,0.5666357204597112
2024-07-19,0.0,0.0,81.59411011523687,15.800256081946223,0.8258642765685019,1.2131882202304738,0.0,0.5665813060179257
2024-07-22,0.0,0.0,81.58627532567296,15.80834106839932,0.825784975834587,1.2130717280670869,0.0,0.5665269020260538
2024-07-23,0.0,0.0,81.5836640635002,15.81103571885802,0.825758545640763,1.2130329023172448,0.0,0.5665087696837793
2024-07-24,0.0,0.0,81.5784420405812,15.819624911988733,0.825705690328362,1.2097548486206235,0.0,0.5664725084810857
2024-07-25,0.0,0.0,81.5784420405812,15.82282532164117,0.825705690328362,1.206554438968188,0.0,0.5664725084810857
