date,NEW HARVEST WEALTH SECURITIES COMPANY,BNP PARIBAS,ABN AMRO CLEARING HONG KONG LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,IFAST SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-30,52.17391304347826,0.0,43.47826086956522,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,73.72365915094919,12.293420163420778,10.91110155434048,3.0656754930269705,0.0,0.0,0.0061436382625791,0.0,0.0,0.0
2024-05-06,73.71913011426466,10.449686693697014,10.916574517754023,4.908465413441455,0.0,0.0,0.006143260842855388,0.0,0.0,0.0
2024-05-07,58.602334326317326,8.306880890755481,29.183962494506034,3.901938760560629,0.0,0.0,0.004883527860526445,0.0,0.0,0.0
2024-05-08,58.602334326317326,8.40455144796601,29.0862919372955,3.901938760560629,0.0,0.0,0.004883527860526445,0.0,0.0,0.0
2024-05-09,58.602334326317326,8.399667920105484,29.0862919372955,3.901938760560629,0.004883527860526445,0.0,0.004883527860526445,0.0,0.0,0.0
2024-05-10,69.93006993006993,3.6771561771561774,20.34965034965035,6.031468531468532,0.005827505827505828,0.0,0.005827505827505828,0.0,0.0,0.0
2024-05-13,67.26080376660502,3.150047643069335,23.77669413149487,5.801244324869683,0.0056050669805504175,0.0,0.0056050669805504175,0.0,0.0,0.0
2024-05-16,65.7498219275656,2.158785819955071,26.29992877102624,5.670922141252534,0.005479151827297134,0.0,0.11506218837323981,0.0,0.0,0.0
2024-05-20,66.40473687123016,0.06087100879862764,28.509767030048145,4.7313375020751485,0.011067456145205025,0.0,0.28222013170272814,0.0,0.0,0.0
2024-05-22,67.78895040108462,0.062139871200994234,27.584453734041354,4.265054796068241,0.011298158400180771,0.0,0.28810303920460967,0.0,0.0,0.0
2024-05-23,60.90752207897675,0.05583189523906203,34.834027002334786,3.8320982641356207,0.11166379047812405,0.0,0.25885696883565124,0.0,0.0,0.0
2024-05-27,60.295447693699124,3.070043211737514,35.991357652497236,0.2763541352627877,0.11054165410511506,0.0,0.25625565269822126,0.0,0.0,0.0
2024-05-28,59.21539600296077,6.632124352331606,29.87416728349371,3.597335307179867,0.10856155933876141,0.0,0.25166543301258326,0.32075006168270415,0.0,0.0
2024-05-29,58.742901899353825,6.579205012727629,28.877031525357356,5.032308596044645,0.20070491482279224,0.0,0.24965733307225377,0.3181907186214999,0.0,0.0
2024-05-30,58.71703283260753,6.576307677252043,27.44042667710525,6.4980183001419,0.20061652884474238,0.0,0.249547389538582,0.31805059450995743,0.0,0.0
2024-05-31,58.20157144242894,7.7068580851682995,28.344165292462897,4.9859346202347465,0.19885536909496557,0.0,0.24735667863032304,0.31525851197982346,0.0,0.0
2024-06-03,58.59947260474656,7.75954683074519,26.486961617345443,6.485008301591952,0.10254907705830649,0.0,0.24904775857017286,0.31741380994237717,0.0,0.0
2024-06-04,58.59947260474656,7.75954683074519,27.409903310870202,5.562066608067194,0.10254907705830649,0.0,0.24904775857017286,0.31741380994237717,0.0,0.0
2024-06-05,58.59947260474656,6.831721847836702,28.337728293778692,5.562066608067194,0.10254907705830649,0.0,0.24904775857017286,0.31741380994237717,0.0,0.0
2024-06-06,58.852378616969105,6.861206473761648,28.028445316331535,5.5860716037273175,0.10299166257969593,0.0,0.2501226091221187,0.31878371750858264,0.0,0.0
2024-06-07,57.94302269435055,6.755190729116369,28.22790922259778,5.9295026557218735,0.10140028971511349,0.48285852245292127,0.24625784645098983,0.31385803959439884,0.0,0.0
2024-06-11,56.7161357406182,6.612156158427072,29.747613195954248,5.803951224123264,0.09925323754608187,0.4726344645051517,0.24104357689762734,0.3072124019283486,0.0,0.0
2024-06-12,55.558127691096814,6.477151719987037,30.71901476920228,5.685448400388907,0.09722672345941942,0.9259687948516134,0.23612204268716142,0.3009398583267744,0.0,0.0
2024-06-13,55.56327267676067,6.473121266842617,28.865120155577163,7.075056720840857,0.09723572718433116,1.3890818169190164,0.23614390887623282,0.3009677269991203,0.0,0.0
2024-06-14,55.56327267676067,7.811270083807936,27.526971338611844,7.075056720840857,0.09723572718433116,1.3890818169190164,0.23614390887623282,0.3009677269991203,0.0,0.0
2024-06-17,55.56327267676067,7.811270083807936,27.818678520164834,6.7833495392878635,0.09723572718433116,1.3890818169190164,0.23614390887623282,0.3009677269991203,0.0,0.0
