date,CITIBANK N.A.,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,DELTA ASIA SECURITIES LTD
2024-03-01,0.0,68.09885030224014,23.598435462842243,0.0,0.0,0.0,8.302714234917625,0.0,0.0
2024-03-04,1.5233107402185375,66.93615413885176,23.369623563159273,0.0,0.0,0.0,8.170911557770436,0.0,0.0
2024-03-06,1.522067959650621,66.79413320589885,23.35055764753417,0.0,0.0,0.0,8.333241186916363,0.0,0.0
2024-03-07,1.5217132518591505,66.7319586116787,23.415028955852694,0.0,0.0,0.0,8.331299180609443,0.0,0.0
2024-03-08,1.5219792672008654,66.72614292374455,23.419122208586966,0.0,0.0,0.0,8.33275560046762,0.0,0.0
2024-03-14,1.3841932489432576,59.996259861138604,21.05711015473898,0.0,0.0,10.070108414383757,7.492328320795407,0.0,0.0
2024-03-20,1.3841932489432576,59.996259861138604,21.05711015473898,0.0,0.0,10.049150852647266,7.513285882531898,0.0,0.0
2024-04-10,1.3583521436340205,60.01198117114265,21.062627921301395,0.0,0.0,10.051784113723832,7.515254650198109,0.0,0.0
2024-04-11,1.3592069374630875,60.02352564560327,21.102102673240218,0.0,0.0,9.995180838766366,7.519983904927057,0.0,0.0
2024-04-15,1.3594208040439753,60.017235483560626,21.10542301720248,0.0,0.0,9.996753546418471,7.521167148774442,0.0,0.0
2024-04-16,1.359706064199681,60.00884552101367,21.109851768210415,0.0,0.0,9.99885125999231,7.5227453865839315,0.0,0.0
2024-04-19,1.3596347379378102,59.98471478258249,21.108744406218797,0.0,0.0,9.998326749068843,7.54857932419206,0.0,0.0
2024-04-29,1.2372304279691773,54.58444997854869,19.208380123627457,0.0,0.0,9.079110088255323,6.869000745004946,9.021828636594407,0.0
2024-05-02,45.95354533510134,29.870527264046213,10.511499930959507,0.0,0.0,4.968407770547958,3.7589583500623087,4.937061349282671,0.0
2024-05-08,45.961949667147245,29.875990212066494,10.513422353594715,0.0,0.0,4.951027673971666,3.7596458168048694,4.937964276415013,0.0
2024-05-10,42.46182019055714,27.5839549820586,9.72486477272612,7.62010376954489,0.0,4.573993235124348,3.4733383985983837,4.561924651390511,0.0
2024-05-14,42.45772095407329,27.57887856127022,9.735993359251252,7.619368129686714,0.0,4.573551664794527,3.4730030847700926,4.561484246153909,0.0
2024-05-17,42.515370700784416,27.631307828872163,9.536041133800474,7.6331850556308565,0.0,4.581845321640947,3.5324939392704082,4.569756020000734,0.0
2024-05-21,42.50406612230608,27.623960832182213,9.56009495023457,7.631155438151842,0.0,4.580627036838055,3.5315546706176244,4.568540949669617,0.0
2024-05-22,42.50920382173458,27.566862151329236,9.561250531308175,7.632077857734491,0.0,4.6295309146536425,3.5319815489864084,4.569093174253465,0.0
2024-05-23,42.50406612230608,27.563530396340024,9.56009495023457,7.631155438151842,0.0,4.641057472680246,3.5315546706176244,4.568540949669617,0.0
2024-05-29,42.492767553867026,27.495788997440897,9.557553654849599,7.629126899711804,0.0,4.726820467480611,3.530615901323708,4.567326525326357,0.0
2024-06-03,42.54520252441078,27.406320685841784,9.56934742760698,7.638541043983624,0.0,4.732653241061758,3.5349725895660677,4.572962487528999,0.0
2024-06-04,42.53491096080052,27.41904294743754,9.571870572828438,7.636693302607879,0.0,4.731508425689265,3.5341174897402947,4.571856300896069,0.0
2024-06-05,42.548290964704286,27.427668024894793,9.574881550463934,7.607639018109326,0.0,4.732996793709238,3.5352292002092,4.573294447909233,0.0
2024-06-06,42.55240958266173,27.420643119712707,9.575808386259215,7.608375427444774,0.0,4.733454941501902,3.5355714056923717,4.573737136727298,0.0
2024-06-07,42.4917407091345,27.446794227483416,9.639484255452665,7.597527826308141,0.0,4.726706243084836,3.530530583408459,4.567216155127986,0.0
2024-06-11,42.510231510669136,27.41522181114432,9.643678995119462,7.600833983618848,0.0,4.728763127213254,3.532066937044255,4.56920363519072,0.0
2024-06-13,42.46506015448943,27.3740154108824,9.631016626254876,7.592757340257103,0.0,4.844488302975748,3.5283137640316884,4.564348401108755,0.0
2024-06-14,42.63310342373373,27.256147171332696,9.614994685473222,7.580126201386111,0.0,4.836429122131215,3.5224441412929735,4.5567552546500485,0.0
2024-06-18,42.614609676441546,27.21540454073348,9.683121884766416,7.576838030290096,0.0,4.8343311351023965,3.5209161457550353,4.5547785869110315,0.0
2024-06-19,42.610502133527355,27.17663574647625,9.682188546669764,7.576107712974051,0.0,4.833865162921739,3.5663611371506345,4.554339560280202,0.0
2024-06-25,42.60434230363551,27.187163187212533,9.680788876836225,7.575012500939046,0.0,4.83316637305462,3.5658455793224517,4.553681178999618,0.0
2024-06-28,42.5930539064544,27.17995970794984,9.70471975038372,7.573005434402188,0.0,4.831885782891473,3.564900777008664,4.552474640909713,0.0
2024-07-04,42.605368818271025,27.187818238303592,9.70752567193594,7.5703761879430935,0.0,4.833282824001861,3.541837363550716,4.553790895993777,0.0
2024-07-09,42.60947537152033,27.224173794036332,9.7084613397214,7.571105864831133,0.0,4.790375066608623,3.542178746435954,4.554229816846226,0.0
2024-07-11,42.61638907924133,27.261853195968612,9.707291783169026,7.570193790696718,0.0,4.753657654056214,3.536933317868486,4.553681178999618,0.0
2024-07-17,42.63566392021064,27.23775964475697,9.707291783169026,7.570193790696718,0.0,4.753657654056214,3.541752028110814,4.553681178999618,0.0
2024-07-19,42.630528316124824,27.23447876821235,9.706122508370417,7.569281936286883,0.0,4.753085060564614,3.5533707371174894,4.553132673323427,0.0
2024-07-22,41.625731836572186,26.592565344437112,9.477350355836988,9.747862962171377,0.0,4.641055411284779,3.4696182116802072,4.445815878017351,0.0
2024-07-25,41.63454609972096,26.431148833624977,9.4793571880608,9.749927075533373,0.0,4.642038156377255,3.616225365611678,4.446757281070964,0.0
2024-07-26,41.63454609972096,26.4146793622136,9.495826659472174,9.749927075533373,0.0,4.642038156377255,3.616225365611678,4.446757281070964,0.0
2024-07-29,41.633566552815104,26.38817790807908,9.495603248663263,9.749697686437205,0.0,4.641928941925822,3.644373001035529,4.446652661043996,0.0
2024-07-30,41.633566552815104,26.350534287668125,9.530894142798534,9.749697686437205,0.0,4.644281668201507,3.644373001035529,4.446652661043996,0.0
2024-07-31,12.58957886502732,7.919040523852661,2.8763591107439366,2.942392533923198,0.0,1.4016126597404421,1.0998470161793032,1.3419695678365937,0.6752450047685716
2024-08-01,40.81517923187582,25.65956972121972,9.325102443766134,9.539181566765455,0.0,4.544002030114625,3.565683457268265,4.35064024159911,2.2006413073908724
2024-08-06,40.82739684618176,25.637316659452576,9.327893819601435,9.542037025037855,0.0,4.545362231521411,3.5667508088280973,4.351942562094967,2.2013000472818987
2024-08-07,40.83021733444585,25.639087767981316,9.321629898040989,9.54269621973366,0.0,4.5456762398055615,3.5669972114786295,4.352243208324474,2.201452120189522
2024-08-09,40.84056245966533,25.546539548351184,9.323991713256298,9.545114046377,0.0,4.54682797479445,3.567900979208005,4.353345933313834,2.2757173450338986
2024-08-12,40.862210124926136,25.35727765852608,9.402680436861438,9.550173463322011,0.0,4.549238034893255,3.643538669283807,4.355653437663755,2.2792281745235203
2024-08-13,40.850912828488475,25.255805459981666,9.450767560376281,9.54753309853713,0.0,4.547980293559917,3.642531329340541,4.354449217238218,2.3500202124777685
2024-08-14,40.870687198697404,25.10437181190498,9.57059514856574,9.552154695485653,0.0,4.550181797511747,3.6442945399524174,4.356557040170821,2.351157767711237
2024-08-15,40.87539820408936,25.038105825452707,9.571698313901079,9.55325573526158,0.0,4.5507062792969,3.6908210502301615,4.357059203582139,2.362955388186081
2024-08-16,40.8801102956451,24.914184858640475,9.665025257025807,9.554357028891925,0.0,4.55123088200595,3.6912465258822325,4.357561482771654,2.386283669136858
2024-08-19,40.90179991724084,24.800528868798306,9.670153196726119,9.559426251725437,0.0,4.553645613152995,3.7670229413773257,4.359873459401804,2.3875497515771786
2024-08-20,40.90179991724084,24.65058613077655,9.762425650893352,9.559426251725437,0.0,4.553645613152995,3.7670229413773257,4.359873459401804,2.4452200354316997
2024-08-21,40.88953773875085,24.5463389633558,9.759498918914106,9.568090976978883,0.0,4.552280450363055,3.765893604580987,4.358566388645478,2.559792958410836
2024-08-22,40.95092226451169,24.375326257298223,9.831889698438367,9.582454864651348,0.0,4.559114461996085,3.771547070131514,4.365109591272848,2.5636357916999266
2024-08-23,40.97458080097369,24.19760255395053,9.9669811684833,9.587990926973617,0.0,4.56174839475679,3.7737260023494623,4.367631441788416,2.56973871072419
2024-08-26,40.99537904593459,24.176804308989635,9.9669811684833,9.587990926973617,0.0,4.56174839475679,3.7737260023494623,4.367631441788416,2.56973871072419
2024-08-27,40.98969562106526,24.171141944008628,9.965599388634855,9.586661688719223,0.0,4.561115973374728,3.773202829037959,4.367025931954527,2.5855566232048233
2024-08-29,41.01243878089877,24.129068251764043,9.97112880807304,9.591980854322987,0.0,4.563646711601248,3.77529639313315,4.369448979192684,2.586991221014081
2024-08-30,41.032297064246656,24.105392186893795,9.970898293092255,9.591759104576807,0.0,4.56354120810668,3.775209114912973,4.369347965208523,2.591555062962304
2024-09-02,41.05507597379175,24.063259610118294,9.976433595928116,9.597083929864539,0.0,4.566074639082332,3.777304906596479,4.3717735906107436,2.592993754007748
2024-09-03,41.04582354291215,24.063259610118294,9.981059811367917,9.597083929864539,0.0,4.566074639082332,3.777304906596479,4.3717735906107436,2.597619969447548
2024-09-04,41.03330885967769,24.06270301387726,9.980828944043102,9.59686194411004,0.0,4.565969023300367,3.777217535486068,4.371672469117372,2.611438210388102
2024-09-05,41.02375979280192,24.0665997283757,9.982445239636753,9.593789202496781,0.0,4.566708436394658,3.777829218152217,4.372380417824672,2.616487964317304
2024-09-09,41.060774653481914,24.029584867695704,9.982445239636753,9.593789202496781,0.0,4.566708436394658,3.777829218152217,4.372380417824672,2.616487964317304
2024-09-10,41.070275969376254,24.0120055862796,9.984755141639825,9.596009170887685,0.0,4.567765156337663,3.7787033942752806,4.373392170961592,2.6170934102420955
2024-09-11,41.10997246611595,23.946434459041917,9.992154017093693,9.603119978884713,0.0,4.571149948955492,3.781503478543221,4.376632929851003,2.6190327215140132
2024-09-12,41.1090205132435,23.945879949376728,9.991922636259606,9.598266356267917,0.0,4.571044098256422,3.781415913096625,4.376531583437,2.6259189500622
2024-09-13,41.13217676500771,23.92272369761251,9.991922636259606,9.598266356267917,0.0,4.571044098256422,3.781415913096625,4.376531583437,2.6259189500622
2024-09-16,41.146070516066246,23.913461196906823,9.991922636259606,9.593635105915075,0.0,4.571044098256422,3.781415913096625,4.376531583437,2.6259189500622
2024-09-17,41.14702332689775,23.522665238849996,10.38118805530267,9.593857263689262,0.0,4.571149948955492,3.781503478543221,4.376632929851003,2.625979757910602
2024-09-19,41.186126601370766,23.521840752316916,10.391053615750566,9.528802456915141,0.0,4.575494052529916,3.785097156930777,4.380792177954175,2.6307931862317404
2024-09-25,41.185171978729215,23.523613382773483,10.39081276923574,9.528581595879574,0.0,4.575388000551272,3.7850094249747857,4.380690638825686,2.63073220903024
2024-09-26,41.18817368797513,23.507111782251258,10.392739854026864,9.530348770891019,0.0,4.576236554059564,3.7857113945183736,4.381503083674051,2.6381748726037406
2024-09-27,41.18530934575448,23.50547703113864,10.398971396616167,9.529686003452756,0.0,4.575918309612196,3.785448125428934,4.381198381543592,2.637991406453232
2024-09-30,12.622240558212761,7.1926728688807895,3.185225122388867,2.918961319246686,0.0,1.4016126597404421,1.159490108083152,1.3419695678365937,0.8080218879354728
2024-10-02,41.208490289572175,23.479977992939176,10.398971396616167,9.529686003452756,0.0,4.575918309612196,3.785448125428934,4.381198381543592,2.640309500835001
2024-10-03,41.26588521958393,23.5126807608424,10.413455019561557,9.542958891087284,0.0,4.443012239732684,3.7907204741292966,4.3873004875103305,2.643986907552522
2024-10-08,41.26109620298375,23.50995205121024,10.412246510191444,9.541851405126401,0.0,4.44249661625199,3.7902805508565827,4.386791329527827,2.6552853338517637
2024-10-09,41.30807655055264,23.47862833689192,10.424102011015158,9.552715864307471,0.0,4.447554892796035,3.7945962068630745,4.3917861794067425,2.6025399581669584
2024-10-10,41.33208735611039,23.43414938920316,10.430161142967098,9.558268492808235,0.0,4.45014008641084,3.7968018605584644,4.394338956800672,2.604052715141139
2024-10-14,41.345076346027966,23.43360454686793,10.429918642449602,9.546421298684365,0.0,4.450036620964899,3.796713585180606,4.3942367887270946,2.6039921710975378
2024-10-15,41.39705018627748,23.463062333062254,10.443029826978597,9.4653052332802,0.0,4.4556306484255535,3.801486336927341,4.399760671642788,2.57467476340578
