date,CITIBANK N.A.,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,DELTA ASIA SECURITIES LTD
2024-10-16,41.38645232734534,23.45705566776598,10.44035635733686,9.462882066190742,0.0,4.454489983937305,3.800513136765736,4.398634310157527,2.5996161505005064
2024-10-17,41.345076346027966,23.43360454686793,10.483393481677497,9.453421578288026,0.0,4.450036620964899,3.796713585180606,4.3942367887270946,2.6435170522659823
2024-10-18,41.31337875147971,23.415638951895648,10.552022236284357,9.446174023058608,0.0,4.446624958222866,3.7938027987345566,4.390867905455182,2.6414903748690697
2024-10-21,41.28939776054554,23.402046981391344,10.545897151451483,9.440690844958548,0.0,4.44404384585604,3.7916006271070604,4.388319158133708,2.6980036305562796
2024-10-22,41.30858032503608,23.378075184391548,10.550796650189428,9.445076877954692,0.0,4.446108495918663,3.7933621597884937,4.3787432156774715,2.6992570910436187
2024-10-23,41.34796035759213,23.377110270159314,10.56085486841691,9.45408099845512,0.0,4.450347031737112,3.796978423629418,4.322463496342368,2.690204553667628
2024-10-24,41.404761129754206,23.4255224617954,10.575362590346355,9.467068316236963,0.0,4.456460589591133,3.8021944319761336,4.1747303224330725,2.6939001578667403
2024-10-25,41.43659915925764,23.44353542588266,10.58349447414363,9.474347981476882,0.0,4.459887367571754,3.8051181145478967,4.101045855238394,2.695971621881149
2024-10-28,41.54519182373635,23.4719757767157,10.596333761837064,9.485841716342911,0.0,4.465297846797918,3.8097342653192263,3.914717757015102,2.710907052235726
2024-10-29,41.5471303849887,23.473071014473888,10.622492031497824,9.48161818932729,0.0,4.465506204323926,3.8099120332606957,3.877571218174694,2.722698923952989
2024-10-30,41.56264539028511,23.481836597505453,10.626458804138982,9.485158923791088,0.0,4.46717376479728,3.811334774249717,3.825338453763188,2.7400532914691778
2024-10-31,12.644251699272516,7.15930113888697,3.23279758855027,2.8784892211690742,0.0,1.359010451237693,1.159490108083152,1.1459994087239482,0.8350032866538805
2024-11-01,41.56846650511316,23.536479395531483,10.627947107790819,9.46314464638348,0.0,4.4677994211095164,3.8118685761085893,3.7675173801832598,2.7567769677796963
2024-11-04,41.56846650511316,23.536479395531483,10.627947107790819,9.46314464638348,0.0,4.4677994211095164,3.8118685761085893,3.7628488332437517,2.761445514719205
2024-11-05,41.56943684944906,23.562706421703535,10.72156831730576,9.463365547214794,0.0,4.467903714200571,3.8119575576225353,3.613539681077578,2.7895219114261667
2024-11-06,41.57428925073847,23.61448350630466,10.734492848441802,9.46447020608592,0.0,4.468425252700654,3.8124025275131492,3.5299158736067864,2.8015205346085605
2024-11-07,41.63163325617123,23.647055297545883,10.784366395212967,9.477524683761839,0.0,4.474588614879171,3.817661028264204,3.3921776803498838,2.774993043814826
2024-11-08,41.629686801389596,23.645949697783024,10.783862180511425,9.47708156943276,0.0,4.474379408952714,3.817482536478465,3.385005947838835,2.7865518576131847
2024-11-11,41.67157573000272,23.61124130964746,10.822793960071309,9.486617667919802,0.0,4.478881651800322,3.8213237917397724,3.31821012656889,2.7893557622497296
2024-11-12,41.67645200733312,23.61400422318562,10.8591654703252,9.429219327573326,0.0,4.479405756509145,3.821770951086434,3.3303001000587846,2.7896821639283704
2024-11-15,41.67742739974801,23.577110608946168,10.894525499766171,9.429440008283116,0.0,4.479510592170237,3.8218603955141046,3.3303780421411946,2.789747453430994
2024-11-18,41.576230528464755,23.531536624984163,10.868072525974927,9.637680641723845,0.0,4.4686339021946315,3.8125805445579064,3.3222915584236996,2.7829736736760715
2024-11-22,41.570407239088055,23.535243875969407,10.873553459062238,9.636330759770056,0.0,4.468008012160825,3.8120465432908186,3.3218262284769353,2.7825838821816635
2024-11-25,41.56943684944906,23.53702881415066,10.873299634663669,9.636105816206875,0.0,4.467903714200571,3.8119575576225353,3.3217486861585233,2.7825189275481095
2024-11-28,41.56361546286905,23.533732687138688,10.885780943450841,9.634756375335565,0.0,4.467278028680298,3.8114237308437446,3.321283508261267,2.7821292634205412
2024-12-02,41.62287564274789,23.305505563987857,11.001806708423514,9.648493327463834,0.0,4.473647342239771,3.816857946644486,3.3260188965554836,2.804794571937161
2024-12-05,41.62151114550908,23.30605030301605,11.002063862831868,9.648718849749299,0.0,4.473751908532015,3.816947161250147,3.3260966383704584,2.8048601307410754
2024-12-06,41.628322240088465,23.305188657477593,11.00386428034377,9.65029780098982,0.0,4.4744840094705705,3.8175717802849745,3.3266409328508995,2.7936302984939037
2024-12-11,41.61762009206467,23.299197169824154,11.117893563732922,9.608085020076947,0.0,4.470996507761421,3.816590327848615,3.325785692914011,2.7438316257772652
2024-12-12,41.62053831393794,23.29381891993812,11.118673148920895,9.608758737694725,0.0,4.471310013429823,3.816857946644486,3.3260188965554836,2.7440240228785227
2024-12-13,41.64682073870588,23.25005831809719,11.125694338516077,9.614826450628462,0.0,4.474133544162552,3.8192682057592506,3.328119201956775,2.741079202173816
2024-12-16,41.6526657859363,23.23928661869479,11.127255807260305,9.61617587211417,0.0,4.47476147977485,3.8198042323430896,3.3285862967692688,2.741463907107226
2024-12-17,41.67118593091688,23.24961956976292,11.132203351118493,9.62045154014045,0.0,4.476751105883892,3.8215026429212733,3.33006629569931,2.6982195635567843
2024-12-18,41.6976875661163,23.199315657606352,11.12491376847111,9.607135959823275,0.0,4.539301581795759,3.8190002488781425,3.3278857037070404,2.6847595136020255
2024-12-19,41.67916777254721,23.189011811949644,11.124647904543181,9.602869004383987,0.0,4.560661496483241,3.8173040613824365,3.3264076419762443,2.699930306734056
2024-12-20,41.674874877624205,23.168431554637724,11.154478740418323,9.594346454279412,0.0,4.556613907570383,3.8139162024922784,3.3234554538557948,2.7138828091218787
2024-12-23,41.6637817290021,23.16356263252208,11.175484955569626,9.592330170806523,0.0,4.555656320166388,3.813114695454492,3.3227570187579563,2.7133124777208324
2024-12-30,41.71413858732131,23.1435674344063,11.16583807873675,9.58404990126422,0.0,4.551723796827288,3.809823147216279,3.3198887559637265,2.710970298264125
2025-01-03,41.718031748938294,23.141060935747227,11.166880181335575,9.584944376290544,0.0,4.547482129841838,3.810178716281026,3.3201985996741588,2.7112233118913367
2025-01-06,41.69954570050825,23.130806694229904,11.203911611119224,9.580697106260985,0.0,4.547799259301101,3.808490354071127,3.318727356915624,2.7100219175937843
2025-01-07,41.62673415022536,23.09041800734116,11.184348468165652,9.73857819365881,0.0,4.539858349900712,3.8018403514809553,3.3129325291839553,2.7052899500433987
2025-01-08,41.62964172986552,23.085045961243853,11.18512968207922,9.739258422176807,0.0,4.54017545379985,3.8021059056693103,3.313163933721634,2.705478911443808
2025-01-10,41.7265592015897,23.048554552267355,11.167448922752635,9.719213977108405,0.0,4.5329986260132475,3.7960957724510935,3.3079266896496673,2.701202258167894
2025-01-13,41.73217854329842,23.04211634864656,11.16770852894452,9.719439916635519,0.0,4.5331040032143655,3.796184019102082,3.308003587986689,2.7012650521718427
2025-01-14,41.73217854329842,23.04211634864656,11.174682535103312,9.712465910476729,0.0,4.5331040032143655,3.796184019102082,3.308003587986689,2.7012650521718427
2025-01-16,41.74188214807109,23.047474122862475,11.17728088262711,9.70309821576928,0.0,4.522531998483405,3.7970667113230854,3.308772768042101,2.7018931528214485
2025-01-23,41.738970592851196,23.057491764334532,11.176501251503085,9.697771316833652,0.0,4.522216545490639,3.7968018605584644,3.3085419764695008,2.701704691958932
2025-01-24,41.73605944377315,23.05588358389935,11.175721729132217,9.69709493076981,0.0,4.528875791210642,3.7965370467386954,3.3083112170907314,2.7015162573854035
2025-02-04,41.76227441372495,23.07036528877086,11.182741347496371,9.703185804120524,0.0,4.466582772455385,3.798921701781064,3.3103892110437565,2.7055394606070893
2025-02-11,41.76421757346161,23.07143873138308,11.183261670037155,9.692005017136424,0.0,4.466790598392207,3.7990984620700385,3.3105432403708903,2.7126447071486006
2025-02-13,41.76810443546587,23.08056592616983,11.184302460392981,9.67662033134479,0.0,4.467206308290935,3.7994520319995297,3.3108513420302086,2.712897164305849
2025-02-14,41.76907626401264,23.078776223169324,11.184562688252338,9.676845479600889,0.0,4.467310247856145,3.7995404347651482,3.3109283764058826,2.712960285937638
2025-02-17,37.92286693350581,20.953620189428836,10.15465795448981,8.785775417666553,9.180807878138697,4.062285676406055,3.4496684917166345,3.0060491510794676,2.4842683075681333
2025-02-18,37.9204637547733,20.952292354840367,10.154014452033234,8.785218661536556,9.154878018537973,4.093713336392845,3.4494498856189457,3.005858657217244,2.4841108790495285
2025-02-19,37.95092654185426,20.91838717142013,10.162171514200763,8.792276123894522,9.132635935374932,4.097001954341809,3.4522209450155703,3.0082733648237334,2.486106449074287
2025-02-20,37.9671720549972,20.912197891653133,10.169731809462847,8.789674687355772,9.11091309862725,4.106356796713697,3.45119951056792,3.007383284469167,2.4853708661530147
2025-02-21,37.96476500089328,20.91087209389068,10.169087065770789,8.789117436936973,9.101882375784454,4.112436290521604,3.450980710391459,3.00719262148625,2.493666404324508
2025-02-25,37.9687769273101,20.89617385075588,10.170161684013076,8.790046226893264,9.096503717371629,4.119211372016102,3.4513453927666986,3.0075104065566514,2.500270422316598
2025-02-26,37.9671720549972,20.895290606849372,10.169731809462847,8.789674687355772,9.09611922442396,4.119037260316519,3.45119951056792,3.007383284469167,2.504391561557247
2025-02-28,12.755727478188042,7.020133924444656,3.4166971219204703,2.953043086048885,3.0453478711381745,1.363270672087968,1.159490108083152,1.0103823783235306,0.8413936179292928
2025-03-03,38.00733460692415,20.917394128091633,10.180489586768173,8.798972608347636,9.067659677657604,4.055693794229964,3.4548502691588587,3.0105645640006466,2.5070407648213395
2025-03-04,38.06289866990218,20.94797389425229,10.195372749989078,8.811836090441517,8.968622786929295,4.027723108422535,3.4599010184397683,3.0022533638267923,2.5234183177965486
2025-03-06,38.06128583118068,20.94708626602075,10.194940741589143,8.811462706622867,8.96188681149669,4.02755244176246,3.4597544120978942,3.0021261493831704,2.5339046398463454
2025-03-07,38.060479463074444,20.940286666677117,10.201080564553857,8.811276026579334,8.959578340082713,4.0274671138560505,3.45968111358597,3.0020625462041153,2.5380881653864007
2025-03-11,38.060479463074444,20.940286666677117,10.203199169032477,8.811276026579334,8.957459735604093,4.0274671138560505,3.45968111358597,3.0020625462041153,2.5380881653864007
2025-03-12,38.05776030706709,20.937625153891755,10.220967358106812,8.81015611240751,8.94361123024393,4.01424521111138,3.459241387728171,3.001680983717586,2.554712255725765
2025-03-13,38.05614799350682,20.936738133302963,10.226889084134633,8.80978287094365,8.941114089505446,4.014075147977451,3.459094837280832,3.0015538177752226,2.554604025572984
2025-03-14,38.05695413321021,20.937181634202524,10.227105719337292,8.80996948772241,8.939185197929447,4.0141601777432,3.4591681109523194,3.0016173993995325,2.55465813950306
2025-03-18,38.058566515079626,20.938068692371854,10.22753901727755,8.816697885233877,8.89931470828148,4.043987569176231,3.459314667608583,3.0017445707295547,2.554766374241244
2025-03-19,38.058566515079626,20.944423832606283,10.22753901727755,8.816697885233877,8.89295956804705,4.043987569176231,3.459314667608583,3.0017445707295547,2.554766374241244
2025-03-20,38.06905032839486,20.950193293980224,10.310876966573053,8.80217487035439,8.804293833972675,4.045101547305376,3.460267588658815,3.002571447109333,2.5554701236512742
2025-03-21,38.06098534407285,20.954229023558348,10.32987773924482,8.800310116657707,8.793954572519533,4.044244586591132,3.459534525879161,3.0019353479306625,2.554928743545786
2025-03-24,38.05937275724998,20.961814924142804,10.329440077829238,8.797818835772112,8.791463560908806,4.044073238018051,3.4593879505937544,3.0018081604356093,2.5548204950496434
2025-03-25,38.08872848817916,20.954127956852627,10.328783655237912,8.79514145540357,8.776076842422203,4.041697952049617,3.4591681109523194,3.0016173993995325,2.55465813950306
2025-03-28,38.09114913156652,20.957578074233933,10.329440077829238,8.795700410817679,8.774516161273318,4.035599538200307,3.4593879505937544,3.0018081604356093,2.5548204950496434
2025-03-31,12.76708806712211,7.024394145294933,3.462139477656736,2.947362791581852,2.9409724603064396,1.3526201199622807,1.159490108083152,1.0061221574732557,0.856304390905255
2025-04-01,38.090342216251784,20.961370873231434,10.329221261028446,8.793395704374298,8.774330283671006,4.035514048863656,3.459314667608583,3.0017445707295547,2.554766374241244
2025-04-02,38.08953533512338,20.960926841133038,10.339594129516962,8.793209430777488,8.765671073128702,4.0354285631489075,3.459241387728171,3.001680983717586,2.554712255725765
2025-04-03,38.080360294837355,20.973771730904982,10.336528656961553,8.790602428815287,8.746130578416556,4.059644629255336,3.4582157952915833,3.000791048333235,2.5539548371841083
2025-04-08,38.07390994349601,20.97868842205496,10.334777774328852,8.789113407342567,8.753118483727818,4.058956974674946,3.4576300154638426,3.0002827507117362,2.553522228199262
2025-04-09,38.06645124894136,20.98749765047155,10.333902555427382,8.788369085756825,8.75237721043573,4.060730403874149,3.4573371999616707,3.000028666470109,2.5533059786612218
2025-04-10,38.10354543416389,20.970626272638622,10.325595363335932,8.781304313297984,8.745341371036826,4.070158877086321,3.454557924262974,2.997617010827088,2.5512534333503654
2025-04-11,38.12629940586445,20.96220075152651,10.321446773751731,8.77777618476612,8.741827691597962,4.0706381969826015,3.453169961388358,2.996412636428232,2.550228397694035
2025-04-15,38.09407764845051,21.028998128497342,10.312723788324679,8.77035780482191,8.734439692877324,4.067197970195658,3.4502515767945505,2.993880272086882,2.5480731179511498
2025-04-17,38.090053757818595,21.026776828132792,10.311634451734768,8.769431388885685,8.73351707098372,4.066768350663682,3.4498871255240484,2.9935640274755517,2.558366998781153
2025-04-22,38.23476752201739,21.025563461236874,10.307932428113418,8.766283038127186,8.677585401990992,4.065308322908897,3.448648566914405,2.992489295356835,2.481421963334002
2025-04-23,38.23172465411434,21.040570992744602,10.30597360919081,8.76461717921554,8.671713503984153,4.064535791373142,3.4479932193830347,2.9919206318835023,2.4809504181108792
2025-04-28,38.277287565581176,21.03291226565746,10.30118851782802,8.760547743803343,8.648693002675522,4.06264861643494,3.4463923068250684,2.9905314750588623,2.4797985061356123
2025-04-30,12.877853809229256,7.0762268323066095,3.4656896616986317,2.947362791581852,2.903340509462345,1.3668208561298638,1.159490108083152,1.0061221574732557,0.8484939860130843
2025-05-02,38.26759606659639,21.027586902737728,10.300690272844228,8.758329644116426,8.62118403417483,4.061619986731901,3.445519708225036,2.989774296726807,2.5276990878466585
