date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,HANG SENG BANK LTD
2024-03-01,64.76108510212009,7.750195813110413,10.930888254971086,0.7933023835102462,5.533427179512141,3.773063180588691,2.871325464722569,2.2433912257909743,1.34332139567379,0.0
2024-03-04,64.61794302691423,7.765245522160375,10.98898149474674,0.8140496378767782,5.542729514291753,3.7805231517470186,2.891412859671539,2.253493271530916,1.3456215210606408,0.0
2024-03-05,64.63519656609427,7.757598817518193,10.969843225713209,0.8115346109737755,5.5280812709059814,3.768071545209269,2.927757806795845,2.256145709875936,1.3457704469135194,0.0
2024-03-06,64.6583474804384,7.751802252734831,10.950864891040322,0.8124071191076835,5.521150583869733,3.7759945658348,2.928297970404276,2.2565619628204123,1.3445731737495432,0.0
2024-03-07,64.66147230690173,7.761574119923862,10.932512574558771,0.8083353780012835,5.519345773834116,3.780847741872283,2.9335962211579134,2.257301848737842,1.3450140350122082,0.0
2024-03-08,64.6895005227185,7.7612935417418925,10.948995639293118,0.805414185021865,5.522761216344166,3.7807110655525915,2.89203013997249,2.2550512691135083,1.344242420241863,0.0
2024-03-11,64.72237865923822,7.7548544293541095,10.92871623076074,0.7838774147044564,5.523116380446616,3.779279832656056,2.9099500174378377,2.264169169105524,1.3336578662964518,0.0
2024-03-12,64.725853924702,7.748218221474729,10.922027591551917,0.7867569540655351,5.515070795868945,3.769816811380653,2.9229181454666313,2.2757017208565644,1.333635834633031,0.0
2024-03-13,64.7912909138784,7.753285511678778,10.852139625151718,0.7873449695683208,5.512679749300678,3.76973969000347,2.9251027098025766,2.2774025611029267,1.331014269513133,0.0
2024-03-14,64.8297837819301,7.731735280537919,10.847578770776455,0.805151723879575,5.485411162573585,3.7611725969280148,2.9190045108426395,2.296852633336788,1.3233095391949217,0.0
2024-03-15,64.79733270741144,7.72968423191303,10.848329760306312,0.7973557887632311,5.485799144050861,3.7554227610057707,2.965903416770852,2.2951473954141624,1.3250247943643298,0.0
2024-03-18,64.9562584817032,7.56630691480676,10.91971271862274,0.7913888064424985,5.487407441947368,3.7471499730480704,2.8960757523447564,2.3198987239543345,1.315801187130273,0.0
2024-03-19,64.73400668824306,7.649940897966902,10.837042142886935,0.791023074275036,5.560436219241363,3.7896163361410844,2.9640946855646257,2.3533119736576267,1.320527982023381,0.0
2024-03-20,64.7395240907477,7.648647062280525,10.8706279542207,0.7953634110355493,5.562227770837021,3.779808837006499,2.9800778912216868,2.2952282102514805,1.328494772398843,0.0
2024-03-21,64.77113793448875,7.6472627690393455,10.860099632193325,0.8066369649895161,5.563485776217264,3.7798744428902458,2.9505563996426503,2.288072273851506,1.3328738066873926,0.0
2024-03-22,64.79211915658153,7.648977637492946,10.827021831353996,0.8072413061274212,5.566264301681605,3.7792737827930107,2.9814395482202976,2.2613378167701046,1.3363246189790818,0.0
2024-03-25,64.76923832599184,7.543198703142545,10.918076356932897,0.8706200524134524,5.562110102327353,3.7845956276735455,2.9543861231811217,2.2571997411077898,1.3405749672294545,0.0
2024-03-26,64.76663428759544,7.545024216891551,10.886690549399265,0.8792853183587135,5.561294988702008,3.792101119863277,2.971722055932475,2.256136216243664,1.3411112470136128,0.0
2024-03-27,64.70521391584825,7.556356875367134,10.849533622360463,0.9338300992080957,5.5881477111943285,3.805082998361458,2.9485901445146023,2.263933747574262,1.3493108855714075,0.0
2024-03-28,64.65511555599588,7.6285587357943845,10.834701903869213,0.9630879338283154,5.597443635049802,3.8085916561906443,2.982161139661867,2.1737590433453473,1.3565803962645444,0.0
2024-04-02,64.60477089452866,7.748792855067359,10.819327562113692,0.9073088546949817,5.607101296801228,3.8119064462700107,2.9871143270902287,2.1583763671401095,1.3553013962937277,0.0
2024-04-03,63.969374165553496,8.246598958327887,10.875730750929536,0.9172135690153956,5.624902465802105,3.823863369225185,2.9841301323533678,2.175667274247279,1.3825193145457544,0.0
