date,J.P. MORGAN BROKING (HONG KONG) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,EAST ASIA SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EVERBRIGHT SECURITIES INVESTMENT,CELESTIAL SECURITIES LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-13,79.87220447284345,0.0,20.12779552715655,0.0,0.0,0.0
2024-03-15,79.87220447284345,0.0,20.12779552715655,0.0,0.0,0.0
2024-03-19,93.55986479274151,0.0,4.483188044831881,1.9569471624266144,0.0,0.0
2024-03-20,93.55986479274151,0.0,4.483188044831881,1.9569471624266144,0.0,0.0
2024-03-25,87.7594357167493,0.0,8.521055799390002,3.7195084838607144,0.0,0.0
2024-03-26,87.10826210826211,0.0,8.974358974358974,3.917378917378917,0.0,0.0
2024-03-27,87.10826210826211,0.0,8.974358974358974,3.917378917378917,0.0,0.0
2024-03-28,58.77988458367683,0.0,20.774938169826875,9.068425391591097,11.376751854905194,0.0
2024-04-02,86.18402873722023,0.0,6.963249516441006,3.0395136778115504,3.8132080685272176,0.0
2024-04-03,81.62569932588366,0.0,9.260647539754636,4.042346148305596,5.07130698605611,0.0
2024-04-08,81.62569932588366,0.0,9.260647539754636,4.042346148305596,5.07130698605611,0.0
2024-04-10,19.34477379095164,0.0,39.31357254290172,17.160686427457097,21.528861154446176,2.65210608424337
2024-04-11,20.967347437935675,0.0,38.52268558150911,16.815457991928582,21.095756389874037,2.598752598752599
2024-04-12,20.967347437935675,0.0,38.52268558150911,16.815457991928582,21.095756389874037,2.598752598752599
2024-05-03,21.0639474169175,0.0,38.700165857853676,16.892929541126605,21.192947969777013,2.1500092143252045
2024-05-07,21.25984251968504,0.0,38.13007626015252,17.050034100068203,21.39004278008556,2.17000434000868
2024-05-17,0.1218984703708073,0.0,48.36616727615902,21.627147969014196,27.13224017930872,2.7525461051472613
2024-05-20,0.1218984703708073,0.0,48.36616727615902,21.627147969014196,27.13224017930872,2.7525461051472613
2024-05-21,0.11301082716634464,0.0,44.83977981116256,27.341329153147896,25.154022820896067,2.551857387627137
2024-05-24,11.755233494363928,0.0,39.61352657004831,24.154589371980677,22.22222222222222,2.254428341384863
2024-05-27,11.755233494363928,0.0,39.61352657004831,24.154589371980677,22.22222222222222,2.254428341384863
2024-06-27,12.739965095986038,0.0,42.93193717277487,19.19720767888307,22.68760907504363,2.4432809773123907
2024-06-28,12.784588441331,0.0,42.73204903677758,19.264448336252187,22.76707530647986,2.4518388791593697
2024-07-04,13.443830570902392,0.0,41.25230202578269,20.257826887661142,22.467771639042358,2.578268876611418
2024-07-05,28.024502297090354,0.0,34.30321592649311,16.84532924961715,18.68300153139357,2.1439509954058193
2024-07-09,28.024502297090354,0.0,34.30321592649311,16.84532924961715,18.68300153139357,2.1439509954058193
2024-07-22,44.52554744525548,15.571776155717762,18.248175182481752,10.218978102189782,8.02919708029197,3.40632603406326
2024-07-25,44.85294117647059,15.686274509803921,17.647058823529413,10.294117647058822,8.088235294117647,3.431372549019608
2024-07-29,43.05882352941177,15.058823529411763,16.941176470588236,9.88235294117647,11.76470588235294,3.294117647058824
2024-07-31,43.46793349168646,15.201900237529692,17.102137767220903,9.97624703087886,10.926365795724466,3.32541567695962
2024-08-01,43.7799043062201,15.311004784688995,17.22488038277512,9.330143540669857,11.004784688995215,3.349282296650718
2024-08-05,46.92307692307692,16.41025641025641,11.282051282051283,10.0,11.794871794871794,3.5897435897435894
2024-08-19,47.286821705426355,16.5374677002584,10.594315245478036,10.077519379844961,11.886304909560723,3.6175710594315245
2024-08-21,49.863760217983646,17.43869209809264,11.1716621253406,10.626702997275205,7.084468664850137,3.8147138964577656
2024-08-27,50.0,17.48633879781421,10.92896174863388,10.655737704918032,7.103825136612022,3.825136612021858
2024-08-28,49.59349593495935,17.344173441734416,10.840108401084011,10.569105691056912,7.8590785907859075,3.7940379403794036
2024-09-05,50.0,17.48633879781421,10.92896174863388,10.655737704918032,7.103825136612022,3.825136612021858
2024-10-16,50.0,17.48633879781421,10.92896174863388,10.655737704918032,7.103825136612022,3.825136612021858
