date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA CONSTRUCTION BANK (ASIA),FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,21.928366519946902,21.919755257458252,15.565710193530357,5.177961293928597,7.28236693914623,0.0,0.8007405854817299,2.1794998952001676,0.0,0.5798270104101166,75.43422769510235
2024-03-04,21.940942499825333,21.919894990568014,15.569622720603645,5.191934604904632,7.085706630336058,0.0,0.8035352476769372,2.1794998952001676,0.0,0.5798270104101166,75.2709635995249
2024-03-05,21.726032977013904,21.925204848738908,15.682806539509537,5.172232236428422,7.1650918046531125,0.0,0.8042339132257388,2.1800588276392094,0.0,0.5812243415077203,75.23688548871655
2024-03-06,21.77773422762524,21.92953657514148,15.768183469573117,5.169018374903934,7.0891258995318935,0.0,0.7940333962132328,2.1799190945294487,0.0,0.5798270104101166,75.28737804792846
2024-03-07,21.70563194298889,21.95287200447146,15.870188639698176,5.188161810941103,7.109715363655418,0.0,0.7993432543841263,2.176146300565919,0.0,0.5798270104101166,75.38188632711521
2024-03-08,21.710382868720743,21.955247467337387,15.87913155872284,5.186764479843499,7.099179766645706,0.0,0.799622720603647,2.176146300565919,0.0,0.5798270104101166,75.38630217284987
2024-03-11,21.488626423531056,21.96950024453294,15.983512191713828,5.191375672465591,7.169713686858101,0.0,0.8026968490183748,2.170696709285265,0.0,0.5798270104101166,75.35594878781528
2024-03-12,21.6929162300007,21.756966184587437,15.904143785369943,5.153787465940055,7.114700412212674,0.0,0.7468036051142318,2.1690199119681406,0.0,0.5798270104101166,75.1181646056033
2024-03-13,21.591889191643958,21.766747502270665,16.09809334171732,5.068270802766715,7.058191015161043,0.0,0.7560259903584154,2.166784182211975,0.0,0.5792148396562565,75.08521686578635
2024-03-14,21.557794312862434,21.797524069028157,16.483197792216867,4.67925382519388,7.0259126668064,0.0,0.7477817368825543,2.1662252497729337,0.0,0.5792148396562565,75.03690449241948
2024-03-15,21.479962970725914,21.781978760567316,16.542304897645497,4.682886886047649,7.072904771885698,0.0,0.7515545308460839,2.1656663173338924,0.0,0.5792148396562565,75.05647397470831
2024-03-18,21.52928875847132,21.714767134772583,16.71166142667505,4.681489554950045,7.087116048347656,0.0,0.7606371829805072,2.1691596450779014,0.0,0.5206666666666667,75.17478641794173
2024-03-19,21.43119611541955,21.645459512331445,16.755397890030043,4.678694892754838,7.252129672325857,0.0,0.7644099769440369,2.070647802696849,0.0,0.5206666666666667,75.1186025291693
2024-03-20,21.36985328023475,21.586492140012574,16.85614546216726,4.686380213791658,7.117638091245721,0.0,0.7631523789561937,2.0681326067211625,0.0,0.5792148396562565,75.02700901278558
2024-03-21,21.349452246209736,21.58705107245162,16.835325228812966,4.683585551596451,7.11112212673793,2.114161950674212,0.7810382170055195,2.068272339830923,0.0,0.5792148396562565,77.10922357297562
