date,CHINA SECURITIES (INTERNATIONAL),BOCOM INTERNATIONAL SECURITIES LTD,LEGO SECURITIES LTD,THE CORE SECURITIES COMPANY LTD,ABCI SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,LONG BRIDGE HK LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-15,0.0,82.33542868822148,0.0,0.0,0.0,17.66457131177851,0.0,0.0
2024-03-18,0.0,82.31911147361974,0.0,0.0,0.0,17.680888526380254,0.0,0.0
2024-03-19,0.0,82.29301737835736,0.0,0.0,0.0,17.706982621642645,0.0,0.0
2024-03-20,0.0,82.26693982083515,0.0,0.0,0.0,17.733060179164852,0.0,0.0
2024-03-21,0.0,82.27019861165515,0.0,0.0,0.0,17.729801388344857,0.0,0.0
2024-03-22,0.0,68.38976112622429,0.0,0.0,0.0,14.74049160211881,16.869747271656895,0.0
2024-03-25,0.0,56.29998777250892,0.0,0.0,18.178735065680037,11.63372221968086,13.887554942130183,0.0
2024-03-26,0.0,56.273940622003636,0.0,0.0,18.143110021138366,11.701819482441673,13.88112987441632,0.0
2024-03-27,0.0,56.29079190767966,0.0,0.0,18.14854299289471,11.67537850730953,13.8852865921161,0.0
2024-03-28,0.0,56.25097784897603,0.0,0.0,18.13570666333499,11.737849855569362,13.87546563211962,0.0
2024-04-03,0.0,56.258630024138036,0.0,0.0,18.138173777852494,11.725842998819344,13.877353199190129,0.0
2024-04-05,0.0,56.273940622003636,0.0,0.0,18.143110021138366,11.701819482441673,13.88112987441632,0.0
2024-04-08,0.0,56.26934656770251,0.0,0.0,18.141628866065396,11.709027910206,13.879996656026083,0.0
2024-04-10,0.0,56.07661507603435,0.0,0.0,18.07949089208981,12.01143857941867,13.832455452457168,0.0
2024-04-11,0.0,56.15733110536287,0.0,0.0,18.105514301582552,11.884788864656679,13.852365728397897,0.0
2024-04-12,0.0,56.169534845282364,0.0,0.0,18.1094488722485,11.865640249534119,13.855376032935018,0.0
2024-04-16,0.0,56.13446338021949,0.0,0.0,18.09814158787842,11.92067010027689,13.846724931625198,0.0
2024-04-17,0.0,56.131491943800214,0.0,0.0,18.097183576101035,11.925332514645696,13.845991965453047,0.0
2024-04-18,0.0,56.13164431750249,0.0,0.0,18.09723270244289,11.925093428480405,13.846029551574212,0.0
2024-04-22,0.0,56.1164110411146,0.0,0.0,18.09232138813945,11.948995621458259,13.842271949287685,0.0
2024-04-23,0.0,56.08444805823187,0.0,0.0,18.082016300053645,11.999148022396664,13.834387619317814,0.0
2024-04-24,0.0,56.09966398396282,0.0,0.0,18.08692202038456,11.97527305394622,13.838140941706403,0.0
2024-04-25,0.0,55.96907620976922,0.0,0.0,18.044819613330386,12.180175407179036,13.805928769721357,0.0
2024-04-26,0.0,55.91247520651306,0.0,0.0,18.02657105604023,12.268986774354447,13.79196696309227,0.0
2024-04-29,0.0,55.93667552169739,0.0,0.0,18.03437340604598,12.231014601531475,13.797936470725155,0.0
2024-04-30,0.0,55.95181135973084,0.0,0.0,18.039253305545955,12.207265296894377,13.801670037828828,0.0
2024-05-02,0.0,55.95332539406108,0.0,0.0,18.039741440748962,12.20488965951899,13.802043505670964,0.0
2024-05-03,0.0,55.95181135973084,0.0,0.0,18.039253305545955,12.207265296894377,13.801670037828828,0.0
2024-05-06,0.0,55.92608530658314,0.0,0.0,18.030959047004448,12.24763147100147,13.795324175410945,0.0
2024-05-07,0.0,55.942728874129145,0.0,0.0,18.036325048990335,12.221516421737293,13.799429655143234,0.0
2024-05-08,0.0,55.95332539406108,0.0,0.0,18.039741440748962,12.20488965951899,13.802043505670964,0.0
2024-05-09,0.0,55.96241132102764,0.0,0.0,18.042670806824557,12.190633134907527,13.804284737240282,0.0
2024-05-10,0.0,55.95483951033191,0.0,0.0,18.040229602370182,12.20251389357247,13.802416993725434,0.0
2024-05-13,0.0,55.92608530658314,0.0,0.0,18.030959047004448,12.24763147100147,13.795324175410945,0.0
2024-05-14,0.0,55.92759794894059,0.0,0.0,18.03144673342574,12.245258017739443,13.795697299894236,0.0
2024-05-16,0.0,55.929110673125635,0.0,0.0,18.031934446228814,12.242884436083553,13.796070444561995,0.0
2024-05-20,0.0,55.83246101357018,0.0,0.0,18.000773923481727,12.394535253354581,13.772229809593508,0.0
2024-05-21,0.0,55.88376451564622,0.0,0.0,18.017314529530406,12.314036076694444,13.784884878128933,0.0
2024-05-22,0.0,55.94613446066218,0.0,0.0,18.037423033785295,12.216172792143572,13.800269713408946,0.0
2024-05-23,0.0,55.941593770752654,0.0,0.0,18.035959083763494,12.223297487035637,13.799149658448215,0.0
2024-05-24,0.0,56.06642786858886,0.0,0.0,18.0897636205096,12.013865943592371,13.829942567309168,0.0
2024-05-27,0.0,56.336801296858575,0.0,0.0,18.204244338181848,11.562318606611724,13.896635758347855,0.0
2024-05-28,0.0,56.48916735159102,0.0,0.0,18.25347874314173,11.323133912177422,13.93421999308983,0.0
2024-05-29,0.0,56.58036393981472,0.0,0.0,18.296628740591526,11.166291804220537,13.956715515373228,0.0
2024-05-30,0.0,56.540139349576975,0.0,0.0,18.28362114674492,11.229446214384362,13.94679328929374,0.0
2024-05-31,0.0,56.59120341799725,0.0,0.0,18.24539775414058,11.204009531290058,13.95938929657212,0.0
2024-06-03,0.0,56.59739927042844,0.0,0.0,18.247395340076295,11.194287757936664,13.960917631558607,0.0
2024-06-04,0.0,56.60669559330187,0.0,0.0,18.250392539256246,11.179701105817484,13.963210761624396,0.0
2024-06-05,0.0,56.61390234431216,0.0,0.0,18.252716045927883,11.168393154132966,13.964988455626992,0.0
2024-06-06,0.0,56.21313021640392,0.0,0.0,18.137096951621196,10.97488171171469,13.866129731747876,0.8087613885123255
2024-06-07,0.0,56.23606209320877,0.0,0.0,18.15809406674081,10.911367994930536,13.871786352853025,0.8226894922668587
2024-06-11,0.0,56.24065071394073,0.0,0.0,18.132377123141477,10.931297311786487,13.872918230941188,0.8227566201901108
2024-06-12,0.0,56.26360505453629,0.0,0.0,18.139777762270082,10.8323621318897,13.87858039320434,0.8856746580995833
2024-06-13,0.0,56.1554247500077,0.0,0.0,18.10489967935127,10.95764085384196,13.851895486471005,0.9301392303280639
2024-06-14,0.0,56.2733280380884,0.0,0.0,18.142912519821618,10.740752728166338,13.880978767939817,0.9620279459838208
2024-06-17,0.0,56.29784180198638,0.0,0.0,18.15081592787368,10.66919818277042,13.88702559417266,0.9951184931968594
2024-06-18,0.0,56.29929975491944,0.0,0.0,18.186466642738548,10.619226744184445,13.91430163464083,0.9807052235167285
2024-06-19,0.0,56.257862918736855,0.0,0.0,18.173081225117095,10.712271491072407,13.904060572319638,0.9527237927540017
2024-06-20,0.0,56.286708781667784,0.0,0.0,18.182399357425272,10.666489773738029,13.911189791323771,0.9532122958451428
2024-06-21,0.0,56.242224872410894,0.0,0.0,18.168029638168363,10.737090877418087,13.900195648697085,0.952458963305566
2024-06-24,0.0,56.25602269723268,0.0,0.0,18.172486774970345,10.715192135219507,13.903605763872726,0.9526926287047467
2024-06-25,0.0,56.23149790933717,0.0,0.0,18.16456448750099,10.754115807213877,13.89754449316795,0.9522773027800125
2024-06-27,0.0,56.22383829773686,0.0,0.0,18.162090189037748,10.752650928040273,13.895651429725339,0.9657691554597737
2024-07-03,0.0,56.21771211073015,0.0,0.0,18.16011123554934,10.762375378857266,13.894137350256273,0.9656639246069755
2024-07-04,0.0,56.206994495264354,0.0,0.0,18.156649104457003,10.779388069517587,13.891488504976767,0.9654798257842993
2024-07-05,0.0,56.15346765729585,0.0,0.0,18.13935823125888,10.864354314041755,13.878259413810726,0.9645603835927947
2024-07-08,0.0,56.04671924682734,0.0,0.0,18.104875095329977,11.033802237563249,13.851876677457998,0.962726742821439
