date,INTERACTIVE BROKERS HONG KONG LTD,MERRILL LYNCH FAR EAST LTD,KGI ASIA LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT,IMAGI BROKERAGE LTD
2024-03-01,40.88185178158618,42.42914966204199,0.0,0.0,7.53204645064877,0.0,5.059066585476668,0.0,4.0978855202463915,0.0
2024-03-04,40.88587877078953,42.42479267310869,0.0,0.0,7.522618804734969,0.0,5.058479526349343,0.0,4.108230225017469,0.0
2024-03-05,38.43775589079621,39.88327797344371,0.0,5.9852052295576215,7.0718755447619435,0.0,4.751230988872405,0.0,3.87065437256811,0.0
2024-03-06,37.43451276174147,38.84018194430087,0.0,5.828988616923013,6.887296336496784,0.0,4.626614784133299,2.6094391612448256,3.772966395159733,0.0
2024-03-07,37.49007989273061,38.839330409291186,0.0,5.829425667023937,6.859501115527075,0.0,4.609504585777903,2.6081989460112305,3.7639593836380527,0.0
2024-03-08,34.3965626299809,35.630830313090044,8.273596456891305,5.347859362550023,6.292547845497921,0.0,4.2117326498646666,2.389674303720008,3.4571964384051337,0.0
2024-03-11,34.39413022183512,35.630329368003146,8.273480135787931,5.3478816161085785,6.29190257200562,0.0,4.208805892217389,2.389640706534895,3.4638294875073234,0.0
2024-03-12,34.403341061832585,35.63698663990164,8.275025976306043,5.3488808294931,6.28929119038798,0.0,4.19775796946665,2.38312583614607,3.4655904964659277,0.0
2024-03-13,34.43913938701709,35.62706612993766,8.27272240113344,5.348226955586514,6.240216343306507,0.0,4.209673120229405,2.3824624292244407,3.480493233564948,0.0
2024-03-14,34.43981049409085,35.62776038584888,8.272883609648561,5.348609557390373,6.240337944873919,0.0,4.209755153098387,2.379725033534618,3.4811178215144074,0.0
2024-03-15,34.43731794250905,35.62518185741821,8.272284866832283,5.349335904656538,6.238216133392216,0.0,4.21501771704969,2.380387889190185,3.4822576889518237,0.0
2024-03-18,34.47878071730196,35.60734489888758,8.268143066161235,5.346657577761825,6.2328669768211675,0.0,4.211516211641423,2.3697248100426194,3.4849657413821884,0.0
2024-03-19,34.482742992597096,35.60655237480766,8.267959039452847,5.343756410456012,6.232728249904569,0.0,4.2114224745762145,2.36939384981497,3.4854446083906288,0.0
2024-03-21,34.48240721748012,35.606205656616154,8.267878530343866,5.343704375719851,6.231832917437096,0.0,4.211242359025064,2.3693707778830984,3.487358165494741,0.0
2024-03-22,34.482781367312555,35.606592000173784,8.26796824059371,5.343762357347528,6.229424406026857,0.0,4.2112880529237815,2.369396486635794,3.4887870889859895,0.0
2024-03-25,34.482469575221685,35.608773975304885,8.271232053487655,5.343714039237085,6.224638436733003,0.0,4.206589885121923,2.3693750626364714,3.493206972257288,0.0
