date,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CAITONG INTERNATIONAL SECURITIES CO LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA CONSTRUCTION BANK (ASIA),CHINA MERCHANTS BANK CO LTD,CELETIO INVESTMENTS LTD
2024-09-19,25.046674804837764,20.645480066609906,13.156567469883637,13.048856381796483,8.283581068835934,7.63808390522792,6.162612968415006,6.018143334393347
2024-09-20,24.950924903132258,20.733800943199423,13.158367218519265,13.050641396126657,8.284714218782597,7.639128754586897,6.16345598117705,6.018966584475853
2024-09-23,24.86758194751678,20.57251635201047,13.114414650856029,13.433104172276398,8.257040993356943,7.613611962275341,6.142868342030546,5.998861579677493
2024-09-24,24.8822116081462,20.584619214812264,13.122129893781556,13.441006901044108,8.2030683812132,7.618091069227005,6.146482206833517,6.002390724942151
2024-09-25,24.88097059955692,20.583592550074624,13.121475423183673,13.44033652634931,8.207646783744394,7.617711114398242,6.146175648986785,6.002091353706057
2024-09-26,24.947160335523854,20.210931238980606,13.15638189880857,13.600042741892398,8.266923118021051,7.637976171394989,6.162526045840679,6.018058449537853
2024-09-27,24.818667069700094,20.245579227109193,13.178936137327074,13.623357556726884,8.280924002652828,7.651070100842559,6.1730905827615015,6.028375322879867
2024-09-30,24.818709574386556,20.2456138998817,13.17895870769908,13.623380888219257,8.280766923686546,7.65108320413835,6.17310115485544,6.02838564713307
2024-10-03,24.81323829304166,20.24115075689216,13.17605340794099,13.628938775719865,8.241058296363391,7.70076348425517,6.171740295497001,6.02705669028976
2024-10-04,24.763629031293412,20.19897368947186,13.14971044235932,13.601690353603793,8.22458189722199,7.639229463963787,6.40717836374728,6.01500675833856
2024-10-07,24.79731625850433,20.25468508302419,13.167598663947105,13.61334889323897,8.236625781987925,7.739455996495599,6.167780044078794,6.023189278723084
2024-10-08,24.960471108600245,20.387951525005686,13.254235361392244,12.889088303581886,8.446695419126817,7.790378030548341,6.208361178667144,6.062819073077638
2024-10-09,24.813225500990594,20.23311923259354,13.176955888169891,12.81222548900415,8.626901349844946,8.020644083062638,6.289458948994252,6.027469507339985
2024-10-10,24.805367542084774,20.2284235284451,13.172782953140993,12.807312154856909,8.624169345644649,8.018104071019449,6.318279702419469,6.025560702388655
2024-10-14,24.80112206860433,20.224961405358407,13.17052841284457,12.805120165400716,8.622693306953197,8.016731761250638,6.334313460373315,6.024529419214826
2024-10-16,24.805792169375934,20.228769805946236,13.17300844962408,12.807531395078128,8.624316977307897,8.018241327837197,6.316676024705221,6.025663850125306
2024-10-18,24.806216811205186,20.227404229677585,13.173233953827559,12.807750642805543,8.624464614025658,8.01837858935425,6.316784157710756,6.025767001393459
2024-10-21,24.796878048112696,20.25743611155793,13.168274644151559,12.802928926140272,8.621217773427475,8.01535992114693,6.314406086471427,6.023498488991715
2024-10-22,24.794756582504604,20.255703012176006,13.167148049032559,12.801833587713116,8.620480196020724,8.014674177144148,6.322421239228785,6.02298315618006
2024-10-24,24.803032351818537,20.21967263061142,13.17154286046834,12.806106467796239,8.623357461834576,8.026763294781363,6.3245314797349685,6.024993452954557
2024-10-25,24.7357136882642,20.317570324142274,13.135793575875306,12.771349025217516,8.608487546579768,8.040824617674621,6.381620387045234,6.008640835201076
2024-10-28,24.696507729828397,20.345869556695916,13.114973421524901,12.75110651330287,8.599956029197976,8.09625174477165,6.396217829308074,5.999117175370215
2024-10-29,24.724740352475674,20.368275483165355,13.129966233451576,12.765683358841665,8.60978735093835,7.992042082776672,6.4035298754613255,6.005975262889386
2024-10-30,24.6784222295264,20.347149014872706,13.105369194952852,12.741768750117085,8.763962853147996,7.977070180846517,6.39153381484137,5.994723961695076
2024-10-31,24.696718182252006,20.362233872122275,13.115085181372582,12.751215172442002,8.770460231649704,7.982984177193616,6.3221348858453705,5.999168297122445
2024-11-04,24.613658599557013,20.409255207837916,13.070976749874305,12.861202456822166,8.740963568914676,7.956135940536208,6.368815480153824,5.978991996303896
2024-11-05,24.630393250023797,20.423131314504833,13.079863613494513,12.869946696400646,8.746906487537565,7.961545260466949,6.30515630736596,5.983057070205736
2024-11-06,24.634236298308174,20.422089952036004,13.079196679572641,12.86929046600879,8.746460488342132,7.961139306340698,6.3048348114583295,5.9827519979332315
2024-11-08,24.661327013251093,20.377334752404884,13.083199303612172,12.873228852490232,8.749137165959965,7.963575652268531,6.307614361638823,5.984582898374302
2024-11-11,24.665310848978798,20.364472361894496,13.08531278748068,12.875308417349252,8.750550517528987,7.964862102798414,6.308633305162707,5.985549658806665
2024-11-15,24.664052656547298,20.363433557836675,13.084645297757405,12.874651640075971,8.75520520716257,7.964455810362975,6.308311497960426,5.985244332296684
2024-11-18,24.603810005207336,20.328961094252765,13.052685678810896,12.843204936621474,8.962807415109413,7.945002400123484,6.2929032673907175,5.970625202483916
2024-11-22,24.605896831737923,20.330685340023717,13.053792771198788,12.844294261437177,8.955085894389002,7.9456762730639205,6.293437013891364,5.971131614258112
2024-11-29,24.605688133155105,20.330512902284617,13.053682053509027,12.844185320640264,8.95585810540315,7.945608880625878,6.293383635166953,5.971080969215007
2024-12-02,24.606536298065507,20.330512902284617,13.053682053509027,12.844185320640264,8.95500994049275,7.945608880625878,6.293383635166953,5.971080969215007
2024-12-04,24.606494557335,20.33047841508781,13.053659910196453,12.844163532702638,8.955164382562437,7.945595402275453,6.293372959530728,5.971070840309478
2024-12-06,24.60670326240365,20.330650852241885,13.053770627510586,12.844272473129953,8.954392166974271,7.945662794484855,6.293426338074042,5.971121485180762
2024-12-11,24.603781713576243,20.34010997771272,13.052220756003488,12.84274747529572,8.953329013830324,7.944719407572247,6.2926791208567545,5.9704125351525
2024-12-12,24.603781713576243,20.3409580476751,13.052220756003488,12.84274747529572,8.952480943867945,7.944719407572247,6.2926791208567545,5.9704125351525
2024-12-13,24.60373998219056,20.340923546622566,13.052198617648306,12.842725692235932,8.952635372938133,7.944705932239325,6.292668447610566,5.970402408514608
2024-12-16,24.59727332847235,20.361860512437897,13.048768080307937,12.83935021111356,8.950282332592883,7.9426178081494925,6.2910145320740005,5.968833194851881
2024-12-17,24.597294183180594,20.36187777616687,13.048779143658237,12.839361096909684,8.950205136422715,7.942624542268955,6.291019865887665,5.968838255505278
2024-12-20,24.599379832603983,20.363604296910438,13.049885573434384,12.840449769747803,8.942484858300144,7.943298011886117,6.291553292932855,5.969344364184273
2024-12-27,24.599400690884362,20.363621563596464,13.049896638679689,12.840460657408522,8.942407648907286,7.943304747159048,6.291558627660134,5.969349425704493
2025-01-07,24.59814925666727,20.36767286916089,13.049232757173455,12.839807430444509,8.941952725835964,7.942900650999052,6.291238560035543,5.9690457496833185
2025-01-08,24.60023505110581,20.36939994132202,13.050339263879632,12.84089617897802,8.934231479550045,7.94357416744254,6.291772024169902,5.969551893552036
2025-01-15,24.60044365000492,20.369572664647404,13.050449924871197,12.841005063986676,8.933459282901499,7.943641525369115,6.291825375559227,5.969602512659967
2025-01-21,24.588142364848487,20.409391320266668,13.04392413581513,12.834584006414113,8.92899216711953,7.939669361249871,6.288679190913113,5.966617453373088
2025-01-24,24.606285855806647,20.35150988780589,13.05354919476043,12.844054594123294,8.934732678104337,7.945528011209234,6.293319581892881,5.971020196297289
2025-02-05,24.58001775837762,20.377229964212123,13.039614060297147,12.889650661533455,8.925194528792971,7.937045873549507,6.286601236308427,5.964645916928749
2025-02-06,24.582365390252622,20.37636676951856,13.03906169249825,12.889104646296232,8.92481645088102,7.936709654353244,6.287182146131023,5.9643932500690475
2025-02-07,24.57258080907311,20.374184456744874,13.033871721736304,12.883974363317321,8.92126408357667,7.967425694947866,6.284679643091849,5.962019227512009
2025-02-10,24.572372711120597,20.37485878433425,13.033761341713964,12.88386525273158,8.921188532017634,7.967358221165327,6.284626419990211,5.961968736926436
2025-02-12,24.57195652578931,20.37620740524949,13.033540587277848,12.88364703710416,8.921037432738444,7.967223277028686,6.284519976491272,5.9618677583207855
2025-02-14,24.555944103289754,20.377316335028198,13.025047223783185,12.875251352394365,8.91522399983751,8.012809662764639,6.280424641674736,5.957982681227615
2025-02-17,24.552827228586562,20.37472985162783,13.023393960523222,12.873617102655535,8.914092394551169,8.024485554572086,6.279627470260409,5.957226437223188
2025-02-25,24.54867262626929,20.38820330333227,13.02119026225974,12.871438748246552,8.912584034288866,8.023127725350648,6.278564889784579,5.956218410468054
2025-02-26,24.52626204737295,20.460881222750242,13.009303166931241,12.859688361658714,8.904447701595384,8.01580338078743,6.272833163431775,5.9507809554722675
2025-02-27,24.50747735848419,20.408611376664968,12.997547521003153,12.848912430285075,8.904846517378482,8.120036348035821,6.267164819425256,5.945403628723056
2025-02-28,24.579298825729598,20.469267724165036,13.035638056389374,12.86115760158828,8.66244638537481,8.14383287821603,6.285531335334495,5.962827193202377
2025-03-03,24.57638458385417,20.46684078767738,13.034092487389776,12.859632719844713,8.661419323367108,8.154723794618508,6.284786091999579,5.9621202112487595
2025-03-06,24.576592721070345,20.46701412119806,13.034202873021009,12.859741627977487,8.66064577761442,8.154792856912984,6.2848393178057185,5.9621707043999805
2025-03-10,24.56535835397412,20.457658310463398,13.028244723266724,12.803072500376697,8.656686853158929,8.151065166195725,6.378468795023863,5.959445297540544
2025-03-11,24.581172631924904,20.416616549123383,13.036631830032915,12.811314649513198,8.662259711085776,8.230853545526777,6.2978693126470695,5.963281770145982
2025-03-12,24.583046723841733,20.418173131334353,13.037625755208952,12.812291396293674,8.65529603513183,8.231481073608094,6.298349468177028,5.963736416404341
2025-03-13,24.586587455032543,20.418572258870217,13.039503582993447,12.8141367688499,8.65654266973256,8.232666665537009,6.2873952171400775,5.964595381844246
2025-03-18,24.588254034424146,20.413177904421048,13.040387453843271,12.81500536341591,8.657129445577004,8.23322470933336,6.28782140248666,5.964999686498596
2025-03-19,24.590754327182996,20.415253648425807,13.041713484812279,12.816308476075717,8.64784111150091,8.234061916891648,6.28846078884974,5.965606246260903
2025-03-20,24.590962707865856,20.415426646148426,13.041823999566136,12.816417080760079,8.64706699839334,8.234131691873827,6.2885140769162975,5.965656798476046
2025-03-27,24.587212395828743,20.427563909213838,13.039835020520762,12.81446247801347,8.645748253786428,8.232875923095433,6.2875550298745715,5.964746989666754
2025-03-31,24.585129383378742,20.43430523362206,13.038730294281105,12.813376845187264,8.645015791685305,8.232178439266399,6.287022352351131,5.964241660227996
2025-04-07,24.600760585206398,20.384565172793227,13.047020306573822,12.821523577971853,8.649664552422903,8.237412450471254,6.29101963517003,5.968033719390515
2025-04-08,24.600969135509423,20.384737980752927,13.047130911285784,12.821632271059539,8.648890139775247,8.237482282249696,6.291072966612638,5.968084312754746
2025-04-09,24.60222051158579,20.385774890042626,13.047794578940408,12.822284468287853,8.64424338814529,8.237901297785253,6.291392974257937,5.9683878909548405
2025-04-15,24.610566273275282,20.392690315380257,13.052220756003488,12.82663414601051,8.613252958916098,8.240695824442733,6.293527190819134,5.9704125351525
