date,GET NICE SECURITIES LTD,HUARONG INTERNATIONAL SECURITIES LTD,KGI ASIA LTD,KINGSTON SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,EMPEROR SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,SDICS INTERNATIONAL SECURITIES (HONG,SINOPAC SECURITIES (ASIA) LTD
2024-03-11,0.0,0.0,58.39853724690166,0.0,0.0,41.60146275309834,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,49.55011550658818,0.0,0.0,39.31713919618679,0.0,11.13274529722504,0.0,0.0
2024-03-14,0.0,0.0,49.69050763038623,0.0,0.0,39.1452042648695,0.0,11.164288104744275,0.0,0.0
2024-03-15,0.0,0.0,49.777480030110524,0.0,0.0,39.03869121293642,0.0,11.183828756953055,0.0,0.0
2024-03-19,0.0,0.0,35.249862757256025,29.08343482011937,0.0,27.724243691780597,0.0,7.942458730844009,0.0,0.0
2024-03-20,0.0,0.0,28.831784816177652,23.78810210477778,24.57238419287258,11.323031086419274,0.0,6.496344755042436,0.0,4.988353044710278
2024-03-21,0.0,0.0,32.71708033304758,26.993724200385188,14.407957002115277,12.848892984943113,0.0,7.371775093945544,0.0,5.660570385563294
2024-03-27,0.0,0.0,32.80915186664271,27.06968921802348,14.44850348987193,12.60363466740052,0.0,7.392520546513703,0.0,5.67650021154766
2024-04-02,0.0,0.0,32.8169505294296,27.076123623241127,14.451937867174664,12.582860744782852,0.0,7.3942777322868,0.0,5.677849503084958
2024-04-03,0.0,0.0,32.67581652202626,26.959678866179697,14.38978523345846,12.958810702953427,0.0,7.36247757927517,0.0,5.653431096106989
2024-04-09,0.0,0.0,32.74515842898802,27.016890460032215,14.420322041871053,12.774099112165526,0.0,7.378101618385748,0.0,5.665428338557434
2024-04-15,0.0,0.0,32.74618035880065,27.017733618750338,14.420772079608213,12.771376915882865,0.0,7.378331878441467,0.0,5.6656051485164705
2024-04-18,0.0,0.0,32.746793547306055,27.018239539242916,14.421042115733995,12.769743516554104,0.0,7.3784700413736735,0.0,5.6657112397892595
2024-05-02,24.093699510244434,17.304749254942962,16.571553114235762,13.672629755216978,7.297784333823458,6.462151734202185,4.55325795635632,3.7338926328191504,3.44313481465571,2.8671468935030395
2024-05-16,24.09408003942113,17.30502256133097,16.571814840728216,13.672845696921646,7.2978995929958,6.462253795626087,4.5517504971073794,3.733951604878996,3.4431891945675916,2.867192176422185
2024-05-22,24.109311069073254,17.315961900427173,16.58229068387374,13.681488961902009,7.302512947185597,6.403124076470969,4.554627878052288,3.736312015715205,3.445365800465577,2.869004666834186
2024-05-30,24.09424747606682,17.30514281887666,16.571930003003988,13.672940713432622,7.36112563266139,6.398428450628326,4.551782128521984,3.7339775531754604,3.443213122272998,2.8672121013597542
2024-06-18,24.095389151587845,17.30596280123817,16.572715243001184,13.673588588479497,7.356736056466254,6.398731632088647,4.551997808975933,3.734154482991291,3.4433762745830787,2.8673479605881016
2024-06-27,24.11824540423943,17.322378782556235,16.588435684963493,13.686558995118956,7.268857091995525,6.4048013006842694,4.55631571441987,3.7376966037583124,3.4466425707865227,2.870067851477388
2024-07-02,24.298410451348484,17.451778211788827,16.712352505882883,13.788798586133444,7.323155983082276,5.705638359922439,4.59035172415331,3.7656174692030726,3.472389241438803,2.891507467046467
2024-07-04,24.252211245613516,17.41859668768618,16.68057687128816,13.762581581362934,7.372185886118188,5.82196909359199,4.581623967902561,3.7584578018442865,3.4657870966080404,2.8860097679841457
2024-07-08,24.283094245366303,17.440777696739403,16.701818078787763,13.780106985511464,7.317903216409921,5.765712362865719,4.587458252060615,3.7632438582656866,3.4702004633301,2.889684840663026
2024-07-10,24.293225532451576,17.448054262240102,16.70878633876701,13.785856261881491,7.320956360197882,5.72639634277037,4.589372211462729,3.7648139425191482,3.471648285291428,2.8908904624182648
2024-07-11,24.308709462459007,17.459175241239024,16.71943612579644,13.794643042095847,7.325622565421116,5.666308567327509,4.592297369260544,3.767213546289306,3.4738610321738075,2.8927330479374023
2024-07-18,24.312583529543762,17.46195770141995,16.72210069411796,13.796841487580494,7.326790046290467,5.651274653267729,4.5930292414362,3.767813925261438,3.4744146596998817,2.8931940613821228
2024-07-22,24.34303790277644,17.48383085926704,16.743047093958776,13.814123655869368,7.290490509146823,5.578568971206707,4.5987825513062655,3.7725335557939874,3.4787667731099194,2.896818127564675
2024-07-24,24.346922920274835,17.486621184332407,16.74571919393234,13.816328315466187,7.291654032093836,5.579459280713503,4.599516492187206,3.7731356317935436,3.4633625050990475,2.8972804441070967
2024-08-26,24.38755667870313,17.348910611506536,16.773666935446226,13.83938705471529,7.303823426536536,5.588771110438985,4.607192847948569,3.779432800527413,3.4691426784639794,2.9021158557133346
2024-09-11,24.37197217129467,17.337824046767153,16.762947971670293,13.830543199099726,7.3630595472179925,5.585199688917659,4.604248689498543,3.7770176098932877,3.4669257741432293,2.900261301497451
2024-10-08,24.374425409574926,17.329503422857332,16.76463529944849,13.831935356360303,7.363800699366621,5.585761884934603,4.604712144776496,3.777397797599095,3.4672747485702544,2.9005532365118842
2024-10-16,24.3771985527862,17.33147504655571,16.766542656598,13.833509052436732,7.364638498558826,5.586205640247654,4.605236035125071,3.777827562193856,3.4676692296408462,2.889697725857106
2024-10-21,24.361627276754387,17.320404324815307,16.755832793311633,13.82467270532828,7.359934232862042,5.64651376999451,4.602294376290104,3.7754144220767047,3.465454207490338,2.887851891076691
2024-10-23,24.349961868090087,17.312110560511943,16.74780937045797,13.81805284964599,7.404294333013999,5.643809973162414,4.600090597204129,3.773606589142956,3.4637947970134206,2.886469061757094
2024-11-18,24.30341173797939,17.27901477976911,16.71579237143812,13.791636703226045,7.581310714798918,5.633020630247054,4.591296545822,3.766392537693398,3.4571730166857466,2.8809509623402167
2024-11-21,24.30650954209602,17.281217227873647,16.71792302909966,13.793394637026246,7.5822770571295734,5.620992260719463,4.591881769719519,3.7668726162286217,3.457613680939739,2.881318179167515
2024-12-17,24.30379892031122,17.279290055080505,16.716058673944886,13.79185642044584,7.581431494119638,5.6203654169495785,4.591369690651289,3.766452540818105,3.457228093574727,2.892148694104216
2024-12-30,24.305115432521852,17.280226056749346,16.71696416593937,13.792603511361309,7.581842172597056,5.615252967584321,4.591618400504473,3.7666565657434674,3.4574153681244812,2.89230535887433
2025-01-02,24.305192878858318,17.280281118828977,16.71701743322934,13.792647460406327,7.581866331540121,5.61495221802004,4.591633031334948,3.7666685678980167,3.457426384906305,2.8923145749776076
2025-01-10,24.289713427020267,17.26927568140414,16.706370726267444,13.783863221451847,7.577037604802318,5.675064014238053,4.588708719533729,3.7642696581268704,3.455224424795331,2.8904725223600036
2025-01-13,24.304805652111433,17.280005811939777,16.716751100174072,13.792427717981996,7.519611313781977,5.678590171257855,4.591559878114956,3.7666085578901387,3.4573713016992595,2.8922684950485396
2025-03-25,24.30674190924048,17.281382434115745,16.71808285032075,13.793526500127307,7.520210368192136,5.671075998759766,4.591925667526099,3.766908627052465,3.4576467352874354,2.8924989093778213
2025-04-07,24.309065825062458,17.283034670281918,16.71968123061351,13.794845269816564,7.520929359487822,5.662057411251197,4.592364691758633,3.767268773162998,3.4579773135272074,2.8927754550376905
2025-04-22,24.312940005743762,17.285789099412014,16.722345877066296,13.797043779764683,7.522127983879219,5.6470225992464265,4.593096585394463,3.7678691697396216,3.458528417753131,2.8932364820003844
