date,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FOSUN INTERNATIONAL SECURITIES LTD,EAST ASIA SECURITIES CO LTD,CITIBANK N.A.,KGI ASIA LTD,TOTAL_CCASS_PCT
2024-11-06,5.024988018416835,0.9685103156886695,0.38854786758854293,0.37734498757506496,0.31976307278285293,0.3188253393304057,0.0,0.23257208346541525,0.2115265711834612,0.17226275689467513,8.014341012925923
2024-11-11,5.024988018416835,0.9685103156886695,0.38854786758854293,0.3782316912320526,0.31976307278285293,0.32698301297469123,0.262484587982062,0.23257208346541525,0.2115265711834612,0.17226275689467513,8.285869978209258
2024-11-13,5.024988018416835,0.9685103156886695,0.38854786758854293,0.37840903196345005,0.31976307278285293,0.33044115723694273,0.262484587982062,0.23257208346541525,0.2115265711834612,0.17226275689467513,8.289505463202907
2024-11-18,5.024988018416835,0.9685103156886695,0.4085659120079626,0.37840903196345005,0.31976307278285293,0.33044115723694273,0.262484587982062,0.23257208346541525,0.2115265711834612,0.17226275689467513,8.309523507622327
2024-11-19,5.024988018416835,0.9685103156886695,0.4085659120079626,0.37840903196345005,0.31976307278285293,0.33327860893930294,0.262484587982062,0.23257208346541525,0.2115265711834612,0.17226275689467513,8.312360959324687
2024-11-26,5.024988018416835,0.9685103156886695,0.4085659120079626,0.37840903196345005,0.31976307278285293,0.33327860893930294,0.262484587982062,0.23257208346541525,0.21142136379455964,0.17226275689467513,8.312255751935785
2024-11-27,5.024988018416835,0.9685103156886695,0.41308810065859913,0.37840903196345005,0.31976307278285293,0.33327860893930294,0.262484587982062,0.23257208346541525,0.21142136379455964,0.17226275689467513,8.316777940586421
2024-12-03,5.024988018416835,0.9685103156886695,0.41308810065859913,0.37840903196345005,0.31976307278285293,0.33327860893930294,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.312344422301484
2024-12-12,5.024988018416835,0.9685103156886695,0.41308810065859913,0.3775223283064625,0.31976307278285293,0.33327860893930294,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.311457718644496
2024-12-16,5.024988018416835,0.9685103156886695,0.41299943029290037,0.3775223283064625,0.31976307278285293,0.33327860893930294,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.311369048278799
2024-12-18,5.024988018416835,0.9685103156886695,0.41299943029290037,0.3775223283064625,0.31976307278285293,0.33389930149919417,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.311989740838689
2025-01-03,5.024988018416835,0.9685103156886695,0.4147728376068755,0.3775223283064625,0.31976307278285293,0.33389930149919417,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.313763148152663
2025-01-13,5.024988018416835,0.9685103156886695,0.4147728376068755,0.37707897647796873,0.31976307278285293,0.33389930149919417,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.31331979632417
2025-01-15,5.024988018416835,0.9685103156886695,0.4146841672411768,0.376635624649475,0.31976307278285293,0.33389930149919417,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.312787774129978
2025-01-16,5.024988018416835,0.9685103156886695,0.4146841672411768,0.37610360245528246,0.3198517431485517,0.33389930149919417,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.312344422301484
2025-01-22,5.024988018416835,0.9685103156886695,0.4146841672411768,0.37610360245528246,0.3198517431485517,0.33443132369338674,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.312876444495675
2025-01-27,5.024988018416835,0.9685103156886695,0.4147728376068755,0.37610360245528246,0.3198517431485517,0.33443132369338674,0.262484587982062,0.23257208346541525,0.20698784550962185,0.17226275689467513,8.312965114861374
2025-02-03,5.024988018416835,0.9685103156886695,0.4147728376068755,0.37610360245528246,0.3198517431485517,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20698784550962185,0.17226275689467513,8.312629098510559
2025-02-05,5.024988018416835,0.9685103156886695,0.4146841672411768,0.37610360245528246,0.3198517431485517,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20698784550962185,0.17226275689467513,8.312540428144862
2025-02-07,5.024988018416835,0.9685103156886695,0.4146841672411768,0.3760363903180827,0.3198517431485517,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20698784550962185,0.17226275689467513,8.31247321600766
2025-02-12,5.024988018416835,0.9685103156886695,0.4146841672411768,0.3760363903180827,0.3198517431485517,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20698784550962185,0.1739474938429515,8.314157952955938
2025-02-13,5.024988018416835,0.9684216453229708,0.4146841672411768,0.3760363903180827,0.3198517431485517,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20698784550962185,0.1739474938429515,8.31406928259024
2025-02-18,5.024988018416835,0.9684216453229708,0.4146841672411768,0.3760363903180827,0.32029509497704545,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20698784550962185,0.1739474938429515,8.314512634418733
2025-02-20,5.024988018416835,0.9684216453229708,0.4146841672411768,0.3760363903180827,0.32029509497704545,0.33443132369338674,0.262484587982062,0.2322360671145998,0.2066331640468268,0.1739474938429515,8.314157952955938
2025-02-24,5.024988018416835,0.9684216453229708,0.4146841672411768,0.37851916055764795,0.32029509497704545,0.33443132369338674,0.262484587982062,0.2322360671145998,0.2066331640468268,0.1739474938429515,8.316640723195503
2025-02-25,5.024988018416835,0.961755185553824,0.4146841672411768,0.37851916055764795,0.3195857320514554,0.33443132369338674,0.262484587982062,0.2322360671145998,0.2066331640468268,0.17616425298542038,8.311481659643235
2025-02-26,5.024988018416835,0.9557256006863086,0.4146841672411768,0.3783418198262504,0.3195857320514554,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17616425298542038,8.305214083514183
2025-02-27,5.024988018416835,0.9557256006863086,0.4146841672411768,0.380292567871623,0.3195857320514554,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17616425298542038,8.307164831559556
2025-02-28,5.024988018416835,0.9557256006863086,0.4146841672411768,0.3783418198262504,0.3195857320514554,0.33443132369338674,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17616425298542038,8.305214083514183
2025-03-03,5.024988018416835,0.9557256006863086,0.4146841672411768,0.3783418198262504,0.3195857320514554,0.33762345685854195,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17616425298542038,8.308406216679339
2025-03-06,5.024988018416835,0.9557256006863086,0.4146841672411768,0.3781644790948529,0.3195857320514554,0.33762345685854195,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17616425298542038,8.308228875947941
2025-03-07,5.024988018416835,0.9557256006863086,0.41273341919580414,0.3781644790948529,0.3199404135142504,0.33762345685854195,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17616425298542038,8.306632809365363
2025-03-10,5.024988018416835,0.9557256006863086,0.411800961630116,0.3781644790948529,0.3199404135142504,0.33762345685854195,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17829234176219053,8.307828440576447
2025-03-11,5.024988018416835,0.9557256006863086,0.4117122912644173,0.3781644790948529,0.32002908387994916,0.33762345685854195,0.262484587982062,0.2322360671145998,0.20657251351668884,0.17829234176219053,8.307828440576447
2025-03-12,5.024988018416835,0.9557256006863086,0.4117122912644173,0.37878517165474423,0.32534930582187455,0.3307958386997377,0.262484587982062,0.2322360671145998,0.2066611838823876,0.1440655806024708,8.272803646125437
2025-03-13,5.024988018416835,0.9557256006863086,0.4117122912644173,0.37825314946055166,0.32534930582187455,0.32361353907813856,0.262484587982062,0.2322360671145998,0.20674985424808637,0.1440655806024708,8.265177994675344
2025-03-18,5.024988018416835,0.9557256006863086,0.4117122912644173,0.37825314946055166,0.32534930582187455,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20674985424808637,0.1440655806024708,8.266508050160827
2025-03-21,5.024988018416835,0.9557256006863086,0.41170014342431654,0.37825314946055166,0.32534930582187455,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20674985424808637,0.1440655806024708,8.266495902320726
2025-03-25,5.024988018416835,0.9557256006863086,0.4177297282918319,0.37825314946055166,0.3231325466794056,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20674985424808637,0.1440655806024708,8.270308728045773
2025-04-01,5.024988018416835,0.9557256006863086,0.41595632097785673,0.37825314946055166,0.3231325466794056,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.26897867256029
2025-04-02,5.024988018416835,0.9557256006863086,0.41178881379001525,0.37825314946055166,0.3231325466794056,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.264811165372448
2025-04-08,5.024988018416835,0.9557256006863086,0.4124981767156053,0.37825314946055166,0.3231325466794056,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.265520528298039
2025-04-09,5.024988018416835,0.9557256006863086,0.40788731769927,0.37825314946055166,0.3231325466794056,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.260909669281704
2025-04-10,5.024988018416835,0.9557256006863086,0.40788731769927,0.37825314946055166,0.3262360094788621,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.26401313208116
2025-04-15,5.024988018416835,0.9557256006863086,0.41226461897235483,0.37825314946055166,0.3262360094788621,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.268390433354245
2025-04-24,5.024988018416835,0.9557256006863086,0.41226461897235483,0.37825314946055166,0.3268567020387534,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.269011125914135
2025-04-25,5.024988018416835,0.9557256006863086,0.40561434154494813,0.37825314946055166,0.3268567020387534,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.26236084848673
2025-05-02,5.024988018416835,0.9557256006863086,0.40118082326001037,0.38206597518559815,0.3268567020387534,0.3249435945636199,0.262484587982062,0.2322360671145998,0.20719320607658015,0.1440655806024708,8.261740155926837
