date,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FOSUN INTERNATIONAL SECURITIES LTD,EAST ASIA SECURITIES CO LTD,CITIBANK N.A.,KGI ASIA LTD,TOTAL_CCASS_PCT
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2317607496192716,0.0,0.2317607496192716
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.24354419885216214,0.0,0.0,0.2317607496192716,0.0,0.4753049484714338
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.24886442079408744,0.0,0.0,0.23184941998497036,0.0,0.4807138407790578
2024-03-22,0.0,0.0,0.0,0.39079743476632034,0.0,0.24886442079408744,0.0,0.0,0.23193809035066912,0.0,0.8715999459110769
2024-03-25,0.0,0.0,0.4092187475754197,0.39079743476632034,0.0,0.24886442079408744,0.0,0.0,0.23193809035066912,0.16601207247028987,1.4468307659567865
2024-04-03,0.0,0.0,0.4070019884329508,0.39079743476632034,0.31467968938770896,0.24886442079408744,0.0,0.0,0.23193809035066912,0.1669874464929762,1.760269070224713
2024-04-08,0.0,0.0,0.4072918075232372,0.39079743476632034,0.31467968938770896,0.24886442079408744,0.0,0.0,0.23193809035066912,0.1669874464929762,1.7605588893149993
2024-04-09,0.0,0.0,0.4072031371575384,0.39079743476632034,0.31467968938770896,0.24886442079408744,0.0,0.0,0.23202676071636788,0.1669874464929762,1.7605588893149993
2024-04-10,0.0,0.0,0.405518400209262,0.39079743476632034,0.31467968938770896,0.24886442079408744,0.0,0.0,0.23202676071636788,0.1669874464929762,1.7588741523667228
2024-04-11,0.0,0.0,0.405518400209262,0.39079743476632034,0.31467968938770896,0.2518792132278451,0.0,0.0,0.23202676071636788,0.1669874464929762,1.7618889448004806
2024-04-18,0.0,0.0,0.405518400209262,0.39079743476632034,0.31467968938770896,0.2447855839719447,0.0,0.0,0.23202676071636788,0.1669874464929762,1.75479531554458
2024-04-23,0.0,0.0,0.40441002063802756,0.39079743476632034,0.3152117115819015,0.24522893580043847,0.0,0.0,0.23202676071636788,0.1669874464929762,1.754662309996032
2024-04-24,5.027220073197387,0.0,0.39758240247922344,0.39079743476632034,0.3152117115819015,0.24522893580043847,0.0,0.0,0.23202676071636788,0.1669874464929762,6.775054765034614
2024-04-26,5.027220073197387,0.0,0.398469106136211,0.3899107311093328,0.3152117115819015,0.24522893580043847,0.0,0.0,0.23202676071636788,0.1669874464929762,6.775054765034614
2024-05-02,5.027220073197387,0.0,0.39767107284492215,0.3850338609959012,0.3152117115819015,0.24744569494290738,0.0,0.0,0.23521889388152306,0.17053426112092643,6.778335568565469
2024-05-03,5.027220073197387,0.0,0.3969617099193321,0.3850338609959012,0.3152117115819015,0.24983979481677376,0.0,0.0,0.23521889388152306,0.17053426112092643,6.780020305513745
2024-05-06,5.027220073197387,0.0,0.39873511723330723,0.3850338609959012,0.3152117115819015,0.24983979481677376,0.0,0.0,0.23610559753851063,0.17053426112092643,6.782680416484707
2024-05-07,5.027220073197387,0.0,0.39873511723330723,0.3850338609959012,0.3152117115819015,0.24983979481677376,0.0,0.0,0.23610559753851063,0.17204165733780527,6.784187812701586
2024-05-09,5.027220073197387,0.0,0.3983804357705122,0.3850338609959012,0.31530038194760024,0.24983979481677376,0.0,0.23257208346541525,0.23610559753851063,0.17204165733780527,7.016493885069905
2024-05-10,5.027220073197387,0.0,0.3983804357705122,0.3850338609959012,0.31530038194760024,0.24983979481677376,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.014986488853027
2024-05-14,5.027220073197387,0.0,0.3983804357705122,0.3850338609959012,0.31530038194760024,0.2517018724964476,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.0168485665327
2024-05-17,5.027220073197387,0.0,0.3974937321135246,0.38494519063020244,0.31530038194760024,0.2554260278557954,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.019597347869362
2024-05-20,5.027220073197387,0.0,0.3966956988222359,0.3872506201383701,0.31530038194760024,0.2556033685871929,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.0212820848176385
2024-05-21,5.027220073197387,0.0,0.3966956988222359,0.3872506201383701,0.31530038194760024,0.2517018724964476,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.017380588726893
2024-05-22,5.027220073197387,0.0,0.3966956988222359,0.38813732379535765,0.31530038194760024,0.2517018724964476,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.018267292383881
2024-05-23,5.027220073197387,0.0,0.39651835809083835,0.38813732379535765,0.31530038194760024,0.2517018724964476,0.0,0.23257208346541525,0.23610559753851063,0.17053426112092643,7.018089951652483
2024-05-28,5.027220073197387,0.0,0.39651835809083835,0.38813732379535765,0.31530038194760024,0.2525885761534352,0.0,0.23257208346541525,0.23610559753851063,0.16929287600114384,7.0177352701896885
2024-05-30,5.027220073197387,0.0,0.39651835809083835,0.38813732379535765,0.31530038194760024,0.2545393241988078,0.0,0.23257208346541525,0.23646027900130567,0.16929287600114384,7.020040699697856
2024-06-05,5.027220073197387,0.0,0.39645886027545446,0.38813732379535765,0.31530038194760024,0.2554260278557954,0.0,0.23257208346541525,0.23646027900130567,0.16929287600114384,7.0208679055394585
2024-06-06,5.027220073197387,0.0,0.393355397475998,0.38813732379535765,0.31530038194760024,0.25551469822149414,0.0,0.23257208346541525,0.23646027900130567,0.1695588870982401,7.018119124202799
2024-06-07,5.027220073197387,0.0,0.39326672711029925,0.38778264233256265,0.31530038194760024,0.257731457363963,0.0,0.23257208346541525,0.23654894936700444,0.1695588870982401,7.019981201882472
2024-06-14,5.027220073197387,0.0,0.39326672711029925,0.3882259941610564,0.31530038194760024,0.25728810553546927,0.0,0.23257208346541525,0.23654894936700444,0.1708002722180227,7.021222587002255
2024-06-17,5.027220073197387,0.0,0.39326672711029925,0.3882259941610564,0.31530038194760024,0.2571994351697705,0.0,0.23257208346541525,0.23654894936700444,0.1708002722180227,7.021133916636556
2024-06-18,5.027220073197387,0.0,0.39326672711029925,0.3882259941610564,0.31530038194760024,0.2571994351697705,0.0,0.23257208346541525,0.23654894936700444,0.1715983055093115,7.021931949927844
2024-06-21,5.027220073197387,0.0,0.39238002345331174,0.3882259941610564,0.31530038194760024,0.2571994351697705,0.0,0.23257208346541525,0.23654894936700444,0.17283969062909407,7.02228663139064
2024-06-24,5.027220073197387,0.0,0.39235040755116835,0.3881688904455464,0.31530038194760024,0.2571994351697705,0.0,0.23257208346541525,0.23654894936700444,0.17292836099479283,7.0222885821386845
2024-06-27,5.027220073197387,0.0,0.39235040755116835,0.3881688904455464,0.31530038194760024,0.2571994351697705,0.0,0.23257208346541525,0.23654894936700444,0.17248500916629905,7.02184523031019
2024-07-02,5.027220073197387,0.0,0.39235040755116835,0.38949894593102774,0.31530038194760024,0.2571994351697705,0.0,0.23257208346541525,0.23654894936700444,0.17283969062909407,7.023529967258467
2024-07-03,5.027220073197387,0.0,0.39235040755116835,0.38949894593102774,0.31530038194760024,0.2643817347913697,0.0,0.23257208346541525,0.23654894936700444,0.17346038318898535,7.031332959439958
2024-07-05,5.027220073197387,0.0,0.39235040755116835,0.38870091263973894,0.31530038194760024,0.2643817347913697,0.0,0.23257208346541525,0.23654894936700444,0.17346038318898535,7.03053492614867
2024-07-08,5.027220073197387,0.0,0.39235040755116835,0.38914426446823275,0.3163644263359853,0.2665984939338386,0.0,0.23257208346541525,0.23654894936700444,0.17346038318898535,7.034259081508017
2024-07-09,5.027220073197387,0.9720571303166198,0.39235040755116835,0.38914426446823275,0.3163644263359853,0.2688152530763075,0.0,0.23257208346541525,0.23654894936700444,0.17346038318898535,8.008532970967105
2024-07-10,5.027220073197387,0.9720571303166198,0.39235040755116835,0.3873708571542576,0.3186785898751743,0.2692586049048013,0.0,0.23257208346541525,0.23273612364195792,0.17346038318898535,8.005704253295768
2024-07-11,5.027220073197387,0.9720571303166198,0.39235040755116835,0.3873708571542576,0.3186785898751743,0.2692586049048013,0.0,0.23257208346541525,0.23247011254486166,0.17346038318898535,8.00543824219867
2024-07-12,5.027220073197387,0.9720571303166198,0.39235040755116835,0.38595213130307754,0.3186785898751743,0.27129802331587266,0.0,0.23257208346541525,0.23255878291056042,0.17346038318898535,8.00614760512426
2024-07-15,5.027220073197387,0.9720571303166198,0.39227202294789065,0.38595213130307754,0.3186785898751743,0.2713866936815714,0.0,0.23257208346541525,0.23255878291056042,0.17346038318898535,8.006157890886682
2024-07-18,5.027220073197387,0.9720571303166198,0.39227202294789065,0.38595213130307754,0.3186785898751743,0.2718300455100652,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.006689913080873
2024-07-24,5.027220073197387,0.9720571303166198,0.39227202294789065,0.38595213130307754,0.3186785898751743,0.272273397338559,0.0,0.23257208346541525,0.23264745327625916,0.1747904386744667,8.00846332039485
2024-07-25,5.027220073197387,0.9720571303166198,0.39227202294789065,0.38595213130307754,0.3186785898751743,0.272273397338559,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.007133264909367
2024-08-05,5.027220073197387,0.9720571303166198,0.3930700562391794,0.38595213130307754,0.3186785898751743,0.272273397338559,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.007931298200656
2024-08-09,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38595213130307754,0.3208953490176432,0.2736034528240403,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.007931298200656
2024-08-13,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38595213130307754,0.3208953490176432,0.27369212318973907,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.008019968566355
2024-08-14,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38595213130307754,0.3208953490176432,0.27511084904091915,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.009438694417534
2024-08-19,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38595213130307754,0.3208953490176432,0.2775049489147856,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.0118327942914
2024-08-21,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38543469538404246,0.3208953490176432,0.2784803229374719,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.012290732395053
2024-08-22,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38543469538404246,0.3208953490176432,0.27865766366886935,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.01246807312645
2024-08-27,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38366128807006733,0.3208953490176432,0.2811404339084346,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.013177436052041
2024-08-28,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38366128807006733,0.3208953490176432,0.2817611264683258,0.0,0.23257208346541525,0.23264745327625916,0.17346038318898535,8.013798128611931
2024-08-29,5.027220073197387,0.9685103156886695,0.3930700562391794,0.38366128807006733,0.3208953490176432,0.28654932621605866,0.0,0.23257208346541525,0.23264745327625916,0.1719080754318801,8.017034020602559
2024-09-02,5.027220073197387,0.9685103156886695,0.3926267044106857,0.38366128807006733,0.3208953490176432,0.28654932621605866,0.0,0.23257208346541525,0.23264745327625916,0.1719080754318801,8.016590668774064
2024-09-03,5.027220073197387,0.9685103156886695,0.3926267044106857,0.38366128807006733,0.3208953490176432,0.30171195875054585,0.0,0.23257208346541525,0.2171301392789769,0.1719080754318801,8.016235987311271
2024-09-05,5.027220073197387,0.9685103156886695,0.3926267044106857,0.38366128807006733,0.3208953490176432,0.3010025958249558,0.0,0.23257208346541525,0.2171301392789769,0.1719080754318801,8.01552662438568
2024-09-09,5.027220073197387,0.9685103156886695,0.3915626600223006,0.38366128807006733,0.3208953490176432,0.3010025958249558,0.0,0.23257208346541525,0.21721880964467566,0.1719080754318801,8.014551250362995
2024-09-16,5.027220073197387,0.9685103156886695,0.3914739896566018,0.38366128807006733,0.3208953490176432,0.3010025958249558,0.0,0.23257208346541525,0.21721880964467566,0.1719080754318801,8.014462579997296
2024-09-17,5.027220073197387,0.9685103156886695,0.3914739896566018,0.38366128807006733,0.3208953490176432,0.2987858366824869,0.0,0.23257208346541525,0.21721880964467566,0.1719080754318801,8.012245820854828
2024-09-23,5.027220073197387,0.9685103156886695,0.390321274902518,0.38366128807006733,0.3208953490176432,0.2996725403394745,0.0,0.23257208346541525,0.21721880964467566,0.17323813091736143,8.013309865243212
2024-09-24,5.025874722073823,0.9685103156886695,0.390321274902518,0.38366128807006733,0.3208953490176432,0.2996725403394745,0.0,0.23257208346541525,0.21721880964467566,0.17323813091736143,8.011964514119647
2024-09-25,5.025874722073823,0.9685103156886695,0.390321274902518,0.38366128807006733,0.3208953490176432,0.299849881070872,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.01169850302255
2024-09-26,5.025874722073823,0.9685103156886695,0.3897892527083255,0.38366128807006733,0.3208953490176432,0.299849881070872,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.01116648082836
2024-09-27,5.025874722073823,0.9685103156886695,0.3897892527083255,0.38179921039039344,0.3208953490176432,0.30171195875054585,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.01116648082836
2024-09-30,5.025874722073823,0.9685103156886695,0.3897892527083255,0.38179921039039344,0.32080667865194445,0.3042833993558098,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.013649251067925
2024-10-03,5.025874722073823,0.9685103156886695,0.3897892527083255,0.38419331026425985,0.32080667865194445,0.30392871789301473,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.015688669478994
2024-10-04,5.025874722073823,0.9685103156886695,0.38854786758854293,0.3781637253967445,0.32080667865194445,0.3072981917895675,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.01178717338825
2024-10-07,5.025874722073823,0.9685103156886695,0.38854786758854293,0.3781637253967445,0.32080667865194445,0.3077415436180613,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.012230525216744
2024-10-08,5.025874722073823,0.9685103156886695,0.38854786758854293,0.37905042905373204,0.3202064246113467,0.30791888434945874,0.0,0.23257208346541525,0.21721880964467566,0.17279477908886767,8.01269431556453
2024-10-09,5.024988018416835,0.9685103156886695,0.38854786758854293,0.37690163574657126,0.3202064246113467,0.3065001584982787,0.0,0.23257208346541525,0.21677545781618188,0.17279477908886767,8.007796740920709
2024-10-10,5.024988018416835,0.9685103156886695,0.38854786758854293,0.3795617467175339,0.3202064246113467,0.30960362129773517,0.0,0.23257208346541525,0.21196992301195497,0.17173073470048258,8.007690735498516
2024-10-14,5.024988018416835,0.9685103156886695,0.38854786758854293,0.38044845037452146,0.3202064246113467,0.30960362129773517,0.0,0.23257208346541525,0.21196992301195497,0.17173073470048258,8.008577439155504
2024-10-16,5.024988018416835,0.9685103156886695,0.38854786758854293,0.38044845037452146,0.3202064246113467,0.30960362129773517,0.0,0.23257208346541525,0.21196992301195497,0.17226275689467513,8.009109461349697
2024-10-22,5.024988018416835,0.9685103156886695,0.38854786758854293,0.3795617467175339,0.3202064246113467,0.3141258099483717,0.0,0.23257208346541525,0.21196992301195497,0.17226275689467513,8.012744946343345
2024-10-29,5.024988018416835,0.9685103156886695,0.38854786758854293,0.3795617467175339,0.31976307278285293,0.3141258099483717,0.0,0.23257208346541525,0.21196992301195497,0.17226275689467513,8.01230159451485
2024-10-31,5.024988018416835,0.9685103156886695,0.38854786758854293,0.37867504306054633,0.31976307278285293,0.3141258099483717,0.0,0.23257208346541525,0.21196992301195497,0.17226275689467513,8.011414890857864
2024-11-04,5.024988018416835,0.9685103156886695,0.38854786758854293,0.37734498757506496,0.31976307278285293,0.31589921726234677,0.0,0.23257208346541525,0.2115265711834612,0.17226275689467513,8.011414890857864
