date,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,EDDID SECURITIES AND FUTURES LTD,LUK FOOK SECURITIES (HK) LTD,QUAM SECURITIES LTD,TOTAL_CCASS_PCT
2024-08-23,3.0384375,1.6243750000000001,1.723125,1.2375,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4003125
2024-09-02,3.0453125,1.6243750000000001,1.723125,1.249375,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4190625
2024-09-05,3.04625,1.6243750000000001,1.723125,1.2484375,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4190625
2024-09-11,3.04625,1.6243750000000001,1.723125,1.2515625000000001,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4221875
2024-09-20,3.04625,1.6243750000000001,1.723125,1.25375,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.424375000000001
2024-09-24,3.04625,1.6243750000000001,1.723125,1.2675,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.438125000000001
2024-09-27,3.04625,1.6243750000000001,1.723125,1.2678125,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4384375
2024-09-30,3.04625,1.6243750000000001,1.723125,1.2859375,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4565625
2024-10-03,3.04625,1.6243750000000001,1.723125,1.275,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.445625
2024-10-04,3.0521875,1.6243750000000001,1.716875,1.2737500000000002,1.1590625,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.444062500000001
2024-10-07,3.0612500000000002,1.6243750000000001,1.716875,1.2593750000000001,1.153125,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4328125
2024-10-08,3.0612500000000002,1.6243750000000001,1.7187500000000002,1.26,1.1537499999999998,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.4359375
2024-10-09,3.0612500000000002,1.6243750000000001,1.7187500000000002,1.2421875,1.1537499999999998,0.9159375000000001,0.8925000000000001,0.8093750000000001,11.418125
2024-10-10,3.0871875,1.618125,1.7028125,1.3196875000000001,1.1334375,0.9159375000000001,0.8925000000000001,0.8099999999999999,11.4796875
2024-10-14,3.0878125,1.618125,1.7018749999999998,1.3046875,1.1315625,0.9159375000000001,0.8925000000000001,0.8096875,11.4621875
2024-10-15,3.0878125,1.6140625,1.7000000000000002,1.304375,1.1315625,0.9159375000000001,0.8925000000000001,0.8096875,11.455937500000001
2024-10-17,3.0878125,1.6140625,1.7000000000000002,1.2862500000000001,1.1315625,0.9159375000000001,0.8925000000000001,0.8096875,11.4378125
2024-10-18,3.0878125,1.6140625,1.7000000000000002,1.2834375,1.1315625,0.9159375000000001,0.8925000000000001,0.8096875,11.434999999999999
2024-10-21,3.1787500000000004,1.6140625,1.6834375,1.24,1.12125,0.9159375000000001,0.8925000000000001,0.8096875,11.455625
2024-10-22,3.304375,1.6140625,1.6321875,1.24,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.530625
2024-10-25,3.304375,1.6140625,1.6321875,1.240625,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.53125
2024-11-04,3.304375,1.6140625,1.6353125,1.2437500000000001,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.537500000000001
2024-11-07,3.304375,1.6140625,1.6321875,1.2468750000000002,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.537500000000001
2024-11-14,3.304375,1.6140625,1.64375,1.2496874999999998,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.551875
2024-11-18,3.304375,1.6140625,1.671875,1.2496874999999998,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.58
2024-11-25,3.304375,1.6140625,1.671875,1.26875,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.5990625
2024-11-26,3.304375,1.6140625,1.671875,1.28125,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.6115625
2024-11-27,3.304375,1.6140625,1.671875,1.2771875,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.6075
2024-12-02,3.304375,1.6140625,1.671875,1.28125,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.6115625
2024-12-05,3.304375,1.6140625,1.6715625,1.28125,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.61125
2024-12-06,3.304375,1.6140625,1.66,1.283125,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.6015625
2024-12-12,3.304375,1.6140625,1.66,1.281875,1.121875,0.9159375000000001,0.8925000000000001,0.8096875,11.6003125
2024-12-16,3.304375,1.6140625,1.651875,1.2784375000000001,1.120625,0.9159375000000001,0.8925000000000001,0.8096875,11.5875
2024-12-19,3.304375,1.6140625,1.6621875000000002,1.2971875000000002,1.058125,0.9159375000000001,0.8925000000000001,0.8096875,11.554062499999999
2024-12-30,3.304375,1.6140625,1.6621875000000002,1.2984375,1.058125,0.9159375000000001,0.8925000000000001,0.8096875,11.555312500000001
2025-01-02,3.304375,1.61375,1.6621875000000002,1.295625,1.058125,0.9159375000000001,0.8925000000000001,0.8096875,11.552187499999999
2025-01-03,3.304375,1.61375,1.618125,1.3050000000000002,1.0584375,0.9159375000000001,0.8925000000000001,0.8096875,11.5178125
2025-01-07,3.304375,1.61375,1.618125,1.30375,1.0584375,0.9159375000000001,0.8925000000000001,0.8096875,11.5165625
2025-01-08,3.304375,1.61375,1.618125,1.306875,1.0584375,0.9159375000000001,0.8925000000000001,0.8096875,11.5196875
2025-01-09,3.304375,1.61375,1.6178125,1.2990625,1.0584375,0.9159375000000001,0.8925000000000001,0.8096875,11.5115625
2025-01-13,3.304375,1.61375,1.6175,1.3,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.5115625
2025-01-21,3.304375,1.61375,1.6175,1.3040625000000001,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.515625
2025-01-24,3.304375,1.61375,1.5668749999999998,1.3375,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.4984375
2025-01-27,3.304375,1.613125,1.5668749999999998,1.341875,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.5021875
2025-02-05,3.304375,1.613125,1.5668749999999998,1.3453125,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.505625
2025-02-10,3.304375,1.613125,1.5668749999999998,1.3596875,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.52
2025-02-11,3.304375,1.606875,1.5668749999999998,1.3634375,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.5175
2025-02-12,3.3099999999999996,1.606875,1.5668749999999998,1.3578125,1.0578125,0.9159375000000001,0.8925000000000001,0.8096875,11.5175
2025-02-19,3.3099999999999996,1.606875,1.5668749999999998,1.35625,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.528437499999999
2025-02-20,3.3099999999999996,1.610625,1.5668749999999998,1.38,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.5559375
2025-02-21,3.3099999999999996,1.6103125,1.5668749999999998,1.3909375,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.5665625
2025-02-24,3.3099999999999996,1.6103125,1.5668749999999998,1.396875,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.5725
2025-02-25,3.3099999999999996,1.6103125,1.5668749999999998,1.424375,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.600000000000001
2025-03-04,3.3099999999999996,1.6103125,1.5896875000000001,1.4215625,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.62
2025-03-05,3.3099999999999996,1.6103125,1.5896875000000001,1.4184375,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.616875
2025-03-06,3.3099999999999996,1.6103125,1.5893750000000002,1.41875,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.616875
2025-03-07,3.3099999999999996,1.6103125,1.5893750000000002,1.4190625000000001,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6171875
2025-03-20,3.3099999999999996,1.6103125,1.5893750000000002,1.419375,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6175
2025-03-24,3.3099999999999996,1.6103125,1.5893750000000002,1.4228125,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6209375
2025-03-25,3.3099999999999996,1.6103125,1.5893750000000002,1.4265625,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6246875
2025-04-01,3.3099999999999996,1.6103125,1.5893750000000002,1.4284375,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6265625
2025-04-09,3.3099999999999996,1.6103125,1.5893750000000002,1.4196875,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6178125
2025-04-11,3.3099999999999996,1.6103125,1.5893750000000002,1.4115625,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.6096875
2025-04-15,3.3099999999999996,1.6103125,1.5893750000000002,1.41125,1.0703125,0.9159375000000001,0.8925000000000001,0.8096875,11.609375
