date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-03-01,62.03664175004563,0.0,17.747985842870477,5.952007194512836,0.0,1.617369275264462,3.895716898917868,2.232988022850144,4.560804565301484,1.956486450237103
2024-03-04,45.46817671033943,26.73032034280499,12.992817227534076,4.3588382481940044,0.0,1.1671514076817295,2.85526649052248,1.6366117048066537,3.3439035073741055,1.4469143607425308
2024-03-05,45.47083704357084,26.74790306726114,12.987939759859188,4.3638241980211125,0.0,1.1909815402602804,2.85603489258632,1.6369108669110948,3.3464696444059263,1.3990989871240946
2024-03-06,45.46494562410186,26.75248626360863,12.980956562224936,4.361091910674302,0.0,1.2139920205113297,2.8519422889787744,1.6453364990256174,3.3440729420116826,1.3851758888628627
2024-03-07,45.47012289002827,26.766331047934028,12.983612757802002,4.360017851720074,0.0,1.206080563044192,2.8522670504721432,1.6329584753922841,3.3432757395080612,1.385333624098945
2024-03-08,45.47128360738202,26.773297165516695,12.97844669493845,4.360914212102366,0.0,1.2173026818101855,2.85233986038891,1.6330001599781148,3.3445391182734845,1.3688764996097764
2024-03-11,45.472265685802405,26.79252803044518,12.972051325460034,4.360419367985514,0.0,1.2328401000706068,2.852008777809732,1.6340171460569848,3.3149635020770964,1.3689060642924462
2024-03-12,45.486376585295446,26.834230988929008,12.964292538318453,4.360201253652061,0.0,1.2505062529815218,2.855839874463549,1.631578147641075,3.2472506884985064,1.3697236702203759
2024-03-13,45.47628372112302,26.829454969478412,12.957292346834675,4.359037418209509,0.0,1.2965699138856968,2.8501008198960878,1.6292525133164901,3.246922885212318,1.3550854120437972
2024-03-14,45.4668292537109,26.822502917090535,12.952242701657447,4.421346189978644,0.0,1.2890365218530233,2.8493119672840255,1.6290900888591908,3.211106589961769,1.3585337696044655
2024-03-15,45.468168199706746,26.778334225972255,13.02762054404992,4.42206537062596,0.0,1.2873075512880816,2.8493958762548535,1.6291380636946289,3.1856788136306324,1.3522913547769264
2024-03-18,45.480490204022246,26.744940800251598,13.077496485924863,4.444472683729563,0.0,1.2697859358794492,2.850168070730109,1.624670092415977,3.1619947798581736,1.345980947188021
2024-03-19,45.49380189762428,26.732339399398874,13.07464530424512,4.44793433741779,0.0,1.2721219535072052,2.850412977862085,1.62514561742412,3.162920264730739,1.3406782477897896
