date,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-08-12,0.0,100.0,0.0,0.0,0.0,0.0
2024-08-13,0.0,94.0,0.0,0.0,0.0,6.0
2024-08-16,54.54545454545454,42.72727272727273,0.0,0.0,0.0,2.727272727272727
2024-08-19,35.294117647058826,62.94117647058823,0.0,0.0,0.0,1.7647058823529411
2024-08-26,12.5,34.791666666666664,0.0,52.083333333333336,0.0,0.625
2024-08-29,12.5,34.791666666666664,41.70833333333333,10.375,0.0,0.625
2024-09-03,28.449744463373083,28.449744463373083,34.10562180579216,8.48381601362862,0.0,0.5110732538330494
2024-09-16,27.938671209540033,28.449744463373083,34.10562180579216,8.48381601362862,0.0,1.0221465076660987
2024-10-17,19.734345351043643,31.688804554079695,37.98861480075901,9.449715370018975,0.0,1.1385199240986716
2024-10-22,26.2350936967632,28.449744463373083,34.10562180579216,6.780238500851789,3.4071550255536627,1.0221465076660987
2024-10-24,23.679727427597953,28.449744463373083,34.10562180579216,6.780238500851789,5.9625212947189095,1.0221465076660987
2024-11-05,43.07496823379924,21.21982210927573,25.438373570520966,5.0571791613723,4.447268106734435,0.7623888182973316
2024-11-06,20.185614849187935,19.37354988399072,49.53596287703016,6.148491879350348,4.060324825986079,0.6960556844547563
2024-11-08,36.206896551724135,20.56650246305419,36.57635467980296,1.600985221674877,4.310344827586207,0.7389162561576355
2024-11-21,26.510369702434627,15.058611361587015,26.78088367899008,27.953110910730388,3.1559963931469794,0.5410279531109108
2024-11-25,36.206896551724135,20.56650246305419,31.502463054187192,6.674876847290641,4.310344827586207,0.7389162561576355
2024-11-29,31.117021276595747,22.20744680851064,34.01595744680851,7.207446808510638,4.654255319148936,0.7978723404255319
2024-12-12,39.09574468085106,22.20744680851064,19.388297872340427,13.856382978723406,4.654255319148936,0.7978723404255319
2024-12-19,43.5960591133005,20.56650246305419,17.955665024630544,12.832512315270936,4.310344827586207,0.7389162561576355
2025-01-15,50.98522167487685,20.56650246305419,17.955665024630544,5.443349753694581,4.310344827586207,0.7389162561576355
2025-02-05,49.48841094174149,17.435790352892045,15.222384631447067,13.572770933389016,3.654207558989351,0.6264355815410315
2025-02-14,49.80286366466072,17.32724631666321,15.127619838140694,13.488275575845613,3.631458808881511,0.622535795808259
2025-02-19,52.74467669466693,16.31177964446181,14.24106270756007,12.697792537605002,3.418636452432116,0.5860519632740769
2025-03-05,54.698183238913856,16.31177964446181,14.24106270756007,12.697792537605002,1.4651299081851925,0.5860519632740769
2025-03-06,55.35232961108972,16.07624181748171,14.035425490951098,12.514439738159414,1.443973815941471,0.5775895263765883
2025-03-13,57.790316709137244,15.198398252639242,13.269020749908991,11.831088460138332,1.365125591554423,0.5460502366217692
2025-04-14,58.09541019154318,15.088543548970005,13.173111673292373,11.7455728225515,1.3552584026020962,0.5421033610408384
