date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,40.88826322806592,34.24637956946754,13.275644230605305,0.0,7.041696019454621,0.7722292320462006,0.0,0.5427939955605535,3.232993724799857,0.0
2024-03-04,40.28423115996896,33.83272332428323,12.87556842081709,0.0,6.932895061200553,0.7611910615329074,1.5914427049887188,0.5407540206167514,3.1811942465917826,0.0
2024-03-05,40.3433004182751,33.81163914222788,12.854003642294634,0.0,6.900433996569187,0.7623874410703126,1.5847716955221833,0.5502573569784291,3.193206307062266,0.0
2024-03-06,40.32162825555934,33.86448401032584,12.818074259963447,0.0,6.911897271611135,0.7622209214417704,1.5839955341958998,0.5473502826199607,3.1903494642826047,0.0
2024-03-07,40.36304454199238,33.96602638406006,12.795269495932368,0.0,6.805354924013125,0.7587094169314135,1.5792665035911484,0.5440060862831424,3.1883226471963586,0.0
2024-03-08,39.93781650215108,33.33594026208218,12.63530196387628,0.0,6.78147690668892,0.756710858883648,1.5602251530569742,0.5769721858984193,3.156519373966768,1.2590367933957287
2024-03-11,39.906575430323436,33.38363240970242,12.631436777518518,0.0,6.7648166495630395,0.7282860322412577,1.5603753544123755,0.602512209938425,3.1632071366593366,1.2591579996411846
2024-03-12,39.87943490650387,33.33977416689482,12.614441706851935,0.0,6.821313959861436,0.7281796035628143,1.5598191804388495,0.6362476297926495,3.162079655712328,1.2587091903812992
2024-03-13,39.8596438263985,33.349463261538915,12.64744438586008,0.0,6.757390790813464,0.7370236534312418,1.5612771950392865,0.6641388487814658,3.1641033059960315,1.259514732141012
2024-03-14,39.75558389338501,33.28229584509607,12.60670043793845,0.0,6.9337758903407956,0.7386374764311685,1.5605854072350607,0.7001503213647066,3.1633140756539198,1.2589566525548204
