date,DAH SING SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,ORIENT SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD
2024-03-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,60.313315926892955,39.686684073107045,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,60.33402922755741,39.66597077244259,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,60.66252587991718,39.33747412008282,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,60.69394096323148,39.30605903676852,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0,0.0,60.87628865979381,39.123711340206185,0.0,0.0,0.0,0.0
2024-03-20,0.0,85.82864560796192,0.0,0.0,8.697533535266118,5.47382085677196,0.0,0.0,0.0,0.0
2024-04-03,0.0,69.07138711549624,0.0,14.323853743470691,6.9994196169471845,4.405107370864771,5.200232153221126,0.0,0.0,0.0
2024-04-08,0.0,69.03132250580046,0.0,14.315545243619491,6.995359628770302,4.460556844547564,5.197215777262181,0.0,0.0,0.0
2024-04-09,0.0,68.7066974595843,0.0,14.249422632794456,7.430715935334872,4.439953810623557,5.173210161662817,0.0,0.0,0.0
2024-04-11,0.0,68.7066974595843,0.0,14.249422632794456,7.465357967667437,4.405311778290994,5.173210161662817,0.0,0.0,0.0
2024-04-12,0.0,68.7066974595843,0.0,14.249422632794456,7.476905311778291,4.393764434180138,5.173210161662817,0.0,0.0,0.0
2024-04-16,0.0,68.68686868686868,0.0,14.245310245310245,7.503607503607504,4.392496392496392,5.171717171717171,0.0,0.0,0.0
2024-04-19,0.0,68.68686868686868,0.0,14.181818181818182,7.503607503607504,4.455988455988456,5.171717171717171,0.0,0.0,0.0
2024-04-30,0.0,66.4860032407666,0.0,13.728557858859029,7.2693747555456225,4.291221992512711,5.006425657931497,0.0,0.0,3.2184164943845337
2024-05-02,0.0,66.41549453002902,0.0,13.713998660415271,7.4012056262558605,4.286671131949095,5.001116320607278,0.0,0.0,3.1815137307434695
2024-05-07,0.0,66.5289948093989,0.0,13.713233242172237,7.333817045264274,4.241781548250265,5.000837193726628,0.0,0.0,3.1813361611876987
2024-05-10,0.0,66.54015739242061,0.0,13.713233242172237,7.333817045264274,4.230618965228554,5.000837193726628,0.0,0.0,3.1813361611876987
2024-05-13,0.0,66.54200390734022,0.0,13.71476416410829,7.329053865475858,4.2310912643036565,5.001395478649177,0.0,0.0,3.1816913201228023
2024-05-14,0.0,66.54573868393146,0.0,13.713233242172237,7.328235753753419,4.230618965228554,5.000837193726628,0.0,0.0,3.1813361611876987
2024-05-16,0.0,66.55316773653364,0.0,13.71476416410829,7.317890036282444,4.2310912643036565,5.001395478649177,0.0,0.0,3.1816913201228023
2024-05-17,0.0,66.54758582193693,0.0,13.71476416410829,7.317890036282444,4.236673178900363,5.001395478649177,0.0,0.0,3.1816913201228023
2024-05-20,0.0,66.58847184986595,0.0,13.723190348525469,7.322386058981232,4.239276139410188,5.004468275245755,0.0,0.0,3.122207327971403
2024-05-21,0.0,66.58847184986595,0.0,13.723190348525469,7.367068811438784,4.239276139410188,5.004468275245755,0.0,0.0,3.0775245755138516
2024-05-22,0.0,66.59219125286265,0.0,13.723956878735407,7.361894654527175,4.239512930793722,5.0047478076300065,0.0,0.0,3.0776964754510416
2024-05-27,0.0,66.59219125286265,0.0,13.723956878735407,7.484779087303804,4.116628498017092,5.0047478076300065,0.0,0.0,3.0776964754510416
2024-05-28,0.0,66.59219125286265,0.0,13.723956878735407,8.747137351281909,2.854270234038988,5.0047478076300065,0.0,0.0,3.0776964754510416
2024-05-29,0.0,66.59219125286265,0.0,13.712785566664804,8.758308663352512,2.854270234038988,5.0047478076300065,0.0,0.0,3.0776964754510416
2024-05-30,0.0,66.57359839178021,0.0,13.708956890775074,8.783783783783784,2.8534733080187626,5.0033504578959125,0.0,0.0,3.0768371677462585
2024-06-03,0.0,66.56616415410386,0.0,13.70742601898381,8.78280290340592,2.864321608040201,5.002791736460078,0.0,0.0,3.076493579006142
2024-06-04,0.0,66.56989727556945,0.0,13.705895489057616,8.781822242072353,2.8640017865118357,5.002233139794551,0.0,0.0,3.076150066994194
2024-06-05,0.0,66.6145251396648,0.0,13.715083798882683,8.932960893854748,2.8659217877094973,4.921787709497207,0.0,0.0,2.9497206703910615
2024-06-07,0.0,66.52161785216178,0.0,13.695955369595536,9.059972105997211,2.8619246861924683,4.914923291492329,0.0,0.0,2.945606694560669
2024-06-11,0.0,66.51048639000446,0.0,13.693663543061133,9.075189647478805,2.86144578313253,4.914100847835788,0.0,0.0,2.9451137884872822
2024-06-12,0.0,66.50306748466258,0.0,13.69213608477412,9.085331846068042,2.861126603457892,4.913552704963748,0.0,0.0,2.9447852760736195
2024-06-13,0.0,66.57733109994417,0.0,13.685092127303184,9.050809603573423,2.864321608040201,4.874371859296482,0.0,0.0,2.948073701842546
2024-06-19,0.0,66.57359839178021,0.0,13.686620504802324,9.05182041545678,2.8646415010051376,4.874916238552602,0.0,0.0,2.9484029484029484
2024-06-20,0.0,66.57174762702401,0.0,13.685092127303184,9.05639307649358,2.864321608040201,4.874371859296482,0.0,0.0,2.948073701842546
2024-06-26,0.0,64.26954177897574,0.016172506738544472,13.212938005390837,8.76010781671159,2.765498652291105,4.706199460916443,0.0,3.4231805929919137,2.8463611859838274
2024-06-27,0.0,64.25722294092282,0.016170763260025874,13.211513583441139,8.602846054333764,2.9376886589047,4.705692108667529,0.0,3.4228115567054767,2.846054333764554
2024-06-28,0.0,64.26107577880781,0.016169020157378464,13.210089468578204,8.601918723725342,2.9373719952570876,4.705184865797133,0.0,3.422442599978441,2.8457475476986094
2024-07-02,0.0,64.2707042405302,0.016164664044398945,13.206530524273937,8.599601271620239,2.9365806347324748,4.703917236920092,0.0,3.421520556064443,2.8449808718142138
2024-07-04,0.0,64.26877896325036,0.016165535079211122,13.207242159715488,8.600064662140316,2.9367388727233537,4.7041707080504365,0.0,3.4217049250996876,2.8451341739411573
2024-07-05,0.0,64.32074149916474,0.016166406207899983,13.207953871854286,8.600528102602793,2.9368971277684968,4.704424206498895,0.0,3.368001293312497,2.8452874925903973
2024-07-08,0.0,64.31881871092908,0.016167277430480707,13.208665660702737,8.600991593015737,2.937055399870662,4.704677732269886,0.0,3.368182798016814,2.8454408277646044
2024-07-09,0.0,64.32074149916474,0.016166406207899983,13.207953871854286,8.600528102602793,2.9368971277684968,4.704424206498895,0.0,3.368001293312497,2.8452874925903973
