date,ABN AMRO CLEARING HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,TFI SECURITIES AND FUTURES LTD,MERRILL LYNCH FAR EAST LTD,SOOCHOW SECURITIES INTERNATIONAL,ZINVEST GLOBAL LTD,LONG BRIDGE HK LTD,PHILLIP SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2025-03-24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,99.8229267675703,0.0,0.17707323242969772,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-03,95.60689742400608,4.216029343564232,0.17707323242969772,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,96.45681214038157,3.3648507688684006,0.14132373229247283,0.0,0.0,0.03701335845755241,0.0,0.0,0.0
2025-04-09,93.16161681697268,6.488029585414909,0.2724972425874262,0.0,0.0,0.07785635502497891,0.0,0.0,0.0
2025-04-10,93.22649711282683,6.488029585414909,0.2724972425874262,0.0,0.0,0.012976059170829819,0.0,0.0,0.0
2025-04-11,93.16161681697268,6.488029585414909,0.2724972425874262,0.0,0.0,0.07785635502497891,0.0,0.0,0.0
2025-04-14,93.15512878738727,6.488029585414909,0.2724972425874262,0.0,0.0,0.07785635502497891,0.0,0.0,0.0064880295854149094
2025-04-15,94.83172488120314,4.898838975162886,0.20575123695684125,0.0,0.0,0.05878606770195464,0.0,0.0,0.004898838975162886
2025-04-17,92.68089247237089,6.950719399457844,0.2919302147772294,0.0,0.0,0.06950719399457844,0.0,0.0,0.006950719399457845
2025-04-22,88.57080657450746,10.884946119516709,0.45716773701970176,0.0,0.0,0.05442473059758355,0.0,0.021769892239033417,0.010884946119516709
2025-04-23,88.58169152062698,10.884946119516709,0.45716773701970176,0.0,0.0,0.05442473059758355,0.0,0.010884946119516709,0.010884946119516709
2025-04-24,89.26126494329212,10.217635639113109,0.4291406968427506,0.0,0.0,0.05108817819556554,0.020435271278226218,0.010217635639113109,0.010217635639113109
2025-04-25,90.50758670520231,9.031791907514451,0.3793352601156069,0.0,0.0,0.045158959537572256,0.0180635838150289,0.00903179190751445,0.00903179190751445
2025-04-29,90.19147398843931,9.031791907514451,0.3793352601156069,0.0,0.3161127167630058,0.045158959537572256,0.0180635838150289,0.00903179190751445,0.00903179190751445
2025-04-30,93.10602289696365,6.222000995520159,0.2613240418118467,0.13688402190144353,0.21777003484320556,0.031110004977600796,0.012444001991040319,0.0062220009955201595,0.0062220009955201595
2025-05-02,93.00024888003982,6.222000995520159,0.2613240418118467,0.2426580388252862,0.21777003484320556,0.031110004977600796,0.012444001991040319,0.0062220009955201595,0.0062220009955201595
