date,ABCI SECURITIES CO LTD,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD,CITIBANK N.A.,BOCI SECURITIES LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,61.54936218655346,38.45063781344655,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,61.59151771401109,38.4084822859889,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,61.63358090789972,38.36641909210029,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,61.562421497178136,38.437578502821864,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,43.48533176951953,27.144787669355967,0.0,16.95739180014901,12.412488760975485
2024-03-15,0.0,0.0,32.56207930299874,29.308629088901107,18.314033455240477,0.0,11.440805672322199,8.374452480537483
2024-03-18,0.0,0.0,32.5731389184683,29.21799588752691,18.385570511421644,0.0,11.445997843632881,8.377296838950258
2024-03-19,0.0,0.0,32.56122887441172,29.181195471887538,18.441529161524038,0.0,11.441812728439333,8.374233763737374
2024-03-20,0.0,0.0,32.56463085531686,29.18424430859352,18.443455923266075,0.0,11.432560213331467,8.37510869949208
2024-03-25,0.0,0.0,32.56207930299874,29.21329901537746,18.442010814217422,0.0,11.408158386868896,8.374452480537483
2024-04-03,0.0,0.0,32.57569220440336,29.18370593035683,18.449720680426545,0.0,11.412927681049519,8.377953503763749
2024-04-10,0.0,0.0,32.563355029175085,29.172653379528008,18.48060567527385,0.0,11.408605338863042,8.374780577160019
2024-04-12,0.0,0.20461079345394032,32.49760576048456,29.112582788361607,18.44255151223341,0.0,11.38511341791318,8.3575357275533
2024-04-16,0.0,0.5121385635842506,32.495064802143474,28.979991345770483,18.441109505845578,0.0,11.214813523246823,8.35688225940939
2024-04-18,0.0,0.5134350243089982,32.49464134771742,28.979613697482133,18.44086919337077,0.0,11.214667379133779,8.356773357986903
2024-04-23,0.0,0.5587898721484865,32.47982739254383,28.96640220535736,18.432462200763304,0.0,11.20955473369592,8.3529635954911
2024-04-24,0.0,0.5587898721484865,36.38394048327769,25.0622891146235,18.432462200763304,0.0,11.20955473369592,8.3529635954911
2024-04-25,0.0,0.6286848596090088,36.358367030776726,25.04467339593759,18.419506438129957,0.0,11.201675790081476,8.347092485465241
2024-05-03,0.0,0.6285375979674421,36.373274295044006,25.038806991394175,18.415191896888082,0.0,11.199051936269932,8.345137282436363
2024-05-06,0.0,0.6283331823208897,36.39526814378735,25.03066376505959,18.409202830569438,0.0,11.194108836543545,8.342423241719189
2024-05-07,0.0,0.6282105967421883,36.40767720172369,25.025780371202227,18.40561126029126,0.0,11.191924905552177,8.340795664488459
2024-05-09,0.0,0.6281697455112687,36.40530968605884,25.024152996659062,18.41091717399827,0.0,11.191197117910386,8.340253279862173
2024-05-10,0.0,0.6281697455112687,36.40661024453816,25.024152996659062,18.409616615518953,0.0,11.191197117910386,8.340253279862173
2024-05-13,0.0,0.6274679349919835,36.44907841134213,24.996195244897294,18.417629146833928,0.0,11.178693969013347,8.330935292921323
2024-05-14,0.0,0.6272805071803164,36.4836459984666,24.9887287563112,18.412127708856648,0.0,11.17535483719311,8.31286219199212
2024-05-16,0.0,0.626930398849096,36.48794499159517,24.974781627356855,18.433003043987213,0.0,11.169117460472396,8.308222477739266
2024-05-17,0.0,0.6268490343118083,36.48320949820346,24.965051219600987,18.430610764451483,0.0,11.200113507694702,8.294165975737569
2024-05-20,0.0,0.6272153411418396,36.50452890381653,24.914710725492714,18.447873827647847,0.0,11.206658429757953,8.29901277214312
2024-05-21,0.0,0.6273375385729785,36.511640910434316,24.913070564627812,18.45146794061646,0.0,11.208841770601104,8.28764127514732
2024-05-22,0.0,0.6273456867613629,36.5121151427416,24.91339414863118,18.45040874558853,0.0,11.208987356906249,8.287748919371078
2024-05-30,0.0,0.6273212428311826,36.51069248277578,24.912423421837364,18.453586248131266,0.0,11.208550609336086,8.287425995088322
2024-05-31,0.0,0.6270362043304574,36.494102971158476,24.947839480549188,18.445201417205677,0.0,11.202159523073407,8.283660403682793
2024-06-03,0.0,0.6270280641793732,36.4936292066297,24.948813803756703,18.44496196256928,0.0,11.202014097226607,8.283552865638336
2024-06-05,0.0,0.626930398849096,36.48794499159517,24.960503709370645,18.442088991796624,0.0,11.20026928153322,8.282262626855246
2024-06-06,0.0,0.6268978504996591,36.48475272157059,24.972187086306636,18.460600411091836,0.0,11.1996877970829,8.255874133448382
2024-06-07,0.0,0.6268815775922673,36.48380565658739,24.971538862537006,18.46271699690758,0.0,11.199397077498851,8.255659828876905
2024-06-11,0.0,0.6268408990196299,36.48143820922327,24.96991845033509,18.46800798073587,0.0,11.198670344565876,8.255124116120264
2024-06-13,0.0,0.6272234861561843,36.50370435204145,24.987755831376614,18.480578375373,0.0,11.205505360001283,8.195232595051467
2024-06-14,0.0,0.6269873665939962,36.48996245799558,24.97834913966754,18.511266528110678,0.0,11.201287024626259,8.192147483005948
2024-06-18,38.06890323548641,22.214116838301347,14.698588493221862,10.061574485493814,7.144912135972879,0.0,4.512010905984661,3.2998939055390317
2024-06-19,38.06890323548641,22.214116838301347,14.708523484157713,10.051639494557964,7.144912135972879,0.0,4.512010905984661,3.2998939055390317
2024-06-24,38.06532049072177,22.21202622091972,14.751581063168235,10.030825401702046,7.129077206800398,0.0,4.511586271123198,3.2995833455646397
2024-06-27,38.073283061742494,22.216672571824382,14.753620916130952,10.032923667489065,7.109650303021101,0.0,4.513575921551126,3.300273558240881
2024-07-08,38.078261360501706,22.219577528387198,14.75555003615408,10.021159959490733,7.1105799303197115,0.0,4.514166097328021,3.3007050878185487
2024-07-09,38.07985469107361,22.22050727493827,14.828347627390468,10.02157928064561,7.058572994085262,0.0,4.514354986174111,3.276783145692666
2024-07-10,36.048273284063015,21.035030864895923,14.037247042031412,9.481971057900884,6.6819942027231125,5.340502104993457,4.273016499281468,3.1019649441107306
2024-07-11,36.049879760300776,21.035968282257883,14.037872606081011,9.479422645833115,6.6822919830029885,5.339254616165303,4.273206924476472,3.102103181882449
2024-07-12,36.06952604579005,21.047432360395298,14.045522896587245,9.47963437603214,6.636390477961858,5.342164376785493,4.275535715688848,3.1037937507590634
2024-07-15,36.07310039854607,21.04951808083889,14.046914754451176,9.470664152305538,6.637048119001131,5.342693764943768,4.275959405006235,3.104101324907197
2024-07-18,36.07578162804137,21.05108264246838,14.047958828892837,9.46393531772289,6.637541435322207,5.343090874921804,4.276277227104995,3.1043320455255192
2024-07-22,35.823889617861795,20.904097621383045,13.949871734763764,10.09608548321896,6.591196115017521,5.3057837996397526,4.246418967125304,3.08265666098986
2024-07-24,35.82575117114154,20.905183882308425,13.95059662616324,10.091413714499385,6.591538620057487,5.306059509489777,4.246639628121073,3.0828168482190743
2024-07-25,35.83456797118839,20.910328696309744,13.95402990019006,10.093897234704887,6.593160812924751,5.307365342981122,4.247684735934537,3.058965305766515
2024-07-29,35.86599103447391,20.92866480636061,13.878576835817027,10.102748497314181,6.5989423060808186,5.312019331754921,4.251409498749635,3.0616476894489013
2024-08-01,35.870408800181636,20.931242678462382,13.880286318785403,10.103992895547103,6.58743770303362,5.312673635627915,4.2519331628267,3.062024805535241
2024-08-02,35.91269763950509,20.955919229081044,13.896650258242255,10.017249282130404,6.582871912269879,5.318936926436964,4.256945910781107,3.058728841553253
2024-08-05,35.94816249790681,20.976613823388533,13.910373614215507,9.92838863610376,6.589372694321642,5.3241895350501425,4.261149771640158,3.0617494273734507
2024-08-06,35.9858318033072,20.998594765319165,13.92494999519014,9.83993592163862,6.590346168529759,5.329768638616759,4.265614938729409,3.064957768668946
2024-08-07,36.06748183445926,21.046239514122224,13.956545002000393,9.763181478825715,6.477485150791354,5.341861613923122,4.275293403146561,3.0719120027313793
2024-08-08,36.107371469975746,21.069516071855425,13.971980554051253,9.685203932710504,6.462827195082968,5.347769564850689,4.280021759186506,3.075309452286912
2024-08-14,36.143222054820164,21.09043574678089,13.98585316936234,9.595531432960449,6.469244060262001,5.353079302411411,4.284271342497805,3.078362890904944
2024-08-15,36.14896475599286,21.09378675046042,13.988075344664669,9.581167305521298,6.470271941378826,5.353929839055346,4.284952059065502,3.078852003861082
2024-08-16,36.32952961198942,21.199150668700646,13.5584439321412,9.629025442164442,6.502591088807799,5.380672833686872,4.3063554867077585,3.0942309358018583
2024-08-20,36.3322490979818,21.200737553912468,13.559458864036705,9.622260625717539,6.503077847253863,5.381075609735917,4.306677843576933,3.0944625577847726
2024-08-28,36.33406231484362,21.20179560938027,13.560135569719941,9.617750185405294,6.503402393371956,5.381344160603878,4.306892774969243,3.0946169917058026
2024-08-29,36.415949456704325,21.24957871796094,13.590696444951183,9.41405305822681,6.518059302080613,5.393472253765117,4.316599345530682,3.1015914207803306
2024-09-16,37.036924393340556,21.61193246665616,12.117220877228508,9.574584119164074,6.6292070689928275,5.485443248370463,4.390207202666518,3.15448062358089
2024-09-19,37.015081250765,21.599186469791274,12.110074544546292,9.568937348827653,6.684274048116828,5.482208116919162,4.387618004901454,3.152620216132341
2024-09-25,37.02599960051358,21.60555758837844,12.11364665690944,9.571759901181084,6.656748680116599,5.48382520551096,4.388912221915761,3.1535501454741404
2024-09-27,37.0175279071553,21.60061415239566,12.110875007229886,9.569569845121643,6.678105980683199,5.482570484880248,4.387908021653198,3.1528286008808637
