date,ABCI SECURITIES CO LTD,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,QUAM SECURITIES LTD,CITIBANK N.A.,BOCI SECURITIES LTD
2024-10-02,37.016022234177896,21.599735556150495,12.110382402286714,9.569180606738215,6.68190181098222,5.482347483542975,4.387729545268927,3.1527003608525552
2024-10-03,37.01564583507167,21.599515918256763,12.110259257312265,9.568066447540104,6.683867574859121,5.482291736043157,4.387684928441416,3.152668302475497
2024-10-04,37.02438619710607,21.604616128847017,12.113118806236816,9.5629866174957,6.666629559663312,5.4835862484978275,4.388720975602076,3.1559554665511844
2024-10-07,37.024574484590254,21.60472599910377,12.113180407492095,9.560492500485614,6.668697662458458,5.483614135270982,4.391286044009137,3.1534287665896867
2024-10-08,37.024574484590254,21.60472599910377,12.113180407492095,9.556424101173116,6.672766061770955,5.483614135270982,4.391286044009137,3.1534287665896867
2024-10-09,37.014033333846484,21.59857498517033,12.109731701802986,9.555736942076978,6.682051192206971,5.482052912649919,4.390035814700811,3.167783117545522
2024-10-10,37.00838875747717,21.595281239663795,12.107884988563544,9.571054519293606,6.68357382887981,5.481216909017269,4.3893663417958555,3.1632334153089525
2024-10-14,37.00951753502072,21.59593990839617,12.108254286150762,9.569313069665798,6.683777681798082,5.481384089344919,4.389500220041395,3.1623132095821536
2024-10-15,37.01045823557393,21.596488829699982,12.108562051349123,9.569556300561471,6.681405788625608,5.481523414075114,4.389611791484642,3.1623935886301338
2024-10-18,37.008524207146856,21.595360277790256,12.107929303084585,9.569056231262087,6.6862822701009375,5.481236970118138,4.389382406754129,3.1622283337430126
2024-10-21,36.999684433301184,21.59020205802707,12.105037229999487,9.566770587756622,6.694849360327691,5.479927734036764,4.402055585640342,3.16147301091084
2024-10-22,37.00212905462201,21.591628553119676,12.105837026877627,9.564353228085439,6.705456530775667,5.480289800588962,4.3886239120402095,3.1616818938904134
2024-11-01,37.01398064317346,21.59854423890061,12.10971446320843,9.53538716306947,6.707604253457654,5.482045108770377,4.39002956534291,3.1626945640770843
2024-11-04,37.02395690880284,21.60436562884006,12.112978357717521,9.511004511108306,6.7094121336317505,5.483522667715591,4.391212796659932,3.163546995524001
2024-11-08,37.014545193905654,21.59887366777458,12.109899164989974,9.53400736380101,6.707706560284067,5.48212872292174,4.390096523674934,3.1627428026480464
2024-11-18,37.011346300776296,21.597007037015896,12.108852596052463,9.541825669841725,6.707126862861959,5.481654943119392,4.389717120131457,3.162469470200807
2024-11-22,37.01115814781089,21.596897245254066,12.108791038807148,9.541777162479127,6.707601131768312,5.481627076269466,4.389694804318172,3.162453393292823
2024-12-12,37.000812679925104,21.590860416955127,12.10540635388788,9.539110016835819,6.7057262033528815,5.480603059265796,4.390500678041347,3.186980591736045
2024-12-17,37.000812679925104,21.590860416955127,12.10540635388788,9.539110016835819,6.7057262033528815,5.480094835731278,4.391008901575865,3.186980591736045
2024-12-19,36.99893230711005,21.589763174380135,12.104791159913088,9.538625241452353,6.7099591992454775,5.479816338568468,4.391293949217186,3.186818630113239
2024-12-20,36.99855625548123,21.589543739247787,12.104668128621418,9.538528292288282,6.709891000221105,5.47976064253263,4.392265701843477,3.186786239764062
2024-12-27,36.97488040384311,21.5757283127491,12.096922195921692,9.5324244654488,6.769080672553689,5.476254073273841,4.389962901915804,3.184746974293969
2024-12-30,36.9694354888457,21.572551074435218,12.095140805086407,9.53102072214073,6.770622821582638,5.47544764097149,4.389316436678279,3.1964650102595424
2025-01-02,36.96192789213866,21.568170211939826,12.092684575012058,9.52908520273552,6.769247872116199,5.474335710206647,4.388425072847849,3.216123463003239
2025-01-03,36.96174024128894,21.568060713174532,12.092623182041907,9.529036824822427,6.769213505534487,5.474307917723781,4.388910480246787,3.216107135167137
2025-01-08,36.96136494530552,21.567841718979373,12.092500397971685,9.528940070469876,6.769144773417899,5.474252333604632,4.389881280258718,3.2160744799922947
2025-01-09,36.96042673868904,21.567294252947367,12.092193448704522,9.52869819318435,6.768972949232732,5.474113378244966,4.392308194040687,3.21599284495634
2025-01-15,36.958550468338274,21.56619940425855,12.091579596916398,9.528214475449499,6.773705757462002,5.47383548868755,4.3920852215708575,3.2158295873168674
2025-01-16,36.95348548978394,21.563243867959187,12.089922508351766,9.526908682842167,6.7935879684621465,5.473085327790848,4.384377280337275,3.2153888744726746
2025-01-20,36.9531103614124,21.563024971569575,12.089799779118449,9.526811971701319,6.799102255789949,5.473029768496262,4.379764658030006,3.215356233882041
2025-01-21,36.95217257380328,21.562477750038404,12.089492966936234,9.526570202439299,6.802482597801923,5.472890875194696,4.378638398481492,3.215274635304667
2025-01-27,36.934815126889944,21.55234926403075,12.083814201175883,9.522095311653791,6.79928728552808,5.470320108546566,4.423554369375067,3.213764332799919
2025-02-04,36.933690901473774,21.551693251573738,12.083446392889782,9.52484928672319,6.799080328174917,5.470153602422751,4.423419724806392,3.2136665119354557
2025-02-05,36.93237939165058,21.55092795417951,12.083017311521104,9.52603291146744,6.800868028137143,5.46995935808895,4.423262649835555,3.213552395119724
2025-02-10,36.9318173445248,21.55059998621985,12.082833428834354,9.527409769227406,6.800764530653608,5.469876114740268,4.423195335405784,3.2135034903939266
2025-02-21,36.93125531450555,21.550272028242254,12.082649551744272,9.528786585081212,6.8006610363201325,5.469792873925189,4.423128023024799,3.213454587156597
2025-02-25,36.93069330159202,21.549944080246263,12.082465680250607,9.530163359030764,6.800557545136571,5.469709635643596,4.423060712692509,3.213405685407669
2025-02-26,36.93136771914091,21.55033761903923,12.082686326714567,9.53033739609421,6.798855564103472,5.469809521885522,4.423141485337098,3.213464367684989
2025-02-27,36.9308057028063,21.550009669046954,12.082502454101638,9.530192364766595,6.800273885947805,5.469726283097241,4.423074174595076,3.2134154656383855
2025-03-10,36.94204928050829,21.556570565934567,12.086180969979965,9.534108663042673,6.770884411928694,5.471391540361529,4.424420778797647,3.2143937894466297
2025-03-19,36.94242418433985,21.556789331299722,12.086303625751444,9.533190576202658,6.770953125780756,5.47144706640008,4.4244656797258495,3.214426410499638
2025-03-25,36.94317401483155,21.557226875351056,12.08654894476314,9.519683414289643,6.7710905576689875,5.471558121858259,4.424555484316354,3.226162586921013
2025-03-27,36.94317401483155,21.557226875351056,12.08654894476314,9.520190846130035,6.7710905576689875,5.471558121858259,4.424048052475962,3.226162586921013
2025-03-28,36.943361477210594,21.557336264139202,12.086610276072104,9.520239154854789,6.771124916512767,5.4715858864272215,4.4235630672030535,3.2261789575802715
2025-04-02,36.95836463412871,21.5660909655463,12.091518798289064,9.49516993398681,6.773874754252825,5.4738079652625675,4.425359530983844,3.2158134175498754
2025-04-03,36.95836463412871,21.5660909655463,12.091518798289064,9.49466229349613,6.774382394743504,5.4738079652625675,4.425359530983844,3.2158134175498754
2025-04-07,36.954800281068664,21.564011080164807,12.09035266330295,9.478011268049812,6.799108633737318,5.473280058133443,4.424932738728768,3.215503276814243
2025-04-08,36.95705137143025,21.565324645307378,12.09108914343927,9.473004771232265,6.799522799361172,5.473613461314937,4.424694659701393,3.215699148213332
2025-04-09,36.95667617065845,21.565105706670476,12.09096639051905,9.472908598010386,6.803007089345124,5.473557891297334,4.422111652176159,3.2156665013230223
2025-04-23,36.95723897467308,21.56543411629291,12.091150520834066,9.471529983487846,6.803110690645299,5.47364124674687,4.422178995412859,3.215715471907073
2025-04-24,36.95742657982055,21.56554358838985,12.091211898852002,9.471070435982694,6.803145225113235,5.4736690324608945,4.422201443614229,3.21573179576654
2025-04-25,36.958177019457544,21.565981487892056,12.0914574171553,9.469232199305345,6.8032833664911845,5.473780178138012,4.422291238698822,3.2157970928617337
