date,KGI ASIA LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,SINOPAC SECURITIES (ASIA) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-04,1.40642196300203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20672121379509048,1.6131431767971205
2024-03-07,1.4058987407499397,0.0,1.2339404657059525,0.0,0.0,0.0,0.0,0.0,0.20672121379509048,2.8465604202509827
2024-03-08,1.4058987407499397,0.0,1.2339404657059525,0.0,0.7991330422850431,0.49287536146904115,0.0,0.0,0.20672121379509048,4.138568824005067
2024-03-13,1.4058987407499397,0.0,1.2334172434538624,0.0,0.798609820032953,0.49287536146904115,0.0,0.2862005313265985,0.20410510253463912,4.421106799567034
2024-03-14,1.4058987407499397,0.0,1.2334172434538624,0.0,0.798609820032953,0.49287536146904115,0.0,0.2862005313265985,0.20515154703881966,4.422153244071215
2024-03-15,1.4058987407499397,0.0,1.2334172434538624,0.0,0.798609820032953,0.49287536146904115,0.0,0.2862005313265985,0.20567476929090994,4.4226764663233045
2024-03-18,1.4058987407499397,0.0,1.2334172434538624,0.0,0.798609820032953,0.49287536146904115,0.0,0.2862005313265985,0.20672121379509048,4.423722910827485
2024-03-25,1.4058987407499397,0.0,1.2360333547143136,0.0,0.7970401532766821,0.49287536146904115,0.0,0.2862005313265985,0.2061979915430002,4.424246133079576
2024-03-26,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7970401532766821,0.49287536146904115,0.0,0.2862005313265985,0.20567476929090994,4.425292577583756
2024-04-02,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7970401532766821,0.49287536146904115,0.0,0.2862005313265985,0.2061979915430002,4.4258157998358465
2024-04-03,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7787273744535225,0.49287536146904115,0.0,0.2862005313265985,0.2061979915430002,4.407503021012686
2024-04-08,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7787273744535225,0.49496825047740234,0.0,0.2862005313265985,0.2061979915430002,4.409595910021047
2024-04-09,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7787273744535225,0.49653791723367313,0.0,0.2862005313265985,0.2082908805513613,4.413258465785679
2024-04-10,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7771577076972516,0.49653791723367313,0.0,0.2862005313265985,0.20776765829927102,4.411165576777319
2024-04-16,1.4058987407499397,0.0,1.2376030214705844,0.0,0.7771577076972516,0.49653791723367313,0.0,0.2862005313265985,0.2082908805513613,4.411688799029409
2024-04-19,1.4058987407499397,0.0,1.238649465974765,0.0,0.7771577076972516,0.49653791723367313,0.0,0.2862005313265985,0.20986054730763215,4.41430491028986
2024-04-22,1.4058987407499397,0.0,1.2360333547143136,0.7440220424723744,0.7771577076972516,0.49653791723367313,0.0,0.2862005313265985,0.20776765829927102,5.153617952493422
2024-04-29,1.4058987407499397,0.0,1.2512068000249315,0.7440220424723744,0.7771577076972516,0.49653791723367313,0.0,0.2862005313265985,0.20672121379509048,5.167744953299859
2024-04-30,1.4058987407499397,0.0,1.2512068000249315,0.7440220424723744,0.7766344854451612,0.49653791723367313,0.0,0.2862005313265985,0.20724443604718074,5.167744953299859
2024-05-06,1.4058987407499397,0.0,1.2512068000249315,0.7440220424723744,0.7766344854451612,0.4960146949815829,0.0,0.2867237535786888,0.20724443604718074,5.167744953299859
2024-05-07,1.4058987407499397,0.0,1.2679499120918205,0.7440220424723744,0.7693093739158974,0.4960146949815829,0.0,0.28777019808286936,0.20253543577836824,5.173500398072852
