date,DBS BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD
2024-04-25,41.88466774501108,27.967573772513603,6.933311829691154,6.090590417281339,0.0,4.648581471133732,2.5614632596043014,2.7986357836417364,7.11517572112306
2024-04-30,1.7659999999999998,1.179208,0.29233200000000004,0.2568,0.0,0.196,0.11399999999999999,0.11800000000000001,0.3
2024-05-02,41.78134899465104,27.835537279821732,6.900579273618265,6.061836396512083,0.0,4.626635255904861,2.879844393981597,2.8326338301458334,7.081584575364584
2024-05-03,41.761633092201194,27.82240216688609,6.897323008536362,6.058975919817664,0.0,4.624452026029059,2.925673730753078,2.831297158793301,7.0782428969832525
2024-05-06,41.72225705624726,27.796169095357754,6.890819689133827,6.053263057652145,0.0,4.62009174182173,3.0172027701692934,2.8286275970337127,7.0715689925842815
2024-05-10,39.73542046809672,26.472500395109265,6.56267510524274,5.76500337638827,4.762054424505395,4.4000804586141005,2.873521932156147,2.6939268113963877,6.734817028490971
2024-05-14,39.709003814932736,26.46986059719473,6.550909990534377,5.7546682729541345,4.7535173392995445,4.392192295556894,2.9580070561913776,2.6890973238103433,6.722743309525859
2024-05-16,39.67344189945335,26.44615516883154,6.545043237782728,5.749514604841772,4.749260264943365,4.388258810549016,2.955357974451378,2.7762453699391734,6.7167226692076785
2024-05-20,39.69121489164208,26.45800257320924,6.547975300058417,5.752090284522398,4.751387848574879,4.390224671987499,2.9566819219507647,2.732690867257525,6.7197316407971925
2024-05-29,39.65568481697514,26.43431836980224,6.542113800178316,5.746941230812198,4.747134585844264,4.386294708875353,2.954035212099728,2.775002775002775,6.758474500409985
2024-06-07,39.62021829577611,26.410676530878728,6.536262784898883,5.741801387333694,4.742888931023257,4.382371775379299,2.951393236479936,2.7725209191175155,6.841866139112579
2024-06-12,39.58481515767803,26.476433184763685,6.530422226114182,5.736670729397131,4.738650863717434,4.378455852655131,2.9487559824003946,2.7700434986185525,6.83575250465546
2024-06-13,39.549475232922305,26.542072428212794,6.524592095818647,5.73154923240093,4.7344203636051985,4.374546921925943,2.9461234372154315,2.767570501626617,6.829649786272136
2024-06-18,39.51419835235605,26.60759457540522,6.518772366106629,5.726436871831282,4.730197410437457,4.37064496448182,2.943495588324491,2.765101916304825,6.823557954752229
2024-06-19,39.541162037631416,26.59573329909702,6.515866392776138,5.723884110069757,4.728088757649677,4.368696594913054,2.9421834210638935,2.7638692743327486,6.820516112466299
2024-08-01,39.53287104804846,26.560212836430075,6.507163997307491,5.716239462352954,4.72177406429968,4.362861894942285,2.9382539292468457,2.7601779335349153,6.900444833837288
2024-08-13,39.48014255532556,26.5692467473342,6.4984848161505795,5.7086152073241,4.715476215881688,4.357042759484126,2.9343349196525748,2.800956059668367,6.935700719178812
2024-08-14,39.32279765763659,26.95046390273453,6.472585633362737,5.685863985631237,4.696683068878663,4.339678119874309,2.74551064726742,2.8340755068566916,6.952341477757821
2024-08-20,39.3402184622582,26.962403510139854,6.475453121345081,5.68838293981301,4.69876379565769,4.341600686150117,2.7024249168893584,2.8353310603429334,6.955421507403758
2024-09-03,39.30539227489695,26.938534864945257,6.469720683843006,5.683347261370235,4.694604184076713,4.337757255562953,2.700032577442246,2.921346723134233,6.949264174728404
2024-09-10,39.49770308402336,26.492105796910636,6.501375302904683,5.7111543648520255,4.717573631191087,4.358980745759335,2.713243117258361,2.935640094082817,7.072223863017696
2024-09-11,39.66568387386937,26.217901582700943,6.521680932629911,5.728991911591482,4.73230794491601,4.372595072710009,2.7217173411766384,2.944808926518986,7.094312413886648
2024-09-12,39.63031911099699,26.19452646895194,6.515866392776138,5.723884110069757,4.728088757649677,4.368696594913054,2.719290737649962,2.9421834210638935,7.177144405928589
2024-10-07,39.718849520514404,26.029651975309083,6.530422226114182,5.736670729397131,4.738650863717434,4.378455852655131,2.725365377673092,2.9487559824003946,7.193177472219145
2024-10-22,40.004823978774496,26.21706464491556,5.8574442272454,5.777974576911862,4.7727689998164005,4.409980596085377,2.744987922053143,2.969986932057499,7.244968122140262
2024-10-25,40.02283417490834,26.183847522456006,5.860081252205982,5.780575824587436,4.774917703328603,4.41196597203714,2.746223717288424,2.9713240219841963,7.248229811203872
2024-10-29,40.04086059474866,26.105560139661083,5.862720652616484,5.783179415484508,4.7770683424074605,4.413953136428986,2.7474606257364096,3.017702654497368,7.251494438419048
2024-11-04,40.21268443615491,25.826664353307745,5.88126323855791,5.801470428766618,4.792177232210632,4.427913567127169,2.7561502815791568,3.0272470305869428,7.2744294317089215
2024-11-05,40.349021298486754,25.613431922008196,5.894579917327527,5.814606436280246,4.803027942716164,4.437939491864985,2.7623909082016747,3.0341014893362654,7.290900593778191
2024-11-07,40.36730167014614,25.62503624449084,5.8972504929250755,5.817240779401531,4.805203983994433,4.439950127580608,2.718336812804454,3.0354761076316397,7.294203781025284
2024-11-08,40.385598613382456,25.636651086558437,5.899923489460764,5.819877510615385,4.807381997904119,4.441962585983704,2.6742427813575365,3.0368519720500835,7.2975099626875135
2024-11-13,40.50436103008221,25.410765078338706,5.910639750943588,5.830448381460264,4.816113833601546,4.450030696130107,2.633691636485166,3.1331848778875253,7.310764715070891
2024-11-18,40.46760958011679,25.38770873483372,5.905276758526326,5.825158150321745,4.811743954356892,4.445992980775163,2.6313019682138723,3.221076547296292,7.304131325559197
2024-11-21,40.50436103008221,25.410765078338706,5.910639750943588,5.830448381460264,4.816113833601546,4.450030696130107,2.633691636485166,3.1331848778875253,7.310764715070891
2024-11-28,41.13950905622645,25.80923074652528,6.003324367503109,5.921875518855916,4.891635212468039,4.519811533083176,2.6749904991716758,3.1823162834973377,5.8573067826690135
2024-12-09,41.35729740944928,25.453679826901414,6.028347116011619,5.94655877645385,4.912024275297884,4.538650779536428,2.6861402572766613,3.1955806508980973,5.881720908174758
2024-12-13,41.338152568798165,25.441896981435324,6.025556514300316,5.943806035648023,4.909750434212621,4.536549777986809,2.684896807379948,3.2403926985620064,5.878998181676783
2024-12-18,41.242693623593226,25.70643700074634,6.0116421704464,5.930080471746215,4.898412733600834,4.526073880304744,2.632512358952759,3.18672548715334,5.865422273456147
2024-12-20,41.20463337566075,25.68271417180994,6.098378023211175,5.924607979210347,4.893892301331837,4.521897055783598,2.6300829814251543,3.1837846617251873,5.8600094498420106
2024-12-23,41.21274257433045,25.65903508707229,6.138854672990257,5.9191455777897435,4.889380204606976,4.51772793320401,2.6276580835982504,3.180849259092619,5.8546066073154
2024-12-27,41.55758188796001,25.0370020527772,6.190220301668997,5.968672834915063,4.930291107607176,4.555529110760718,2.649644482789397,3.207464373902954,5.903593847618481
2024-12-30,41.51898169820994,25.013746776938113,6.184470600474079,5.963128915044918,4.925711674357431,4.55129777004986,2.6936252108458354,3.250926978607043,5.898110375472777
2025-01-02,42.001995094767004,24.21696280573327,6.242452766506409,6.01903590420545,4.971892414889707,4.5939682134901405,2.718879146759471,3.2814058667786723,5.953407786869876
2025-01-09,41.98231494982739,24.205615884308735,6.286383111114444,6.016215669149371,4.969562821661375,4.5918156976373705,2.7176052088057907,3.2798683554552643,5.950618302040265
2025-01-15,41.962653238617634,24.194279591163863,6.2834389892995235,6.013398075712615,4.967235410484669,4.589665197973803,2.763165782453616,3.278332284267002,5.947831430027276
2025-02-03,41.92338501388712,24.171638830038106,6.324348503110564,6.0077707988650735,4.962587122034482,4.585370235893905,2.7605800399769422,3.3220539464129306,5.942265509780875
2025-02-13,41.88419021405813,24.149040403284914,6.36518152308866,6.002154044068152,4.957947525093117,4.581083304662608,2.804744880405678,3.3189481084800527,5.936709996858686
2025-02-19,41.86462028415611,24.137757028210025,6.362207461620983,5.999349603220586,4.955630978323845,4.578942843579575,2.8501583005954494,3.317397366266835,5.933936134026592
2025-02-20,41.86462028415611,24.137757028210025,6.362207461620983,5.999349603220586,4.955630978323845,4.578942843579575,4.952734096116683,3.317397366266835,3.831360338505358
2025-02-25,42.095749548103534,23.795067765718873,6.3830844465112095,6.01903590420545,4.971892414889707,4.5939682134901405,4.968986026836275,3.328283093446939,3.8439325867978726
2025-02-26,42.1154921228084,23.712429041492673,6.38607806279992,6.021858784597549,4.974224193239761,4.596122748368845,5.018215653831291,3.3298440319815104,3.8457353608800546
2025-02-27,42.095749548103534,23.70131331238234,6.429961673179475,6.01903590420545,4.971892414889707,4.5939682134901405,5.015863253504541,3.328283093446939,3.8439325867978726
2025-02-28,1.806,0.993208,0.274332,0.2568,0.21212399999999998,0.196,0.216,0.14200000000000002,0.164
2025-03-05,42.34998818139864,23.290336136030227,6.43297727451797,6.021858784597549,4.974224193239761,4.6899211718049445,5.065114865549339,3.3298440319815104,3.8457353608800546
2025-03-06,42.250911459308114,23.282638478181124,6.417927487516563,6.0077707988650735,4.962587122034482,4.678949220299902,5.053265157923894,3.5092119152249266,3.8367383606459193
2025-03-07,42.53758502827085,22.91514244228583,6.43297727451797,6.021858784597549,4.974224193239761,4.6899211718049445,5.065114865549339,3.517440878853708,3.8457353608800546
2025-03-11,42.61831969547103,22.882946677457063,6.423938944339539,6.013398075712615,4.967235410484669,4.683331834667146,5.057998381440518,3.5124988760003597,3.84033210442706
2025-03-12,42.598369465488766,22.872234850896344,6.420931808904651,6.010583120185449,5.011721573312262,4.681139501702063,5.055630661838227,3.5108546262765468,3.838534391395691
2025-03-13,42.71198633216437,22.836113359110392,6.3302723076461955,6.013398075712615,5.01406872883134,4.683331834667146,5.057998381440518,3.5124988760003597,3.84033210442706
2025-03-21,42.8058212182434,22.854854189462205,6.3095873836260505,5.993748576251312,4.997684657870856,4.668028486177034,5.041470765071197,3.5010213646327752,3.8277833586651675
2025-03-26,43.071564775544644,22.748662783566083,6.280270900163179,5.965899587033368,4.974463719524661,4.646339242237826,5.018046381616852,3.484754431678369,3.809998178635017
2025-03-31,1.854,0.979208,0.272332,0.2568,0.214124,0.2,0.216,0.15,0.164
2025-04-07,43.03157691464986,22.773963064331046,6.32086052012968,5.960360815362505,4.969845401980845,4.6420255571359075,5.01338760170678,3.4815191678519306,3.8064609568514443
2025-04-08,42.655363072143246,22.574856250966302,6.311613302215319,5.908250936853497,4.92639534113247,4.509412708813417,4.9695568627739695,4.3713694626252515,3.773182062476533
2025-04-09,42.839363466147674,22.601641929396298,6.239682545544521,5.927342962341984,4.9423145812636875,4.5239845039681805,4.754800039884924,4.3854951824181345,3.7853747890346
2025-04-11,42.87895197927025,22.53011691907337,6.245448731928924,5.932820510924892,4.94688185000499,4.528165187466039,4.759194023561244,4.389547885808915,3.7888729119613793
2025-04-15,42.92515774648928,22.53011691907337,6.245448731928924,5.932820510924892,4.94688185000499,4.528165187466039,4.712988256342204,4.389547885808915,3.7888729119613793
2025-04-17,42.92515774648928,22.53011691907337,6.245448731928924,5.932820510924892,4.854470315566908,4.620576721904121,4.712988256342204,4.389547885808915,3.7888729119613793
2025-04-22,42.94500081359743,22.540531944793717,6.248335823434564,5.93556308338634,4.8567143977160105,4.622712681765063,4.668939808582713,4.39157704767681,3.7906243990473514
2025-04-25,42.96486223494981,22.55095660410169,6.251225585413592,5.938308192645377,4.858960555574055,4.624850617325061,4.624850617325061,4.393608086458808,3.7923775062065497
2025-04-28,42.94500081359743,22.540531944793717,6.248335823434564,5.93556308338634,4.8567143977160105,4.622712681765063,4.622712681765063,4.43780417449446,3.7906243990473514
