date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,HING WAI ALLIED SECURITIES LTD,CITIBANK N.A.,HANG SENG SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,BOCI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,29.87737724134169,23.0684424899613,18.44748206778713,0.0,0.0,8.23826711206356,7.650704539774295,4.894105023709901,2.336338560122565,5.48728296523956
2024-03-04,26.69062938786371,20.928622325669053,16.7231984461459,0.0,10.253496125403428,7.260424120694106,6.57356865580345,4.421972788128313,2.5517513314250073,4.59633681886703
2024-03-05,26.716858036407963,20.899268667523746,16.792024700415094,0.0,10.29501463036611,7.3352474286436005,6.464434469689402,4.440171927752667,2.5622533586857608,4.494726780515658
2024-03-06,26.733261598436602,20.882801859896997,16.80233463350619,0.0,10.296906699739864,7.387446338199726,6.49075211171241,4.442890873040104,2.4320514208426522,4.531554464625453
2024-03-07,26.719117608295555,20.734751905487368,16.78232371406527,0.0,10.217133033656054,7.378648180278678,6.7941688590074545,4.437599564821071,2.429154943292347,4.5071021910962
2024-03-08,26.80940420284852,20.715273343893124,16.794118668840056,0.0,10.12188734214616,7.38383404268178,6.798943937583559,4.440718399081897,2.3589457248169876,4.576874338107915
2024-03-11,26.809424326982374,20.710925093518515,16.791145509657248,0.0,10.120095406356487,7.416572174295758,6.79774028152991,4.439932233225454,2.3585281071210673,4.555636867313188
2024-03-12,26.725815724734854,20.719505966352695,16.814797363949634,0.0,10.105848489873072,7.324739219964028,7.045968546898409,4.446200668609103,2.323256703929489,4.493867315688719
2024-03-13,26.731749763412626,20.701780332689385,16.818788282428784,0.0,9.795469193408653,7.344892460981671,6.907688805102643,4.515458718773609,2.7649435957447475,4.419228847457882
2024-03-14,26.749184444869933,20.69181090548694,16.944812694968235,0.0,9.922958719635337,7.3163799450203,6.698497182988499,4.522944312487268,2.7800248073213667,4.3733869872221245
2024-03-15,26.851486439644084,20.702439501847625,17.010228474609505,0.0,9.944056618692729,7.344624972384774,6.410586394192872,4.547289177738048,2.8595966531303394,4.329691767760022
2024-03-18,26.905116155689857,20.665575071226193,17.016718155088743,0.0,9.947850438994383,7.299221028500911,6.418816862408078,4.526986996797815,2.8606876360413573,4.359027655252662
2024-03-19,26.894327681551673,20.66348397631783,17.009894753075884,0.0,9.943861527496265,7.433970481010857,6.4162430307502945,4.525171755344991,2.8595405510631595,4.253506243389046
2024-03-20,26.951879768524336,20.611186046100734,17.015024972316322,0.0,9.93350198667857,7.436212581796793,6.4181781828441515,4.525572531614452,2.8190876441522437,4.289356285972402
2024-03-21,26.985167962233657,20.60801320127357,17.012178372680914,0.0,9.931840119994293,7.434968509568947,6.417104426931069,4.503472713995832,2.8186160131159634,4.288638680205755
2024-03-22,26.97032374581827,20.60003218391174,17.011500483552112,0.0,9.931436101766936,7.416084189779928,6.462148504817458,4.501503301838811,2.818503698918939,4.2884677895958045
2024-03-25,26.938781103411557,20.66035902954698,17.044685238111878,0.0,9.950119810194566,7.381575873639154,6.428262564973351,4.509870621914542,2.8240018237648252,4.262343934443139
2024-03-26,26.955589792809644,20.640671862707,17.055320419375487,0.0,9.956328274962193,7.3861816728270275,6.405769091545239,4.509371539804666,2.825763884540072,4.265003461428671
2024-03-27,26.951246794559005,20.64763106739147,17.055367507192123,0.0,9.95635576326195,7.386202065241811,6.4057867771514285,4.506623102424336,2.825771686155543,4.265015236622335
2024-03-28,26.949735855387004,20.649938130533293,17.055220711781956,0.0,9.955924961052965,7.386138492260384,6.405731642596457,4.5065843139557495,2.825747364761499,4.264978527670695
2024-04-02,26.948886349831874,20.710857983162477,17.09742077011772,0.0,9.980143942115866,7.346707720445525,6.290115966541114,4.517735041592629,2.8327391654335763,4.275393060759218
2024-04-03,26.929899816424413,20.727772027962573,17.094250888342604,0.0,9.978293611775374,7.345345632255543,6.2889497716960685,4.515237139276337,2.8322139722845687,4.288037139982522
2024-04-05,26.822337723535465,20.76898582746032,17.07228639833626,0.0,9.965472451506475,7.369623797957485,6.349959719148631,4.505566411627533,2.828574846130612,4.317192824297216
2024-04-08,26.81762078613191,20.75258683972931,17.070163498659312,0.0,9.964233267852084,7.3687074021324115,6.376802940123069,4.505006154772855,2.8282231193327503,4.316655991266292
2024-04-09,26.837940847894487,20.789051667249197,17.08309778464077,0.0,9.796873255123256,7.3090278905172665,6.519903535355545,4.51381214033833,2.8303661009537335,4.319926777927415
2024-04-10,26.818869222538368,20.789515598095505,17.084160777588977,0.0,9.796791476888957,7.241035374606683,6.5218302868126505,4.583231717584382,2.8305422200185597,4.3340233258659175
2024-04-11,26.836551927024498,20.809412937835063,17.09482663128835,0.0,9.801939189267557,7.245556042899554,6.525763582698819,4.586093086053484,2.8323093626720177,4.267547240260655
2024-04-12,26.81419166844131,20.8388825740294,17.12472898371088,0.0,9.819084788131088,7.159542698131944,6.537178479537774,4.594115101991962,2.837263651741978,4.27501205428366
2024-04-15,26.823626272881807,20.82881845163338,17.116686305557106,0.0,9.814473226757435,7.134290772435274,6.565279925701748,4.591957462638845,2.835931122718595,4.288936459675811
2024-04-16,26.839516980149234,20.805695901737593,17.154736130115005,0.0,9.822544458909812,7.150150063619927,6.49656513974156,4.60244292868705,2.842235303314736,4.286113093725079
2024-04-17,26.824835260606978,20.810463584326673,17.15866718520464,0.0,9.823128756549329,7.151788540224056,6.498053845558076,4.603080949798322,2.842886609372158,4.287095268359771
2024-04-18,26.8024483401378,20.907013470599605,17.188843232683602,0.0,9.840404177568347,7.153236039325808,6.399573118115212,4.6111761466916095,2.847886244855251,4.24941923002276
2024-04-19,26.802373762693133,20.906955297121556,17.18879540496321,0.0,9.840863731877063,7.1532161355447,6.39955531139084,4.611163316157266,2.8478783206508593,4.2491987196013765
