date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,EFG BANK AG,UOB KAY HIAN (HONG KONG) LTD,HANG SENG BANK LTD,TOTAL_CCASS_PCT
2024-03-01,58.51119761365885,8.435169351100129,7.982308865570169,0.0,3.0987445778611886,0.0,0.2463494610297048,0.0,0.0,0.0,78.27376986922005
2024-03-04,58.5156866889993,8.437734537008954,7.986889554693071,0.0,3.116334424093135,0.0,0.2463494610297048,0.0,0.0,0.0,78.30299466582417
2024-03-05,58.5145873236098,8.446987529037218,7.999440642889824,0.0,3.125587416121398,0.0,0.24818173667886587,0.0,0.0,0.0,78.3347846483371
2024-03-06,58.54207145834721,8.449827556293418,8.005578766314514,3.1208234994335795,3.12549580233894,0.0,0.22985898018725529,0.0,0.0,0.0,81.47365606291493
2024-03-07,58.44019693225386,8.456515362412855,8.006220062791721,3.1208234994335795,3.151972185469318,0.0,0.19183926046716324,0.0,0.5613176451204914,0.0,81.92888494794899
2024-03-08,58.56479167639681,8.4581644104971,8.022435702286796,3.1208234994335795,2.999343623894201,0.0,0.2413107029945119,0.0,0.5613176451204914,0.0,81.9681872606235
2024-03-11,58.620126401001485,8.458530865626932,8.032971287269472,3.1208234994335795,3.0035578578872713,0.0,0.2413107029945119,0.0,0.5649821964188135,0.0,82.04230281063207
2024-03-12,58.63002068950694,8.46182896179542,8.038559727999413,3.1208234994335795,3.0124443947857027,0.0,0.23947842734535085,0.0,0.5649821964188135,0.0,82.06813789728523
2024-03-13,58.629562620594655,8.462103803142798,8.052118567803204,3.1208234994335795,3.0123527810032447,0.0,0.23947842734535085,0.0,0.5649821964188135,0.0,82.08142189574164
2024-03-14,58.63725817832114,8.464577375269164,8.085191143270562,3.1208234994335795,3.0297593996702745,0.0063213509896056655,0.2669625620827668,0.0,0.5649821964188135,0.0,82.17587570545591
2024-03-15,58.63588397158427,8.465127057963912,8.10836943023245,3.1208234994335795,3.036996888484461,0.011543336589714692,0.27300907172499833,0.0,0.5649821964188135,0.0,82.21673545243219
2024-03-18,58.63588397158427,8.467417402525363,8.173598443342584,3.1208234994335795,2.9467573127632787,0.06522901311013382,0.2748413473741594,0.0,0.5704790233662967,0.0,82.25503001349965
2024-03-19,58.63863238505801,8.589721802106865,8.252569523821425,3.1208234994335795,2.8783218172671132,0.06522901311013382,0.2748413473741594,0.0,0.5002112522209701,0.0,82.32035064039225
2024-03-20,58.62626452442616,8.591279236408651,8.331265762952892,3.1208234994335795,2.816390900325469,0.02418603856892602,0.2748413473741594,0.0,0.4177588480087222,0.0,82.20281015749856
2024-03-21,58.62846325520516,8.589905029671781,8.390997949115544,3.1208234994335795,2.825552278571274,0.015391115452952924,0.2748413473741594,0.0,0.4177588480087222,0.0,82.26373332283318
2024-03-22,58.647152466826604,8.591370850191108,8.403182582182463,3.1208234994335795,2.8394775735048983,0.010352357417760003,0.2754826438513657,0.0,0.4177588480087222,0.0,82.3056008214165
2024-03-25,58.64861828734593,8.597783814963172,8.42223824893374,3.1208234994335795,2.79376229605833,0.05396051786779329,0.2754826438513657,0.0,0.4177588480087222,0.0,82.33042815646263
2024-03-26,58.64614471521956,8.597325746050883,8.433140289046248,3.1208234994335795,2.7948616614478268,0.06339673746097275,0.2754826438513657,0.0,0.4177588480087222,0.0,82.34893414051916
2024-03-27,58.651916383514425,8.587156616198039,8.440469391642893,3.1208234994335795,2.794037137405704,0.0926215340650917,0.27685685058823656,0.0,0.4177588480087222,0.0,82.3816402608567
2024-03-28,58.65045056299509,8.586973388633123,8.443767487811382,3.1208234994335795,2.7916551790617947,0.1148836832023986,0.27685685058823656,0.0,0.4177588480087222,0.0,82.40316949973433
2024-04-02,58.683431524679996,8.58660693350329,8.451004976625567,3.1208234994335795,2.7971520060092776,0.1367793772098733,0.2754826438513657,0.0,0.4177588480087222,0.0,82.46903980932167
2024-04-03,58.68847028271519,8.60877746885814,8.427735075881222,3.1226557750827406,2.7278003726885314,0.1607821882138832,0.2754826438513657,0.0,0.4177588480087222,0.0,82.42946265529979
2024-04-05,58.68224054550804,8.61958789518819,8.477847814885777,3.1226557750827406,2.7283500553832796,0.2135517269097218,0.2754826438513657,0.0,0.4177588480087222,0.0,82.53747530481783
2024-04-08,58.66666620249017,8.626367315090086,8.478947180275274,3.1226557750827406,2.7416340538396975,0.3199153283435215,0.24744882641920146,0.0,0.4177588480087222,0.0,82.62139352954941
2024-04-09,58.6663913611428,8.767344252584621,8.480962683489352,3.1226557750827406,2.7130505537127854,0.47593359986958594,0.24744882641920146,0.0,0.4177588480087222,0.0,82.89154590030981
2024-04-10,58.64632794278448,8.765878432065293,8.480229773229688,3.1226557750827406,2.694086500743968,0.5041506448666663,0.24744882641920146,0.0,0.4177588480087222,0.0,82.87853674320075
2024-04-11,58.653198976468836,8.911905304476482,8.479130407840191,3.1226557750827406,2.6946361834387162,0.5085481064246529,0.24744882641920146,0.0,0.4177588480087222,0.0,83.03528242815955
2024-04-12,58.65448156942325,8.911264007999275,8.476290380583992,3.1226557750827406,2.693628431831678,0.5223817875758189,0.24744882641920146,0.0,0.4177588480087222,0.0,83.04590962692467
2024-04-15,58.65448156942325,8.904209746750006,8.469969029594385,3.1226557750827406,2.6895058116210655,0.5372232203340235,0.24744882641920146,0.0,0.4241718127807859,0.0,83.04966579200546
