date,CHINA SUNRISE SECURITIES (INTL) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCOM INTERNATIONAL SECURITIES LTD,PRIME CHINA SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD
2024-04-09,0.0,44.65978911081832,0.0,0.0,9.695381037148415,16.311647729197635,9.483895162865858,10.298665928815359,9.550621031154414
2024-04-10,0.0,44.65576003778004,0.0,0.0,9.68352136590875,16.31179206263998,9.48397908101186,10.314241912935815,9.550705539723555
2024-04-11,0.0,44.65576003778004,0.0,0.0,9.68352136590875,16.31179206263998,9.48397908101186,10.312029790580965,9.552917662078405
2024-04-15,0.0,44.863177569221946,0.0,0.0,9.728499485096116,16.38755724142462,9.605814267670738,9.817662284741575,9.597289151845006
2024-04-16,0.0,44.263552555263,0.0,0.0,11.305327000073692,16.195001503586877,9.433645149775916,9.24108398984411,9.561389801456405
2024-04-17,0.0,44.249130501744574,0.0,0.0,11.30129218125379,16.18972481057576,9.331770887951524,9.365415994825538,9.562665623648812
2024-04-18,0.0,44.2119860253559,0.0,0.0,11.539220317509086,16.089639792670795,9.303385032864735,9.198781640423215,9.65698719117627
2024-04-19,54.62569053589908,19.994774949832706,0.0,0.0,5.355199406150963,7.280117569059094,4.209524744011512,4.1661655896152014,4.368527205431443
2024-04-22,54.64505738890979,20.005499574493122,0.0,0.0,5.368997865034386,7.27508289294091,4.211782612529239,4.140588353156174,4.352991312936385
2024-04-23,54.59916207197032,19.994764411119498,0.0,0.0,5.444268697280268,7.274790966316484,4.207680374542548,4.1265168379418595,4.3528166408290225
2024-04-24,54.283238574813474,19.897530294779216,0.0,0.0,5.982175634682814,7.216680374056497,4.1377979971784065,4.209244348626277,4.273332775863315
2024-04-25,53.77564822569435,19.855727752920025,0.0,0.0,6.565353346224828,7.201518915375363,4.1586949484612035,4.1875788458588925,4.255477965465339
2024-04-26,53.77352667983523,19.85494440881569,0.0,0.0,6.56509433124937,7.201234802526174,4.1585308804799075,4.191358817873353,4.25531007922028
2024-04-29,53.776178638316296,19.85395091156295,0.0,0.0,6.565418103162164,7.2015899470905715,4.1587359674793705,4.188606493292127,4.255519939096523
2024-04-30,53.78900767076246,19.859051586884863,0.0,0.0,6.568091420588586,7.20344010640069,4.164737372274928,4.160084679850596,4.25558716323788
2024-05-02,53.39661750361465,19.760210099205498,0.0,0.0,7.275592647785152,7.167587501183828,4.14400884775962,4.0323754860944545,4.2236079143567995
2024-05-03,52.41943029508739,19.587027984312044,0.0,0.0,8.677068852676436,7.10544189571641,4.069575385605635,3.987123415601591,4.154332171000492
2024-05-06,52.41483902466292,19.58531241163639,0.0,0.0,8.676308852627407,7.104819550050978,4.098414671824616,3.966337184464399,4.153968304733293
2024-05-07,52.43014638805261,19.591032156269097,0.0,0.0,8.690524406122197,7.10689445968906,4.099611583307522,3.9266095663185516,4.155181440240967
2024-05-08,52.43831397155826,19.594084052975887,0.0,0.0,8.701614486790577,7.101186186013988,4.100250221996409,3.931115761998796,4.133435318666078
2024-05-09,52.438681572648626,19.594221410684728,0.0,0.0,8.701675486520182,7.1012359664814975,4.0995779491883395,3.931143319758209,4.133464294718415
2024-05-10,52.300216507860796,19.53945288193806,0.0,0.0,9.091400263279,7.082485054584326,4.0102910861505014,3.8974575752416736,4.0786966309456405
2024-05-14,52.30377182499863,19.540781154674455,0.0,0.0,9.085220386326268,7.082966514933332,4.010563701783443,3.897722520563824,4.078973896720053
2024-05-16,41.32333990677415,15.443060198439667,20.990052525409066,0.0,7.180040768665233,5.59766149612099,3.1695445635500024,3.0726914674679437,3.2236090735729466
2024-05-17,41.32061260329925,15.442040970278606,20.995574083861367,0.0,7.1795668923962195,5.597292055468709,3.169028403859342,3.072488672579259,3.223396318257237
2024-05-20,41.259185225540946,15.419084774223446,20.96436198463903,0.0,7.325983293113307,5.58897110009431,3.1535892460237034,3.07021997117106,3.218604405194202
2024-05-22,41.21691964508259,15.407868214958798,20.949111532871658,0.0,7.416370677044743,5.584905422624437,3.1712042406890415,3.0526718872214484,3.200948379507287
2024-05-23,41.20408658318849,15.410228239508156,20.952320310154484,0.0,7.417506643203123,5.585760863086373,3.1693924229870807,3.0661589228315314,3.194546015040762
2024-05-24,41.20408658318849,15.410228239508156,20.952320310154484,0.0,7.417506643203123,5.585760863086373,3.177050927448681,3.0585004183699303,3.194546015040762
2024-05-28,41.20566445201374,15.41081835861394,20.955420297392173,0.0,7.417790689118561,5.585974764149641,3.1817678680427077,3.0478952237195363,3.194668346949704
2024-05-31,41.20408658318849,15.410228239508156,20.95461786149296,0.0,7.415974942310803,5.585760863086373,3.187006983248762,3.0477785121236898,3.194546015040762
2024-06-03,41.204402147286174,15.410346259713743,20.9547783437564,0.0,7.416031738022956,5.585803641988487,3.1862655348314166,3.0478018537277842,3.194570480673041
2024-06-04,41.20408658318849,15.410228239508156,20.95461786149296,0.0,7.415974942310803,5.585760863086373,3.186241132802602,3.0485443625698494,3.194546015040762
2024-06-05,41.2034554694934,15.409992204520053,20.954296904340296,0.0,7.415861353496278,5.585675307247849,3.1861923298662544,3.050029346135459,3.1944970849004077
2024-06-07,41.071348548413454,15.360584537109432,20.88711303308763,0.0,7.837900379766462,5.5677664605604855,3.1820837951302776,2.989103632769174,3.1040996131630822
2024-06-11,41.07166208261307,15.360701798138072,20.88727248303263,0.0,7.83796021344393,5.567808964282971,3.181344697707423,2.9891264512606086,3.104123309521301
2024-06-13,41.064452006913285,15.358005247349753,20.88360575010466,0.0,7.854139137057276,5.566831542818174,3.1807862168733276,2.9886017140842442,3.1035783847992846
2024-06-14,41.066332652163375,15.358708604102558,20.884562165009505,0.0,7.854498836231129,5.567086489244765,3.180931888620982,2.988738584280809,3.0991407803468776
2024-06-18,41.0669595721934,15.358179768970725,20.884880989445335,0.0,7.854618743277321,5.5671714765763225,3.180980448835306,2.988020908766226,3.0991880919353636
2024-06-21,41.066332652163375,15.357945314055579,20.884562165009505,0.0,7.854498836231129,5.567086489244765,3.180931888620982,2.989501874327788,3.0991407803468776
2024-06-24,38.18917359152521,15.10215399816259,19.033317177634128,5.353867280539353,7.723679735634335,5.47436494676924,3.1377099907609125,2.93820964415899,3.047523634815239
2024-06-25,38.13136012069225,15.079291289767106,19.004503196497133,5.345762217749104,7.9113383729804045,5.46607746609306,3.1232171713442796,2.8955400867898025,3.0429100780868668
2024-06-26,38.10936836566706,15.070145103756921,18.993542601927473,5.342679120457438,8.031860068131733,5.460378348971203,3.1184198625257284,2.8736468873986993,2.9999596411637395
2024-06-27,38.10600044197644,15.062821736295886,18.991864043482625,5.342206960031989,8.18977627545002,5.459895786850918,3.123386869099897,2.7243533677320984,2.9996945190801236
2024-06-28,38.10600044197644,15.062821736295886,18.991864043482625,5.342206960031989,8.219733976053032,5.459895786850918,3.123386869099897,2.7243533677320984,2.9697368184771125
2024-07-02,38.11456412723197,15.06620685315186,18.99613214677864,5.343407531554715,8.221581223568874,5.461122806965974,3.101615473155617,2.7249656205136947,2.970404217078651
2024-07-03,38.068876660770165,15.057214504238159,18.990157339138715,5.341726882468045,8.276868385782954,5.458955808050765,3.114868558534986,2.7241085436476165,2.9672233173685942
2024-07-04,38.069446846071216,15.05744002710981,18.990441768560572,5.341806889403309,8.271001263048634,5.459037570809056,3.112668552907382,2.7308893224560205,2.967267759634006
2024-07-08,38.07058726791532,15.057891093120638,18.99101065296569,5.341966910463986,8.268253396647495,5.45920110367358,3.1127617971098935,2.7309711299445762,2.9673566481588147
2024-07-09,38.08142468415184,15.06217756845846,18.996416755208088,5.343487588842888,8.221165035048001,5.460755154685796,3.1361215572664394,2.7302503015064556,2.9682013548320265
2024-07-10,38.08256582374433,15.062628918357133,17.924211075235256,6.413426055037859,8.221411388670422,5.460918790473154,3.136215533594939,2.730332115586215,2.96829029930069
2024-07-11,38.08228053243467,15.062516078346535,17.92257852022642,6.413378009569307,8.221349798880668,5.46087788060692,3.1361920389848046,2.732559078266885,2.968268062683786
2024-07-12,38.08313641918731,15.06285460345041,17.91923554567766,6.413522148134574,8.22153457101835,5.461000612044494,3.1362625238712756,2.7341188030819015,2.9683347735340195
2024-07-15,37.010875938703016,15.060936495698538,17.916953705647163,7.480116412753605,8.220487638706505,5.460305206831957,3.1456009356350734,2.736766880998219,2.967956785025921
2024-07-16,36.98987354248585,15.052389933433755,17.906786452071376,7.4758717045518495,8.267328901232423,5.457206671860494,3.149804997621133,2.734465224878155,2.966272571864963
2024-07-17,36.990150463794876,15.052502621775869,17.90692050959226,7.475927671982401,8.267390793834974,5.457247526739694,3.1498285783484943,2.733737055337843,2.9662947785935856
2024-07-18,36.99037200382745,15.052592773664392,17.907027757054173,7.475972446530197,8.266841392305734,5.457280211083491,3.1498474431845955,2.733753428134079,2.9663125442158833
2024-07-19,36.78366008221316,15.054396038234488,17.0114396702617,8.566277524685662,8.267831740109163,5.457933980185047,3.1569634026723645,2.73482966028272,2.9666679013556956
2024-07-23,36.791924303022014,15.057778324084396,17.015261647014352,8.568202118617197,8.269689281935017,5.459160219538921,3.1389500993937283,2.7316995808660343,2.967334425528346
2024-07-25,36.78393549642512,15.054508756615753,17.011567041823987,8.566341663886835,8.299340751611506,5.457974845954868,3.1382685241367567,2.7213728055412343,2.9666901140039315
2024-07-26,36.682805649640436,15.077877855845594,17.037974080717287,8.579639187679641,8.297975654868482,5.466447254974064,3.1566383076708266,2.7293467044351667,2.971295304168498
2024-07-29,36.665058068078025,15.076747246183011,17.03669649389037,8.578995846285062,8.297353433920351,5.466037355242446,3.1564016081958712,2.7516374456277646,2.9710725025770937
2024-07-30,36.099281734429944,15.071887556110642,16.682638737352598,9.482502998283117,8.294678946814388,5.464275486648594,3.175623539281787,2.7589961647218293,2.970114836357099
2024-07-31,36.09377845771185,15.069289472790501,16.679043496935915,9.480868409862701,8.293249114821718,5.4633335579787,3.1938130212106937,2.7570216190203776,2.969602849667541
2024-08-01,36.092696433663015,15.068837723644105,16.678543490371172,9.480584191139652,8.293000498706459,5.46316977744507,3.20196126291607,2.7516927955926294,2.969513826521832
2024-08-02,36.084583320694456,15.065450468192537,16.674794396486288,9.478453093766753,8.291136352866927,5.461941736374427,3.2282157624800236,2.7465785461151553,2.968846323023429
2024-08-05,36.92616669586623,15.401144528787572,14.782109584641073,9.689655567527756,8.475882586317915,5.583646786222631,3.3001480860485626,2.8062468858624703,3.0349992787257847
2024-08-06,36.92333843948772,15.399964921231534,14.780977390333849,9.688913415481752,8.476765243834208,5.583219122426154,3.3044908524980876,2.807563793255435,3.0347668214512584
2024-08-07,36.92202625475134,15.399724303480852,14.780746443993987,9.688762030425714,8.47510097798203,5.583131887056874,3.3120983216857574,2.8036903760832073,3.0347194045402355
2024-08-08,36.92966315071145,15.402909559119548,14.783803671190206,9.690766039282057,8.476853955025428,5.584286693595899,3.3204440756996036,2.8058024240751824,3.005470431300627
2024-08-09,36.90280657826041,15.391708012145152,14.773052360170203,9.683718567465755,8.53346121414765,5.580225600496784,3.330277511543775,2.8014654101082637,3.003284745662004
2024-08-12,36.90221899765738,15.391462939482285,14.772817137979283,9.683564379594342,8.533325341113832,5.58013675001013,3.3448302095725193,2.7884073183768217,3.003236926213416
2024-08-13,36.90250148599643,15.391580761903795,14.772930224636124,9.683638507765819,8.533084462139573,5.580179466237095,3.3448558144156966,2.787969360762606,3.0032599161428597
2024-08-15,36.89657013896446,15.389106869804525,14.77055576837129,9.682082054457538,8.531712937631477,5.579282562786593,3.360391216610792,2.7875212498452617,3.0027772015280627
2024-08-16,36.8948758185768,15.380746721215324,14.769877492485994,9.68163744540694,8.531321154462542,5.576730317111105,3.3747784945631,2.7873932446115273,3.002639311566666
2024-08-20,36.933918554800755,15.39656317457491,14.35376256481436,9.69188270599152,8.817697870613154,5.582631700594106,3.4028667536344965,2.8148599233992972,3.005816751577404
2024-08-21,36.92967446697501,15.394793950813002,14.352113169588005,9.690769008799057,8.816684626266273,5.578925923900355,3.4216274465885204,2.8099400548104225,3.0054713522593532
2024-08-27,36.92995737581805,15.394911886413793,14.352223117476537,9.690843247315588,8.816752168644673,5.5789686626328585,3.4239518825011133,2.806897282786454,3.005494376410941
2024-08-28,36.932786702668814,15.393792942041964,14.353322689020073,9.691585695045141,8.817427649349765,5.579396085975814,3.424214202841706,2.8017493957263757,3.0057246373303483
2024-08-30,36.935616463081075,15.394972402076016,14.354422429060184,9.692328256546192,8.818103233564436,5.564499735675651,3.432138482950238,2.8019640635116403,3.005954933534568
2024-09-02,36.93529950835164,15.39484029356451,14.354299249795483,9.692245083999627,8.818027562984325,5.564451985166059,3.432109030821685,2.804238575230288,3.0044887100863855
2024-09-04,36.933318664530425,15.39401466673381,14.353529427285439,9.691725287922598,8.82521609419608,5.564153563047382,3.431924966469752,2.801789750759326,3.0043275790551904
2024-09-09,36.92794315928899,15.391774125956001,14.351440325210149,9.69031469385828,8.8384862401373,5.563343721480911,3.431425462734033,2.8013819608277633,3.00389031050657
2024-09-10,36.90504407568297,15.382229659289258,14.34254097139409,9.684305712383573,8.89578121564404,5.559128324324254,3.4292976296668076,2.799644818863027,3.002027592751972
2024-09-11,36.89176996865023,15.3766969369199,14.337382207091157,9.680822434859222,8.953804149237381,5.534170329690265,3.428064170530707,2.7963419877516076,3.00094781526953
2024-09-12,36.891205324842865,15.376461590209495,14.337162767522821,9.68067426586536,8.955197648945171,5.534085626923002,3.4280117025898416,2.7962991885801936,3.0009018845212476
2024-09-17,36.891205324842865,15.376461590209495,14.337162767522821,9.68067426586536,8.954432378252218,5.534085626923002,3.4280117025898416,2.7970644592731473,3.0009018845212476
2024-09-19,36.88922920762299,15.37563793345278,14.336394781928977,9.680155710102587,8.963900710525035,5.533789187654961,3.4278280774440706,2.7923232532948545,3.0007411379737454
2024-09-23,36.88922920762299,15.373342244351571,14.336394781928977,9.680155710102587,8.966196399626245,5.533789187654961,3.4278280774440706,2.7923232532948545,3.0007411379737454
2024-09-27,36.75917920516017,15.35865112435346,14.322694592813692,9.670905130308219,9.147988204685229,5.528500971227596,3.4245523659677897,2.7896548448683953,2.9978735606154494
2024-09-30,36.75878577668434,15.358486742807587,14.322541298969124,9.6708016239311,9.149419275510466,5.528441800436577,3.4240570193032434,2.7896249875734975,2.997841474784068
2024-10-02,36.75962884801641,15.355780962163179,14.322869789797002,9.671023426023718,9.150393627357936,5.528568596539727,3.424135550850229,2.7896889682737456,2.9979102309780523
2024-10-03,36.70802555338545,15.330101916887918,14.302763295447463,9.657447209753975,9.282600839794355,5.5202578998603355,3.4193287374730477,2.78195562040223,2.997518926995227
2024-10-04,36.72653083335348,15.337830140447577,14.309973616218155,9.662315729967167,9.288808030998474,5.5230407768032554,3.390499715270651,2.7650263959456693,2.995974760995574
2024-10-07,36.729897434451416,15.339236109228708,14.311285364749656,9.663201442883878,9.295006731779528,5.523547055907795,3.3869910640923475,2.7545854046924436,2.99624939221423
2024-10-08,36.658433802576404,15.309391279835701,14.28344057071532,9.644400206864075,9.424828091482505,5.512800150497778,3.3422809961475455,2.838427109454148,2.9859977924265264
2024-10-09,36.69313488273577,15.362222705055686,14.263878450985837,9.677682223046629,9.528072141185838,5.531824361426879,3.3545799616967438,2.601483463525203,2.9871218103414185
2024-10-10,36.65690234822175,15.359032757120437,14.293003948451577,9.697443139408202,9.69088107511782,5.5053419607419425,3.361429698288986,2.5830309627760837,2.8529341098732006
2024-10-14,36.64145328692631,15.352559688658474,14.286980158116048,9.693356149404337,9.686796850697704,5.502255459687259,3.360013022843913,2.59650153474065,2.8800838489253096
2024-10-15,36.64369961376259,15.351968246394895,14.286323389843783,9.693950406566618,9.687390705738142,5.499527498082339,3.360219010509423,2.5966607148646554,2.880260414237551
2024-10-16,36.64566537569095,15.349726361999739,14.290921590317623,9.694470441356922,9.681013136933979,5.499822521835226,3.3603992704359977,2.5975663747839923,2.880414926645571
2024-10-17,36.64594621604066,15.349077630090846,14.291031111249392,9.694544736595967,9.68108732904066,5.499864670669598,3.3604250234328834,2.5975862816799817,2.8804370012000104
2024-10-18,36.64538453964571,15.348842373112124,14.298475625331102,9.694396147256608,9.673275391697842,5.499780373646872,3.360373517833831,2.5990791790464396,2.88039285242947
2024-10-21,36.64914810029862,15.350418732589551,14.289980466130848,9.69539178281486,9.674268858108585,5.500345213046811,3.3604120618457682,2.599346110128073,2.880688675036887
2024-10-22,36.65195723140506,15.340097938060493,14.28341085416203,9.696134927691565,9.673477398168833,5.500766810590958,3.3729335211121314,2.5995453481565916,2.88167597065234
2024-10-23,36.65538495457646,15.341532557467632,14.266349101760841,9.697041718730166,9.66763630210325,5.501281247125359,3.38934681662958,2.599788459916455,2.8816388416902523
2024-10-24,36.679059356672695,15.351441104628933,14.180447828620979,9.703304691144114,9.673880282610337,5.504834327919635,3.4061100080405415,2.6174224112116766,2.8834999891510917
2024-10-25,36.682615968893344,15.348326864285053,14.181822846272091,9.704245579287118,9.674818317593724,5.50536810826697,3.40671645227977,2.6123062732537075,2.883779589868219
2024-10-28,36.682334566219,15.348209122948667,14.181714053516428,9.704171135287245,9.674744099338659,5.505325875038287,3.4066903183987725,2.61305336166983,2.8837574675831146
2024-10-29,36.682334566219,15.34744199479568,14.181714053516428,9.704171135287245,9.674744099338659,5.505325875038287,3.4066903183987725,2.6138204898228174,2.8837574675831146
2024-10-30,36.68120899869466,15.346971071052812,14.181278899184873,9.703873370709019,9.674447237705033,5.505156948603012,3.406585786884265,2.616808705329612,2.88366898183672
2024-10-31,36.6861845293,15.349052772456547,14.190874569859954,9.705189628276974,9.6542776611835,5.501975573440164,3.406618227817168,2.621766907781605,2.8840601298840847
2024-11-01,36.47096119244958,15.40104235036382,14.238941221917203,9.738062582703815,9.686978169028858,5.52061160212283,3.4181569622512074,2.6314170386570006,2.8938288805056818
2024-11-06,36.47068043848235,15.4009237929253,14.23883161034936,9.737987618962423,9.686903598535993,5.5205691043778256,3.418130649231303,2.63216658336479,2.8938066037706545
2024-11-07,36.4284183255172,15.402583763186014,14.240366325885795,9.739037216380344,9.687947689923506,5.521164132355284,3.4354365244079696,2.647847975609195,2.8971980467346925
2024-11-12,36.42897924754826,15.402820931006229,14.240585597969782,9.739187177339044,9.688096864209541,5.5181695619449345,3.435489422999823,2.649428539411227,2.897242657571162
2024-11-14,36.42863147385413,15.402673886097318,14.240449648482253,9.739094201000634,9.687542442289251,5.518116882066085,3.43533344346183,2.6486333574488445,2.8995246652996487
2024-11-15,36.4294728732249,15.357605152266437,14.240778562989576,9.739319146802906,9.687766197390264,5.518244335112892,3.435412790043921,2.6610130398927954,2.9303879022763124
2024-11-18,36.200243585055816,15.260968758177318,14.151169703033577,9.678035328531848,9.626806771567542,5.483521262800455,4.039976804235769,2.6473290952107287,2.9119486913869395
2024-11-19,36.18334680614989,15.260618498560802,14.150844914787697,9.677813204694463,9.626585823493961,5.483395408663335,4.039884081372063,2.6564488697373765,2.921062392540412
2024-11-21,36.18362362698035,15.260735249979865,14.150953175879794,9.677887244840685,9.626659471724912,5.483437359400477,4.039914988520381,2.655704142534332,2.9210847401392024
2024-11-26,36.18279317719559,15.260385001081794,14.15215846320575,9.677665127800607,9.62643853041266,5.483311509114674,4.0398222684941265,2.656408224326166,2.9210176983686296
2024-11-29,36.1750441503406,15.257116786474596,14.14912759006529,9.675592526976184,9.624376900446038,5.482137184956493,4.038192217799316,2.6780205194000333,2.920392123541453
2024-12-02,36.1750441503406,15.25635191750013,14.14912759006529,9.675592526976184,9.624376900446038,5.482137184956493,4.038192217799316,2.678785388374498,2.920392123541453
2024-12-04,36.168515404973164,15.253598504498303,14.147338735968745,9.673846309898325,9.6224869803985,5.48114778802304,4.037310472813482,2.6958907420350195,2.9198650613914143
2024-12-05,36.165749698220104,15.252432103834076,14.146256927942016,9.673106577515952,9.621751175322595,5.480728659748568,4.04464847536891,2.695684594695343,2.919641787352435
2024-12-06,36.172022929438,15.255077757083937,14.148710706484346,9.674784453259232,9.623420143071018,5.481312228414365,4.051315530919246,2.6732080293491203,2.9201482219807327
2024-12-11,36.173406209706854,15.255661137452304,14.149251777476923,9.675154433629576,9.623788159181942,5.481521843206099,4.0507056258392,2.670250920044088,2.9202598934630117
2024-12-12,36.15672682753562,15.255077757083937,14.148710706484346,9.674784453259232,9.623420143071018,5.481312228414365,4.067376437916751,2.6724432242540006,2.9201482219807327
2024-12-16,36.153696329320475,15.253799143393731,14.147524823626448,9.673973555271774,9.622613550214695,5.480852808871106,4.073887607561107,2.6737487137725653,2.919903467968101
2024-12-17,36.153972813571,15.253915796340788,14.147633016375593,9.674047536678922,9.622687138847827,5.480894723519813,4.073918762487886,2.673004414340542,2.919925797837628
2024-12-18,36.05153289891608,15.263628971047186,14.174407404585827,9.692355666668687,9.6408980693111,5.491267313966362,4.081628651651504,2.678829267944345,2.9254517559089104
2024-12-19,36.051809125759135,15.262979720977086,14.17451600889457,9.692429929497266,9.640971937871571,5.491309388056216,4.081659925090006,2.6788497931340465,2.925474170720101
2024-12-23,36.08000651656689,15.258814650868588,14.185602397542066,9.700010720620543,9.648512481885613,5.495604334707052,4.084852335203201,2.749190150705731,2.7974064119003197
2024-12-27,36.07995118440668,15.258791250008713,14.185580642556403,9.699995844721148,9.647117448400834,5.495595906669232,4.08484607068926,2.7507195307391985,2.79740212180853
2024-12-30,36.06750576186054,15.227465738688837,14.180687466724299,9.696649927029451,9.643789770589297,5.493700255179799,4.137094394786738,2.7536033651805814,2.7995033199604653
2025-01-08,36.068335189575436,15.227815917661422,14.18101357342208,9.696872916394014,9.644778095572025,5.49382659125857,4.136422982410555,2.75136703486498,2.799567698840914
2025-01-09,36.07082370162352,15.221967114263041,14.181991983513534,9.697541946027744,9.645443530956436,5.494205634360797,4.136708372306528,2.751556863699024,2.7997608532493823
2025-01-13,36.067782233526906,15.220683608021856,14.180796167290403,9.696724255678104,9.64463023351084,5.493742366560445,4.147857659783983,2.7482586963691715,2.799524779258288
2025-01-15,36.06888816257899,15.221150312519674,14.178931297307331,9.697021581668237,9.644925962167036,5.493910818539237,4.147218280576719,2.7483429649032134,2.7996106197395623
2025-01-16,36.069164655439145,15.221266993116142,14.179039988577511,9.697095916014778,9.644999897164789,5.49395293314806,4.146483503012964,2.748364032844194,2.7996320806824135
2025-01-20,36.06280639193763,15.218583791902763,14.175007643451847,9.695386514324374,9.641766811514719,5.492984460472089,4.164913404831431,2.749412419339462,2.7991385622256844
2025-01-21,36.01072276169265,15.223134125976372,14.179245949798593,9.698285420570594,9.644649685549004,5.494626854711796,4.166158707787264,2.780901004755403,2.8022754891583253
2025-01-22,36.01265543131943,15.223951140651263,14.180006939744816,9.698805920583554,9.645167306970588,5.4949217473887035,4.165615598507525,2.776450029562957,2.8024258852711608
2025-01-27,36.01265543131943,15.223951140651263,14.180006939744816,9.698805920583554,9.645167306970588,5.4949217473887035,4.164848894482183,2.7772167335883,2.8024258852711608
2025-02-03,36.01320766074501,15.224184589523409,14.18022438044707,9.698954645134917,9.645315209010517,5.4950060082532195,4.164146043807518,2.7764926045240816,2.8024688585542563
2025-02-06,36.02232189203832,15.22803752983653,14.168474918601534,9.701409258919163,9.632418051256526,5.496396685701036,4.16519990689408,2.7825636487029364,2.803178108049879
2025-02-07,36.03033517724893,15.229890896540358,14.171626742930416,9.70356736964755,9.634560814661503,5.471538642976585,4.166126469454738,2.7885522022046705,2.803801684335252
2025-02-10,36.03696955818627,15.23217351436174,14.17423620992127,9.705354118565225,9.63633485718134,5.468464515618013,4.166893591655948,2.775255677196761,2.8043179573134283
2025-02-12,36.03696955818627,15.23063907102284,14.17423620992127,9.705354118565225,9.63633485718134,5.468464515618013,4.166893591655948,2.7767901205356647,2.8043179573134283
2025-02-14,36.050522341734734,15.200294030089944,14.179566856689657,9.709004108152104,9.639958890004328,5.470521095758664,4.168460677002179,2.776299395354692,2.8053726052136954
2025-02-17,36.05423038836779,15.18036498971542,14.181025323633431,9.710002746664255,9.646784104275696,5.471083776852101,4.168889432137317,2.788098794280942,2.799520444073044
2025-02-18,36.0716739704704,15.118593033045258,14.1878863182204,9.71470059288933,9.673722219479323,5.473730769951766,4.1709064039129675,2.787911797614572,2.800874894415988
2025-02-19,36.081094981682696,15.104105761894166,14.190823675096679,9.717237827598334,9.67624875167101,5.463637953939325,4.171995739440587,2.7932488964002413,2.8016064122769597
2025-02-20,36.07749224931801,15.10259760226942,14.189406707574994,9.716267551966881,9.675282568838584,5.442354125815618,4.209983381188447,2.7852891438714003,2.801326669156643
2025-02-21,36.05121961764557,15.091599471319533,14.179073587592534,9.70919189612973,9.668236759404238,5.438298749409265,4.206917554385501,2.8561756988259943,2.799286665287629
2025-02-24,36.049559481246646,15.09090451248413,14.177653160303494,9.708744793839102,9.667791543072363,5.438048319110432,4.206723828430224,2.864486560476228,2.7960878010373804
2025-02-25,36.05620094439045,15.057606070095146,14.180265130110747,9.71053345011254,9.680319489907289,5.439050178717187,4.207498839322582,2.8719229689557624,2.796602928388301
