date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS VICKERS (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,TOTAL_CCASS_PCT
2024-03-01,27.45351089184906,7.0809847106312285,5.86830395001087,7.682783607308277,6.451055948551726,1.5851730983683703,2.07170320362027,1.837768098086126,0.6211268764557052,0.7280368475298724,61.380447232411505
2024-03-04,27.163377542119292,7.087118904122612,5.876571057142115,7.6748818029733945,6.348223469722947,1.5845794167375076,2.0806678479157137,1.8401872603104066,0.6148877940425934,0.744511900306955,61.01500699539354
2024-03-05,27.33901145808131,7.2939314395888255,5.869001487175069,7.566350187166014,6.493156191617593,1.5835457699990043,2.081623732177764,3.3897789879329947,0.5945171253770092,0.7235209402594296,62.934437319375014
2024-03-06,27.555657975827234,6.387590658840645,5.8538055108794484,7.775396908334445,6.254608815345508,1.5818293118808793,1.8762119546761018,2.3145900360949647,0.5747354880945261,0.7519760646580782,60.926402724631835
2024-03-07,27.38705988472811,6.27809153315181,5.854812289519775,7.672910614616788,6.251147739275592,1.5779463550001724,1.8915050694805142,2.4240517014546104,0.5558994011901792,0.808836969159686,60.702261557577245
2024-03-08,27.12711749354746,5.824543826841308,5.855845677911181,7.565459148025525,5.995745798339681,1.5756584331016004,1.9278545061482089,2.888792295779526,0.6383984133354639,0.8153263899106158,60.214741982940566
2024-03-11,26.79011662175518,6.196720206088647,5.910331080848045,8.399786966983113,6.829948577301908,1.562649881683488,1.626011574208331,2.2032166022112185,0.6328219912283409,0.7654101137463519,60.91701361605462
2024-03-12,26.70830093768371,6.273552116295463,5.900333048161195,8.203443172616035,6.901898244053529,1.55801074284737,1.3666633813527391,1.8454477239168572,0.6334161895533992,0.8024247941910139,60.19349035067131
2024-03-13,26.718870950845204,6.460283073498586,5.870933148425704,8.36948285240514,6.968577630008979,1.5573356818806843,1.3923172481693846,1.682094853945406,0.6017945047763857,0.7561176269837344,60.377807570939204
2024-03-14,27.81526322404519,6.182653464957736,5.876125925092517,8.562949951837643,6.901898244053529,1.556294543076343,1.893011749755184,2.1517076161887005,0.5977384553401185,0.7675244263951679,62.30516760074213
2024-03-15,27.725211951188417,5.809152281792613,5.863012226405579,8.88149192348844,7.13634823535369,1.5548924933763033,1.8787251552440005,2.160709204119138,0.6582433456569204,0.8226634474895961,62.49045026411469
2024-03-18,27.08590932301047,5.4060830149312995,6.0234974435908795,8.97775205214788,8.230577368303369,1.5515781584579675,1.8434866110970671,1.95156586113611,0.7010760027451963,0.7486046350311173,62.52013047045135
2024-03-19,26.6544580439792,6.138854331376397,6.103941562919855,9.405731404531124,8.676820310422121,1.5512164725209756,1.8135183477463026,1.159442915819019,0.747923632081181,0.7983271508719926,63.05023417226817
2024-03-20,26.339279493195335,6.815510333044286,6.107765099968055,9.789978793578474,8.581671074283445,1.5501502740481428,1.5019259130277078,0.8983172949302095,0.7672996644200373,0.6898792395243158,63.041777180020006
2024-03-21,26.079300675073885,7.0460825344056985,6.132689136233271,10.053027808610786,9.224567827286698,1.5491106853263885,1.3603137263817469,0.9546315369727637,0.8074083097085677,0.6578979355870931,63.8650301755869
2024-03-22,25.90305111797769,6.962378333048937,6.147983284426075,10.115263624483193,9.2967241717166,1.5466796391356068,1.345019578188943,1.0720350504674596,0.8203773340207089,0.8112858413002195,64.02079797476543
2024-03-25,25.64793981752686,7.0771671155662785,6.151501971898811,10.145142241391003,9.12182318647119,1.5468604821041028,1.3107110835942748,1.1840285173860492,0.8176362713125054,0.831482384021852,63.83429307127293
2024-03-26,25.594728324129502,7.468371016917471,6.162027807706572,10.185160206848188,9.45630517405942,1.5479078212387924,0.9609101464918467,1.3031549476763165,0.8270308051787743,0.8220160296623804,64.32761227990926
2024-03-27,25.682334858399308,6.811133158165389,6.158514287175792,10.392509587583735,9.115571186703185,1.547322406715061,0.9609538071513836,1.1012825254152188,0.8296672373123479,0.8401610380799747,63.4394500927014
