date,CITIBANK N.A.,CHINA PA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.02693069871548123,0.0,0.03303251928203812,0.0,0.0,0.014270704132985472,0.0026028256561595594,0.07683674778666438
2024-03-04,48.52101107737051,0.0,0.0,0.02693069871548123,0.0,0.03297549292160301,0.0,0.0,0.014270704132985472,0.0026028256561595594,48.597790798796744
2024-03-05,48.52101107737051,0.0,0.0,0.02835635772635901,0.0,0.03297549292160301,0.0,0.01941747572815534,0.014113881641788917,0.0026028256561595594,48.61847711104458
2024-03-06,48.52101107737051,0.0,0.0,0.02805696933407468,0.0,0.032562051808448456,0.0,0.01941747572815534,0.014113881641788917,0.0026028256561595594,48.617764281539145
2024-03-07,48.52101107737051,0.0,0.05573670929387109,0.028256561595597564,0.0,0.032562051808448456,0.0,0.019560041629243116,0.014113881641788917,0.0027453915572473375,48.67398571489671
2024-03-08,48.51433899319961,0.0,0.05573670929387109,0.034244329441284235,0.0,0.03156409050083401,0.0010977574383758892,0.020415437035769785,0.014213677772550361,0.002773904737464893,48.674384899419756
2024-03-11,48.51403960480732,0.0,0.05573670929387109,0.034258586031393014,0.0,0.03156409050083401,0.0010977574383758892,0.020415437035769785,0.014213677772550361,0.002773904737464893,48.67409976761758
2024-03-12,48.51403960480732,0.0,0.05573670929387109,0.034258586031393014,0.0,0.03156409050083401,0.0010977574383758892,0.020415437035769785,0.014213677772550361,0.005839071610852117,48.67716493449097
2024-03-14,48.51403960480732,0.0,0.05644953879930998,0.03405899376987012,0.0,0.03156409050083401,0.0010977574383758892,0.020415437035769785,0.014213677772550361,0.005839071610852117,48.67767817173488
2024-03-15,48.51403960480732,0.0,0.05560839998289209,0.03648261408836235,0.0,0.032576308398557234,0.0010977574383758892,0.02013030523359423,0.01435624367363814,0.005696505709764339,48.67998773933251
2024-03-18,48.51349785438319,0.0,0.05560839998289209,0.03648261408836235,0.0,0.032576308398557234,0.0010977574383758892,0.02013030523359423,0.014284960723094249,0.005696505709764339,48.67937470595783
2024-03-19,48.51349785438319,0.0,0.05317052307429109,0.03646835749825357,0.0,0.038107865360763014,0.0010977574383758892,0.02013030523359423,0.014284960723094249,0.005696505709764339,48.68245412942132
2024-03-20,48.51349785438319,0.0,0.050219408921774095,0.03646835749825357,0.0,0.0381791483113069,0.0010977574383758892,0.02013030523359423,0.014270704132985472,0.005539683218567783,48.679403219138045
2024-03-21,48.51349785438319,0.0,0.050219408921774095,0.03646835749825357,0.0,0.0381791483113069,0.0010977574383758892,0.02013030523359423,0.014270704132985472,0.0031160629000755603,48.67697959881955
2024-03-22,48.48172832641889,0.0,0.026382390259897637,0.06059050796230558,0.0,0.037865503328913794,0.0010977574383758892,0.019659837760004562,0.014071111871462585,0.01377999230144134,48.65517542734129
2024-03-25,48.47096060904153,0.0,0.03097301227492408,0.08666581127126013,0.0,0.0412585717748029,0.0010977574383758892,0.019617067989678227,0.015168869309838472,0.020452076472349343,48.686193775572754
2024-03-26,48.48005631353093,0.0,0.04233551459161997,0.05950700711403847,0.007484709807108336,0.04644797057439801,0.001368632650442667,0.030238227620717678,0.015682106553754474,0.003643556734100338,48.68676403917711
2024-03-27,48.468190411017495,0.0,0.049535092596552754,0.055985629357170344,0.007484709807108336,0.045948989920590794,0.0010977574383758892,0.028028456153857118,0.015639336783428142,0.002588569066050782,48.674498952140624
2024-03-28,48.450811627674895,0.0,0.05495259683788831,0.05863735511740302,0.007484709807108336,0.04249889511426657,0.0010977574383758892,0.02959668106582268,0.015667849963645696,0.004812597123020116,48.66556007014242
2024-04-02,48.45153871377044,0.0,0.0550951627389761,0.05491638509901201,0.007484709807108336,0.04272700055600701,0.0010977574383758892,0.02959668106582268,0.016637298091042585,0.003771866045079338,48.662865574611864
2024-04-03,48.45153871377044,0.0,0.05518070227962876,0.053120054745306025,0.007484709807108336,0.03887772122663702,0.0014826853713128894,0.03145003777996379,0.016779863992130363,0.003871662175840782,48.659786151148374
2024-04-05,48.449813666367284,0.0,0.056748927191594314,0.05192250117616868,0.007484709807108336,0.04132985472534679,0.0014826853713128894,0.031521320730507674,0.01620960038777925,0.004156793978016338,48.66067005973511
2024-04-08,48.449813666367284,0.0,0.05719088148496643,0.05179419186518968,0.007484709807108336,0.04140113767589068,0.0014826853713128894,0.031692399811813016,0.01620960038777925,0.005653735939438005,48.66272300871078
2024-04-09,48.449813666367284,0.0,0.05749026987725076,0.05401821992215902,0.007484709807108336,0.0412585717748029,0.0014826853713128894,0.03192050525355346,0.01626662674821436,0.006694467017378783,48.66642972213906
2024-04-10,48.449813666367284,0.0,0.05837417846399498,0.0510813623597508,0.007484709807108336,0.039818656173816344,0.0014826853713128894,0.03199178820409734,0.01879004319746803,0.007008111999771895,48.6658452019446
2024-04-11,48.449813666367284,0.0,0.05863079708595298,0.050867513508119126,0.007484709807108336,0.039818656173816344,0.0017393039932708894,0.03177793935246568,0.01879004319746803,0.006894059278901673,48.66581668876438
2024-04-12,48.441259712302006,0.0,0.06014199563748343,0.05011191423235391,0.007484709807108336,0.0407453345308869,0.0017393039932708894,0.031236188928332125,0.01879004319746803,0.006808519738249005,48.65831772236716
2024-04-15,48.43791725475101,0.0,0.061154213535206656,0.04647648375461557,0.007484709807108336,0.04140113767589068,0.0017393039932708894,0.03130747187887601,0.01879004319746803,0.006951085639336783,48.65322170423278
2024-04-16,48.43780206150293,0.0,0.06159616782857876,0.04718931326005446,0.007484709807108336,0.0412585717748029,0.0017393039932708894,0.03133598505909357,0.01736438418659025,0.006380822034985673,48.65215131944741
2024-04-17,48.43185706342757,4.084914531742298,0.06213791825271231,0.049056926564304354,0.007484709807108336,0.041116005873715125,0.0017393039932708894,0.03166388663159546,0.021270689876395365,0.006380822034985673,52.73762185820395
2024-04-18,48.42107238070798,4.084914531742298,0.06062671970118187,0.0513950073421439,0.007484709807108336,0.04225653308241735,0.0017393039932708894,0.03224840682605534,0.02148453872802703,0.006238256133897895,52.72946038806439
2024-04-19,48.42107238070798,4.084914531742298,0.06062671970118187,0.052806409762912905,0.007484709807108336,0.04239909898350512,0.0017393039932708894,0.03224840682605534,0.02148453872802703,0.006238256133897895,52.73101435638624
2024-04-22,48.417707825442314,4.084914531742298,0.06102590422422764,0.05319133769584991,0.007484709807108336,0.04239909898350512,0.004262720442524557,0.03224840682605534,0.02148453872802703,0.006309539084441783,52.73102861297635
2024-04-23,48.417707825442314,4.084914531742298,0.06136806238683832,0.054075246282594136,0.00919550062016167,0.04239909898350512,0.004262720442524557,0.03224840682605534,0.02148453872802703,0.006238256133897895,52.73389418758821
2024-04-24,48.417707825442314,4.084914531742298,0.061396575567055876,0.056256504569237135,0.00919550062016167,0.041714782658283794,0.004262720442524557,0.03224840682605534,0.021427512367591918,0.006252512724006672,52.73537687295953
2024-04-25,48.41777910839286,4.084914531742298,0.06493220991403276,0.05694082089445846,0.00919550062016167,0.03628302182683946,0.004262720442524557,0.03217712387551146,0.021427512367591918,0.007065138360207005,52.73497768843648
2024-04-26,48.41779336498296,4.084914531742298,0.06523159830631708,0.057026360435111126,0.00919550062016167,0.03618322569607801,0.004262720442524557,0.03250502544801334,0.021128266541208675,0.007450066293144006,52.735690660507814
