date,BOCI SECURITIES LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,MASON SECURITIES LTD
2024-08-26,60.52142051396013,22.85736196735699,5.197157134256624,5.299859014361217,1.7595579787656264,2.27316239541944,2.091480995879974,0.0
2024-08-30,60.5190000715091,22.856447829374858,5.196949283554416,5.299647056286969,1.7594876084935689,2.2770707998212965,2.0913973509597956,0.0
2024-09-10,60.51559282556679,22.855161001452547,5.202286736412043,5.299348683860015,1.7593885485783771,2.276942599748032,2.091279604382202,0.0
2024-09-26,60.5190000715091,22.856447829374858,5.196949283554416,5.299647056286969,1.7594876084935689,2.2770707998212965,2.0913973509597956,0.0
2024-10-08,60.52581571456469,22.85902191998673,5.197534563404595,5.300243901948887,1.748423772916832,2.277327243281459,2.091632883896803,0.0
2024-10-09,60.529224111807636,22.86030918272526,5.192195941231506,5.300542375195205,1.7485222321064646,2.2774554866732357,2.0917506702606965,0.0
2024-10-15,60.5306301875065,22.8608402208425,5.189993584414499,5.3006655052028,1.748562849752826,2.2775083912802594,2.091799261000603,0.0
2024-10-18,60.50933301122497,22.852796832848366,5.188167530267615,5.298800512102213,1.7831317642085773,2.2767070697420304,2.0910632796062383,0.0
2024-10-25,60.50975880788232,22.852957645139934,5.1882040387578305,5.298837799102975,1.7831443118852257,2.276723090646771,2.090374306584945,0.0
2024-10-30,60.51210079661888,22.853842153200397,5.184534413186523,5.299042886987754,1.7832133272635116,2.2768112096533515,2.0904552130895766,0.0
2024-11-18,60.50613972729607,22.851590812797824,5.1840236827931525,5.298520876322481,1.7830376622622763,2.286437956951117,2.090249281577079,0.0
2024-11-20,59.58946910682427,22.505388228670892,5.105485500928235,5.218248057048734,1.7560245649541828,2.2517983235169723,2.0585819150169278,1.5150043030397926
2024-11-22,59.60805748328221,22.512408573624406,5.07588404641384,5.219875840628437,1.7565723403610127,2.2525007509017483,2.0592240703537583,1.5154768944345878
2025-01-02,59.62500365897705,22.518808702182692,5.048897749350259,5.2213598167356166,1.757071722235834,2.2531411219369604,2.0598094941096163,1.5159077344719731
2025-01-21,59.625830548170185,22.519120996663457,5.0489677682807415,5.22143222739794,1.757096089590627,2.251785552690675,2.059838059880788,1.5159287573255833
2025-01-22,59.619629438200846,22.516778999169595,5.0484426736351,5.220889196380311,1.756913350902074,2.251551366102224,2.059623835907538,1.5261711397023066
2025-01-24,59.618802720991184,22.516466769642502,5.041439405697841,5.220816800778575,1.7568889886154113,2.2515201449040996,2.0595952760777196,1.534469893292671
2025-02-04,59.60834672740683,22.512517813586015,5.040555233999048,5.2374392501776015,1.7565808640111764,2.2511252714897454,2.0592340626012633,1.5342007767283092
2025-02-05,59.611239323049794,22.513610271513716,5.04079983545016,5.237693405757937,1.756666105062685,2.2463818423448947,2.0593339904101073,1.534275226410708
2025-02-13,59.607520323069416,22.512205702222612,5.040485352230184,5.237366638827834,1.7565565109444545,2.2462416960549927,2.0592055135799514,1.5404182630705472
2025-02-14,59.61619871163335,22.515483303227587,5.041219207458523,5.2235699408744285,1.7568122518283873,2.2465687312703686,2.0595053177906104,1.540642535916749
2025-02-17,59.633149517297,22.521885180404333,4.9802382004203745,5.200782908052847,1.7954538961715367,2.2437400371249794,2.060090901493691,1.564659359035234
2025-02-26,59.635217348184156,22.522666146195842,4.980410894474932,5.197495663445317,1.7955161550837861,2.243817840745769,2.060162336922323,1.5647136149478709
2025-03-07,59.636458115553545,22.523134751668724,4.980514516656569,5.197603802281873,1.7941664491491254,2.2431709938309976,2.0602052005575535,1.5647461703016068
2025-03-10,59.637285322483926,22.523447166150554,4.980583600506536,4.168460612373177,2.8234066206860113,2.241815025871119,2.060233777305297,1.56476787462338
2025-03-17,59.637698934554706,22.523603376641578,4.980618143150212,4.168489522569483,2.823426202312719,2.2411370277847853,2.0602480659764586,1.5647787270100606
2025-03-18,59.63935344021122,22.524228240274105,4.977982057124601,4.16860516736493,2.8235045315357765,2.241199202784085,2.060305222643129,1.5648221380621516
2025-03-20,59.6397670809693,22.52438446159957,4.978016582922637,4.168634079566389,2.8235241145206262,2.240521176914624,2.0603195123053237,1.564832991201532
2025-03-21,59.640180727465186,22.524540685092063,4.978051109199595,4.168662992168904,2.823543697777121,2.239843141639928,2.060333802165737,1.5648438444914616
2025-03-27,59.64034618767017,22.524603175095834,4.977787489087304,4.168674557322207,2.823551531155781,2.2398493556537153,2.0603395181654047,1.5648481858495882
2025-03-31,59.65068927260201,22.528509488499232,4.9786507583683095,4.16939750676425,2.82404120358666,2.240237799946898,2.0433544016911975,1.565119568541445
2025-04-07,59.655241366573804,22.530228695661574,4.979030691716628,4.162084432711912,2.824256713266359,2.240408758122049,2.0435103351995547,1.565239006748111
2025-04-08,59.672214384837005,22.50194158703177,4.980447317932994,4.163268622625004,2.8313057939643995,2.241046195803928,2.044091751642533,1.565684346162372
2025-04-09,59.672214384837005,22.50194158703177,4.980447317932994,4.163268622625004,2.8417150064422096,2.2306369833261175,2.044091751642533,1.565684346162372
2025-04-10,59.63910525851048,22.48945638543036,4.9776839168909515,4.056924263891209,2.9996576471654324,2.2293993144641364,2.042957587396647,1.5648156262507855
2025-04-11,59.6345556266977,22.487740753618315,4.9773041890428535,4.064243382239708,3.001509343787703,2.2292292423948035,2.0407212095724803,1.5646962526464456
2025-04-14,59.63083371694443,22.48633724954655,4.976993545711793,4.063989724827071,3.008256676387249,2.2283966455497057,2.040593844153324,1.5645985968798781
