date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,30.293524833505632,0.7175355131475767,34.32795374273018,8.27358156541513,8.732864961705403,5.724703491616879,5.377774243720809,5.254734276289532,1.2973273718688603,0.0
2024-03-04,30.334639322011885,0.5882989069196941,34.306081191116995,8.286460768293578,8.764014575432558,5.757230019321576,5.411338912526372,5.254951404457922,1.2969848999194191,0.0
2024-03-05,30.193105561308887,0.5529754902962595,34.11370178750936,8.230938125316383,8.718027757095797,5.735494111886297,5.386314129199072,5.224775975753127,1.2912806408280502,0.5533864208067596
2024-03-06,30.282978369942846,0.4172686100738776,34.10617770217065,8.241157757018668,8.728404791689773,5.723577800471846,5.433093388590452,5.230099810185919,1.2839876888915907,0.5532540809643799
2024-03-07,30.3388647698376,0.2812829034130739,34.07743742956897,8.251466806202687,8.730578055109586,5.767804438225575,5.491147106293239,5.220629840851747,1.2880732177208614,0.5527154327766627
2024-03-08,30.294451247868317,0.28097956487110226,34.11371253944703,8.259320367395295,8.738163222343758,5.76637984203307,5.484779986017296,5.219688364085762,1.2893292313968319,0.5531956345415464
2024-03-11,30.235245362218404,0.27531283002440643,34.12243104023132,8.260343701632774,8.743990270198038,5.782528231413117,5.486460101322244,5.228272825097814,1.291504813084641,0.5739108247772452
2024-03-12,30.27414009685626,0.2696996986218756,34.10566286856239,8.250676168342585,8.734384151411243,5.77521333335103,5.4938102277158976,5.232872006365843,1.2902072340465067,0.5733342147263616
2024-03-13,30.33254144063856,0.16197836212596764,34.11882122490582,8.248994342153269,8.724942586947392,5.796882718212522,5.490638273136642,5.262039469283916,1.2899442368967473,0.5732173456991592
2024-03-14,30.311003555240283,0.17080216746037524,34.0711463174308,8.289234149452962,8.71719606024168,5.793062953320054,5.485000064836503,5.295345437340521,1.2946804293496441,0.5725288653271778
2024-03-15,30.287445494175124,0.17610068117218952,34.06562754604835,8.290393821235048,8.720467478589628,5.803945103365499,5.486782175233866,5.302625126979657,1.2941828958449584,0.5724296773556821
2024-03-18,30.285790459782636,0.16816764371475687,34.06718132067583,8.289940798978545,8.715346195020587,5.812917471735678,5.491810167445793,5.298510272379124,1.2941121762062484,0.5762234940607996
2024-03-19,30.35028066579019,0.15338121520061335,34.065281501472185,8.325979950400555,8.71802997822205,5.7011688521943285,5.515237796013464,5.305775550553958,1.2930964370471638,0.5717680531054893
2024-03-20,31.42385343085788,0.20474640515191836,33.536491735914844,8.181677076597843,8.577627393830072,5.600960599872909,5.4314072457754925,5.21070885645794,1.2707149192041456,0.56181233633696
2024-03-21,31.334735309636923,0.19330587640225744,33.48346533286683,8.20974340867122,8.591402033063765,5.670394953356523,5.452654089683003,5.227759302162573,1.275631368585257,0.5609083255716473
2024-03-22,33.0962221417077,0.23994207476131557,29.696933941601095,8.671687456936192,9.093635063083005,6.00123673323811,5.745251888307388,5.5135099540633865,1.3480844483056247,0.593496297996187
2024-03-25,33.022551806026435,0.3123874995266856,29.695678625461092,8.638340896002514,9.145423092203904,5.974923097007692,5.709792154227588,5.510156620439156,1.3478863615941117,0.6428598475108185
2024-03-26,33.002693299528865,0.26247540967884064,29.645268926578535,8.64546892127543,9.151097262865244,6.047794501358779,5.742368185441627,5.512054123247507,1.346085604500191,0.6446937655249763
2024-03-27,33.01298353807706,0.2027842731968392,29.64016494794304,8.710275523330436,9.149688454680472,6.0070962932120695,5.7603805981591725,5.511205544466113,1.3608263117868555,0.64459451514795
2024-03-28,33.0208369293399,0.20338344129486968,29.605347249267833,8.72788206836509,9.158452137643772,5.935303473799037,5.808043750313473,5.536635308573878,1.3601619754740697,0.6439536659280778
2024-04-02,33.03969177994394,0.2217756489128064,29.57290383654575,8.751208040929688,9.169586325974455,5.832966765983811,5.866925019593816,5.541648911371968,1.3601864783035278,0.6431071924402433
2024-04-03,33.02820979220481,0.21865234638067202,29.554138777660594,8.749466384991107,9.165411722579018,5.818035409510902,5.924898230752618,5.52413349276593,1.3463419862938424,0.6707118568605062
