date,KINGSTON SECURITIES LTD,EMPEROR SECURITIES LTD,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD
2024-05-08,49.97597277728362,0.0,18.48306464806177,8.69782444477434,6.59932756146257,6.954618907345705,5.449247285259834,3.839944375812155,0.0
2024-05-09,49.95101806092082,0.0,18.470283353867035,8.69180977917642,6.594764035410123,6.949809692426016,5.4627669004824,3.8795481777171785,0.0
2024-05-10,49.93692231194919,0.0,18.463651154989712,8.68868877610598,6.598156572743637,6.947314196327952,5.487687909698775,3.8775790781847554,0.0
2024-05-13,49.94090311491531,0.0,18.464768009971046,8.687966155837232,6.588954200850685,6.947734435120482,5.488019856588721,3.8816542267165235,0.0
2024-05-14,49.928439041843085,0.0,18.46015963880867,8.685797844127565,6.591149390702593,6.946000444257591,5.507768183007588,3.880685457252912,0.0
2024-05-16,49.86852925804261,0.0,18.44829481537217,8.680215256552913,6.618569738744895,6.941536069600304,5.608791074161366,3.834063787525748,0.0
2024-05-17,49.864733611465915,0.0,18.452223394708167,8.674674483308964,6.725864414909559,6.936528861145365,5.47472811968681,3.8712471147752217,0.0
2024-05-20,49.897946837931094,0.0,18.456126811158217,8.680118521105543,6.7070550239902,6.932821437194736,5.463769941879855,3.8621614267403555,0.0
2024-05-21,49.901689466240065,0.0,18.534394592239618,8.68010186225569,6.652920821036172,6.930888935623021,5.433052317791189,3.8669520048142494,0.0
2024-05-22,49.85605394017353,0.0,18.49755891057715,8.671830319500744,6.748201508067258,6.924284273019915,5.431709725459487,3.870361323201916,0.0
2024-05-23,49.84386889234421,0.0,18.492846332630425,8.669710884470092,6.782973291109244,6.922304411445703,5.422714596128364,3.865581591871962,0.0
2024-05-24,49.84817754888702,0.0,18.493378081603108,8.669960175994683,6.784126807688125,6.922503457508876,5.411368799900811,3.8704851284173754,0.0
2024-05-27,49.839104403564335,0.0,18.48965648084816,8.668215436326571,6.789469560462286,6.92111037540241,5.422737510014283,3.869706233381954,0.0
2024-05-28,49.84006575281485,0.0,18.489302120799582,8.668049307266992,6.789339438154944,6.908520276888402,5.421675315917996,3.8830477881572274,0.0
2024-05-29,49.84102401845095,0.0,18.489302120799582,8.668049307266992,6.789339438154944,6.908520276888402,5.4207170502818975,3.8830477881572274,0.0
2024-05-30,49.83483485983584,0.0,18.484873765970196,8.665973231179295,6.826034774959969,6.906865623893271,5.420376775718276,3.8610409684431546,0.0
2024-05-31,49.837237746748805,0.0,18.48398834954356,8.665558135293393,6.825707811227619,6.9065347884027295,5.420117142317663,3.8608560264662355,0.0
2024-06-03,49.837718296508356,0.0,18.48381127643678,8.665475120888061,6.825642422239849,6.90646862510783,5.420065218622227,3.860819040196902,0.0
2024-06-04,49.840111717448885,0.0,18.48398834954356,8.665558135293393,6.825707811227619,6.9065347884027295,5.417243171617576,3.8608560264662355,0.0
2024-06-05,49.84251423652346,0.0,18.483103017934887,8.665143079171367,6.825380878816574,6.906203984604387,5.416983700743596,3.8606711022057283,0.0
2024-06-06,49.84826190261323,0.0,18.483103017934887,8.665143079171367,6.817717324030206,6.906203984604387,5.418899589440188,3.8606711022057283,0.0
2024-06-07,49.84797830564514,0.0,18.482642679014393,8.6649272657007,6.81754752242113,6.906031979152492,5.418764626691517,3.8621076213746233,0.0
2024-06-11,49.84451064252058,0.0,18.479226264525835,8.66332560171969,6.8287380008947585,6.903127273437465,5.419678484804852,3.8613937320968184,0.0
2024-06-12,49.84403923932849,0.0,18.478341389028724,8.662910759429286,6.829368705170046,6.902796718029449,5.421334359285362,3.86120882972865,0.0
2024-06-14,49.84978542470082,0.0,18.478341389028724,8.662910759429286,6.833199495418269,6.902796718029449,5.417503569037139,3.855462644356315,0.0
2024-06-17,49.850265707483516,0.0,18.47816442409852,8.662827795738682,6.8331340546600146,6.902730610746674,5.417451686234415,3.8554257210381784,0.0
2024-06-18,49.8523720564159,0.0,18.4759367487223,8.662860981024235,6.833160230812904,6.902757053507839,5.417472439236254,3.8554404902805666,0.0
2024-06-19,49.853332557719774,0.0,18.475582870342304,8.662695057138922,6.833029352053918,6.902624841727898,5.417368675817025,3.8553666452001547,0.0
2024-06-20,49.857637999350715,0.0,18.47611369299595,8.662943945350472,6.833225672072538,6.9028231612971,5.417524322436483,3.849731206496745,0.0
2024-06-21,49.85430418434094,0.0,18.473813681762852,8.6618655330438,6.838120525519706,6.901963858790368,5.416849918338077,3.8530822982042565,0.0
2024-06-24,49.851457041880344,0.0,18.47062999602084,8.660372789949612,6.848431081455583,6.900774408452303,5.415916405196247,3.852418277045069,0.0
2024-06-25,49.8433504930699,0.0,18.466917082601945,8.658631906484814,6.84801165387935,6.8898149891555365,5.441629999909887,3.851643874898573,0.0
2024-06-26,49.8476273739372,0.0,18.47062999602084,8.660372789949612,6.849388498441371,6.89120023859444,5.42836282601147,3.852418277045069,0.0
2024-06-27,49.84619566610497,0.0,18.47009948841146,8.660124049453694,6.85110655143943,6.891002311714571,5.43107908274788,3.8503928501279963,0.0
2024-06-28,49.8481191696259,0.0,18.46903856460988,8.65962661132487,6.850713023401742,6.890606492061632,5.431724455681578,3.8501716832943957,0.0
2024-07-02,49.843824620487055,0.0,18.467447407411086,8.658880561270706,6.858738084263292,6.8900128478345355,5.431256498054044,3.849839980679285,0.0
2024-07-03,49.82951479941215,0.0,18.452575757621286,8.656394655895584,6.891220166577996,6.8880347722794,5.435439084651004,3.846820763562574,0.0
2024-07-04,49.810851933962915,0.0,18.452752346253494,8.656477496411306,6.909468855366171,6.888100689832322,5.453673841812861,3.828674836360932,0.0
2024-07-05,49.80751905986622,0.0,18.45116317022803,8.655731988844513,6.916529034056822,6.887507477271297,5.4532041640348545,3.8283451056982596,0.0
2024-07-08,49.809440161641376,0.0,18.450456957630923,8.655400693364044,6.919134907974215,6.887243860040328,5.452995444322188,3.8253279750269265,0.0
2024-07-09,49.80296664603237,0.0,18.43778320237419,8.653943294481579,6.9323204549626265,6.886084183918967,5.461644329321394,3.82525788890888,0.0
2024-07-10,49.802490182523236,0.0,18.437606808647537,8.653860502461994,6.933210830700635,6.886018304955215,5.461592077931607,3.8252212927797777,0.0
2024-07-11,49.80249396159209,0.0,18.437254031319355,8.653694923175149,6.934034852330677,6.88588655080921,5.461487578151301,3.825148102622217,0.0
2024-07-12,49.803927103911036,0.0,18.436473730405762,8.653777712026532,6.934101189402411,6.885952427251975,5.461539827541586,3.824228009460702,0.0
2024-07-15,49.80869956247329,0.0,18.425094411715197,8.654274478402046,6.941196438148321,6.886347712379822,5.45993985926187,3.8244475376194575,0.0
2024-07-16,49.80584790940958,0.0,18.423331772697075,8.653446566125002,6.941489058983059,6.885688929043413,5.468984046230793,3.8212117175110785,0.0
2024-07-17,49.80608614469027,0.0,18.423419896638347,8.653487957976726,6.9415222620638986,6.885243537287917,5.469010205908904,3.821229995433939,0.0
2024-07-18,49.80570868670513,0.0,18.42292641342533,8.653256168707129,6.943249589367907,6.8850591115883315,5.468863714934721,3.8209363152714526,0.0
2024-07-19,49.80618885587753,0.0,18.42275017582743,8.653173389834384,6.943183168778595,6.884993247661397,5.468811398631507,3.8208997633891504,0.0
2024-07-22,49.80666901586323,0.0,18.422573941601357,8.653090612545384,6.943116749460058,6.8849273849945885,5.46875908332922,3.820863212206168,0.0
2024-07-24,49.80762562779356,0.0,18.422573941601357,8.653090612545384,6.943116749460058,6.8849273849945885,5.467802471398887,3.820863212206168,0.0
2024-07-25,49.803814193966836,0.0,18.421164189166635,8.65242845124276,6.942585440655267,6.8844005290202475,5.476949445487708,3.8186577504605452,0.0
2024-07-26,49.80667271464698,0.0,18.422221483264273,8.652925062718438,6.94298391463516,6.884795663441197,5.471524236612982,3.8188769246809686,0.0
2024-07-29,49.80715285622475,0.0,18.422045259153073,8.652842290180402,6.942917499128728,6.884729804554543,5.471471896861429,3.8188403938970756,0.0
2024-07-31,49.80763298861668,0.0,18.42186903841331,8.65275951922593,6.942851084892925,6.884663946927868,5.471419558111214,3.8188038638120725,0.0
2024-08-01,49.81049183786918,0.0,18.42292641342533,8.653256168707129,6.943249589367907,6.8850591115883315,5.4669504544690986,3.818066424573019,0.0
2024-08-05,40.785771142933086,18.129907465614558,15.082722616328576,7.084361061418227,5.685956858240141,5.636750342846575,4.468705900379868,3.1258246122389672,0.0
2024-08-06,40.785132295580084,18.12962348806381,15.082486368314882,7.084250095628322,5.685867796334816,5.6366620516868124,4.468635904867812,3.1273419995234573,0.0
2024-08-07,40.78508737988011,18.127863025792113,15.081021795802812,7.083562185312655,5.667617654391802,5.6361147082250564,4.460370999153597,3.1583622514418557,0.0
2024-08-08,40.78314048373222,18.126301611538924,15.079722816306381,7.082952054105035,5.674176760454353,5.6356292505720775,4.4599868122892845,3.1580902110017273,0.0
2024-08-09,40.78271001804802,18.12576227639598,15.079274129936984,7.082741305931445,5.676200350377377,5.635461566453575,4.459854108570871,3.1579962442857425,0.0
2024-08-12,40.782773884483525,18.12579066165598,15.079297744343389,7.082752397627916,5.676209239406169,5.63547039168472,4.4598610927802245,3.1578445880180723,0.0
2024-08-13,40.78416487994929,18.125364892090644,15.078943536013059,7.082586025828418,5.676075906897495,5.635338016119763,4.459756331936718,3.157770411164619,0.0
2024-08-14,40.77222914509287,18.055192640094333,15.079191480097009,7.082702485267369,5.680084255028723,5.635430678362235,4.45904666080382,3.236122655253637,0.0
2024-08-15,40.773222145152474,18.05424549244277,15.078400448891607,7.08233093758248,5.681352210802958,5.6351350523315995,4.459595708201846,3.235718004594262,0.0
2024-08-16,40.735667690399254,18.058770079038645,15.082179256961254,7.084105845298293,5.6882581267492265,5.636547277314049,4.474810180781,3.239661543458282,0.0
2024-08-19,40.745297137945684,18.056790293385454,15.080525795403183,7.0833292137194634,5.68763452216366,5.635929341796608,4.471187316705145,3.239306378880802,0.0
2024-08-21,40.75025592646656,18.055517803246072,15.079463047259157,7.082830040475935,5.68958275762312,5.635532169076695,4.4708722251700825,3.2359460306823857,0.0
2024-08-22,40.755677876736826,18.054104135644224,15.078282391650411,7.08227548604738,5.68913728832669,5.635090931703533,4.4705221755461615,3.2349097143447825,0.0
2024-08-23,40.650646573371276,18.007576972135883,15.297133829023682,7.06402378066922,5.6744758341306465,5.620568760168801,4.459001209749879,3.226573040750612,0.0
2024-08-26,40.651110051552784,18.007436345177936,15.29701436878764,7.063968615436458,5.674431520324535,5.620524867340362,4.458966387975879,3.226547843404405,0.0
2024-08-28,40.65296389189207,18.006873859309493,15.296536546500949,7.063747963121206,5.674254272021086,5.620349302881849,4.4588271063184,3.22644705795494,0.0
2024-08-29,40.647092008812784,18.002543894852607,15.292858314505919,7.062049401902214,5.694749990267935,5.618997823835187,4.456974208957694,3.224734356865656,0.0
2024-08-30,40.649116812970284,18.002403346493207,15.291177493272903,7.061994267502141,5.6947055305641845,5.618953955539116,4.456939412741303,3.2247091809168564,0.0
2024-09-02,40.64894547097163,18.00198171458206,15.290819360624388,7.061828869467101,5.695352851215631,5.618822354760637,4.4576157229495195,3.2246336554290274,0.0
2024-09-03,40.64940881842411,18.001841175000532,15.290699986802755,7.061773738510414,5.6953083881937765,5.618778489204335,4.4575809228114975,3.2246084810525772,0.0
2024-09-04,40.649440553015644,18.001855228859938,15.290711924101045,7.061779251567348,5.695312834464722,5.618704806717921,4.4575844028008484,3.2246109984725346,0.0
2024-09-09,40.64973253946977,18.00129309159898,15.290234446707196,7.061558736004063,5.696696320509586,5.618529353505459,4.457445207464877,3.224510304740067,0.0
2024-09-10,40.649072537274435,18.00030943586464,15.289398933018465,7.061172866905176,5.697946278578468,5.618222336748995,4.456421013468295,3.227456598141528,0.0
2024-09-11,40.563191620047796,17.961934523771504,12.140967967310898,7.04611913191204,5.687356728043744,5.606244832192163,4.445362438809276,3.220575974023405,3.3282467838891736
2024-09-12,40.566138433770305,17.961514785337506,12.140684254502846,7.045954476651425,5.689560646621699,5.606113824230669,4.441363855302613,3.2205007148961586,3.3281690086867775
2024-09-13,40.568475255750364,17.961514785337506,12.140684254502846,7.045954476651425,5.691118527941739,5.606113824230669,4.437469152002511,3.2205007148961586,3.3281690086867775
2024-09-16,40.570349156015894,17.96165469596915,12.109620954863432,7.046009360883246,5.691162858723273,5.606157492870846,4.435166877340599,3.2205258008810884,3.3593528024524733
2024-09-17,40.57361179601099,17.961374876885493,12.109432302810138,7.04589959327463,5.69107419785082,5.606070156270793,4.435097783242506,3.218138825524291,3.3593004681303427
2024-09-19,40.577100495193655,17.95843730279628,12.107451811070968,7.044747239837197,5.690143425445146,5.6051532862346045,4.440602882751729,3.217612500491038,3.358751056179382
2024-09-23,40.58080258308646,17.95731847968488,12.10669750841768,7.044308347193421,5.689788925559423,5.604804081293559,4.440326230109296,3.2174120409984672,3.358541803656808
2024-09-24,40.582021401718194,17.95647945383284,12.106131843103904,7.043979213597014,5.691080524214666,5.604542206140811,4.440118763248208,3.2172617127697776,3.3583848813745854
2024-09-25,40.72010291658349,18.017231170477984,12.147090222127584,7.06781093575274,5.369663398625706,5.623503916364054,4.456703622036278,3.2281465954356694,3.3697472225964917
2024-09-26,40.72120245144212,18.017371950461207,12.147185134999685,7.067866161014353,5.3704867182193325,5.623547856344594,4.455957082041649,3.226609092921598,3.369773552555462
2024-09-27,40.724964323187926,18.017653517027775,12.14737496519364,7.0679766141266835,5.3697892702864785,5.62363573836569,4.452119841333318,3.2266595167706726,3.369826213707816
2024-09-30,40.72846498673846,18.019202290463955,12.146856252512924,7.068584167958105,5.371813735013068,5.617867599337974,4.450158212392358,3.2269368761139656,3.370115879469198
2024-10-02,40.719873523037734,18.015401230874676,12.13804371410479,7.067093085877936,5.37536824346084,5.616682538580815,4.4718765233935915,3.2262561701005015,3.369404970569118
2024-10-03,40.72368091465014,18.016048705468744,12.138479956119374,7.067347077624684,5.37868665709036,5.61688440248604,4.461880269535446,3.2274659498406155,3.369526067184597
2024-10-04,40.75439810479333,17.715180545216853,12.110506906738353,7.0719994586053065,5.391609245377669,5.6205819548883,4.423381033003717,3.5405985507371924,3.371744200639272
2024-10-07,40.762828531187225,17.720069122102565,12.13545674408898,7.0733266749390395,5.348048997782999,5.62163678078574,4.428121011285625,3.5381351551864517,3.3723769826413714
2024-10-08,40.75932256357554,17.718545037767463,12.1391043829811,7.072718305620159,5.353062313851245,5.621153269773666,4.427740153297954,3.5362670450559546,3.372086928076917
2024-10-09,40.759437377207455,17.717575302411987,12.136094440276802,7.072331215992558,5.359024194116116,5.6208456242501414,4.4290615365278265,3.533727935340831,3.37190237387628
2024-10-10,40.771983858064885,17.72200924504705,12.139131579707193,7.074101114546545,5.360365326040268,5.5948804478194205,4.430169939029012,3.5346122745738118,3.372746215171809
2024-10-14,41.420435115494286,16.414255647838953,12.331723312766673,7.1863342989834,5.498638279916872,5.631210908404149,4.503634034164507,3.5875123431255593,3.4262560593056017
2024-10-15,41.416684071705774,16.412769169207834,12.330606549169069,7.185683502955806,5.49814032201499,5.62831778096571,4.515142002717379,3.5867108244662957,3.425945776797143
2024-10-16,41.41762431046485,16.411882625930453,12.32994050578361,7.185295364955614,5.50086184843891,5.628013764791459,4.51410377024416,3.5865170866310434,3.4257607227599003
2024-10-17,41.412360998156366,16.40979701949434,12.328373628670127,7.184382264453978,5.51525344121328,5.62729856215457,4.511147390061612,3.586061315450515,3.425325380345211
2024-10-18,41.41334776731564,16.410188030323436,12.328667387793912,7.184553453120264,5.515384858062505,5.627432648802548,4.5112548811828646,3.583763974779164,3.4254069986196662
2024-10-21,41.41466353268072,16.410709407082592,12.32905908840304,7.184781717366137,5.515560090270538,5.627611440940176,4.508221057781577,3.583877836438963,3.4255158290362604
2024-10-22,41.41663733750035,16.411491534342797,12.32964668598743,7.185124140932382,5.531709480894885,5.622319367947755,4.49334372227107,3.584048642495155,3.4256790876281777
2024-10-23,41.41828231857483,16.412143364011104,12.330136393427663,7.185409518838207,5.5319291886739475,5.622542674559531,4.493522188362464,3.580219205209614,3.4258151483426316
2024-10-24,41.41874766321703,16.41201299393519,12.331627151448892,7.18535244144352,5.531885245721933,5.622498011818105,4.491897791388793,3.580190765691433,3.4257879353351006
2024-10-25,41.418089652941035,16.411752259996838,12.33301991905943,7.185238289374471,5.531797361912242,5.622408688463892,4.491826429624562,3.5801338880105096,3.42573351061702
2024-10-29,42.08705143351333,15.062488879237307,12.540287631555131,7.301290232865179,5.621143853843628,5.713218683778895,4.555497041227354,3.6379582048845895,3.4810640390945884
2024-10-30,42.088070598337104,15.062853627023182,12.540591302627321,7.301467038270169,5.621279973431247,5.713357033017313,4.553185791645223,3.63804630036542,3.4811483352830153
2024-10-31,42.09044884155688,15.063704773892104,12.553408429087648,7.3018796175172405,5.620790377879269,5.713679873965655,4.532455002944626,3.642288040889673,3.481345042266911
2024-11-04,42.09112838898669,15.063947976379707,12.553611103011736,7.301997505866343,5.620881125157094,5.705699654992492,4.53898615187841,3.642346845382022,3.481401248345508
2024-11-05,42.09305695831843,15.064349277653275,12.553945529294372,7.3021920299647585,5.622645400770832,5.700765864933198,4.539107069776315,3.6424438769457343,3.4814939923430948
2024-11-06,42.09698237598244,15.065176268915895,12.554634706309109,7.302592900184603,5.572254848766811,5.701078821269621,4.582951124725054,3.642643837077121,3.481685116769345
2024-11-07,42.09770501323358,15.064568178269086,12.554127951140584,7.30229813838688,5.572029930319481,5.700848702972559,4.584380698184679,3.642496805432257,3.481544582060899
2024-11-08,42.100509478685225,15.063838534288488,12.553519898936043,7.301944455638183,5.571760052149043,5.70057258553652,4.584158656255457,3.642320383125491,3.4813759553855483
2024-11-11,42.09915011273883,15.063352144233374,12.553114563521595,7.301708686172245,5.576423435882746,5.697159663444438,4.585625069581904,3.642202777748359,3.48126354667651
2024-11-12,42.12312180591063,15.071929373340694,12.560262437287726,7.3058663549086935,5.602213589727494,5.68707705933282,4.530083622397274,3.6361999428101983,3.4832458142844698
2024-11-13,42.20834830149304,14.915473721738584,12.585675253461648,7.320648103267499,5.603836685310867,5.686443931386053,4.555435378646773,3.6338452597719866,3.4902933649235552
2024-11-14,42.16397346321225,14.980682235914141,12.584025387461462,7.31968843378917,5.603102073982393,5.6856984910091635,4.5273253230716115,3.6456687719198757,3.4898358196399304
2024-11-15,42.163988265587975,14.980112504626844,12.58354680358454,7.319410058248701,5.602888982047913,5.685482257845048,4.526748558282816,3.6481194723062003,3.48970309746996
2024-11-18,42.14334778285417,14.97249197152091,12.577145427428174,7.3100252815123525,5.6007666203160955,5.682589996137686,4.5794414322090455,3.646263637431493,3.4879278505900757
2024-11-19,42.145179102779416,14.972855254888337,12.577450591575346,7.3102026474849175,5.603328852586692,5.682727875018064,4.582787663238811,3.6374555328949896,3.488012479533429
2024-11-20,42.15688261790924,14.972128705781598,12.57684027808892,7.309847924146369,5.601439473664035,5.6824521239478,4.575286623231273,3.63727902747747,3.487843225753294
2024-11-21,42.16186184020837,14.97188653841482,12.576636853422166,7.309729690683504,5.600540145689301,5.682360212871243,4.571977711089051,3.637220196144823,3.4877868114767194
2024-11-22,42.161258690307605,14.969949481464283,12.575009692959203,7.308783960653588,5.614370756894373,5.681625031281565,4.564917209497719,3.6367496139878255,3.4873355629538416
2024-11-25,42.16700666309327,14.970554757915936,12.575518135372842,7.309079474998982,5.597616000066762,5.68185475509211,4.573996990055577,3.6368966578308672,3.487476565573648
2024-11-26,42.17219962263957,14.970675819079831,12.575619828789467,7.3091385807357145,5.59766126585143,5.681900702083446,4.568373345328268,3.6369260680263813,3.487504767465891
2024-11-27,42.178840824152026,14.972746268027079,12.577359040776297,7.310149436789419,5.58387749783281,5.68268651065142,4.569005152729469,3.6373481786222612,3.487987090419215
2024-11-28,42.1666987171749,14.978488402236101,12.58218253022268,7.312952921093677,5.583591695382132,5.684865853574076,4.570757392453499,3.6311377343568005,3.4893247535061325
2024-11-29,42.1756094535721,14.964607173417471,12.57278811989074,7.314077284436958,5.59416066913883,5.685739899236094,4.571460144422309,3.631696020210267,3.489861235675234
2024-12-02,42.175180159850356,14.963880639681076,12.572177709298348,7.3137221849788725,5.597125747704484,5.685463855782011,4.571238199403571,3.6315197008690085,3.489691802432271
2024-12-03,42.186306078461485,14.965818219768707,12.573805602608529,7.314669193499809,5.581665010137287,5.683772210032042,4.571830100684011,3.6319899238298614,3.490143660978271
2024-12-04,42.15966112921675,14.963150080583814,12.586385293092924,7.312574266006394,5.597056297605242,5.672435869347621,4.579743802948964,3.6398491803401765,3.4891440808581127
2024-12-05,42.15356225496648,13.89887584027901,13.648323991111916,7.311095520250496,5.5490095187510295,5.671288791702694,4.6451457139348,3.6342598614242547,3.4884385075793194
2024-12-06,42.16072386330533,13.90123716634005,13.650642750089267,7.312337626488807,5.537008005955392,5.6722523057435,4.6386537511505015,3.6381133609731955,3.4890311699539565
2024-12-09,42.17176816679714,13.904611881448734,13.653956629982167,7.314112796279282,5.531878492842972,5.646925320656798,4.631687725927993,3.655180806160474,3.489878179904439
2024-12-10,42.17945776497928,13.901012243576083,13.650421881956412,7.312219312473274,5.528828390014111,5.645463439777161,4.639387700169108,3.6542345498123336,3.488974717242235
2024-12-11,42.18105163309777,13.901270905382432,13.65002866673456,7.312355373921366,5.5608874678654105,5.645568487218701,4.616821530460278,3.6429762973012045,3.4890396380182804
2024-12-12,42.183010936616796,13.901383370039843,13.633958613100672,7.312414532652074,5.575494893907954,5.645614161238734,4.616049857383581,3.6430057698641107,3.489067865196232
2024-12-13,42.18539996752716,13.902170673597139,13.634730771081674,7.312828670570635,5.541020647113039,5.645933900072916,4.648674091060711,3.639975810745687,3.489265468231037
2024-12-16,42.17554290833145,13.898122633613072,13.630760604362447,7.310699318000441,5.569334087512207,5.644289914632694,4.644085150086201,3.6389159210371744,3.4882494624243146
2024-12-17,42.171917429525,13.896661420686213,13.639032494939412,7.30993068984616,5.568748542026877,5.643696488484168,4.643596882898349,3.6385333347610462,3.4878827168327713
2024-12-18,42.17040701896423,13.884575346252708,13.641517278095632,7.309528702574182,5.568442305739596,5.643386130663891,4.657898212571086,3.6365540937439844,3.4876909113946892
2024-12-19,42.159155893251096,13.880870921426455,13.664557846451142,7.3075785097221315,5.566956637261698,5.641880467064881,4.656655478576959,3.6355838558410647,3.486760390404578
2024-12-20,42.13862826381731,13.873580105268838,13.66707742205805,7.303740262700504,5.563224573334625,5.638917114584949,4.696228966199984,3.6336742945701195,3.4849289974656186
2024-12-23,42.133180850789124,13.87178661734275,13.6717743104941,7.3027960817553526,5.562505395153745,5.6381881513552345,4.702085548692671,3.6332045563392374,3.484478488077789
2024-12-27,42.13535055824254,13.877082863287338,13.6819120095875,7.303032104105084,5.55864524106932,5.6383703744928955,4.687693765200039,3.6333219795106975,3.484591104504585
2024-12-30,42.13501011315885,13.876970739273316,13.681801462514379,7.302973097087391,5.55294447036623,5.638324817604236,4.694119727273883,3.6332926230062657,3.484562949715447
2025-01-02,42.1363719265034,13.877419246201022,13.684667679001006,7.303209130879523,5.547467902049396,5.638507049576102,4.694271442317223,3.6334100518704187,3.484675571601905
2025-01-03,42.132627151605035,13.876185921904904,13.68345148506513,7.302560074660859,5.537279675182086,5.638005939995516,4.712436731899151,3.6330871407573913,3.4843658789299243
2025-01-06,42.13330797025889,13.876410146380294,13.683672595156047,7.302678076301293,5.535753257618351,5.638097044203205,4.712512879888229,3.6331458475996588,3.4844221825940345
2025-01-07,42.14147951064209,13.879101405418517,13.688750785032406,7.304094393502121,5.535210681218223,5.639190524395021,4.693224253547276,3.633850477723472,3.485097968520867
2025-01-08,42.14147951064209,13.879101405418517,13.689558888800429,7.304094393502121,5.535210681218223,5.639190524395021,4.692416149779254,3.633850477723472,3.485097968520867
