date,GLOBAL MASTERMIND SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,CHINA INDUSTRIAL SECURITIES,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,CHINA CONSTRUCTION BANK (ASIA)
2024-07-15,0.0,61.62942551133725,0.0,0.0,24.940472657785186,11.207971124847301,2.2221307060302538,0.0,0.0
2024-08-12,0.0,61.62949154602884,0.0,0.0,24.9404993810007,11.207983133963245,2.222025939007227,0.0,0.0
2024-08-20,0.0,61.56772242579785,0.0,0.0,24.980648776121015,11.226025825750327,2.2256029723308166,0.0,0.0
2024-08-27,0.0,61.57102634181919,0.0,0.0,24.97662300374136,11.226628249311252,2.2257224051281934,0.0,0.0
2024-09-19,0.0,45.939523313753924,25.387757776336294,0.0,18.635618454842813,8.376439062926368,1.6606613921406013,0.0,0.0
2024-09-27,0.0,45.94062697087964,25.388367695154663,0.0,18.63606615938166,8.374237886496616,1.660701288087417,0.0,0.0
2024-09-30,0.0,45.868999385653304,25.504697214453113,0.0,18.60701003835917,8.361181328990316,1.6581120325440961,0.0,0.0
2024-10-02,0.0,45.779515898953896,25.664959082128323,0.0,18.561004306256134,8.340508353187465,1.6540123594741736,0.0,0.0
2024-10-03,0.0,39.77060197665783,21.6689326205586,13.707157910396845,15.988656848927388,7.26328282945023,1.6013678140091068,0.0,0.0
2024-10-04,0.0,39.31500394874753,21.192276009831396,13.40012590800647,9.79613938794133,6.862510389659302,4.8831282224607,4.550816133353276,0.0
2024-10-07,56.09603632936913,17.61894203764116,9.137052641594181,5.868157495474981,4.1435210146517685,3.043662121055163,2.1204446614322636,1.9721836987813621,0.0
2024-10-08,55.07145532123198,17.358104859946458,9.02242538143102,5.760976968720482,4.082356924310224,2.8922624085199895,2.0860701408116937,1.9245491409615998,1.8017988540665548
2024-10-09,55.29194367073064,17.5004734772445,9.062920605157341,5.784042062895381,3.696445924081815,2.8245499684543556,2.0998146478342736,1.9307969679075025,1.8090126756941909
2024-10-10,55.44385989285961,17.571939762781174,9.087821242906474,5.79993388655893,3.5969931445306287,2.6379374349605618,2.10558394960398,1.936101888689621,1.819828797109022
2024-10-14,55.43008846603795,17.634785232150158,9.081180697945642,5.798493269595329,3.5814888188899836,2.61974914718412,2.0992165994909984,1.9356209898934176,1.8193767788123927
2024-10-15,55.427691316865314,17.638405668320527,9.08078796999952,5.798242505908522,3.581333932560255,2.6195774115701607,2.099125816028913,1.9355372813448137,1.8192980974019755
2024-10-16,55.413118521216816,17.662981085458913,9.078400490667978,5.796718058450013,3.580392344586658,2.6159674016058223,2.098573923449036,1.9350283987159156,1.818819775848845
2024-10-17,55.39855338638004,17.70506667214711,9.076014266416797,5.795194412382344,3.559007648155024,2.615279804174928,2.098022320995038,1.9345197836028802,1.8183417057458438
2024-10-18,55.346020753143634,17.777268770617727,9.067407779431827,5.789699019380364,3.5556327578007205,2.6127998200171274,2.096032835162404,1.9385208325683065,1.8166174318778932
2024-10-21,55.31946911678892,17.825609063211193,9.063057791650172,5.786921475830278,3.545177945849788,2.6115463584358842,2.095027286780254,1.9375908488131608,1.815600112640349
2024-10-22,55.308984609408675,17.84118329091076,9.061340101697228,5.785824700646225,3.5445060405525934,2.611051401099778,2.094630223514811,1.937223623930518,1.8152560082394125
2024-10-25,55.30817827344977,17.840923188727746,9.061207998668912,5.785740350543959,3.544454366078776,2.612471210409426,2.0945996864206706,1.9371953816281244,1.8152295440726156
2024-10-29,55.37356775099029,17.840122084696084,9.071920838531215,5.792580686829069,3.4815033416222536,2.5863678940730157,2.097076079305543,1.939485679335496,1.817375644617027
2024-10-30,55.37033501203228,17.839080568680025,9.07139121486581,5.792242512822692,3.4813000895664072,2.592054954819524,2.0969536508651365,1.9393724511082253,1.8172695452398995
2024-10-31,55.372759530862545,17.832563806863806,9.071788426817163,5.79249613962554,3.484371681354111,2.5921684539711127,2.097045470855238,1.9394573710391882,1.8173491186112931
2024-11-01,55.37276252123353,17.83256476990018,9.071788916733379,5.792496452445645,3.484371869525407,2.592163193522549,2.097045584104857,1.9394574757783616,1.8173492167560872
2024-11-08,55.36629760876926,17.83486099355546,9.07072976204124,5.7918201635843065,3.483965060146503,2.5991575875755717,2.0968007486385094,1.9392310391290377,1.8171370365601136
2024-11-12,55.37195432461134,17.83668316236719,9.071656508870273,5.792411907701013,3.484321013157634,2.5892062469206465,2.0970149765447412,1.9394291683053468,1.8173226915218121
2024-11-13,55.37198665202327,17.8366935758303,9.071661805110587,5.792415289443413,3.4843230473838416,2.589149376273885,2.0970162008299913,1.9394303005884022,1.8173237525163164
2024-11-15,55.36794601805117,17.835391987168418,9.081215977232757,5.791992602243366,3.484068787514795,2.5860415382818376,2.096863176251799,1.9392887754520853,1.8171911378037753
2024-11-21,55.35905869876058,17.832529160665676,9.095809696545718,5.791062907514071,3.483509546401987,2.585626442933313,2.0965266007799555,1.9389774928457468,1.8168994535529555
2024-11-28,55.36309803563445,17.833830331499975,9.096473382677104,5.791485459025804,3.4837637246501725,2.57851849203235,2.0966795762351857,1.9391189725505786,1.8170320256943786
2024-11-29,55.35501995127034,17.831228179686498,9.109737206109406,5.790640417657248,3.4832554052412,2.578142257850158,2.096373647645524,1.9388360337843586,1.8167669007552647
2024-12-02,55.321117723574176,17.820307429258044,9.104157940032263,5.787093935149991,3.4811220825908546,2.5765632724946164,2.095089721873277,1.9988936746606556,1.8156542203661241
2024-12-05,55.296927260160246,17.812515079561738,9.10017693226117,5.7845633918444355,3.4795998798617065,2.6191639678311116,2.094173594481941,1.9980196112596444,1.8148602827380091
2024-12-06,55.297733268093886,17.81131711489762,9.100309576427282,5.784647707632265,3.4796505985046404,2.6192021447614073,2.094204119153296,1.9980487343906763,1.8148867361389271
2024-12-09,55.31708450999039,17.817550120947157,9.103494196872623,5.786672024190301,3.4808682896552074,2.620118725085476,2.094936978315785,1.9987479443237983,1.7805272106192653
2024-12-12,55.292897572912324,17.8534837165398,9.099513769428176,5.784141849771669,3.4793463088233416,2.6189730998721794,2.0940209844718236,1.9978740083383337,1.779748689842357
2024-12-27,55.29048004246283,17.852703121881007,9.099115918120344,5.783888954017244,3.479194183939041,2.621773409789264,2.0953868378117604,1.9977866567712894,1.7796708752072228
2025-01-03,55.32434471791934,17.863637662452543,9.104689004251476,5.787431508217422,3.4813251435870454,2.623379210744055,2.0966702340702814,1.9377616190733167,1.780760899684529
2025-01-06,55.325151525330604,17.86389817191419,9.104821779987066,5.78751590763791,3.4813759125376977,2.623417468075445,2.0952424877057063,1.9377898778885547,1.7807868689228252
2025-01-07,55.32273117368882,17.867491442667692,9.104423464397579,5.787262716761017,3.481223610127795,2.62330269942862,2.095150825532983,1.9377051039153603,1.7807089634801283
2025-01-16,55.321117723574176,17.8698867818445,9.104157940032263,5.787093935149991,3.4811220825908546,2.623226192575987,2.095089721873277,1.937648592053857,1.7806570303050964
2025-01-20,55.32031103380773,17.87108439903983,9.104025183657399,5.787009548036226,3.481071321043089,2.6231879408230996,2.095059171379939,1.937620337359185,1.780631064853511
2025-01-27,55.32073050955019,17.871219909601084,9.104094216489136,5.787053429028241,3.481097716863171,2.6224495644514985,2.095075057525281,1.9376350296975764,1.7806445667938293
2025-02-03,55.33364056542462,17.901644304180646,9.106218815422276,5.78840393872739,3.4323195159530417,2.6230615587272994,2.095563979775668,1.9380872105756537,1.7810601112134001
2025-02-04,55.32637791766467,17.91241987276781,9.105023606522126,5.787644199471672,3.4318690173523847,2.622717276804783,2.0952889329345776,1.937832832866277,1.780826343615699
2025-02-06,55.32644246613574,17.91232410239587,9.105034229219202,5.7876509518310035,3.4318730212634723,2.62272033669044,2.0952913774773463,1.937835093707331,1.7808284212795917
2025-02-12,55.3216017487269,17.910756886156214,9.104237595715636,5.787144568599586,3.431572753855367,2.6312402391436085,2.095108052596956,1.9376655452661977,1.780672609939538
2025-02-19,55.30708467755636,17.955623658491607,9.101848531390804,5.785625950430174,3.407346725146871,2.6305497692256923,2.0945582703826284,1.9371570779092133,1.7802053394666524
2025-02-27,55.306520278693874,17.95646090661181,9.10175564866181,5.785566909156815,3.407311953785716,2.6305229249379103,2.0945368957917947,1.937137309569269,1.7801871727910008
2025-02-28,55.28717642604186,17.98515622360654,9.098572244259305,5.783543365581208,3.406120221960221,2.6296028806537763,2.0938043164705458,1.9364597818836686,1.7795645395428779
2025-03-03,55.27670415457393,18.00069114081424,9.096848829813645,5.782447870385284,3.4054750485597585,2.629104792001051,2.0934077165965745,1.9360929855697036,1.7792274616858146
2025-03-05,55.27509338799729,18.00308060574414,9.096583747076316,5.782279369496831,3.4053758128062945,2.629028179724863,2.0933467145662843,1.936036567700402,1.7791756148875773
2025-03-07,55.27589875955098,18.001885890686733,9.09671628651382,5.782363618713509,3.4054254299600815,2.6290664853048273,2.0933772151370222,1.936064776224042,1.7792015379089854
2025-03-10,55.28153701762355,17.99352191037727,9.097644170730764,5.782953431979026,3.405772790525028,2.629334655622574,2.0935907440211663,1.9362622589081506,1.779383020212466
2025-03-13,55.27589875955098,18.001885890686733,9.09671628651382,5.782363618713509,3.4054254299600815,2.6290664853048273,2.0933772151370222,1.936064776224042,1.7792015379089854
2025-03-17,55.30007082398114,18.009758087347105,9.100694266376925,5.784892237317398,3.406914617196334,2.5864863277432124,2.0942926457325703,1.936911414335082,1.7799795799702398
2025-03-18,55.32184376447946,17.977476597793693,9.10427742408003,5.787169885656642,3.4082559997323383,2.5875046883361477,2.0951172180790825,1.937674021983616,1.7806803998589933
2025-03-19,55.313777713655874,17.98943566852273,9.102949999695419,5.786326103106279,3.407759068244829,2.587127424259209,2.094811745216784,1.9373915046979056,1.780420772600962
2025-03-20,55.30571401458657,18.001391252440655,9.101622962337377,5.785482566570882,3.407262281643681,2.5867502701781557,2.0945063614187776,1.9371090697835123,1.7801612210403848
2025-03-28,55.295234719978026,17.999437893268,9.09989839209834,5.7843863366903365,3.424107083553728,2.5862601342375404,2.0941094955684423,1.93674202748069,1.7798239171248966
2025-04-01,55.29281698515798,18.00302329470943,9.099500507157387,5.784133419556886,3.4239573675254773,2.5861470523198684,2.0940179324984944,1.9366573451629276,1.7797460959115539
2025-04-02,55.283953766066496,18.01616708460845,9.09804189334432,5.783206245928426,3.4234085207500193,2.5857325032124563,2.0936822697356043,1.9363469066775834,1.7794608096766436
2025-04-09,55.28717642604186,18.011388012220085,9.098572244259305,5.783543365581208,3.4236080810359177,2.585883232964535,2.0938043164705458,1.9364597818836686,1.7795645395428779
2025-04-10,55.285194445678506,18.01432720769872,9.098246071126793,5.783336032341889,3.4234853487057992,2.5857905320866648,2.0937292560440923,1.9363903620740455,1.7795007442434851
2025-04-14,55.29325216182218,18.00237794558918,9.099572123878916,5.784178943008649,3.4239843154443355,2.5861674063352496,2.094034413260162,1.9366725874336082,1.7797601032277184
2025-04-25,55.29328439740314,18.00233014154654,9.099577428866096,5.784182315144692,3.4239863116033478,2.586168914052837,2.0940356340676427,1.93667371650024,1.7797611408154648
2025-04-29,55.263482538839156,18.03487149751436,9.094672957690575,5.781064768680546,3.422140858635678,2.5847750261505524,2.0929069951293964,1.9472834684746623,1.778801888885067
2025-04-30,55.261067579832854,18.03845329178766,9.094275529563363,5.780812141922553,3.4219913144971663,2.58466207406281,2.092815537183479,1.9471983741314542,1.7787241570186578
