date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,CMB WING LUNG BANK LTD
2024-03-01,0.0,0.0,41.2470764750011,38.471382551520236,13.927011164555845,0.0,0.0,6.35452980892282,0.0,0.0
2024-03-04,0.0,0.0,40.84797891036907,38.30404217926186,14.521089630931458,0.0,0.0,6.32688927943761,0.0,0.0
2024-03-05,0.0,0.0,32.57076793721973,30.542320627802688,11.918441704035875,19.92362668161435,0.0,5.044843049327354,0.0,0.0
2024-03-06,0.0,31.027491491878063,22.4131688832034,21.042214766720573,8.315029808597426,13.726436726122952,0.0,3.4756583234775893,0.0,0.0
2024-03-07,0.0,31.027491491878063,22.4131688832034,21.042214766720573,8.336752673119161,13.704713861601217,0.0,3.4756583234775893,0.0,0.0
2024-03-08,0.0,30.877690238278248,22.300153727901613,20.6043428132206,9.120388162951576,13.638547271329745,0.0,3.4588777863182165,0.0,0.0
2024-03-11,0.0,30.865086796801844,22.291051405796058,20.6439530360873,9.109462412062715,13.63298038368268,0.0,3.4574659655694013,0.0,0.0
2024-03-12,29.840799703813403,21.633401770388073,15.623843021103296,14.435730874087039,6.4874962135236105,9.555383527986267,0.0,2.423344889098314,0.0,0.0
2024-03-13,29.799176539786572,21.98974876060835,15.60205024787833,14.415595328123686,6.1238551382236786,9.531972103184607,0.0,2.5376018821947737,0.0,0.0
2024-03-14,25.561300274223036,19.211323126142595,14.228176416819013,14.322440585009142,3.6348834552102374,8.23383226691042,8.170989488117002,2.5294218464351004,2.1452239488117004,1.9624085923217551
2024-03-15,25.98615916955017,19.580449826989618,14.821222606689735,14.561707035755479,1.4662629757785466,8.527970011534025,8.32035755478662,2.586505190311419,2.165513264129181,1.983852364475202
2024-03-18,26.10622023379997,19.744551883388656,14.843411747726945,14.576417953528647,1.1271467744263242,8.522153268869967,8.328763169288496,2.5977774570645114,2.167700966950498,1.9858565449559822
2024-03-19,26.111808773221323,19.747686889244935,14.890515163325105,14.578732372003058,1.1778461005499503,8.523506401651295,8.377719077931262,2.466836992450815,2.139176373792924,1.9861718558293278
2024-03-20,26.155958661559588,19.774517597745174,14.857266748572668,14.5985401459854,1.0883862108838622,8.53508708535087,8.389101683891017,2.4701886247018865,2.142082821420828,1.9888704198887042
2024-03-21,26.15967273305483,19.77623267176455,14.829644834415067,14.599806299599589,1.0639066768817127,8.579193107735005,8.389829283453071,2.4704028679223464,2.142268607525405,1.9890429176484192
2024-03-22,26.1676161832326,19.782237774371726,14.818242285780386,14.602793603053875,1.0512160559877382,8.581798201220394,8.392376876138696,2.4711530119436653,2.142919112756297,1.989646895514619
2024-03-25,26.359651026520247,20.04716639900459,14.766265896957334,14.611455937034304,0.6091120853046283,8.586888898534369,8.39735520928281,2.487087113155953,2.14419028603672,1.9908271481690467
2024-03-26,26.30872289434932,20.01847948488436,14.701296451361417,14.608899026939623,0.847457627118644,8.527993532180291,8.379291427251466,2.4817370715791296,2.139577859267173,1.9865446250685763
2024-03-27,26.24656034346141,19.97666075982193,15.467289046404748,14.62160176340926,0.3155119505553875,8.510178501966548,8.268141937156935,2.4765527077840686,2.1351082681419373,1.9823947212977768
2024-03-28,25.967716658830902,19.75466940206009,15.29683292729837,14.302403442036729,1.6626063170491943,8.41560883874001,8.176261913920587,2.4091407730335797,2.0543944380333663,1.9603652889971648
2024-04-02,25.90858290774824,19.61605387129175,15.183838612474712,14.159605019310481,2.2465234060011037,8.35655778290209,8.11889031929492,2.3922361961888328,2.0711021828624783,1.9466097019253896
2024-04-03,25.851165942069898,19.494946643329005,15.21794365083846,14.128225396646151,2.302241544802665,8.360623341426232,8.249110722150075,2.386934673366834,2.0665123369657272,1.9422957484049461
2024-04-05,25.37760164066181,19.23481972119835,15.03200953357537,13.841698306681815,3.9298284510711414,8.207466119779397,8.097996286339827,2.343208713244464,2.028656153867472,1.9067150735803566
2024-04-08,25.374085568610067,19.232154732875195,15.04932387497229,13.867490578585679,3.8960319219685213,8.20632897362004,8.096874307248946,2.342884061183773,2.0283750831301264,1.9064508978053647
2024-04-09,25.374085568610067,19.232154732875195,15.04932387497229,13.867490578585679,3.9001884282864108,8.20632897362004,8.096874307248946,2.3387275548658835,2.0283750831301264,1.9064508978053647
2024-04-10,25.39097160603372,19.24495341614907,15.059338952972492,13.87671916592724,3.802961401952085,8.211790150842946,8.10226264418811,2.3735581188997337,2.0297249334516416,1.9077196095829636
2024-04-11,25.389915570281847,19.16097101107707,15.003257961209465,13.876142019381405,3.951144445522729,8.205903148438258,8.101925663029766,2.373459400257864,2.029640515173781,1.907640265627816
2024-04-12,25.405412903852287,19.144922108008377,14.949990983117623,13.884611649812031,3.9826875858337845,8.210911814890341,8.106870864372215,2.3749080971603758,2.0308793541137793,1.9088046388391806
2024-04-15,25.38780376228565,19.131652272758778,14.974285040963723,13.389799963957469,4.397188682645522,8.2495806590238,8.156701831237784,2.346923215548193,2.058582974063241,1.907481597515838
2024-04-16,25.46086472959822,19.04768524954817,14.890866119838734,13.428333101626583,4.382038092590018,8.273321284582233,8.124565549840122,2.4148477686639787,2.0645071597386346,1.9129709439733074
2024-04-17,25.478397420753485,19.0400088939535,14.875137230923164,13.42292138578913,4.402506983143178,8.269987075973818,8.12129129087397,2.413874567462027,2.063675148348365,1.9122000027793604
2024-04-18,25.417642899724115,18.99460703442348,14.890962276968295,13.39091375414177,4.6068957868322915,8.222539546103617,8.101925663029766,2.4081185620606953,2.058754211088159,1.907640265627816
2024-04-19,25.41376729228466,18.990324637520445,14.888691746832636,13.38887194699343,4.900058218513488,7.944054780848882,8.10069030523135,2.4077513792243077,2.0584402983005736,1.9073493942502289
2024-04-22,25.429014998197996,18.990324637520445,14.872057885836268,13.38887194699343,4.873721271935904,7.944054780848882,8.10069030523135,2.4354744808849214,2.0584402983005736,1.9073493942502289
2024-04-23,25.424785874656987,18.987166338664522,14.843251933364748,13.497519195055022,5.018432796518558,7.942733597582947,8.099343071763174,2.3865620755606063,1.8931729356653821,1.907032181168057
2024-04-24,25.35275501319808,18.933373871944056,14.638123799389158,13.459279426194392,5.475476443842508,7.895355104409956,8.07639685457234,2.379800715875012,1.887809394823035,1.9016293757514613
2024-04-25,25.391801874015314,18.93363553442605,14.638326100776695,13.45946543575002,5.435473617291799,7.895464219574891,8.076508471765388,2.379833605130048,1.8878354846734293,1.9016556565963678
2024-04-26,25.48520521794464,18.95170772870008,14.815532100319551,13.610646156400005,4.9246773368008965,7.903000456500989,8.14093430535766,2.375188479575039,1.8896374275477597,1.9034707908533801
2024-04-29,25.53147260179052,18.986113805815016,14.842429113888967,13.63535574711051,4.752071842345964,7.917348041797167,8.155713850162144,2.379500540480612,1.893067989689293,1.9069264669198147
2024-04-30,25.54173771991848,19.340348542195233,15.122904795574597,13.640837943129672,4.0926673044129265,7.8928031720944425,8.186721013739273,2.3804572363404457,1.8938291117303718,1.9076931608645622
2024-05-02,25.55236549744102,18.516206882203637,14.953050666444751,13.452336370823451,5.227534362473821,7.909957142262722,8.190127463626402,2.395317549480575,1.8946171236771663,1.9084869415664574
2024-05-03,25.581104723819042,18.537032408564524,14.969868643950123,13.467466466716655,5.107056569191036,7.932739037462857,8.199339054125357,2.3980116082090586,1.8967480352134187,1.910633452747924
2024-05-06,25.42822045244372,18.427626947868212,14.877641440421801,13.386978785662034,5.367765800334019,7.885329395039406,8.150336089218921,2.4154255979903656,1.885412209631337,2.1752632813901807
2024-05-07,25.296589223924865,18.340473444279674,14.800626132806064,13.317680013181743,5.86312956555171,7.830779370571758,8.108145218871861,2.4029219530949635,1.875652221672983,2.1640028560443785
2024-05-08,25.500726693888847,18.737628901654094,14.852238909267076,13.425150529448404,5.049484393383625,7.893971901169632,8.173576026022563,2.447228181881099,1.8907882898470483,2.029206173437608
2024-05-09,25.61133276799244,18.818900921691018,14.891635271711175,13.4833803678423,4.926806889744624,7.9282109741008995,8.070009592259463,2.4578427147484465,1.8989893372999875,1.9128911626096508
2024-05-10,25.656630365150544,18.852185054173745,14.78010194134195,13.535080633930313,4.79904186279698,8.011865303735064,8.08428265047489,2.46218978915411,1.9023479932039105,1.9162744060384924
2024-05-13,23.694872091677276,17.41070854394156,13.679566822291674,12.371545060513691,12.305951048861107,7.3992617458296355,7.337526205450734,2.2739257372895527,1.7568905866162492,1.7697521575285207
2024-05-14,23.723685057619264,17.04371338440739,13.70115238524432,12.39812013133329,12.611858623575614,7.366252494688727,7.345651194231635,2.2764437005085947,1.761411189081311,1.7717118393098565
2024-05-16,23.742944769464707,17.147753923867942,10.538388185871499,12.189118837143372,15.89520888636891,7.320687611144043,7.351614649106981,2.27829179660318,1.7628411638875285,1.7731501765418416
2024-05-17,23.766833496723592,17.16500696558485,10.55157112636087,12.227181259996904,15.782209380320932,7.328053248026417,7.359011402920386,2.2805840771889994,1.764614828956194,1.7749342139208504
2024-05-20,23.95979640487082,17.1728625732878,10.842084917208943,12.291733780039946,15.24772888344823,7.3204046131048255,7.351330455511887,2.278203723986856,1.7627730172025,1.773081631338187
2024-05-21,23.974006885081035,17.1185806934076,10.974870743562965,12.299023968849522,15.305767222372646,7.154553307804382,7.355690506582086,2.2795549194806535,1.7638185123583334,1.77413324050078
2024-05-22,23.984211748316696,17.125867450919692,11.005340143951708,12.330057013131078,15.29551376312463,7.157598741067512,7.281428166034621,2.2805252431442358,1.7645693057812863,1.774888424528545
2024-05-23,24.07560208344077,17.117477180135115,11.201072662575422,12.324016296219895,15.02759011912743,7.154092104584602,7.276571605383941,2.279407972770873,1.7637048115104945,1.7804651642514566
2024-05-24,24.056682769726248,16.872141706924314,11.201288244766506,12.176489533011273,15.364895330112722,7.1484702093397745,7.335265700483092,2.303381642512077,1.7623188405797103,1.7790660225442834
2024-05-27,25.030502111684655,17.587986860628813,11.826774820674398,12.672789434872964,11.723536904203257,7.439833746731916,7.634242810216531,2.3986056177515587,1.8341489575651941,1.8515787356707114
2024-05-28,25.650372602297487,17.63875063893896,11.767237900513841,13.023593661725538,10.74628070269834,7.46415216163138,7.618842646148879,2.392994538753329,1.8401441984342632,1.8576309488579807
2024-05-29,25.32341264482675,17.72085235098712,11.814351689307802,13.101250438868933,10.784022470089393,7.4931806519566795,7.648472736111486,2.4023010235773894,1.8473006184676048,1.8648553758068436
2024-05-30,24.744505864904948,17.693137387083727,11.793177834704057,13.026830254820007,11.476338142105973,7.589321828232438,7.5839288121882165,2.386409599568559,1.8444114871241744,1.861938789267898
2024-05-31,24.525446856803168,17.662158693273167,11.822959590364377,12.918653822770446,11.625707607711742,7.605009659942986,7.599605496034695,2.5264466271262007,1.8482240566356378,1.8657875893375846
2024-06-03,24.440584861458923,17.601044780138405,11.64606726445324,12.873953200312357,12.067479871825942,7.578695101919918,7.573309637288957,2.5177047149742844,1.8418289037886744,1.8593316638392976
2024-06-04,24.434663220804392,17.32757228234534,11.645937651429495,13.005438001399883,12.216658590426963,7.576858881171593,7.57147472136973,2.521132827222312,1.8413826522371186,1.8588811715931728
2024-06-05,24.400177426509135,17.301772920951112,11.945374141430435,12.987082812478997,12.039463956879981,7.566165302364343,7.562132881702219,2.5175746333857547,1.8387838219283037,1.8414721023697191
2024-06-06,24.36905976480696,17.283735166192344,11.910003758792891,12.943671803683618,12.19459807764592,7.5565161359609085,7.552488857863931,2.514363958545884,1.8364388122214466,1.8391236642860977
2024-06-07,24.36971405557793,17.274801986843872,11.910323533360183,12.954759028057458,12.184185796751242,7.556719022687609,7.55269163646127,2.5211437776882804,1.8364881192106324,1.839173043361525
2024-06-11,24.400537634408604,17.762096774193548,12.112903225806452,13.120967741935482,11.379032258064516,7.565860215053763,7.575268817204302,2.4973118279569895,1.8387096774193548,1.747311827956989
2024-06-12,24.38185798514579,17.748499133728192,12.428650093342467,13.110923083121802,11.081563855648227,7.560068227298979,7.609761338759284,2.4954000295472554,1.8373020669648255,1.745974186443182
2024-06-13,24.379238568454976,17.746592358826295,12.373598334788156,13.109514537030819,11.279124420868865,7.55925602632109,7.608943799100248,2.3608406633989123,1.8371046800510307,1.745786611159605
2024-06-14,24.370729349854344,17.74039816890631,12.36659462216912,13.100911519512422,11.316803372219463,7.556617577962438,7.606288007947269,2.3600166463062653,1.8364634653850802,1.7451772697372838
