date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CMBC SECURITIES CO LTD,CITIC SECURITIES BROKERAGE (HK) LTD,UBS SECURITIES HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,GRAND CAPITAL SECURITIES LTD
2024-03-01,43.203019357176274,22.26502502992488,19.658354820553498,0.0,0.0,1.193486493484153,0.19970236151024812,10.219354820822335,3.261057116528608,0.0
2024-03-04,43.27619506905606,22.27969392641521,19.696508554689313,0.0,0.0,1.1917942651328073,0.19966996817596658,10.258924533893298,3.097213682637343,0.0
2024-03-05,43.28054204807354,22.28685210535572,19.654371460166487,0.0,0.0,1.1960425261131622,0.19909790610173264,10.266183739510007,3.1169102146793466,0.0
2024-03-06,43.200444671546876,22.30159345444775,19.712414316601816,0.0,0.0,1.1908538480694408,0.1843450568385509,10.25504488455382,3.1553037679417466,0.0
2024-03-07,43.11599834397699,22.334585969264186,19.822198404725235,0.0,0.0,1.1905306296891036,0.18568135362768656,10.250684322421536,3.1003209762952575,0.0
2024-03-08,43.06002525039431,22.28506720079618,19.815404161716025,0.0,0.0,1.1841489051308973,0.18413978735867004,10.233220012885216,3.2379946817187024,0.0
2024-03-11,43.364058662812674,22.164741445525298,19.76604713953198,0.0,0.0,1.2215812068091632,0.1842545965949354,10.180036877116038,3.1192800716099147,0.0
2024-03-12,43.28004783856147,22.128588764006814,19.80325212082585,0.0,0.0,1.1778372609077228,0.18388805367173178,10.203685624573703,3.222700337452708,0.0
2024-03-13,43.2462957756783,22.08546021898329,19.838728261359858,0.0,0.0,1.177844238285926,0.18321197051923876,10.203823256446546,3.2646362787268415,0.0
2024-03-14,43.1671512677434,22.064855548575505,19.83091583645954,0.0,0.0,1.3281527553366494,0.18265952598441287,10.177353094845229,3.2489119710552625,0.0
2024-03-15,43.09526162623249,22.106823226074596,19.803406116217545,0.0,0.0941386406976065,1.2898357348277454,0.16757952911014706,10.177451193830954,3.2655039330089126,0.0
2024-03-18,43.034144608818146,22.118298614196366,19.88653168465967,0.0,0.09471126570637928,1.2120941731561503,0.1676320364550376,10.193199925637053,3.293387691371203,0.0
2024-03-19,43.08690001446457,22.129137081117864,20.041342450347795,0.0,0.09476785736435984,1.1932917711399187,0.16739254126852077,10.089548187371955,3.197620096925017,0.0
2024-03-20,43.12263755860577,22.089813800536376,20.12968595703858,0.0,0.09497409736080895,1.2050451275571494,0.16741643435958226,10.103744658054442,3.0866823664872984,0.0
2024-03-21,43.176226073765946,21.98849397275017,20.141866515666838,0.0,0.09460378778115658,1.191249941325376,0.16940841582786986,10.065298961350287,3.1728523315323596,0.0
2024-03-22,43.041991801823066,21.972115194564935,20.108740197846238,0.0,0.09457544446483358,1.190039996046832,0.16334251875163291,10.063039092952032,3.366155753550437,0.0
2024-03-25,43.061700583487074,21.94808942524554,20.200759620133685,0.0,0.09426242438765088,1.1927320047271375,0.15708505552967061,10.138020129910013,3.2073507565792316,0.0
2024-03-26,43.892624503769525,21.149743588448537,20.255588530362235,0.0,0.09460624565282563,1.2841148049572382,0.1489425248666771,10.057545606315951,3.11683419562701,0.0
2024-03-27,44.09036445542867,21.276822226095486,20.137516566958524,0.0,0.09463268193247766,1.2468204004233305,0.14885819980628637,10.072099279135207,2.932886190220018,0.0
2024-03-28,44.06705868990048,21.27190793020568,20.08253078666092,0.0,0.09445402131857988,1.2453382226907328,0.1484122502790063,10.059976221202325,3.0303218777422773,0.0
2024-04-02,44.00382520381117,21.364543573729584,20.069241005029788,0.0,0.09475001692172132,1.2907867849336923,0.14838218981665816,10.047718639009581,2.9807525867478066,0.0
2024-04-03,43.85144018192455,21.31295761397303,20.188274428880195,0.0,0.09477117928202727,1.3107900852637122,0.1482793653472064,10.03884451460274,3.054642630726539,0.0
2024-04-05,43.7464297834872,21.38994262017131,20.140639633093418,0.0,0.09470255757370354,1.382780954777214,0.1479216046504821,10.066948464689277,3.030634381557395,0.0
2024-04-08,43.67313538258082,21.307438271059905,20.085285064468007,0.0,0.09467361278481122,1.5808341632782636,0.1476730932017211,10.046112301672684,3.06484811095379,0.0
2024-04-09,43.60440057307821,21.41987526801681,20.19127289402044,0.0,0.09442382495199773,1.486989228916497,0.14845234779439967,10.053943849138964,3.000642014082687,0.0
